provincia,origen,periodo,viajeros,año,mes
Almería,España,2022M12,33013,2022,Diciembre
Almería,España,2022M11,38622,2022,Noviembre
Almería,España,2022M10,71229,2022,Octubre
Almería,España,2022M09,142904,2022,Septiembre
Almería,España,2022M08,206936,2022,Agosto
Almería,España,2022M07,189343,2022,Julio
Almería,España,2022M06,153172,2022,Junio
Almería,España,2022M05,90422,2022,Mayo
Almería,España,2022M04,70416,2022,Abril
Almería,España,2022M03,42511,2022,Marzo
Almería,España,2022M02,39146,2022,Febrero
Almería,España,2022M01,22290,2022,Enero
Almería,España,2021M12,30542,2021,Diciembre
Almería,España,2021M11,32281,2021,Noviembre
Almería,España,2021M10,67943,2021,Octubre
Almería,España,2021M09,133713,2021,Septiembre
Almería,España,2021M08,209996,2021,Agosto
Almería,España,2021M07,172883,2021,Julio
Almería,España,2021M06,107549,2021,Junio
Almería,España,2021M05,37240,2021,Mayo
Almería,España,2021M04,16155,2021,Abril
Almería,España,2021M03,14623,2021,Marzo
Almería,España,2021M02,10712,2021,Febrero
Almería,España,2021M01,10078,2021,Enero
Almería,El Extranjero,2022M12,10226,2022,Diciembre
Almería,El Extranjero,2022M11,12693,2022,Noviembre
Almería,El Extranjero,2022M10,26150,2022,Octubre
Almería,El Extranjero,2022M09,34974,2022,Septiembre
Almería,El Extranjero,2022M08,41392,2022,Agosto
Almería,El Extranjero,2022M07,39566,2022,Julio
Almería,El Extranjero,2022M06,32084,2022,Junio
Almería,El Extranjero,2022M05,28431,2022,Mayo
Almería,El Extranjero,2022M04,19025,2022,Abril
Almería,El Extranjero,2022M03,13274,2022,Marzo
Almería,El Extranjero,2022M02,10284,2022,Febrero
Almería,El Extranjero,2022M01,9007,2022,Enero
Almería,El Extranjero,2021M12,9503,2021,Diciembre
Almería,El Extranjero,2021M11,10937,2021,Noviembre
Almería,El Extranjero,2021M10,21944,2021,Octubre
Almería,El Extranjero,2021M09,26258,2021,Septiembre
Almería,El Extranjero,2021M08,20009,2021,Agosto
Almería,El Extranjero,2021M07,16631,2021,Julio
Almería,El Extranjero,2021M06,10941,2021,Junio
Almería,El Extranjero,2021M05,5832,2021,Mayo
Almería,El Extranjero,2021M04,3440,2021,Abril
Almería,El Extranjero,2021M03,2777,2021,Marzo
Almería,El Extranjero,2021M02,1767,2021,Febrero
Almería,El Extranjero,2021M01,2627,2021,Enero
Cádiz,España,2022M12,81711,2022,Diciembre
Cádiz,España,2022M11,87654,2022,Noviembre
Cádiz,España,2022M10,139809,2022,Octubre
Cádiz,España,2022M09,210507,2022,Septiembre
Cádiz,España,2022M08,287126,2022,Agosto
Cádiz,España,2022M07,289088,2022,Julio
Cádiz,España,2022M06,232757,2022,Junio
Cádiz,España,2022M05,197200,2022,Mayo
Cádiz,España,2022M04,163824,2022,Abril
Cádiz,España,2022M03,85986,2022,Marzo
Cádiz,España,2022M02,80010,2022,Febrero
Cádiz,España,2022M01,49164,2022,Enero
Cádiz,España,2021M12,69023,2021,Diciembre
Cádiz,España,2021M11,72374,2021,Noviembre
Cádiz,España,2021M10,138206,2021,Octubre
Cádiz,España,2021M09,214846,2021,Septiembre
Cádiz,España,2021M08,295666,2021,Agosto
Cádiz,España,2021M07,288620,2021,Julio
Cádiz,España,2021M06,221857,2021,Junio
Cádiz,España,2021M05,126245,2021,Mayo
Cádiz,España,2021M04,37357,2021,Abril
Cádiz,España,2021M03,33194,2021,Marzo
Cádiz,España,2021M02,25622,2021,Febrero
Cádiz,España,2021M01,23294,2021,Enero
Cádiz,El Extranjero,2022M12,26123,2022,Diciembre
Cádiz,El Extranjero,2022M11,35834,2022,Noviembre
Cádiz,El Extranjero,2022M10,93863,2022,Octubre
Cádiz,El Extranjero,2022M09,105865,2022,Septiembre
Cádiz,El Extranjero,2022M08,88755,2022,Agosto
Cádiz,El Extranjero,2022M07,91039,2022,Julio
Cádiz,El Extranjero,2022M06,93969,2022,Junio
Cádiz,El Extranjero,2022M05,89603,2022,Mayo
Cádiz,El Extranjero,2022M04,76934,2022,Abril
Cádiz,El Extranjero,2022M03,39880,2022,Marzo
Cádiz,El Extranjero,2022M02,27531,2022,Febrero
Cádiz,El Extranjero,2022M01,17547,2022,Enero
Cádiz,El Extranjero,2021M12,18924,2021,Diciembre
Cádiz,El Extranjero,2021M11,31352,2021,Noviembre
Cádiz,El Extranjero,2021M10,66742,2021,Octubre
Cádiz,El Extranjero,2021M09,64928,2021,Septiembre
Cádiz,El Extranjero,2021M08,51609,2021,Agosto
Cádiz,El Extranjero,2021M07,50220,2021,Julio
Cádiz,El Extranjero,2021M06,31653,2021,Junio
Cádiz,El Extranjero,2021M05,20041,2021,Mayo
Cádiz,El Extranjero,2021M04,9743,2021,Abril
Cádiz,El Extranjero,2021M03,7203,2021,Marzo
Cádiz,El Extranjero,2021M02,4501,2021,Febrero
Cádiz,El Extranjero,2021M01,3902,2021,Enero
Córdoba,España,2022M12,53101,2022,Diciembre
Córdoba,España,2022M11,59044,2022,Noviembre
Córdoba,España,2022M10,62365,2022,Octubre
Córdoba,España,2022M09,57170,2022,Septiembre
Córdoba,España,2022M08,56282,2022,Agosto
Córdoba,España,2022M07,47748,2022,Julio
Córdoba,España,2022M06,53379,2022,Junio
Córdoba,España,2022M05,64872,2022,Mayo
Córdoba,España,2022M04,65504,2022,Abril
Córdoba,España,2022M03,54895,2022,Marzo
Córdoba,España,2022M02,53129,2022,Febrero
Córdoba,España,2022M01,40303,2022,Enero
Córdoba,España,2021M12,48686,2021,Diciembre
Córdoba,España,2021M11,58095,2021,Noviembre
Córdoba,España,2021M10,60689,2021,Octubre
Córdoba,España,2021M09,54699,2021,Septiembre
Córdoba,España,2021M08,55718,2021,Agosto
Córdoba,España,2021M07,44783,2021,Julio
Córdoba,España,2021M06,44713,2021,Junio
Córdoba,España,2021M05,42282,2021,Mayo
Córdoba,España,2021M04,18233,2021,Abril
Córdoba,España,2021M03,17088,2021,Marzo
Córdoba,España,2021M02,11889,2021,Febrero
Córdoba,España,2021M01,13157,2021,Enero
Córdoba,El Extranjero,2022M12,0,2022,Diciembre
Córdoba,El Extranjero,2022M11,26774,2022,Noviembre
Córdoba,El Extranjero,2022M10,44698,2022,Octubre
Córdoba,El Extranjero,2022M09,41354,2022,Septiembre
Córdoba,El Extranjero,2022M08,31168,2022,Agosto
Córdoba,El Extranjero,2022M07,24964,2022,Julio
Córdoba,El Extranjero,2022M06,32670,2022,Junio
Córdoba,El Extranjero,2022M05,43781,2022,Mayo
Córdoba,El Extranjero,2022M04,39625,2022,Abril
Córdoba,El Extranjero,2022M03,26537,2022,Marzo
Córdoba,El Extranjero,2022M02,17414,2022,Febrero
Córdoba,El Extranjero,2022M01,13587,2022,Enero
Córdoba,El Extranjero,2021M12,15962,2021,Diciembre
Córdoba,El Extranjero,2021M11,22281,2021,Noviembre
Córdoba,El Extranjero,2021M10,29146,2021,Octubre
Córdoba,El Extranjero,2021M09,23098,2021,Septiembre
Córdoba,El Extranjero,2021M08,19358,2021,Agosto
Córdoba,El Extranjero,2021M07,15611,2021,Julio
Córdoba,El Extranjero,2021M06,9542,2021,Junio
Córdoba,El Extranjero,2021M05,7734,2021,Mayo
Córdoba,El Extranjero,2021M04,2023,2021,Abril
Córdoba,El Extranjero,2021M03,1925,2021,Marzo
Córdoba,El Extranjero,2021M02,835,2021,Febrero
Córdoba,El Extranjero,2021M01,1124,2021,Enero
Granada,España,2022M12,133853,2022,Diciembre
Granada,España,2022M11,108565,2022,Noviembre
Granada,España,2022M10,139347,2022,Octubre
Granada,España,2022M09,142538,2022,Septiembre
Granada,España,2022M08,167963,2022,Agosto
Granada,España,2022M07,137410,2022,Julio
Granada,España,2022M06,141675,2022,Junio
Granada,España,2022M05,130377,2022,Mayo
Granada,España,2022M04,159647,2022,Abril
Granada,España,2022M03,129162,2022,Marzo
Granada,España,2022M02,145351,2022,Febrero
Granada,España,2022M01,110796,2022,Enero
Granada,España,2021M12,124612,2021,Diciembre
Granada,España,2021M11,110446,2021,Noviembre
Granada,España,2021M10,141977,2021,Octubre
Granada,España,2021M09,134229,2021,Septiembre
Granada,España,2021M08,174587,2021,Agosto
Granada,España,2021M07,128748,2021,Julio
Granada,España,2021M06,99172,2021,Junio
Granada,España,2021M05,59341,2021,Mayo
Granada,España,2021M04,32676,2021,Abril
Granada,España,2021M03,34944,2021,Marzo
Granada,España,2021M02,22322,2021,Febrero
Granada,España,2021M01,27424,2021,Enero
Granada,El Extranjero,2022M12,57664,2022,Diciembre
Granada,El Extranjero,2022M11,56469,2022,Noviembre
Granada,El Extranjero,2022M10,101210,2022,Octubre
Granada,El Extranjero,2022M09,103293,2022,Septiembre
Granada,El Extranjero,2022M08,96847,2022,Agosto
Granada,El Extranjero,2022M07,88681,2022,Julio
Granada,El Extranjero,2022M06,89059,2022,Junio
Granada,El Extranjero,2022M05,97455,2022,Mayo
Granada,El Extranjero,2022M04,92073,2022,Abril
Granada,El Extranjero,2022M03,60519,2022,Marzo
Granada,El Extranjero,2022M02,44443,2022,Febrero
Granada,El Extranjero,2022M01,38615,2022,Enero
Granada,El Extranjero,2021M12,38889,2021,Diciembre
Granada,El Extranjero,2021M11,43564,2021,Noviembre
Granada,El Extranjero,2021M10,65538,2021,Octubre
Granada,El Extranjero,2021M09,53627,2021,Septiembre
Granada,El Extranjero,2021M08,46128,2021,Agosto
Granada,El Extranjero,2021M07,35002,2021,Julio
Granada,El Extranjero,2021M06,19283,2021,Junio
Granada,El Extranjero,2021M05,11524,2021,Mayo
Granada,El Extranjero,2021M04,5895,2021,Abril
Granada,El Extranjero,2021M03,6022,2021,Marzo
Granada,El Extranjero,2021M02,2963,2021,Febrero
Granada,El Extranjero,2021M01,5876,2021,Enero
Huelva,España,2022M12,20506,2022,Diciembre
Huelva,España,2022M11,32912,2022,Noviembre
Huelva,España,2022M10,60410,2022,Octubre
Huelva,España,2022M09,104723,2022,Septiembre
Huelva,España,2022M08,136330,2022,Agosto
Huelva,España,2022M07,143959,2022,Julio
Huelva,España,2022M06,112339,2022,Junio
Huelva,España,2022M05,99375,2022,Mayo
Huelva,España,2022M04,67411,2022,Abril
Huelva,España,2022M03,29366,2022,Marzo
Huelva,España,2022M02,29081,2022,Febrero
Huelva,España,2022M01,16276,2022,Enero
Huelva,España,2021M12,17984,2021,Diciembre
Huelva,España,2021M11,23478,2021,Noviembre
Huelva,España,2021M10,54581,2021,Octubre
Huelva,España,2021M09,103831,2021,Septiembre
Huelva,España,2021M08,157873,2021,Agosto
Huelva,España,2021M07,146112,2021,Julio
Huelva,España,2021M06,108203,2021,Junio
Huelva,España,2021M05,33599,2021,Mayo
Huelva,España,2021M04,8088,2021,Abril
Huelva,España,2021M03,9481,2021,Marzo
Huelva,España,2021M02,5895,2021,Febrero
Huelva,España,2021M01,6814,2021,Enero
Huelva,El Extranjero,2022M12,5088,2022,Diciembre
Huelva,El Extranjero,2022M11,9331,2022,Noviembre
Huelva,El Extranjero,2022M10,22767,2022,Octubre
Huelva,El Extranjero,2022M09,38203,2022,Septiembre
Huelva,El Extranjero,2022M08,32493,2022,Agosto
Huelva,El Extranjero,2022M07,27963,2022,Julio
Huelva,El Extranjero,2022M06,35350,2022,Junio
Huelva,El Extranjero,2022M05,26197,2022,Mayo
Huelva,El Extranjero,2022M04,19142,2022,Abril
Huelva,El Extranjero,2022M03,7939,2022,Marzo
Huelva,El Extranjero,2022M02,4256,2022,Febrero
Huelva,El Extranjero,2022M01,2493,2022,Enero
Huelva,El Extranjero,2021M12,2252,2021,Diciembre
Huelva,El Extranjero,2021M11,5263,2021,Noviembre
Huelva,El Extranjero,2021M10,14526,2021,Octubre
Huelva,El Extranjero,2021M09,20209,2021,Septiembre
Huelva,El Extranjero,2021M08,16256,2021,Agosto
Huelva,El Extranjero,2021M07,11194,2021,Julio
Huelva,El Extranjero,2021M06,14619,2021,Junio
Huelva,El Extranjero,2021M05,2834,2021,Mayo
Huelva,El Extranjero,2021M04,1116,2021,Abril
Huelva,El Extranjero,2021M03,1255,2021,Marzo
Huelva,El Extranjero,2021M02,571,2021,Febrero
Huelva,El Extranjero,2021M01,1081,2021,Enero
Jaén,España,2022M12,33437,2022,Diciembre
Jaén,España,2022M11,36424,2022,Noviembre
Jaén,España,2022M10,47486,2022,Octubre
Jaén,España,2022M09,45620,2022,Septiembre
Jaén,España,2022M08,46120,2022,Agosto
Jaén,España,2022M07,42519,2022,Julio
Jaén,España,2022M06,41171,2022,Junio
Jaén,España,2022M05,44522,2022,Mayo
Jaén,España,2022M04,50678,2022,Abril
Jaén,España,2022M03,34122,2022,Marzo
Jaén,España,2022M02,32769,2022,Febrero
Jaén,España,2022M01,21376,2022,Enero
Jaén,España,2021M12,31905,2021,Diciembre
Jaén,España,2021M11,41615,2021,Noviembre
Jaén,España,2021M10,52856,2021,Octubre
Jaén,España,2021M09,46516,2021,Septiembre
Jaén,España,2021M08,52390,2021,Agosto
Jaén,España,2021M07,39040,2021,Julio
Jaén,España,2021M06,30752,2021,Junio
Jaén,España,2021M05,25337,2021,Mayo
Jaén,España,2021M04,14285,2021,Abril
Jaén,España,2021M03,13241,2021,Marzo
Jaén,España,2021M02,9150,2021,Febrero
Jaén,España,2021M01,8478,2021,Enero
Jaén,El Extranjero,2022M12,3342,2022,Diciembre
Jaén,El Extranjero,2022M11,4334,2022,Noviembre
Jaén,El Extranjero,2022M10,6433,2022,Octubre
Jaén,El Extranjero,2022M09,7743,2022,Septiembre
Jaén,El Extranjero,2022M08,6509,2022,Agosto
Jaén,El Extranjero,2022M07,5399,2022,Julio
Jaén,El Extranjero,2022M06,5760,2022,Junio
Jaén,El Extranjero,2022M05,7100,2022,Mayo
Jaén,El Extranjero,2022M04,5269,2022,Abril
Jaén,El Extranjero,2022M03,3539,2022,Marzo
Jaén,El Extranjero,2022M02,2511,2022,Febrero
Jaén,El Extranjero,2022M01,2093,2022,Enero
Jaén,El Extranjero,2021M12,2364,2021,Diciembre
Jaén,El Extranjero,2021M11,3142,2021,Noviembre
Jaén,El Extranjero,2021M10,5328,2021,Octubre
Jaén,El Extranjero,2021M09,4355,2021,Septiembre
Jaén,El Extranjero,2021M08,3789,2021,Agosto
Jaén,El Extranjero,2021M07,2266,2021,Julio
Jaén,El Extranjero,2021M06,1787,2021,Junio
Jaén,El Extranjero,2021M05,2159,2021,Mayo
Jaén,El Extranjero,2021M04,624,2021,Abril
Jaén,El Extranjero,2021M03,672,2021,Marzo
Jaén,El Extranjero,2021M02,419,2021,Febrero
Jaén,El Extranjero,2021M01,631,2021,Enero
Málaga,España,2022M12,150406,2022,Diciembre
Málaga,España,2022M11,144414,2022,Noviembre
Málaga,España,2022M10,183271,2022,Octubre
Málaga,España,2022M09,224895,2022,Septiembre
Málaga,España,2022M08,321902,2022,Agosto
Málaga,España,2022M07,334995,2022,Julio
Málaga,España,2022M06,258698,2022,Junio
Málaga,España,2022M05,216312,2022,Mayo
Málaga,España,2022M04,224104,2022,Abril
Málaga,España,2022M03,167811,2022,Marzo
Málaga,España,2022M02,163580,2022,Febrero
Málaga,España,2022M01,88951,2022,Enero
Málaga,España,2021M12,142779,2021,Diciembre
Málaga,España,2021M11,137552,2021,Noviembre
Málaga,España,2021M10,186441,2021,Octubre
Málaga,España,2021M09,247187,2021,Septiembre
Málaga,España,2021M08,405728,2021,Agosto
Málaga,España,2021M07,381978,2021,Julio
Málaga,España,2021M06,252019,2021,Junio
Málaga,España,2021M05,124090,2021,Mayo
Málaga,España,2021M04,54893,2021,Abril
Málaga,España,2021M03,54084,2021,Marzo
Málaga,España,2021M02,32358,2021,Febrero
Málaga,España,2021M01,35051,2021,Enero
Málaga,El Extranjero,2022M12,133820,2022,Diciembre
Málaga,El Extranjero,2022M11,160002,2022,Noviembre
Málaga,El Extranjero,2022M10,356494,2022,Octubre
Málaga,El Extranjero,2022M09,395299,2022,Septiembre
Málaga,El Extranjero,2022M08,343423,2022,Agosto
Málaga,El Extranjero,2022M07,351335,2022,Julio
Málaga,El Extranjero,2022M06,352500,2022,Junio
Málaga,El Extranjero,2022M05,374336,2022,Mayo
Málaga,El Extranjero,2022M04,317492,2022,Abril
Málaga,El Extranjero,2022M03,192994,2022,Marzo
Málaga,El Extranjero,2022M02,124117,2022,Febrero
Málaga,El Extranjero,2022M01,91950,2022,Enero
Málaga,El Extranjero,2021M12,92359,2021,Diciembre
Málaga,El Extranjero,2021M11,143382,2021,Noviembre
Málaga,El Extranjero,2021M10,265201,2021,Octubre
Málaga,El Extranjero,2021M09,236110,2021,Septiembre
Málaga,El Extranjero,2021M08,220569,2021,Agosto
Málaga,El Extranjero,2021M07,174818,2021,Julio
Málaga,El Extranjero,2021M06,89994,2021,Junio
Málaga,El Extranjero,2021M05,54272,2021,Mayo
Málaga,El Extranjero,2021M04,24718,2021,Abril
Málaga,El Extranjero,2021M03,17179,2021,Marzo
Málaga,El Extranjero,2021M02,9641,2021,Febrero
Málaga,El Extranjero,2021M01,11489,2021,Enero
Sevilla,España,2022M12,142195,2022,Diciembre
Sevilla,España,2022M11,159021,2022,Noviembre
Sevilla,España,2022M10,163745,2022,Octubre
Sevilla,España,2022M09,164561,2022,Septiembre
Sevilla,España,2022M08,147417,2022,Agosto
Sevilla,España,2022M07,138999,2022,Julio
Sevilla,España,2022M06,175085,2022,Junio
Sevilla,España,2022M05,160761,2022,Mayo
Sevilla,España,2022M04,166182,2022,Abril
Sevilla,España,2022M03,151606,2022,Marzo
Sevilla,España,2022M02,140464,2022,Febrero
Sevilla,España,2022M01,112980,2022,Enero
Sevilla,España,2021M12,133089,2021,Diciembre
Sevilla,España,2021M11,144322,2021,Noviembre
Sevilla,España,2021M10,152279,2021,Octubre
Sevilla,España,2021M09,133622,2021,Septiembre
Sevilla,España,2021M08,130389,2021,Agosto
Sevilla,España,2021M07,122330,2021,Julio
Sevilla,España,2021M06,113507,2021,Junio
Sevilla,España,2021M05,93758,2021,Mayo
Sevilla,España,2021M04,65594,2021,Abril
Sevilla,España,2021M03,60181,2021,Marzo
Sevilla,España,2021M02,46715,2021,Febrero
Sevilla,España,2021M01,42298,2021,Enero
Sevilla,El Extranjero,2022M12,100802,2022,Diciembre
Sevilla,El Extranjero,2022M11,112726,2022,Noviembre
Sevilla,El Extranjero,2022M10,166288,2022,Octubre
Sevilla,El Extranjero,2022M09,160402,2022,Septiembre
Sevilla,El Extranjero,2022M08,161425,2022,Agosto
Sevilla,El Extranjero,2022M07,123990,2022,Julio
Sevilla,El Extranjero,2022M06,138129,2022,Junio
Sevilla,El Extranjero,2022M05,162280,2022,Mayo
Sevilla,El Extranjero,2022M04,132923,2022,Abril
Sevilla,El Extranjero,2022M03,107515,2022,Marzo
Sevilla,El Extranjero,2022M02,75734,2022,Febrero
Sevilla,El Extranjero,2022M01,57187,2022,Enero
Sevilla,El Extranjero,2021M12,67503,2021,Diciembre
Sevilla,El Extranjero,2021M11,86826,2021,Noviembre
Sevilla,El Extranjero,2021M10,107062,2021,Octubre
Sevilla,El Extranjero,2021M09,81845,2021,Septiembre
Sevilla,El Extranjero,2021M08,74687,2021,Agosto
Sevilla,El Extranjero,2021M07,55186,2021,Julio
Sevilla,El Extranjero,2021M06,41587,2021,Junio
Sevilla,El Extranjero,2021M05,24057,2021,Mayo
Sevilla,El Extranjero,2021M04,10092,2021,Abril
Sevilla,El Extranjero,2021M03,5788,2021,Marzo
Sevilla,El Extranjero,2021M02,3666,2021,Febrero
Sevilla,El Extranjero,2021M01,5175,2021,Enero
Huesca,España,2022M12,50705,2022,Diciembre
Huesca,España,2022M11,23507,2022,Noviembre
Huesca,España,2022M10,47588,2022,Octubre
Huesca,España,2022M09,60299,2022,Septiembre
Huesca,España,2022M08,103481,2022,Agosto
Huesca,España,2022M07,86845,2022,Julio
Huesca,España,2022M06,53713,2022,Junio
Huesca,España,2022M05,38692,2022,Mayo
Huesca,España,2022M04,58675,2022,Abril
Huesca,España,2022M03,56110,2022,Marzo
Huesca,España,2022M02,67726,2022,Febrero
Huesca,España,2022M01,69769,2022,Enero
Huesca,España,2021M12,56175,2021,Diciembre
Huesca,España,2021M11,25549,2021,Noviembre
Huesca,España,2021M10,56841,2021,Octubre
Huesca,España,2021M09,64501,2021,Septiembre
Huesca,España,2021M08,121473,2021,Agosto
Huesca,España,2021M07,91120,2021,Julio
Huesca,España,2021M06,47270,2021,Junio
Huesca,España,2021M05,21704,2021,Mayo
Huesca,España,2021M04,23554,2021,Abril
Huesca,España,2021M03,15847,2021,Marzo
Huesca,España,2021M02,6407,2021,Febrero
Huesca,España,2021M01,5163,2021,Enero
Huesca,El Extranjero,2022M12,4647,2022,Diciembre
Huesca,El Extranjero,2022M11,3968,2022,Noviembre
Huesca,El Extranjero,2022M10,11826,2022,Octubre
Huesca,El Extranjero,2022M09,21693,2022,Septiembre
Huesca,El Extranjero,2022M08,24154,2022,Agosto
Huesca,El Extranjero,2022M07,23766,2022,Julio
Huesca,El Extranjero,2022M06,17937,2022,Junio
Huesca,El Extranjero,2022M05,14385,2022,Mayo
Huesca,El Extranjero,2022M04,8947,2022,Abril
Huesca,El Extranjero,2022M03,5387,2022,Marzo
Huesca,El Extranjero,2022M02,7734,2022,Febrero
Huesca,El Extranjero,2022M01,4220,2022,Enero
Huesca,El Extranjero,2021M12,5007,2021,Diciembre
Huesca,El Extranjero,2021M11,4286,2021,Noviembre
Huesca,El Extranjero,2021M10,11376,2021,Octubre
Huesca,El Extranjero,2021M09,15883,2021,Septiembre
Huesca,El Extranjero,2021M08,15364,2021,Agosto
Huesca,El Extranjero,2021M07,13386,2021,Julio
Huesca,El Extranjero,2021M06,6965,2021,Junio
Huesca,El Extranjero,2021M05,2801,2021,Mayo
Huesca,El Extranjero,2021M04,1342,2021,Abril
Huesca,El Extranjero,2021M03,1146,2021,Marzo
Huesca,El Extranjero,2021M02,346,2021,Febrero
Huesca,El Extranjero,2021M01,513,2021,Enero
Teruel,España,2022M12,26117,2022,Diciembre
Teruel,España,2022M11,25098,2022,Noviembre
Teruel,España,2022M10,39289,2022,Octubre
Teruel,España,2022M09,36676,2022,Septiembre
Teruel,España,2022M08,49383,2022,Agosto
Teruel,España,2022M07,34592,2022,Julio
Teruel,España,2022M06,33273,2022,Junio
Teruel,España,2022M05,30250,2022,Mayo
Teruel,España,2022M04,40047,2022,Abril
Teruel,España,2022M03,23764,2022,Marzo
Teruel,España,2022M02,23868,2022,Febrero
Teruel,España,2022M01,19732,2022,Enero
Teruel,España,2021M12,25012,2021,Diciembre
Teruel,España,2021M11,25034,2021,Noviembre
Teruel,España,2021M10,40006,2021,Octubre
Teruel,España,2021M09,36167,2021,Septiembre
Teruel,España,2021M08,53609,2021,Agosto
Teruel,España,2021M07,36922,2021,Julio
Teruel,España,2021M06,26841,2021,Junio
Teruel,España,2021M05,16008,2021,Mayo
Teruel,España,2021M04,8671,2021,Abril
Teruel,España,2021M03,6123,2021,Marzo
Teruel,España,2021M02,3348,2021,Febrero
Teruel,España,2021M01,2594,2021,Enero
Teruel,El Extranjero,2022M12,1909,2022,Diciembre
Teruel,El Extranjero,2022M11,3394,2022,Noviembre
Teruel,El Extranjero,2022M10,5327,2022,Octubre
Teruel,El Extranjero,2022M09,6552,2022,Septiembre
Teruel,El Extranjero,2022M08,5577,2022,Agosto
Teruel,El Extranjero,2022M07,4757,2022,Julio
Teruel,El Extranjero,2022M06,4643,2022,Junio
Teruel,El Extranjero,2022M05,5111,2022,Mayo
Teruel,El Extranjero,2022M04,4512,2022,Abril
Teruel,El Extranjero,2022M03,3057,2022,Marzo
Teruel,El Extranjero,2022M02,1887,2022,Febrero
Teruel,El Extranjero,2022M01,1898,2022,Enero
Teruel,El Extranjero,2021M12,1903,2021,Diciembre
Teruel,El Extranjero,2021M11,2667,2021,Noviembre
Teruel,El Extranjero,2021M10,4603,2021,Octubre
Teruel,El Extranjero,2021M09,5458,2021,Septiembre
Teruel,El Extranjero,2021M08,3355,2021,Agosto
Teruel,El Extranjero,2021M07,4071,2021,Julio
Teruel,El Extranjero,2021M06,2429,2021,Junio
Teruel,El Extranjero,2021M05,1954,2021,Mayo
Teruel,El Extranjero,2021M04,850,2021,Abril
Teruel,El Extranjero,2021M03,776,2021,Marzo
Teruel,El Extranjero,2021M02,374,2021,Febrero
Teruel,El Extranjero,2021M01,421,2021,Enero
Zaragoza,España,2022M12,86404,2022,Diciembre
Zaragoza,España,2022M11,87803,2022,Noviembre
Zaragoza,España,2022M10,111251,2022,Octubre
Zaragoza,España,2022M09,98802,2022,Septiembre
Zaragoza,España,2022M08,107262,2022,Agosto
Zaragoza,España,2022M07,93812,2022,Julio
Zaragoza,España,2022M06,95814,2022,Junio
Zaragoza,España,2022M05,91928,2022,Mayo
Zaragoza,España,2022M04,105153,2022,Abril
Zaragoza,España,2022M03,79611,2022,Marzo
Zaragoza,España,2022M02,64237,2022,Febrero
Zaragoza,España,2022M01,47469,2022,Enero
Zaragoza,España,2021M12,71402,2021,Diciembre
Zaragoza,España,2021M11,84238,2021,Noviembre
Zaragoza,España,2021M10,106221,2021,Octubre
Zaragoza,España,2021M09,96322,2021,Septiembre
Zaragoza,España,2021M08,108589,2021,Agosto
Zaragoza,España,2021M07,82567,2021,Julio
Zaragoza,España,2021M06,66744,2021,Junio
Zaragoza,España,2021M05,53811,2021,Mayo
Zaragoza,España,2021M04,35486,2021,Abril
Zaragoza,España,2021M03,36086,2021,Marzo
Zaragoza,España,2021M02,29545,2021,Febrero
Zaragoza,España,2021M01,25518,2021,Enero
Zaragoza,El Extranjero,2022M12,20346,2022,Diciembre
Zaragoza,El Extranjero,2022M11,21133,2022,Noviembre
Zaragoza,El Extranjero,2022M10,32221,2022,Octubre
Zaragoza,El Extranjero,2022M09,37120,2022,Septiembre
Zaragoza,El Extranjero,2022M08,50810,2022,Agosto
Zaragoza,El Extranjero,2022M07,38013,2022,Julio
Zaragoza,El Extranjero,2022M06,29565,2022,Junio
Zaragoza,El Extranjero,2022M05,28941,2022,Mayo
Zaragoza,El Extranjero,2022M04,27162,2022,Abril
Zaragoza,El Extranjero,2022M03,19844,2022,Marzo
Zaragoza,El Extranjero,2022M02,15637,2022,Febrero
Zaragoza,El Extranjero,2022M01,11680,2022,Enero
Zaragoza,El Extranjero,2021M12,14620,2021,Diciembre
Zaragoza,El Extranjero,2021M11,19563,2021,Noviembre
Zaragoza,El Extranjero,2021M10,23056,2021,Octubre
Zaragoza,El Extranjero,2021M09,24074,2021,Septiembre
Zaragoza,El Extranjero,2021M08,28159,2021,Agosto
Zaragoza,El Extranjero,2021M07,21004,2021,Julio
Zaragoza,El Extranjero,2021M06,10597,2021,Junio
Zaragoza,El Extranjero,2021M05,7835,2021,Mayo
Zaragoza,El Extranjero,2021M04,3838,2021,Abril
Zaragoza,El Extranjero,2021M03,4268,2021,Marzo
Zaragoza,El Extranjero,2021M02,3329,2021,Febrero
Zaragoza,El Extranjero,2021M01,3726,2021,Enero
Asturias,España,2022M12,77550,2022,Diciembre
Asturias,España,2022M11,84090,2022,Noviembre
Asturias,España,2022M10,132523,2022,Octubre
Asturias,España,2022M09,156490,2022,Septiembre
Asturias,España,2022M08,226348,2022,Agosto
Asturias,España,2022M07,200203,2022,Julio
Asturias,España,2022M06,138932,2022,Junio
Asturias,España,2022M05,110048,2022,Mayo
Asturias,España,2022M04,118092,2022,Abril
Asturias,España,2022M03,75718,2022,Marzo
Asturias,España,2022M02,65177,2022,Febrero
Asturias,España,2022M01,50991,2022,Enero
Asturias,España,2021M12,71660,2021,Diciembre
Asturias,España,2021M11,76339,2021,Noviembre
Asturias,España,2021M10,138046,2021,Octubre
Asturias,España,2021M09,168682,2021,Septiembre
Asturias,España,2021M08,255261,2021,Agosto
Asturias,España,2021M07,202996,2021,Julio
