Tipo de alojamiento,Total Nacional,Comunidades y Ciudades Autónomas,Residencia: Nivel 2,Viajeros y pernoctaciones,Periodo,Total,año,mes,cod_comunidad,nombre_comunidad
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2023M08,100256,2023,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2023M07,80342,2023,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2023M06,50016,2023,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2023M05,43156,2023,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2023M04,60123,2023,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2023M03,36069,2023,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2023M02,33425,2023,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2023M01,27695,2023,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M12,44967,2022,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M11,34097,2022,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M10,50264,2022,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M09,47716,2022,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M08,86790,2022,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M07,61003,2022,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M06,40833,2022,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M05,37808,2022,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M04,50330,2022,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M03,27892,2022,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M02,28415,2022,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2022M01,22695,2022,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M12,35965,2021,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M11,28400,2021,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M10,51098,2021,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M09,40677,2021,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M08,83877,2021,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M07,52959,2021,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M06,28129,2021,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M05,22238,2021,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M04,16216,2021,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M03,12750,2021,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M02,8948,2021,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en España,Pernoctaciones,2021M01,8898,2021,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M12,4723,2025,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M11,4069,2025,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M10,6866,2025,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M09,7904,2025,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M08,12979,2025,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M07,12109,2025,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M06,6777,2025,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M05,5451,2025,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M04,5496,2025,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M03,3381,2025,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M02,2610,2025,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2025M01,2607,2025,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M12,3576,2024,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M11,2942,2024,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M10,4723,2024,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M09,5692,2024,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M08,10143,2024,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M07,8344,2024,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M06,5650,2024,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M05,5536,2024,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M04,4108,2024,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M03,2838,2024,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M02,2698,2024,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2024M01,1988,2024,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M12,3906,2023,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M11,3565,2023,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M10,6642,2023,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M09,7353,2023,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M08,10218,2023,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M07,8261,2023,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M06,5268,2023,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M05,5220,2023,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M04,5099,2023,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M03,2201,2023,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M02,2443,2023,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2023M01,1726,2023,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M12,2922,2022,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M11,2658,2022,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M10,4228,2022,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M09,5424,2022,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M08,7264,2022,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M07,6209,2022,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M06,4538,2022,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M05,3692,2022,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M04,3120,2022,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M03,1992,2022,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M02,1065,2022,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2022M01,1300,2022,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M12,1570,2021,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M11,1635,2021,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M10,3376,2021,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M09,2717,2021,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M08,3442,2021,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M07,3388,2021,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M06,991,2021,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M05,689,2021,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M04,163,2021,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M03,150,2021,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M02,56,2021,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Viajero,2021M01,148,2021,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M12,14915,2025,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M11,11747,2025,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M10,17390,2025,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M09,18647,2025,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M08,23914,2025,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M07,28784,2025,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M06,15478,2025,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M05,12271,2025,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M04,12845,2025,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M03,9992,2025,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M02,6516,2025,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2025M01,7894,2025,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M12,9208,2024,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M11,9274,2024,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M10,11396,2024,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M09,12691,2024,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M08,23213,2024,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M07,16986,2024,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M06,12116,2024,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M05,11882,2024,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M04,8290,2024,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M03,6563,2024,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M02,5307,2024,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2024M01,6424,2024,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M12,8292,2023,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M11,9033,2023,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M10,14032,2023,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M09,15317,2023,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M08,19965,2023,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M07,16606,2023,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M06,9744,2023,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M05,9758,2023,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M04,9817,2023,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M03,4358,2023,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M02,5109,2023,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2023M01,4928,2023,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M12,6114,2022,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M11,6236,2022,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M10,9467,2022,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M09,9990,2022,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M08,14080,2022,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M07,14677,2022,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M06,10569,2022,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M05,9003,2022,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M04,6391,2022,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M03,6414,2022,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M02,3400,2022,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2022M01,2976,2022,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M12,3933,2021,12,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M11,4838,2021,11,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M10,7142,2021,10,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M09,5783,2021,9,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M08,6846,2021,8,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M07,6807,2021,7,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M06,3106,2021,6,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M05,2074,2021,5,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M04,977,2021,4,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M03,856,2021,3,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M02,954,2021,2,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,07 Castilla y León,Residentes en el Extranjero,Pernoctaciones,2021M01,1163,2021,1,07,Castilla y León
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M12,10854,2025,12,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M11,9476,2025,11,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M10,14663,2025,10,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M09,15387,2025,9,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M08,15773,2025,8,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M07,10700,2025,7,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M06,13619,2025,6,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M05,11955,2025,5,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M04,15035,2025,4,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M03,9344,2025,3,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M02,8491,2025,2,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2025M01,6945,2025,1,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M12,13731,2024,12,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M11,8796,2024,11,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M10,15857,2024,10,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M09,12360,2024,9,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M08,17806,2024,8,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M07,12102,2024,7,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M06,10957,2024,6,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M05,10872,2024,5,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M04,11123,2024,4,08,Castilla - La Mancha
Encuesta de Ocupación en Apartamentos Turísticos,Total Nacional,08 Castilla - La Mancha,,Viajero,2024M03,10299,2024,3,08,Castilla - La Mancha
