Puntos turísticos,Viajeros y pernoctaciones,Residencia,Periodo,Total,año,mes,cod_postal_ciudad,nombre_ciudad
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2022M01,122482,2022,1,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M12,146100,2021,12,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M11,189684,2021,11,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M10,228885,2021,10,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M09,173132,2021,9,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M08,151309,2021,8,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M07,107483,2021,7,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M06,78851,2021,6,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M05,47036,2021,5,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M04,18361,2021,4,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M03,10971,2021,3,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M02,7522,2021,2,41091,Sevilla
41091 Sevilla,Pernoctaciones,Residentes en el Extranjero,2021M01,10378,2021,1,41091,Sevilla
42173 Soria,Viajero,Residentes en España,2025M12,8751,2025,12,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M11,9885,2025,11,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M10,11871,2025,10,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M09,11802,2025,9,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M08,16008,2025,8,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M07,11507,2025,7,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M06,11212,2025,6,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M05,10753,2025,5,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M04,11009,2025,4,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M03,8824,2025,3,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M02,7569,2025,2,42173,Soria
42173 Soria,Viajero,Residentes en España,2025M01,5991,2025,1,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M12,7996,2024,12,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M11,10481,2024,11,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M10,11016,2024,10,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M09,10736,2024,9,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M08,12945,2024,8,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M07,11208,2024,7,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M06,10468,2024,6,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M05,10807,2024,5,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M04,8936,2024,4,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M03,9110,2024,3,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M02,6691,2024,2,42173,Soria
42173 Soria,Viajero,Residentes en España,2024M01,5853,2024,1,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M12,7731,2023,12,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M11,9072,2023,11,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M10,10851,2023,10,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M09,10877,2023,9,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M08,12158,2023,8,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M07,12198,2023,7,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M06,10046,2023,6,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M05,9533,2023,5,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M04,11405,2023,4,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M03,8771,2023,3,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M02,6774,2023,2,42173,Soria
42173 Soria,Viajero,Residentes en España,2023M01,4580,2023,1,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M12,6422,2022,12,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M11,7590,2022,11,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M10,10132,2022,10,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M09,10145,2022,9,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M08,12407,2022,8,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M07,10886,2022,7,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M06,9555,2022,6,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M05,8633,2022,5,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M04,8264,2022,4,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M03,6455,2022,3,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M02,6169,2022,2,42173,Soria
42173 Soria,Viajero,Residentes en España,2022M01,3625,2022,1,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M12,4691,2021,12,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M11,6210,2021,11,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M10,8882,2021,10,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M09,9322,2021,9,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M08,11742,2021,8,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M07,9487,2021,7,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M06,7615,2021,6,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M05,3941,2021,5,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M04,2263,2021,4,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M03,1966,2021,3,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M02,1060,2021,2,42173,Soria
42173 Soria,Viajero,Residentes en España,2021M01,994,2021,1,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M12,525,2025,12,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M11,753,2025,11,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M10,1580,2025,10,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M09,1598,2025,9,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M08,1595,2025,8,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M07,1244,2025,7,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M06,1386,2025,6,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M05,1327,2025,5,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M04,975,2025,4,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M03,626,2025,3,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M02,607,2025,2,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2025M01,528,2025,1,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M12,431,2024,12,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M11,658,2024,11,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M10,1138,2024,10,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M09,1612,2024,9,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M08,1048,2024,8,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M07,1101,2024,7,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M06,1218,2024,6,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M05,1303,2024,5,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M04,775,2024,4,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M03,647,2024,3,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M02,757,2024,2,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2024M01,409,2024,1,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M12,489,2023,12,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M11,601,2023,11,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M10,1110,2023,10,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M09,1607,2023,9,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M08,1268,2023,8,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M07,1179,2023,7,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M06,1066,2023,6,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M05,909,2023,5,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M04,922,2023,4,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M03,685,2023,3,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M02,575,2023,2,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2023M01,332,2023,1,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M12,332,2022,12,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M11,587,2022,11,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M10,1079,2022,10,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M09,1069,2022,9,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M08,1148,2022,8,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M07,1550,2022,7,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M06,1019,2022,6,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M05,1061,2022,5,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M04,712,2022,4,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M03,431,2022,3,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M02,360,2022,2,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2022M01,443,2022,1,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M12,612,2021,12,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M11,1078,2021,11,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M10,796,2021,10,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M09,968,2021,9,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M08,694,2021,8,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M07,683,2021,7,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M06,439,2021,6,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M05,217,2021,5,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M04,80,2021,4,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M03,72,2021,3,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M02,60,2021,2,42173,Soria
42173 Soria,Viajero,Residentes en el Extranjero,2021M01,63,2021,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M12,16252,2025,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M11,17662,2025,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M10,21785,2025,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M09,21336,2025,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M08,29893,2025,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M07,21300,2025,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M06,21814,2025,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M05,21594,2025,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M04,20883,2025,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M03,16720,2025,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M02,14135,2025,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2025M01,12113,2025,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M12,16174,2024,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M11,19773,2024,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M10,19721,2024,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M09,18332,2024,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M08,25089,2024,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M07,19523,2024,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M06,18057,2024,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M05,19502,2024,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M04,16818,2024,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M03,16556,2024,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M02,13563,2024,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2024M01,12530,2024,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M12,14957,2023,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M11,16120,2023,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M10,18506,2023,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M09,17950,2023,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M08,23052,2023,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M07,20369,2023,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M06,17309,2023,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M05,20087,2023,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M04,22373,2023,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M03,17101,2023,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M02,13731,2023,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2023M01,10718,2023,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M12,12953,2022,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M11,15147,2022,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M10,19639,2022,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M09,16907,2022,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M08,24346,2022,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M07,18306,2022,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M06,17636,2022,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M05,17744,2022,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M04,16966,2022,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M03,13785,2022,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M02,12619,2022,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2022M01,7732,2022,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M12,9724,2021,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M11,11350,2021,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M10,18335,2021,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M09,18061,2021,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M08,24628,2021,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M07,18792,2021,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M06,14335,2021,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M05,8178,2021,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M04,5349,2021,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M03,4996,2021,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M02,3319,2021,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en España,2021M01,3184,2021,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M12,1151,2025,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M11,1972,2025,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M10,3201,2025,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M09,3670,2025,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M08,3139,2025,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M07,1923,2025,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M06,2253,2025,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M05,2498,2025,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M04,1609,2025,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M03,1172,2025,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M02,967,2025,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2025M01,1161,2025,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M12,1232,2024,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M11,1649,2024,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M10,3202,2024,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M09,4274,2024,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M08,3139,2024,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M07,2968,2024,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M06,3268,2024,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M05,3262,2024,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M04,2243,2024,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M03,1683,2024,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M02,1251,2024,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2024M01,1012,2024,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M12,1551,2023,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M11,1486,2023,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M10,2159,2023,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M09,2040,2023,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M08,1857,2023,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M07,1858,2023,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M06,2017,2023,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M05,1448,2023,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M04,1342,2023,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M03,1370,2023,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M02,954,2023,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2023M01,517,2023,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M12,452,2022,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M11,864,2022,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M10,1555,2022,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M09,1839,2022,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M08,1578,2022,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M07,2289,2022,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M06,1850,2022,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M05,1915,2022,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M04,992,2022,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M03,834,2022,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M02,612,2022,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2022M01,889,2022,1,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M12,953,2021,12,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M11,1838,2021,11,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M10,1478,2021,10,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M09,1556,2021,9,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M08,1199,2021,8,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M07,1052,2021,7,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M06,703,2021,6,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M05,487,2021,5,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M04,132,2021,4,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M03,150,2021,3,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M02,99,2021,2,42173,Soria
42173 Soria,Pernoctaciones,Residentes en el Extranjero,2021M01,124,2021,1,42173,Soria
43038 Cambrils,Viajero,Residentes en España,2025M12,,2025,12,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M11,,2025,11,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M10,3896,2025,10,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M09,16549,2025,9,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M08,28771,2025,8,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M07,23173,2025,7,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M06,18156,2025,6,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M05,15177,2025,5,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M04,11651,2025,4,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M03,,2025,3,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M02,,2025,2,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2025M01,,2025,1,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M12,,2024,12,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M11,,2024,11,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M10,8525,2024,10,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M09,14582,2024,9,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M08,25513,2024,8,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M07,24142,2024,7,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M06,22384,2024,6,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M05,13550,2024,5,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M04,9236,2024,4,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M03,6816,2024,3,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M02,,2024,2,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2024M01,,2024,1,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M12,,2023,12,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M11,,2023,11,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M10,8610,2023,10,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M09,15734,2023,9,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M08,26824,2023,8,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M07,27622,2023,7,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M06,20490,2023,6,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M05,12287,2023,5,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M04,15814,2023,4,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M03,3312,2023,3,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M02,,2023,2,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2023M01,,2023,1,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M12,,2022,12,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M11,1933,2022,11,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M10,10274,2022,10,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M09,15503,2022,9,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M08,27201,2022,8,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M07,28263,2022,7,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M06,23741,2022,6,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M05,16935,2022,5,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M04,16053,2022,4,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M03,2038,2022,3,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M02,,2022,2,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2022M01,,2022,1,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M12,,2021,12,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M11,,2021,11,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M10,9612,2021,10,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M09,20393,2021,9,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M08,32189,2021,8,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M07,28459,2021,7,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M06,21850,2021,6,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M05,,2021,5,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M04,,2021,4,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M03,,2021,3,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M02,,2021,2,43038,Cambrils
43038 Cambrils,Viajero,Residentes en España,2021M01,,2021,1,43038,Cambrils
43038 Cambrils,Viajero,Residentes en el Extranjero,2025M12,,2025,12,43038,Cambrils
43038 Cambrils,Viajero,Residentes en el Extranjero,2025M11,,2025,11,43038,Cambrils
43038 Cambrils,Viajero,Residentes en el Extranjero,2025M10,10231,2025,10,43038,Cambrils
43038 Cambrils,Viajero,Residentes en el Extranjero,2025M09,17849,2025,9,43038,Cambrils
43038 Cambrils,Viajero,Residentes en el Extranjero,2025M08,17906,2025,8,43038,Cambrils
43038 Cambrils,Viajero,Residentes en el Extranjero,2025M07,18545,2025,7,43038,Cambrils
43038 Cambrils,Viajero,Residentes en el Extranjero,2025M06,13816,2025,6,43038,Cambrils
