"EAL-25d. EMPRESAS DE LA CONSTRUCCIÓN QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ",,,,,
Año 2020. Porcentaje sobre el total de empresas en la construcción que no proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,7.057,4.136,48.957,39.849
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,33.397,12.806,35.033,18.763
Dificultad para evaluar la necesidades de formación de la empresa,100,49.967,34.841,13.129,2.064
La falta de cursos de formación adecuados en el mercado,100,40.549,30.623,21.012,7.816
El alto coste de los cursos de formación,100,39.552,25.106,25.178,10.165
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,46.341,24.078,21.44,8.141
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,32.506,23.021,30.494,13.979
Dificultad para acceder a ayudas o subvenciones públicas,100,39.362,26.207,24.144,10.286
"EAL-25e. EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ",,,,,
Año 2020. Porcentaje sobre el total de empresas en el sector servicios que no proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,11.613,7.556,47.919,32.912
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,35.701,12.124,34.572,17.603
Dificultad para evaluar la necesidades de formación de la empresa,100,47.079,37.541,12.805,2.575
La falta de cursos de formación adecuados en el mercado,100,41.542,30.481,20.559,7.418
El alto coste de los cursos de formación,100,40.697,27.284,23.808,8.211
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,53.416,24.433,18.999,3.152
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,35.497,22.639,28.843,13.021
Dificultad para acceder a ayudas o subvenciones públicas,100,41.82,27.156,21.519,9.505
