Comunidades y Ciudades Autónomas,Provincia limpia,Residencia,Periodo,Periodo fecha,Pernoctaciones,Viajeros
Canarias,Total comunidad autónoma,Residentes en España,2024M10,2024-10-01,759636.0,200645.0
Canarias,Total comunidad autónoma,Residentes en España,2024M11,2024-11-01,548693.0,153280.0
Canarias,Total comunidad autónoma,Residentes en España,2024M12,2024-12-01,614159.0,161306.0
Canarias,Total comunidad autónoma,Residentes en España,2025M01,2025-01-01,499915.0,129670.0
Canarias,Total comunidad autónoma,Residentes en España,2025M02,2025-02-01,423759.0,128150.0
Canarias,Total comunidad autónoma,Residentes en España,2025M03,2025-03-01,535971.0,151363.0
Canarias,Total comunidad autónoma,Residentes en España,2025M04,2025-04-01,674512.0,192143.0
Canarias,Total comunidad autónoma,Residentes en España,2025M05,2025-05-01,843547.0,237336.0
Canarias,Total comunidad autónoma,Residentes en España,2025M06,2025-06-01,894049.0,245869.0
Canarias,Total comunidad autónoma,Residentes en España,2025M07,2025-07-01,1172408.0,283655.0
Canarias,Total comunidad autónoma,Residentes en España,2025M08,2025-08-01,1481718.0,327337.0
Canarias,Total comunidad autónoma,Residentes en España,2025M09,2025-09-01,919464.0,235232.0
Canarias,Total comunidad autónoma,Residentes en España,2025M10,2025-10-01,690900.0,184416.0
Canarias,Total comunidad autónoma,Residentes en España,2025M11,2025-11-01,539222.0,147944.0
Canarias,Total comunidad autónoma,Residentes en España,2025M12,2025-12-01,529981.0,146491.0
Canarias,Total comunidad autónoma,Residentes en España,2026M01,2026-01-01,514290.0,133262.0
Canarias,Total comunidad autónoma,Residentes en España,2026M02,2026-02-01,440093.0,126128.0
Canarias,Total comunidad autónoma,Residentes en España,2026M03,2026-03-01,596908.0,167557.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M01,2022-01-01,3453800.0,443617.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M02,2022-02-01,3869370.0,577292.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M03,2022-03-01,4792878.0,656717.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M04,2022-04-01,4637550.0,658770.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M05,2022-05-01,4082440.0,563937.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M06,2022-06-01,4338953.0,574488.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M07,2022-07-01,4959713.0,651278.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M08,2022-08-01,5317515.0,665616.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M09,2022-09-01,4620095.0,587130.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M10,2022-10-01,5139130.0,721849.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M11,2022-11-01,4970621.0,666629.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2022M12,2022-12-01,5005822.0,723799.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M01,2023-01-01,5155197.0,673560.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M02,2023-02-01,5016387.0,700653.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M03,2023-03-01,5261695.0,741229.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M04,2023-04-01,4776612.0,695029.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M05,2023-05-01,4424842.0,617283.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M06,2023-06-01,4580264.0,619759.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M07,2023-07-01,5143737.0,688055.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M08,2023-08-01,5201026.0,674709.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M09,2023-09-01,4920754.0,638832.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M10,2023-10-01,5469535.0,774691.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M11,2023-11-01,5439259.0,728564.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2023M12,2023-12-01,5244547.0,731278.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M01,2024-01-01,5571435.0,746968.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M02,2024-02-01,5485364.0,770172.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M03,2024-03-01,5809246.0,828786.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M04,2024-04-01,5009817.0,725372.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M05,2024-05-01,4648736.0,649173.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M06,2024-06-01,4767991.0,649652.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M07,2024-07-01,5282415.0,687191.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M08,2024-08-01,5506772.0,707265.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M09,2024-09-01,4994011.0,658368.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M10,2024-10-01,5681320.0,784487.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M11,2024-11-01,5524287.0,768429.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2024M12,2024-12-01,5351841.0,747514.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2025M01,2025-01-01,5748996.0,776982.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2025M02,2025-02-01,5527595.0,791986.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2025M03,2025-03-01,5610765.0,816395.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2025M04,2025-04-01,5052603.0,743026.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2025M05,2025-05-01,4500856.0,652651.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2025M06,2025-06-01,4779285.0,660380.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2025M07,2025-07-01,5380218.0,715913.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2025M08,2025-08-01,5595201.0,729160.0
Canarias,Total comunidad autónoma,Residentes en el Extranjero,2025M09,2025-09-01,4909063.0,652925.0
