Comunidades y Ciudades Autónomas,Provincia limpia,Residencia,Periodo,Periodo fecha,Pernoctaciones,Viajeros
Cataluña,Girona,Residentes en el Extranjero,2024M01,2024-01-01,91259.0,50860.0
Cataluña,Girona,Residentes en el Extranjero,2024M02,2024-02-01,149064.0,68516.0
Cataluña,Girona,Residentes en el Extranjero,2024M03,2024-03-01,286421.0,109975.0
Cataluña,Girona,Residentes en el Extranjero,2024M04,2024-04-01,638406.0,212577.0
Cataluña,Girona,Residentes en el Extranjero,2024M05,2024-05-01,1011118.0,321819.0
Cataluña,Girona,Residentes en el Extranjero,2024M06,2024-06-01,1108248.0,304140.0
Cataluña,Girona,Residentes en el Extranjero,2024M07,2024-07-01,1685607.0,391559.0
Cataluña,Girona,Residentes en el Extranjero,2024M08,2024-08-01,1665909.0,402174.0
Cataluña,Girona,Residentes en el Extranjero,2024M09,2024-09-01,1298451.0,336031.0
Cataluña,Girona,Residentes en el Extranjero,2024M10,2024-10-01,845755.0,255628.0
Cataluña,Girona,Residentes en el Extranjero,2024M11,2024-11-01,146387.0,72574.0
Cataluña,Girona,Residentes en el Extranjero,2024M12,2024-12-01,103198.0,60294.0
Cataluña,Girona,Residentes en el Extranjero,2025M01,2025-01-01,107414.0,56648.0
Cataluña,Girona,Residentes en el Extranjero,2025M02,2025-02-01,153491.0,72652.0
Cataluña,Girona,Residentes en el Extranjero,2025M03,2025-03-01,233944.0,98184.0
Cataluña,Girona,Residentes en el Extranjero,2025M04,2025-04-01,714909.0,235134.0
Cataluña,Girona,Residentes en el Extranjero,2025M05,2025-05-01,937000.0,295281.0
Cataluña,Girona,Residentes en el Extranjero,2025M06,2025-06-01,1144734.0,320102.0
Cataluña,Girona,Residentes en el Extranjero,2025M07,2025-07-01,1616336.0,388351.0
Cataluña,Girona,Residentes en el Extranjero,2025M08,2025-08-01,1640976.0,406676.0
Cataluña,Girona,Residentes en el Extranjero,2025M09,2025-09-01,1281908.0,333013.0
Cataluña,Girona,Residentes en el Extranjero,2025M10,2025-10-01,842228.0,249235.0
Cataluña,Girona,Residentes en el Extranjero,2025M11,2025-11-01,153462.0,76181.0
Cataluña,Girona,Residentes en el Extranjero,2025M12,2025-12-01,107827.0,63160.0
Cataluña,Girona,Residentes en el Extranjero,2026M01,2026-01-01,99631.0,53348.0
Cataluña,Girona,Residentes en el Extranjero,2026M02,2026-02-01,171421.0,71084.0
Cataluña,Girona,Residentes en el Extranjero,2026M03,2026-03-01,289577.0,131981.0
Cataluña,Lleida,Residentes en España,2022M01,2022-01-01,160255.0,62941.0
Cataluña,Lleida,Residentes en España,2022M02,2022-02-01,168427.0,70753.0
Cataluña,Lleida,Residentes en España,2022M03,2022-03-01,131338.0,59888.0
Cataluña,Lleida,Residentes en España,2022M04,2022-04-01,115763.0,54301.0
Cataluña,Lleida,Residentes en España,2022M05,2022-05-01,80671.0,44132.0
Cataluña,Lleida,Residentes en España,2022M06,2022-06-01,122221.0,60615.0
Cataluña,Lleida,Residentes en España,2022M07,2022-07-01,178509.0,74285.0
Cataluña,Lleida,Residentes en España,2022M08,2022-08-01,255544.0,99424.0
Cataluña,Lleida,Residentes en España,2022M09,2022-09-01,110102.0,54778.0
Cataluña,Lleida,Residentes en España,2022M10,2022-10-01,102681.0,51414.0
Cataluña,Lleida,Residentes en España,2022M11,2022-11-01,56332.0,30832.0
Cataluña,Lleida,Residentes en España,2022M12,2022-12-01,164280.0,67597.0
Cataluña,Lleida,Residentes en España,2023M01,2023-01-01,166199.0,65969.0
Cataluña,Lleida,Residentes en España,2023M02,2023-02-01,177517.0,70777.0
Cataluña,Lleida,Residentes en España,2023M03,2023-03-01,148911.0,65565.0
Cataluña,Lleida,Residentes en España,2023M04,2023-04-01,100417.0,49483.0
Cataluña,Lleida,Residentes en España,2023M05,2023-05-01,75008.0,40371.0
Cataluña,Lleida,Residentes en España,2023M06,2023-06-01,113545.0,59270.0
Cataluña,Lleida,Residentes en España,2023M07,2023-07-01,179504.0,79451.0
Cataluña,Lleida,Residentes en España,2023M08,2023-08-01,251633.0,102128.0
Cataluña,Lleida,Residentes en España,2023M09,2023-09-01,113091.0,59230.0
Cataluña,Lleida,Residentes en España,2023M10,2023-10-01,95636.0,52609.0
Cataluña,Lleida,Residentes en España,2023M11,2023-11-01,55725.0,32211.0
Cataluña,Lleida,Residentes en España,2023M12,2023-12-01,159919.0,66788.0
Cataluña,Lleida,Residentes en España,2024M01,2024-01-01,184515.0,73144.0
Cataluña,Lleida,Residentes en España,2024M02,2024-02-01,178086.0,72778.0
Cataluña,Lleida,Residentes en España,2024M03,2024-03-01,194420.0,80845.0
Cataluña,Lleida,Residentes en España,2024M04,2024-04-01,74128.0,39302.0
Cataluña,Lleida,Residentes en España,2024M05,2024-05-01,84869.0,46874.0
Cataluña,Lleida,Residentes en España,2024M06,2024-06-01,130348.0,66593.0
Cataluña,Lleida,Residentes en España,2024M07,2024-07-01,184128.0,77363.0
Cataluña,Lleida,Residentes en España,2024M08,2024-08-01,247166.0,96273.0
Cataluña,Lleida,Residentes en España,2024M09,2024-09-01,107324.0,53966.0
Cataluña,Lleida,Residentes en España,2024M10,2024-10-01,90002.0,48070.0
Cataluña,Lleida,Residentes en España,2024M11,2024-11-01,68726.0,35948.0
Cataluña,Lleida,Residentes en España,2024M12,2024-12-01,146717.0,67453.0
Cataluña,Lleida,Residentes en España,2025M01,2025-01-01,178160.0,72501.0
Cataluña,Lleida,Residentes en España,2025M02,2025-02-01,188163.0,81038.0
Cataluña,Lleida,Residentes en España,2025M03,2025-03-01,160701.0,67957.0
Cataluña,Lleida,Residentes en España,2025M04,2025-04-01,114882.0,54841.0
Cataluña,Lleida,Residentes en España,2025M05,2025-05-01,97506.0,49675.0
Cataluña,Lleida,Residentes en España,2025M06,2025-06-01,124937.0,63607.0
Cataluña,Lleida,Residentes en España,2025M07,2025-07-01,177015.0,77614.0
Cataluña,Lleida,Residentes en España,2025M08,2025-08-01,252668.0,102347.0
Cataluña,Lleida,Residentes en España,2025M09,2025-09-01,111462.0,55282.0
Cataluña,Lleida,Residentes en España,2025M10,2025-10-01,108899.0,55349.0
Cataluña,Lleida,Residentes en España,2025M11,2025-11-01,67837.0,36089.0
Cataluña,Lleida,Residentes en España,2025M12,2025-12-01,165729.0,72883.0
Cataluña,Lleida,Residentes en España,2026M01,2026-01-01,172648.0,69927.0
Cataluña,Lleida,Residentes en España,2026M02,2026-02-01,175514.0,72875.0
Cataluña,Lleida,Residentes en España,2026M03,2026-03-01,153420.0,67179.0
Cataluña,Lleida,Residentes en el Extranjero,2022M01,2022-01-01,31210.0,12311.0
Cataluña,Lleida,Residentes en el Extranjero,2022M02,2022-02-01,59626.0,20327.0
Cataluña,Lleida,Residentes en el Extranjero,2022M03,2022-03-01,41791.0,14420.0
Cataluña,Lleida,Residentes en el Extranjero,2022M04,2022-04-01,19819.0,9229.0
Cataluña,Lleida,Residentes en el Extranjero,2022M05,2022-05-01,20860.0,9915.0
Cataluña,Lleida,Residentes en el Extranjero,2022M06,2022-06-01,24278.0,12814.0
Cataluña,Lleida,Residentes en el Extranjero,2022M07,2022-07-01,40229.0,19315.0
Cataluña,Lleida,Residentes en el Extranjero,2022M08,2022-08-01,39605.0,19904.0
Cataluña,Lleida,Residentes en el Extranjero,2022M09,2022-09-01,30647.0,15293.0
Cataluña,Lleida,Residentes en el Extranjero,2022M10,2022-10-01,19334.0,10273.0
Cataluña,Lleida,Residentes en el Extranjero,2022M11,2022-11-01,12570.0,5949.0
Cataluña,Lleida,Residentes en el Extranjero,2022M12,2022-12-01,23699.0,9918.0
Cataluña,Lleida,Residentes en el Extranjero,2023M01,2023-01-01,35736.0,15062.0
Cataluña,Lleida,Residentes en el Extranjero,2023M02,2023-02-01,61444.0,20270.0
Cataluña,Lleida,Residentes en el Extranjero,2023M03,2023-03-01,41853.0,16068.0
Cataluña,Lleida,Residentes en el Extranjero,2023M04,2023-04-01,21475.0,10895.0
Cataluña,Lleida,Residentes en el Extranjero,2023M05,2023-05-01,28513.0,14968.0
Cataluña,Lleida,Residentes en el Extranjero,2023M06,2023-06-01,28482.0,15575.0
Cataluña,Lleida,Residentes en el Extranjero,2023M07,2023-07-01,42437.0,22209.0
Cataluña,Lleida,Residentes en el Extranjero,2023M08,2023-08-01,45580.0,23914.0
Cataluña,Lleida,Residentes en el Extranjero,2023M09,2023-09-01,39655.0,21035.0
Cataluña,Lleida,Residentes en el Extranjero,2023M10,2023-10-01,23271.0,12037.0
Cataluña,Lleida,Residentes en el Extranjero,2023M11,2023-11-01,12010.0,6705.0
Cataluña,Lleida,Residentes en el Extranjero,2023M12,2023-12-01,23492.0,10927.0
Cataluña,Lleida,Residentes en el Extranjero,2024M01,2024-01-01,38616.0,16721.0
Cataluña,Lleida,Residentes en el Extranjero,2024M02,2024-02-01,63936.0,23272.0
Cataluña,Lleida,Residentes en el Extranjero,2024M03,2024-03-01,45007.0,17803.0
Cataluña,Lleida,Residentes en el Extranjero,2024M04,2024-04-01,19483.0,9625.0
Cataluña,Lleida,Residentes en el Extranjero,2024M05,2024-05-01,27241.0,15866.0
Cataluña,Lleida,Residentes en el Extranjero,2024M06,2024-06-01,32595.0,18383.0
Cataluña,Lleida,Residentes en el Extranjero,2024M07,2024-07-01,45406.0,21580.0
Cataluña,Lleida,Residentes en el Extranjero,2024M08,2024-08-01,45413.0,22607.0
Cataluña,Lleida,Residentes en el Extranjero,2024M09,2024-09-01,39498.0,20599.0
Cataluña,Lleida,Residentes en el Extranjero,2024M10,2024-10-01,23883.0,12853.0
Cataluña,Lleida,Residentes en el Extranjero,2024M11,2024-11-01,14796.0,8550.0
Cataluña,Lleida,Residentes en el Extranjero,2024M12,2024-12-01,29025.0,13074.0
Cataluña,Lleida,Residentes en el Extranjero,2025M01,2025-01-01,41105.0,16731.0
Cataluña,Lleida,Residentes en el Extranjero,2025M02,2025-02-01,53092.0,19504.0
Cataluña,Lleida,Residentes en el Extranjero,2025M03,2025-03-01,48166.0,18789.0
Cataluña,Lleida,Residentes en el Extranjero,2025M04,2025-04-01,27720.0,13628.0
Cataluña,Lleida,Residentes en el Extranjero,2025M05,2025-05-01,28142.0,15810.0
Cataluña,Lleida,Residentes en el Extranjero,2025M06,2025-06-01,35363.0,18145.0
Cataluña,Lleida,Residentes en el Extranjero,2025M07,2025-07-01,44652.0,21413.0
Cataluña,Lleida,Residentes en el Extranjero,2025M08,2025-08-01,45823.0,23402.0
Cataluña,Lleida,Residentes en el Extranjero,2025M09,2025-09-01,38502.0,19580.0
Cataluña,Lleida,Residentes en el Extranjero,2025M10,2025-10-01,29470.0,14400.0
Cataluña,Lleida,Residentes en el Extranjero,2025M11,2025-11-01,19682.0,9276.0
Cataluña,Lleida,Residentes en el Extranjero,2025M12,2025-12-01,30824.0,14702.0
Cataluña,Lleida,Residentes en el Extranjero,2026M01,2026-01-01,42165.0,17398.0
Cataluña,Lleida,Residentes en el Extranjero,2026M02,2026-02-01,52121.0,18709.0
Cataluña,Lleida,Residentes en el Extranjero,2026M03,2026-03-01,39049.0,14744.0
Cataluña,Tarragona,Residentes en España,2022M01,2022-01-01,51700.0,32921.0
Cataluña,Tarragona,Residentes en España,2022M02,2022-02-01,55098.0,33408.0
Cataluña,Tarragona,Residentes en España,2022M03,2022-03-01,85513.0,43415.0
Cataluña,Tarragona,Residentes en España,2022M04,2022-04-01,426278.0,179316.0
Cataluña,Tarragona,Residentes en España,2022M05,2022-05-01,438182.0,197388.0
Cataluña,Tarragona,Residentes en España,2022M06,2022-06-01,729361.0,297668.0
Cataluña,Tarragona,Residentes en España,2022M07,2022-07-01,883019.0,290026.0
Cataluña,Tarragona,Residentes en España,2022M08,2022-08-01,960496.0,285189.0
Cataluña,Tarragona,Residentes en España,2022M09,2022-09-01,524662.0,200566.0
Cataluña,Tarragona,Residentes en España,2022M10,2022-10-01,309156.0,146433.0
Cataluña,Tarragona,Residentes en España,2022M11,2022-11-01,92776.0,58339.0
Cataluña,Tarragona,Residentes en España,2022M12,2022-12-01,132618.0,88032.0
Cataluña,Tarragona,Residentes en España,2023M01,2023-01-01,59873.0,37808.0
Cataluña,Tarragona,Residentes en España,2023M02,2023-02-01,54637.0,34173.0
Cataluña,Tarragona,Residentes en España,2023M03,2023-03-01,115433.0,49307.0
Cataluña,Tarragona,Residentes en España,2023M04,2023-04-01,490401.0,202444.0
Cataluña,Tarragona,Residentes en España,2023M05,2023-05-01,415109.0,166843.0
Cataluña,Tarragona,Residentes en España,2023M06,2023-06-01,727197.0,292093.0
Cataluña,Tarragona,Residentes en España,2023M07,2023-07-01,888977.0,302875.0
Cataluña,Tarragona,Residentes en España,2023M08,2023-08-01,942505.0,283932.0
Cataluña,Tarragona,Residentes en España,2023M09,2023-09-01,541246.0,220344.0
Cataluña,Tarragona,Residentes en España,2023M10,2023-10-01,287117.0,142515.0
Cataluña,Tarragona,Residentes en España,2023M11,2023-11-01,109813.0,69026.0
Cataluña,Tarragona,Residentes en España,2023M12,2023-12-01,128790.0,87091.0
Cataluña,Tarragona,Residentes en España,2024M01,2024-01-01,55112.0,34259.0
Cataluña,Tarragona,Residentes en España,2024M02,2024-02-01,65007.0,38251.0
Cataluña,Tarragona,Residentes en España,2024M03,2024-03-01,239562.0,113937.0
Cataluña,Tarragona,Residentes en España,2024M04,2024-04-01,321019.0,127947.0
Cataluña,Tarragona,Residentes en España,2024M05,2024-05-01,468774.0,184879.0
Cataluña,Tarragona,Residentes en España,2024M06,2024-06-01,674652.0,240601.0
Cataluña,Tarragona,Residentes en España,2024M07,2024-07-01,783622.0,273094.0
Cataluña,Tarragona,Residentes en España,2024M08,2024-08-01,924927.0,283751.0
Cataluña,Tarragona,Residentes en España,2024M09,2024-09-01,526085.0,205983.0
Cataluña,Tarragona,Residentes en España,2024M10,2024-10-01,269536.0,137064.0
Cataluña,Tarragona,Residentes en España,2024M11,2024-11-01,138948.0,81343.0
Cataluña,Tarragona,Residentes en España,2024M12,2024-12-01,121496.0,81962.0
Cataluña,Tarragona,Residentes en España,2025M01,2025-01-01,60560.0,38624.0
Cataluña,Tarragona,Residentes en España,2025M02,2025-02-01,67872.0,42721.0
Cataluña,Tarragona,Residentes en España,2025M03,2025-03-01,133023.0,61232.0
Cataluña,Tarragona,Residentes en España,2025M04,2025-04-01,458361.0,192801.0
Cataluña,Tarragona,Residentes en España,2025M05,2025-05-01,484036.0,212041.0
Cataluña,Tarragona,Residentes en España,2025M06,2025-06-01,646948.0,271823.0
Cataluña,Tarragona,Residentes en España,2025M07,2025-07-01,774490.0,249608.0
Cataluña,Tarragona,Residentes en España,2025M08,2025-08-01,826492.0,262922.0
Cataluña,Tarragona,Residentes en España,2025M09,2025-09-01,472981.0,188922.0
Cataluña,Tarragona,Residentes en España,2025M10,2025-10-01,248668.0,132600.0
Cataluña,Tarragona,Residentes en España,2025M11,2025-11-01,139085.0,85181.0
Cataluña,Tarragona,Residentes en España,2025M12,2025-12-01,126249.0,82765.0
Cataluña,Tarragona,Residentes en España,2026M01,2026-01-01,65282.0,41461.0
Cataluña,Tarragona,Residentes en España,2026M02,2026-02-01,74671.0,43805.0
Cataluña,Tarragona,Residentes en España,2026M03,2026-03-01,190925.0,98623.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M01,2022-01-01,17113.0,10416.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M02,2022-02-01,18276.0,9522.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M03,2022-03-01,25278.0,13987.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M04,2022-04-01,200987.0,72714.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M05,2022-05-01,496982.0,139713.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M06,2022-06-01,620590.0,137196.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M07,2022-07-01,981532.0,212123.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M08,2022-08-01,1208126.0,230290.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M09,2022-09-01,820409.0,158793.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M10,2022-10-01,433132.0,106469.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M11,2022-11-01,51746.0,25306.0
Cataluña,Tarragona,Residentes en el Extranjero,2022M12,2022-12-01,38289.0,21041.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M01,2023-01-01,28649.0,12891.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M02,2023-02-01,27850.0,11967.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M03,2023-03-01,40784.0,16143.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M04,2023-04-01,316264.0,99767.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M05,2023-05-01,685190.0,167047.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M06,2023-06-01,725947.0,148207.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M07,2023-07-01,1066081.0,226071.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M08,2023-08-01,1231230.0,237217.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M09,2023-09-01,967166.0,180900.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M10,2023-10-01,555150.0,125224.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M11,2023-11-01,54380.0,24753.0
Cataluña,Tarragona,Residentes en el Extranjero,2023M12,2023-12-01,37823.0,21955.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M01,2024-01-01,29677.0,14651.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M02,2024-02-01,28525.0,13555.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M03,2024-03-01,89193.0,34786.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M04,2024-04-01,341294.0,102473.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M05,2024-05-01,868857.0,192065.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M06,2024-06-01,968328.0,175066.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M07,2024-07-01,1099703.0,227735.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M08,2024-08-01,1213241.0,243534.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M09,2024-09-01,993478.0,181165.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M10,2024-10-01,619007.0,139981.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M11,2024-11-01,50105.0,24809.0
Cataluña,Tarragona,Residentes en el Extranjero,2024M12,2024-12-01,32432.0,18044.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M01,2025-01-01,18149.0,9652.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M02,2025-02-01,22992.0,11760.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M03,2025-03-01,36607.0,18366.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M04,2025-04-01,416739.0,129611.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M05,2025-05-01,805021.0,194748.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M06,2025-06-01,955680.0,195537.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M07,2025-07-01,1146319.0,234276.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M08,2025-08-01,1229484.0,240455.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M09,2025-09-01,979542.0,186286.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M10,2025-10-01,656033.0,147142.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M11,2025-11-01,52841.0,25415.0
Cataluña,Tarragona,Residentes en el Extranjero,2025M12,2025-12-01,40363.0,22463.0
Cataluña,Tarragona,Residentes en el Extranjero,2026M01,2026-01-01,31003.0,17461.0
Cataluña,Tarragona,Residentes en el Extranjero,2026M02,2026-02-01,29863.0,15272.0
Cataluña,Tarragona,Residentes en el Extranjero,2026M03,2026-03-01,97886.0,41352.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M01,2022-01-01,715154.0,361076.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M02,2022-02-01,801136.0,417677.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M03,2022-03-01,927358.0,456818.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M04,2022-04-01,1489379.0,703631.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M05,2022-05-01,1427510.0,682508.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M06,2022-06-01,2036903.0,917351.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M07,2022-07-01,2406169.0,944381.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M08,2022-08-01,2735338.0,941909.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M09,2022-09-01,1604061.0,728085.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M10,2022-10-01,1272823.0,662127.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M11,2022-11-01,788177.0,431418.0
Cataluña,Total comunidad autónoma,Residentes en España,2022M12,2022-12-01,985031.0,521996.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M01,2023-01-01,827185.0,430287.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M02,2023-02-01,865261.0,441268.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M03,2023-03-01,1058452.0,527465.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M04,2023-04-01,1592789.0,742049.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M05,2023-05-01,1433915.0,693871.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M06,2023-06-01,1958296.0,922200.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M07,2023-07-01,2354479.0,947624.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M08,2023-08-01,2633145.0,930963.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M09,2023-09-01,1590625.0,751424.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M10,2023-10-01,1238824.0,658494.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M11,2023-11-01,788361.0,450970.0
Cataluña,Total comunidad autónoma,Residentes en España,2023M12,2023-12-01,938225.0,511806.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M01,2024-01-01,796248.0,413495.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M02,2024-02-01,853424.0,444253.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M03,2024-03-01,1265848.0,618318.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M04,2024-04-01,1179348.0,550948.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M05,2024-05-01,1489336.0,692418.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M06,2024-06-01,1902268.0,851680.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M07,2024-07-01,2107573.0,861378.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M08,2024-08-01,2503794.0,899260.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M09,2024-09-01,1520153.0,691162.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M10,2024-10-01,1173598.0,608812.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M11,2024-11-01,858002.0,484693.0
Cataluña,Total comunidad autónoma,Residentes en España,2024M12,2024-12-01,903095.0,517245.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M01,2025-01-01,801049.0,425374.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M02,2025-02-01,843620.0,475955.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M03,2025-03-01,1050891.0,529179.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M04,2025-04-01,1467479.0,687691.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M05,2025-05-01,1582387.0,747073.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M06,2025-06-01,1869312.0,894453.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M07,2025-07-01,2152959.0,884330.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M08,2025-08-01,2448969.0,921258.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M09,2025-09-01,1510483.0,712983.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M10,2025-10-01,1210585.0,674991.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M11,2025-11-01,847964.0,496820.0
Cataluña,Total comunidad autónoma,Residentes en España,2025M12,2025-12-01,957507.0,542209.0
Cataluña,Total comunidad autónoma,Residentes en España,2026M01,2026-01-01,841766.0,449882.0
Cataluña,Total comunidad autónoma,Residentes en España,2026M02,2026-02-01,893819.0,489072.0
Cataluña,Total comunidad autónoma,Residentes en España,2026M03,2026-03-01,1185407.0,618275.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M01,2022-01-01,746186.0,288046.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M02,2022-02-01,1166941.0,445881.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M03,2022-03-01,1563605.0,561884.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M04,2022-04-01,2631800.0,896309.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M05,2022-05-01,3507318.0,1169097.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M06,2022-06-01,4054329.0,1240431.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M07,2022-07-01,5425052.0,1501640.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M08,2022-08-01,5964114.0,1555159.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M09,2022-09-01,4338131.0,1297131.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M10,2022-10-01,3388311.0,1157600.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M11,2022-11-01,1701820.0,650612.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2022M12,2022-12-01,1433109.0,563092.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M01,2023-01-01,1407393.0,531074.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M02,2023-02-01,1698437.0,610645.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M03,2023-03-01,2052299.0,760754.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M04,2023-04-01,3255995.0,1138154.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M05,2023-05-01,4175368.0,1390660.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M06,2023-06-01,4427120.0,1370129.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M07,2023-07-01,5756551.0,1616228.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M08,2023-08-01,6199898.0,1664269.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M09,2023-09-01,5001865.0,1442657.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M10,2023-10-01,3970346.0,1282029.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M11,2023-11-01,1887404.0,748325.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2023M12,2023-12-01,1577975.0,643749.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2024M01,2024-01-01,1500369.0,595346.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2024M02,2024-02-01,1841646.0,691794.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2024M03,2024-03-01,2395056.0,898793.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2024M04,2024-04-01,3265526.0,1159158.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2024M05,2024-05-01,4754076.0,1537775.0
Cataluña,Total comunidad autónoma,Residentes en el Extranjero,2024M06,2024-06-01,5004561.0,1466266.0
