Provincias de destino;Procedencia de los viajeros;Meses;Total
46 Valencia/València;No Residentes en España;Noviembre;2,65
46 Valencia/València;No Residentes en España;Diciembre;2,77
47 Valladolid;Total;Total;2,34
47 Valladolid;Total;Enero;3,65
47 Valladolid;Total;Febrero;2,87
47 Valladolid;Total;Marzo;2,62
47 Valladolid;Total;Abril;1,97
47 Valladolid;Total;Mayo;1,82
47 Valladolid;Total;Junio;1,90
47 Valladolid;Total;Julio;2,50
47 Valladolid;Total;Agosto;2,42
47 Valladolid;Total;Septiembre;2,55
47 Valladolid;Total;Octubre;2,34
47 Valladolid;Total;Noviembre;2,29
47 Valladolid;Total;Diciembre;2,28
47 Valladolid;Residentes en España;Total;2,34
47 Valladolid;Residentes en España;Enero;3,49
47 Valladolid;Residentes en España;Febrero;2,75
47 Valladolid;Residentes en España;Marzo;2,65
47 Valladolid;Residentes en España;Abril;1,99
47 Valladolid;Residentes en España;Mayo;1,81
47 Valladolid;Residentes en España;Junio;1,91
47 Valladolid;Residentes en España;Julio;2,56
47 Valladolid;Residentes en España;Agosto;2,51
47 Valladolid;Residentes en España;Septiembre;2,70
47 Valladolid;Residentes en España;Octubre;2,23
47 Valladolid;Residentes en España;Noviembre;2,15
47 Valladolid;Residentes en España;Diciembre;2,30
47 Valladolid;No Residentes en España;Total;2,26
47 Valladolid;No Residentes en España;Enero;4,75
47 Valladolid;No Residentes en España;Febrero;6,40
47 Valladolid;No Residentes en España;Marzo;1,55
47 Valladolid;No Residentes en España;Abril;1,58
47 Valladolid;No Residentes en España;Mayo;2,08
47 Valladolid;No Residentes en España;Junio;1,58
47 Valladolid;No Residentes en España;Julio;1,77
47 Valladolid;No Residentes en España;Agosto;1,40
47 Valladolid;No Residentes en España;Septiembre;1,66
47 Valladolid;No Residentes en España;Octubre;3,25
47 Valladolid;No Residentes en España;Noviembre;3,67
47 Valladolid;No Residentes en España;Diciembre;1,62
49 Zamora;Total;Total;2,54
49 Zamora;Total;Enero;2,75
49 Zamora;Total;Febrero;1,90
49 Zamora;Total;Marzo;1,71
49 Zamora;Total;Abril;2,52
49 Zamora;Total;Mayo;1,71
49 Zamora;Total;Junio;2,40
49 Zamora;Total;Julio;2,51
49 Zamora;Total;Agosto;3,11
49 Zamora;Total;Septiembre;2,46
49 Zamora;Total;Octubre;2,27
49 Zamora;Total;Noviembre;2,43
49 Zamora;Total;Diciembre;2,80
49 Zamora;Residentes en España;Total;2,53
49 Zamora;Residentes en España;Enero;2,79
49 Zamora;Residentes en España;Febrero;1,91
49 Zamora;Residentes en España;Marzo;1,69
49 Zamora;Residentes en España;Abril;2,45
49 Zamora;Residentes en España;Mayo;1,72
49 Zamora;Residentes en España;Junio;2,44
49 Zamora;Residentes en España;Julio;2,50
49 Zamora;Residentes en España;Agosto;3,12
49 Zamora;Residentes en España;Septiembre;2,47
49 Zamora;Residentes en España;Octubre;2,26
49 Zamora;Residentes en España;Noviembre;2,33
49 Zamora;Residentes en España;Diciembre;2,76
49 Zamora;No Residentes en España;Total;2,78
49 Zamora;No Residentes en España;Enero;1,00
49 Zamora;No Residentes en España;Febrero;1,00
49 Zamora;No Residentes en España;Marzo;2,50
49 Zamora;No Residentes en España;Abril;7,08
49 Zamora;No Residentes en España;Mayo;1,30
49 Zamora;No Residentes en España;Junio;1,61
49 Zamora;No Residentes en España;Julio;2,86
49 Zamora;No Residentes en España;Agosto;2,89
49 Zamora;No Residentes en España;Septiembre;2,36
49 Zamora;No Residentes en España;Octubre;2,44
49 Zamora;No Residentes en España;Noviembre;4,27
49 Zamora;No Residentes en España;Diciembre;5,35
50 Zaragoza;Total;Total;3,09
50 Zaragoza;Total;Enero;6,10
50 Zaragoza;Total;Febrero;4,22
50 Zaragoza;Total;Marzo;2,95
50 Zaragoza;Total;Abril;3,93
50 Zaragoza;Total;Mayo;3,76
50 Zaragoza;Total;Junio;2,65
50 Zaragoza;Total;Julio;3,13
50 Zaragoza;Total;Agosto;3,34
50 Zaragoza;Total;Septiembre;2,67
50 Zaragoza;Total;Octubre;2,90
50 Zaragoza;Total;Noviembre;2,82
50 Zaragoza;Total;Diciembre;3,09
50 Zaragoza;Residentes en España;Total;3,00
50 Zaragoza;Residentes en España;Enero;6,13
50 Zaragoza;Residentes en España;Febrero;3,98
50 Zaragoza;Residentes en España;Marzo;2,83
50 Zaragoza;Residentes en España;Abril;3,82
50 Zaragoza;Residentes en España;Mayo;3,53
50 Zaragoza;Residentes en España;Junio;2,63
50 Zaragoza;Residentes en España;Julio;3,00
50 Zaragoza;Residentes en España;Agosto;3,17
50 Zaragoza;Residentes en España;Septiembre;2,63
50 Zaragoza;Residentes en España;Octubre;2,85
50 Zaragoza;Residentes en España;Noviembre;2,70
50 Zaragoza;Residentes en España;Diciembre;3,03
50 Zaragoza;No Residentes en España;Total;4,80
50 Zaragoza;No Residentes en España;Enero;5,00
50 Zaragoza;No Residentes en España;Febrero;22,00
50 Zaragoza;No Residentes en España;Marzo;12,36
50 Zaragoza;No Residentes en España;Abril;11,80
50 Zaragoza;No Residentes en España;Mayo;11,75
50 Zaragoza;No Residentes en España;Junio;3,75
50 Zaragoza;No Residentes en España;Julio;6,89
50 Zaragoza;No Residentes en España;Agosto;5,71
50 Zaragoza;No Residentes en España;Septiembre;3,29
50 Zaragoza;No Residentes en España;Octubre;3,74
50 Zaragoza;No Residentes en España;Noviembre;3,73
50 Zaragoza;No Residentes en España;Diciembre;3,79
