Provincias;Residencia;Meses;Total
47 Valladolid;No residentes en España;Febrero;2,28
47 Valladolid;No residentes en España;Marzo;1,85
47 Valladolid;No residentes en España;Abril;1,91
47 Valladolid;No residentes en España;Mayo;1,70
47 Valladolid;No residentes en España;Junio;1,80
47 Valladolid;No residentes en España;Julio;1,54
47 Valladolid;No residentes en España;Agosto;1,43
47 Valladolid;No residentes en España;Septiembre;1,77
47 Valladolid;No residentes en España;Octubre;1,83
47 Valladolid;No residentes en España;Noviembre;1,86
47 Valladolid;No residentes en España;Diciembre;1,73
49 Zamora;Total;Total;1,64
49 Zamora;Total;Enero;1,77
49 Zamora;Total;Febrero;1,90
49 Zamora;Total;Marzo;1,83
49 Zamora;Total;Abril;1,69
49 Zamora;Total;Mayo;1,60
49 Zamora;Total;Junio;1,63
49 Zamora;Total;Julio;1,61
49 Zamora;Total;Agosto;1,71
49 Zamora;Total;Septiembre;1,58
49 Zamora;Total;Octubre;1,55
49 Zamora;Total;Noviembre;1,64
49 Zamora;Total;Diciembre;1,62
49 Zamora;Residentes en España;Total;1,64
49 Zamora;Residentes en España;Enero;1,79
49 Zamora;Residentes en España;Febrero;1,82
49 Zamora;Residentes en España;Marzo;1,73
49 Zamora;Residentes en España;Abril;1,72
49 Zamora;Residentes en España;Mayo;1,61
49 Zamora;Residentes en España;Junio;1,63
49 Zamora;Residentes en España;Julio;1,61
49 Zamora;Residentes en España;Agosto;1,72
49 Zamora;Residentes en España;Septiembre;1,58
49 Zamora;Residentes en España;Octubre;1,56
49 Zamora;Residentes en España;Noviembre;1,60
49 Zamora;Residentes en España;Diciembre;1,62
49 Zamora;No residentes en España;Total;1,68
49 Zamora;No residentes en España;Enero;1,56
49 Zamora;No residentes en España;Febrero;2,84
49 Zamora;No residentes en España;Marzo;3,30
49 Zamora;No residentes en España;Abril;1,28
49 Zamora;No residentes en España;Mayo;1,50
49 Zamora;No residentes en España;Junio;1,58
49 Zamora;No residentes en España;Julio;1,64
49 Zamora;No residentes en España;Agosto;1,66
49 Zamora;No residentes en España;Septiembre;1,60
49 Zamora;No residentes en España;Octubre;1,43
49 Zamora;No residentes en España;Noviembre;2,20
49 Zamora;No residentes en España;Diciembre;1,56
50 Zaragoza;Total;Total;1,77
50 Zaragoza;Total;Enero;1,90
50 Zaragoza;Total;Febrero;1,88
50 Zaragoza;Total;Marzo;1,82
50 Zaragoza;Total;Abril;1,87
50 Zaragoza;Total;Mayo;1,80
50 Zaragoza;Total;Junio;1,75
50 Zaragoza;Total;Julio;1,75
50 Zaragoza;Total;Agosto;1,67
50 Zaragoza;Total;Septiembre;1,74
50 Zaragoza;Total;Octubre;1,82
50 Zaragoza;Total;Noviembre;1,79
50 Zaragoza;Total;Diciembre;1,78
50 Zaragoza;Residentes en España;Total;1,75
50 Zaragoza;Residentes en España;Enero;1,86
50 Zaragoza;Residentes en España;Febrero;1,83
50 Zaragoza;Residentes en España;Marzo;1,75
50 Zaragoza;Residentes en España;Abril;1,80
50 Zaragoza;Residentes en España;Mayo;1,74
50 Zaragoza;Residentes en España;Junio;1,74
50 Zaragoza;Residentes en España;Julio;1,71
50 Zaragoza;Residentes en España;Agosto;1,69
50 Zaragoza;Residentes en España;Septiembre;1,73
50 Zaragoza;Residentes en España;Octubre;1,82
50 Zaragoza;Residentes en España;Noviembre;1,74
50 Zaragoza;Residentes en España;Diciembre;1,76
50 Zaragoza;No residentes en España;Total;1,88
50 Zaragoza;No residentes en España;Enero;2,14
50 Zaragoza;No residentes en España;Febrero;2,28
50 Zaragoza;No residentes en España;Marzo;2,41
50 Zaragoza;No residentes en España;Abril;2,54
50 Zaragoza;No residentes en España;Mayo;2,18
50 Zaragoza;No residentes en España;Junio;1,80
50 Zaragoza;No residentes en España;Julio;1,91
50 Zaragoza;No residentes en España;Agosto;1,57
50 Zaragoza;No residentes en España;Septiembre;1,79
50 Zaragoza;No residentes en España;Octubre;1,85
50 Zaragoza;No residentes en España;Noviembre;2,02
50 Zaragoza;No residentes en España;Diciembre;1,87
51 Ceuta;Total;Total;2,48
51 Ceuta;Total;Enero;2,85
51 Ceuta;Total;Febrero;2,50
51 Ceuta;Total;Marzo;2,21
51 Ceuta;Total;Abril;2,19
51 Ceuta;Total;Mayo;2,35
51 Ceuta;Total;Junio;2,99
51 Ceuta;Total;Julio;2,80
51 Ceuta;Total;Agosto;2,51
51 Ceuta;Total;Septiembre;2,27
51 Ceuta;Total;Octubre;2,15
51 Ceuta;Total;Noviembre;2,27
51 Ceuta;Total;Diciembre;2,54
51 Ceuta;Residentes en España;Total;2,46
51 Ceuta;Residentes en España;Enero;2,99
51 Ceuta;Residentes en España;Febrero;2,49
51 Ceuta;Residentes en España;Marzo;2,26
51 Ceuta;Residentes en España;Abril;2,19
51 Ceuta;Residentes en España;Mayo;2,32
51 Ceuta;Residentes en España;Junio;2,95
51 Ceuta;Residentes en España;Julio;2,62
51 Ceuta;Residentes en España;Agosto;2,46
51 Ceuta;Residentes en España;Septiembre;2,27
51 Ceuta;Residentes en España;Octubre;2,20
51 Ceuta;Residentes en España;Noviembre;2,29
51 Ceuta;Residentes en España;Diciembre;2,52
51 Ceuta;No residentes en España;Total;2,75
51 Ceuta;No residentes en España;Enero;..
51 Ceuta;No residentes en España;Febrero;2,68
51 Ceuta;No residentes en España;Marzo;1,37
51 Ceuta;No residentes en España;Abril;2,34
51 Ceuta;No residentes en España;Mayo;2,98
51 Ceuta;No residentes en España;Junio;3,83
51 Ceuta;No residentes en España;Julio;5,51
51 Ceuta;No residentes en España;Agosto;3,05
51 Ceuta;No residentes en España;Septiembre;2,34
51 Ceuta;No residentes en España;Octubre;1,65
51 Ceuta;No residentes en España;Noviembre;2,15
51 Ceuta;No residentes en España;Diciembre;2,72
52 Melilla;Total;Total;2,67
52 Melilla;Total;Enero;2,75
52 Melilla;Total;Febrero;2,89
52 Melilla;Total;Marzo;2,68
52 Melilla;Total;Abril;2,38
52 Melilla;Total;Mayo;2,58
52 Melilla;Total;Junio;2,53
52 Melilla;Total;Julio;2,73
52 Melilla;Total;Agosto;3,29
52 Melilla;Total;Septiembre;2,82
52 Melilla;Total;Octubre;2,44
52 Melilla;Total;Noviembre;2,37
52 Melilla;Total;Diciembre;2,59
52 Melilla;Residentes en España;Total;2,64
52 Melilla;Residentes en España;Enero;2,55
52 Melilla;Residentes en España;Febrero;2,73
52 Melilla;Residentes en España;Marzo;2,53
52 Melilla;Residentes en España;Abril;2,37
52 Melilla;Residentes en España;Mayo;2,67
52 Melilla;Residentes en España;Junio;2,61
52 Melilla;Residentes en España;Julio;2,75
52 Melilla;Residentes en España;Agosto;3,21
52 Melilla;Residentes en España;Septiembre;2,68
52 Melilla;Residentes en España;Octubre;2,53
52 Melilla;Residentes en España;Noviembre;2,35
52 Melilla;Residentes en España;Diciembre;2,57
52 Melilla;No residentes en España;Total;2,86
52 Melilla;No residentes en España;Enero;4,64
52 Melilla;No residentes en España;Febrero;4,66
52 Melilla;No residentes en España;Marzo;4,17
52 Melilla;No residentes en España;Abril;2,45
52 Melilla;No residentes en España;Mayo;2,01
52 Melilla;No residentes en España;Junio;1,95
52 Melilla;No residentes en España;Julio;2,62
52 Melilla;No residentes en España;Agosto;3,86
52 Melilla;No residentes en España;Septiembre;3,68
52 Melilla;No residentes en España;Octubre;1,99
52 Melilla;No residentes en España;Noviembre;2,50
52 Melilla;No residentes en España;Diciembre;2,70
