ccaaf,a0000,a0100,a1030,a1100,a1500,a1900,b0100,b1201,n_canales_uso_banco,usa_banca_digital,pref_banca_digital,usa_pago_digital,n_productos_financieros,tiene_vehiculo_ahorro,tiene_exposicion_credito,tiene_seguro,ahorra_12m,n_vehiculos_ahorro,ahorro_formal,ahorro_informal,c0100,c0300,c0500,n_fuentes_ingreso,ingreso_por_activos,dependencia_ingresos_familiares,d0300,d0400,d0500,d0600,score_disciplina_financiera,score_preocupacion_financiera,score_planificacion_financiera,puntos_destino_consumo,puntos_destino_ahorro,puntos_destino_deuda,e0100,e0300,score_alfabetizacion_financiera,score_numeracy_financiera,score_comprension_riesgo,score_competencia_economica,score_conocimiento_productos,f1100,i0100,i0510,i1000,barrera_acceso_vivienda,expectativa_subida_precio_vivienda,n_dificultades_compra_vivienda,j0100,j0110,j0200,j0400,j1000,j1201,j1203,j1300,financiacion_ahorros_activos,financiacion_credito_informal,financiacion_credito_formal,financiacion_estres_pago,restriccion_acceso_credito,score_fragilidad_financiera
"Murcia, Región de",Hombre,España,Soltero,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,4,1,1,1,0,0,0,0,1,1,0,1,3 (REGULAR),55,No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,5.0,4.5,2.6,5.0,5.0,0.0,1- Muy bajos,90.0,0,2,1,1,2,Madre,d. Cesión gratuita (incluye usufructo y similares),No ha lugar (no aplica filtro),No,0,0.0,0,Sí,No,Sí,"b. Por lo menos una semana, pero menos de un mes",No,Sí,Sí,a. Menos de 9.500 euros,0,1,0,0,0,2
Cataluña,Hombre,España,Divorciado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,b. Trabaja por cuenta ajena,No,Sí,No,5,1,0,1,6,1,1,1,0,0,0,0,4 (BIEN),60,No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,100,5.0,2.6,2.6,8.0,0.0,0.0,3- Medios,5.0,3,3,3,3,1,No ha lugar (no aplica filtro),a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,2.0,0,Sí,No,No,g. Un año o más,No,No,Sí,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Andalucía,Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,e. Jubilado o jubilación anticipada,No,Sí,No,2,0,0,0,1,0,1,0,1,1,1,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),3 (REGULAR),1,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),30,3.5,2.8,4.2,5.0,2.0,0.0,2- Bastante bajos,100.0,2,2,3,2,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No,No,0,0.0,0,Sí,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,a. Menos de 9.500 euros,0,0,0,0,1,1
Cataluña,Hombre,España,Soltero,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",a. Trabaja por cuenta propia,No,Sí,Sí,5,1,0,1,3,1,0,1,0,0,0,0,3 (REGULAR),68,No ha lugar (no aplica filtro),2,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),20,3.75,4.2,3.8,0.0,0.0,8.0,4- Bastante altos,500.0,3,3,2,2,1,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,0,8.0,0,No,No,Sí,"e. Por lo menos seis meses, pero menos de nueve meses",Sí,No,Sí,c. Entre 15.001 y 27.000 euros,1,0,0,1,0,2
Cantabria,Mujer,España,Soltero,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,2,1,1,1,0,0,0,0,1,2,0,1,3 (REGULAR),65,No ha lugar (no aplica filtro),6,1,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,30,3.75,2.8,2.8,3.0,5.0,0.0,1- Muy bajos,500.0,2,1,2,1,2,Otro miembro,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,3.0,0,No sabe,No,No,g. Un año o más,No,No,No,No sabe,0,0,0,0,0,0
Cantabria,Mujer,España,Casado,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,2,0,0,0,2,1,0,0,0,0,0,0,3 (REGULAR),No contesta,No ha lugar (no aplica filtro),4,1,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),50,3.75,3.8,3.8,4.0,4.0,0.0,2- Bastante bajos,500.0,1,2,1,3,1,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,0.0,0,Sí,Sí,No,"d. Por lo menos tres meses, pero menos de seis meses",No,Sí,No,b. Entre 9.501 y 15.000 euros,0,0,0,0,1,2
Castilla y León,Mujer,España,Soltero,d. Segunda etapa de Educación Secundaria y similar,"h. Estudiante, escolar o en formación",No,Sí,No,4,1,1,1,3,1,1,0,1,1,1,0,2 (MAL),65,No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,25,4.0,2.0,4.0,4.0,0.0,0.0,3- Medios,105.0,1,2,2,2,2,Padre,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,7.0,0,Sí,Sí,No,g. Un año o más,No,No,Sí,b. Entre 9.501 y 15.000 euros,0,0,0,0,0,0
Extremadura,Mujer,España,Casado,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,2,0,0,0,0,0,0,0,1,1,1,0,4 (BIEN),65,No ha lugar (no aplica filtro),2,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,4.5,3.2,4.6,2.0,8.0,0.0,1- Muy bajos,No sabe,1,2,1,1,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,10.0,0,No,Sí,No,No sabe,No,Sí,No,b. Entre 9.501 y 15.000 euros,0,0,0,0,0,1
Cataluña,Hombre,España,Casado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,e. Jubilado o jubilación anticipada,No,Sí,Sí,3,0,0,0,3,1,1,0,0,0,0,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),3 (REGULAR),1,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),100,4.5,4.0,3.4,10.0,0.0,0.0,3- Medios,5.0,3,3,3,2,2,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,Sí,No,Sí,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,d. Entre 27.001 y 47.000 euros,1,0,0,0,0,1
"Murcia, Región de",Hombre,Otro país,Soltero,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,No,5,1,1,1,5,1,1,1,1,2,1,0,4 (BIEN),65,No ha lugar (no aplica filtro),4,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,20,4.75,2.8,4.2,5.0,4.0,0.0,3- Medios,25.0,3,3,3,2,1,Madre,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,Sí,Sí,Sí,"b. Por lo menos una semana, pero menos de un mes",No,No,No,d. Entre 27.001 y 47.000 euros,0,0,1,0,0,1
Cataluña,Hombre,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",e. Jubilado o jubilación anticipada,No,Sí,No,3,1,1,1,4,1,0,0,1,1,1,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),4 (BIEN),3,1,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),60,4.5,3.4,4.2,8.0,2.0,0.0,3- Medios,1.0,2,3,3,2,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,7.0,0,Sí,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Cantabria,Mujer,España,Soltero,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,No,2,1,0,1,4,1,1,1,1,2,1,0,4 (BIEN),67,No ha lugar (no aplica filtro),4,1,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),0,3.5,2.6,3.4,5.0,5.0,0.0,2- Bastante bajos,20.0,1,3,2,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No,Sí,0,4.0,0,No,Sí,No,g. Un año o más,No,No,No,f. Más de 71.000 euros,0,0,0,0,0,0
"Navarra, Comunidad Foral de",Mujer,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,1,0,1,0,1,1,1,0,4 (BIEN),60,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),20,4.75,2.4,3.6,10.0,0.0,0.0,3- Medios,No sabe,1,2,1,2,0,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,-10.0,0,Sí,No,No,g. Un año o más,No,No,No,No contesta,0,0,0,0,0,0
"Balears, Illes",Mujer,Otro país,Soltero,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,2,1,1,1,3,0,1,1,1,1,0,1,3 (REGULAR),65,No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,3.75,2.6,3.4,3.0,5.0,2.0,4- Bastante altos,5.0,0,3,2,2,1,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,0,9.0,0,Sí,No,No,g. Un año o más,No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
Canarias,Mujer,España,Soltero,"a. Menos de primaria Incluye analfabetos, personas que no han ido a la escuela y estudios primarios incompletos",e. Jubilado o jubilación anticipada,No,Sí,No,2,0,0,0,1,0,1,0,1,1,1,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),4 (BIEN),1,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),0,5.0,4.333333333333333,2.6,,,,No sabe,50.0,0,2,1,1,2,No ha lugar (no aplica filtro),d. Cesión gratuita (incluye usufructo y similares),No ha lugar (no aplica filtro),Sí,0,0.0,0,Sí,No,No,g. Un año o más,No,No,No,a. Menos de 9.500 euros,0,0,0,0,0,0
"Rioja, La",Mujer,España,Casado,d. Segunda etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,Sí,4,1,1,0,1,0,1,0,1,1,1,0,3 (REGULAR),66,No ha lugar (no aplica filtro),2,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),50,4.75,3.6,4.0,10.0,0.0,0.0,3- Medios,100.0,0,2,1,2,2,Pareja,d. Cesión gratuita (incluye usufructo y similares),No ha lugar (no aplica filtro),No,0,7.0,0,Sí,No,No,g. Un año o más,No,Sí,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,1
"Madrid, Comunidad de",Hombre,Otro país,Casado,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,b. Trabaja por cuenta ajena,No,Sí,No,3,0,0,1,4,1,1,0,0,0,0,0,3 (REGULAR),67,No ha lugar (no aplica filtro),2,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,4.5,4.2,3.0,3.0,3.0,4.0,3- Medios,90.0,1,3,2,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,Sí,No,Sí,"c. Por lo menos un mes, pero menos de tres meses",No,Sí,No,c. Entre 15.001 y 27.000 euros,0,1,0,0,0,2
Andalucía,Hombre,España,Casado,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,a. Trabaja por cuenta propia,No,Sí,No,0,0,0,0,3,0,1,1,1,1,0,1,3 (REGULAR),No espera jubilarse/ Nunca/ Trabajará mientras pueda,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),0,4.0,4.25,2.0,0.0,0.0,10.0,1- Muy bajos,500.0,1,2,0,2,1,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,8.0,0,Sí,Sí,Sí,"c. Por lo menos un mes, pero menos de tres meses",No,No,No,c. Entre 15.001 y 27.000 euros,0,1,0,0,0,1
"Balears, Illes",Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,3,0,1,1,0,0,0,0,2 (MAL),65,No ha lugar (no aplica filtro),2,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,20,3.25,3.8,3.0,7.0,3.0,0.0,2- Bastante bajos,100.0,2,3,2,2,1,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),Sí,0,4.0,0,No,No,Sí,"f. Por lo menos nueve meses, pero menos de un año",No,No,No,d. Entre 27.001 y 47.000 euros,1,0,0,0,0,1
Castilla y León,Mujer,España,Casado,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,1,0,0,0,3,0,1,1,1,1,1,0,4 (BIEN),No sabe,No ha lugar (no aplica filtro),2,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,5.0,2.2,3.4,0.0,5.0,5.0,1- Muy bajos,200.0,2,1,2,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,Sí,No,g. Un año o más,No,Sí,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,1
Cantabria,Mujer,España,Soltero,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",e. Jubilado o jubilación anticipada,No,Sí,No,5,1,0,0,3,1,1,0,1,2,1,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),4 (BIEN),2,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,4.25,2.4,2.6,10.0,0.0,0.0,2- Bastante bajos,100.0,2,3,3,3,1,No ha lugar (no aplica filtro),a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,1.0,0,Sí,No,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Comunidad Valenciana,Mujer,Otro país,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",d. Desempleado,No,Sí,No,3,1,1,1,3,0,1,1,0,0,0,0,2 (MAL),67,No ha lugar (no aplica filtro),8,1,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,5.0,2.0,3.8,8.0,2.0,0.0,3- Medios,5.0,2,2,2,3,2,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No,No,0,5.0,0,No,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,Sí,Sí,b. Entre 9.501 y 15.000 euros,0,0,0,0,0,1
Andalucía,Mujer,España,Soltero,c. Primera etapa de Educación Secundaria y similar,"h. Estudiante, escolar o en formación",No,Sí,No,2,1,1,0,0,0,0,0,1,2,1,1,4 (BIEN),67,No ha lugar (no aplica filtro),5,1,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),50,5.0,3.4,3.6,4.0,3.0,2.0,3- Medios,500.0,2,2,3,1,1,Padre,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,Sí,No,No,No sabe,No,No,No,No sabe,0,0,0,0,0,0
"Asturias, Principado de",Hombre,España,Casado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,d. Desempleado,No,Sí,No,2,1,0,1,1,0,1,0,0,0,0,0,3 (REGULAR),67,No ha lugar (no aplica filtro),3,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),30,4.5,3.2,2.8,0.0,10.0,0.0,3- Medios,5.0,1,3,2,3,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,2.0,0,No,Sí,No,"d. Por lo menos tres meses, pero menos de seis meses",No,Sí,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,1
Castilla y León,Hombre,Otro país,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,Sí,5,1,1,1,4,1,1,1,1,1,1,0,3 (REGULAR),60,No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,0,4.5,3.4,4.4,4.0,5.0,0.0,4- Bastante altos,500.0,2,3,3,3,2,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,0,3.0,0,Sí,Sí,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
Cataluña,Mujer,Otro país,Casado,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,5,1,1,1,2,0,1,1,1,1,1,0,3 (REGULAR),64,No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,40,5.0,3.6,3.8,0.0,0.0,10.0,3- Medios,500.0,2,2,3,2,1,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,10.0,0,Sí,No,Sí,"d. Por lo menos tres meses, pero menos de seis meses",Sí,Sí,No,e. Entre 47.001 y 71.000 euros,0,1,1,0,1,4
"Murcia, Región de",Mujer,Otro país,Divorciado,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,3,0,0,0,2,0,1,1,1,1,0,1,4 (BIEN),65,No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),0,4.75,4.2,4.2,0.0,10.0,0.0,4- Bastante altos,1000.0,3,1,3,3,2,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,,0,Sí,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
"Madrid, Comunidad de",Hombre,España,Soltero,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,b. Trabaja por cuenta ajena,No,Sí,No,5,1,1,1,1,1,0,0,1,2,1,1,3 (REGULAR),No sabe,No ha lugar (no aplica filtro),2,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,0,5.0,2.8,3.8,7.0,3.0,0.0,4- Bastante altos,5.0,1,3,2,2,0,No ha lugar (no aplica filtro),b. Propiedad por herencia o regalo (mayoritariamente),No ha lugar (no aplica filtro),No,0,4.0,0,No,No,No,"b. Por lo menos una semana, pero menos de un mes",No,No,No,a. Menos de 9.500 euros,0,0,0,0,0,0
Cataluña,Mujer,España,Pareja de hecho,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",a. Trabaja por cuenta propia,No,Sí,No,4,1,1,1,4,1,1,0,1,3,1,0,4 (BIEN),62,No ha lugar (no aplica filtro),4,1,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),70,4.25,1.4,3.4,7.0,3.0,0.0,3- Medios,5.0,2,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,5.0,0,Sí,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Andalucía,Hombre,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",e. Jubilado o jubilación anticipada,No,Sí,No,5,1,1,1,5,1,1,1,1,3,1,1,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),5 (MUY BIEN),3,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,100,4.0,3.2,2.8,6.0,2.0,1.0,3- Medios,5.0,2,3,3,2,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,3.0,0,No,Sí,No,"f. Por lo menos nueve meses, pero menos de un año",No,No,No,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
Castilla y León,Hombre,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,Sí,Sí,Sí,5,1,1,1,8,1,1,1,1,4,1,1,4 (BIEN),68,No ha lugar (no aplica filtro),3,1,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),35,4.5,3.0,3.4,2.0,5.0,0.0,4- Bastante altos,5.0,3,3,3,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,2.0,0,No,No,No,g. Un año o más,No,No,Sí,f. Más de 71.000 euros,0,0,0,0,0,0
Cantabria,Hombre,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",e. Jubilado o jubilación anticipada,No,Sí,No,4,1,1,1,4,1,1,1,1,2,1,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),5 (MUY BIEN),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,4.75,2.8,3.8,5.0,0.0,0.0,4- Bastante altos,5.0,3,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,5.0,0,No,Sí,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
"Asturias, Principado de",Mujer,España,Casado,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",b. Trabaja por cuenta ajena,No,Sí,No,5,1,1,1,5,1,1,1,1,3,1,0,3 (REGULAR),60,No ha lugar (no aplica filtro),3,1,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),50,4.25,2.6,3.6,7.0,2.0,0.0,2- Bastante bajos,100.0,1,3,2,3,2,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,2.0,0,No,No,No,g. Un año o más,No,No,No,f. Más de 71.000 euros,0,0,0,0,0,0
"Asturias, Principado de",Hombre,España,Pareja de hecho,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,3,1,0,0,0,0,0,0,1,1,0,1,2 (MAL),No sabe,No ha lugar (no aplica filtro),3,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),30,3.75,3.6,2.4,7.0,2.0,0.0,2- Bastante bajos,5.0,2,2,3,2,2,Pareja,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,4.0,0,No,Sí,No,"b. Por lo menos una semana, pero menos de un mes",Sí,No,No,a. Menos de 9.500 euros,0,0,0,0,0,1
Castilla - La Mancha,Hombre,España,Soltero,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,b. Trabaja por cuenta ajena,No,Sí,Sí,4,1,0,0,5,1,1,1,0,0,0,0,4 (BIEN),No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),2,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,40,5.0,4.0,4.8,0.0,0.0,10.0,1- Muy bajos,50.0,3,2,3,2,2,No ha lugar (no aplica filtro),a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,Sí,No,Sí,g. Un año o más,Sí,No,Sí,c. Entre 15.001 y 27.000 euros,0,0,0,1,0,2
Cataluña,Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,f. No puede trabajar por incapacidad permanente,No,Sí,No,5,1,0,1,4,1,1,0,1,2,1,0,4 (BIEN),No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,0,5.0,3.4,3.4,0.0,10.0,0.0,4- Bastante altos,5.0,3,3,2,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,2.0,0,No,Sí,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Comunidad Valenciana,Mujer,España,Casado,d. Segunda etapa de Educación Secundaria y similar,e. Jubilado o jubilación anticipada,No,Sí,No,1,0,0,0,0,0,0,0,0,0,0,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),3 (REGULAR),2,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),0,4.5,3.4,3.75,7.0,3.0,0.0,1- Muy bajos,5.0,1,2,2,2,0,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,,0,Sí,No,No,"c. Por lo menos un mes, pero menos de tres meses",No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
"Madrid, Comunidad de",Hombre,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,Sí,Sí,No,3,1,1,1,9,1,1,1,1,4,1,0,4 (BIEN),65,No ha lugar (no aplica filtro),6,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,0,4.75,2.4,4.4,0.0,2.0,8.0,5- Muy altos,20.0,2,3,2,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,3.0,0,Sí,Sí,No,g. Un año o más,No,No,No,f. Más de 71.000 euros,0,0,0,0,0,0
Andalucía,Mujer,Otro país,Soltero,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,2,1,1,1,0,0,0,0,1,1,1,0,3 (REGULAR),65,No ha lugar (no aplica filtro),3,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,30,4.25,3.0,3.8,2.0,5.0,3.0,4- Bastante altos,500.0,2,2,1,1,2,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,0.0,0,Sí,No,Sí,"c. Por lo menos un mes, pero menos de tres meses",No,No,No,b. Entre 9.501 y 15.000 euros,1,1,0,0,0,1
