periodo,pais_origen,viajeros,pernoctaciones
2021M04,Otros Países Europeos,"18,171","47,022"
2021M04,África,"10,799","35,398"
2021M04,UE28 sin España,"283,137","972,156"
2021M04,UE27_2020 sin España,"264,579","921,207"
2021M04,Resto del Mundo,"16,979","44,906"
2021M04,América (sin EEUU),"31,012","79,699"
2021M04,Estados Unidos de América,"8,641","28,215"
2021M04,Japón,895,"2,85"
2021M04,Asia (sin Japón),,
2021M03,Alemania,"40,944","184,106"
2021M03,Austria,"2,482","9,997"
2021M03,Bélgica,"6,22","17,05"
2021M03,Dinamarca,"2,09","7,391"
2021M03,Finlandia,"1,97","6,678"
2021M03,Francia,"58,727","149,682"
2021M03,Grecia,"1,268","4,841"
2021M03,Irlanda,"3,027","15,029"
2021M03,Italia,"22,35","62,894"
2021M03,Luxemburgo,"1,54","7,628"
2021M03,Países Bajos,"11,006","26,976"
2021M03,Polonia,"7,42","34,894"
2021M03,Portugal,"14,734","34,25"
2021M03,República Checa,"4,125","24,736"
2021M03,Suecia,"6,442","30,298"
2021M03,Resto de la U.E.,"18,832","54,338"
2021M03,Noruega,"1,114","4,727"
2021M03,Reino Unido,"13,938","35,816"
2021M03,Rusia,"4,413","12,02"
2021M03,Suiza,"5,291","16,865"
2021M03,Otros Países Europeos,"14,608","35,848"
2021M03,África,"15,085","68,868"
2021M03,UE28 sin España,"217,114","706,606"
2021M03,UE27_2020 sin España,"203,176","670,79"
2021M03,Resto del Mundo,"14,926","42,081"
2021M03,América (sin EEUU),"29,989","75,148"
2021M03,Estados Unidos de América,"6,961","25,756"
2021M03,Japón,594,"2,318"
2021M03,Asia (sin Japón),,
2021M02,Alemania,"15,557","76,077"
2021M02,Austria,"1,408","6,567"
2021M02,Bélgica,"4,093","11,98"
2021M02,Dinamarca,939,"5,061"
2021M02,Finlandia,669,"2,576"
2021M02,Francia,"40,762","109,628"
2021M02,Grecia,714,"2,057"
2021M02,Irlanda,"2,495","10,501"
2021M02,Italia,"15,911","45,627"
2021M02,Luxemburgo,"1,583","8,034"
2021M02,Países Bajos,"7,832","20,842"
2021M02,Polonia,"5,079","24,013"
2021M02,Portugal,"9,411","23,673"
2021M02,República Checa,"2,191","12,923"
2021M02,Suecia,"4,167","25,678"
2021M02,Resto de la U.E.,"14,618","40,894"
2021M02,Noruega,706,"2,755"
2021M02,Reino Unido,"9,606","27,345"
2021M02,Rusia,"2,883","10,454"
2021M02,Suiza,"2,366","9,016"
2021M02,Otros Países Europeos,"8,959","23,639"
2021M02,África,"11,42","48,908"
2021M02,UE28 sin España,"137,034","453,475"
2021M02,UE27_2020 sin España,"127,428","426,13"
2021M02,Resto del Mundo,"9,78","27,409"
2021M02,América (sin EEUU),"22,893","61,699"
2021M02,Estados Unidos de América,"5,009","18,506"
2021M02,Japón,475,"1,89"
2021M02,Asia (sin Japón),,
2021M01,Alemania,"19,98","122,268"
2021M01,Austria,"1,603","7,487"
2021M01,Bélgica,"7,44","35,448"
2021M01,Dinamarca,"1,181","4,974"
2021M01,Finlandia,"1,022","3,052"
2021M01,Francia,"40,133","100,504"
2021M01,Grecia,674,"2,068"
2021M01,Irlanda,"3,532","15,573"
2021M01,Italia,"16,094","48,909"
2021M01,Luxemburgo,932,"6,338"
2021M01,Países Bajos,"8,302","20,669"
2021M01,Polonia,"7,024","34,809"
2021M01,Portugal,"14,242","33,804"
2021M01,República Checa,"2,33","10,468"
2021M01,Suecia,"6,316","33,309"
2021M01,Resto de la U.E.,"14,82","39,181"
2021M01,Noruega,"1,12","3,367"
2021M01,Reino Unido,"9,99","36,47"
2021M01,Rusia,"3,265","11,474"
2021M01,Suiza,"4,522","18,048"
2021M01,Otros Países Europeos,"10,016","26,556"
2021M01,África,"13,042","36,432"
2021M01,UE28 sin España,"155,613","555,332"
2021M01,UE27_2020 sin España,"145,623","518,862"
2021M01,Resto del Mundo,"11,969","35,959"
2021M01,América (sin EEUU),"26,791","64,858"
2021M01,Estados Unidos de América,"5,312","19,101"
2021M01,Japón,498,"1,345"
2021M01,Asia (sin Japón),,
2020M12,Alemania,"39,419","283,603"
2020M12,Austria,"2,382","13,176"
2020M12,Bélgica,"12,764","58,537"
2020M12,Dinamarca,"1,573","4,798"
2020M12,Finlandia,"1,238","4,004"
2020M12,Francia,"45,692","107,29"
2020M12,Grecia,643,"2,349"
2020M12,Irlanda,"4,506","17,95"
2020M12,Italia,"15,566","42,444"
2020M12,Luxemburgo,"1,573","9,845"
2020M12,Países Bajos,"11,599","40,761"
2020M12,Polonia,"6,644","31,041"
2020M12,Portugal,"15,424","31,861"
2020M12,República Checa,"2,288","11,539"
2020M12,Suecia,"5,074","29,263"
2020M12,Resto de la U.E.,"16,756","42,476"
2020M12,Noruega,762,"2,626"
2020M12,Reino Unido,"47,795","247,47"
2020M12,Rusia,"3,429","9,61"
2020M12,Suiza,"6,001","22,715"
2020M12,Otros Países Europeos,"11,241","31,8"
2020M12,África,"13,914","44,966"
2020M12,UE28 sin España,"230,936","978,407"
2020M12,UE27_2020 sin España,"183,141","730,937"
2020M12,Resto del Mundo,"16,48","44,375"
2020M12,América (sin EEUU),"29,992","65,61"
2020M12,Estados Unidos de América,"6,895","20,563"
2020M12,Japón,738,"2,261"
2020M12,Asia (sin Japón),,
2020M11,Alemania,"40,658","261,148"
2020M11,Austria,"2,165","11,164"
2020M11,Bélgica,"9,883","54,091"
2020M11,Dinamarca,"1,497","4,814"
2020M11,Finlandia,"1,003","4,137"
2020M11,Francia,"25,151","56,547"
2020M11,Grecia,619,"1,613"
2020M11,Irlanda,"3,914","17,278"
2020M11,Italia,"14,675","47,67"
2020M11,Luxemburgo,984,"7,72"
2020M11,Países Bajos,"10,181","35,441"
2020M11,Polonia,"6,531","30,508"
2020M11,Portugal,"12,137","30,454"
2020M11,República Checa,"2,67","13,409"
2020M11,Suecia,"5,233","32,627"
2020M11,Resto de la U.E.,"14,998","40,538"
2020M11,Noruega,638,"2,449"
2020M11,Reino Unido,"37,808","209,822"
2020M11,Rusia,"2,487","6,291"
2020M11,Suiza,"3,921","14,8"
2020M11,Otros Países Europeos,"9,53","25,02"
2020M11,África,"10,081","38,202"
2020M11,UE28 sin España,"190,109","858,981"
2020M11,UE27_2020 sin España,"152,301","649,159"
2020M11,Resto del Mundo,"14,337","41,91"
2020M11,América (sin EEUU),"23,259","66,819"
2020M11,Estados Unidos de América,"4,718","17,242"
2020M11,Japón,823,"3,371"
2020M11,Asia (sin Japón),,
2020M10,Alemania,"29,29","90,26"
2020M10,Austria,"2,542","8,613"
2020M10,Bélgica,"16,113","58,651"
2020M10,Dinamarca,"2,818","8,059"
2020M10,Finlandia,"1,636","4,886"
2020M10,Francia,"141,311","362,132"
2020M10,Grecia,970,"2,683"
2020M10,Irlanda,"6,535","19,604"
2020M10,Italia,"25,499","76,485"
2020M10,Luxemburgo,"1,904","7,535"
2020M10,Países Bajos,"14,753","32,987"
2020M10,Polonia,"10,932","40,732"
2020M10,Portugal,"24,826","58,152"
2020M10,República Checa,"3,28","12,739"
2020M10,Suecia,"10,396","32,024"
2020M10,Resto de la U.E.,"23,423","53,959"
2020M10,Noruega,"1,407","4,784"
2020M10,Reino Unido,"62,795","205,577"
2020M10,Rusia,"4,644","9,689"
2020M10,Suiza,"4,347","11,956"
2020M10,Otros Países Europeos,"16,542","40,66"
2020M10,África,"14,006","36,085"
2020M10,UE28 sin España,"379,023","1,075,079"
2020M10,UE27_2020 sin España,"316,229","869,502"
2020M10,Resto del Mundo,"22,926","55,061"
2020M10,América (sin EEUU),"36,437","106,758"
2020M10,Estados Unidos de América,"8,454","28,036"
2020M10,Japón,985,"2,548"
2020M10,Asia (sin Japón),,
2020M09,Alemania,"34,99","164,354"
2020M09,Austria,"2,927","8,195"
2020M09,Bélgica,"17,195","84,246"
2020M09,Dinamarca,"3,101","7,295"
2020M09,Finlandia,"1,687","5,249"
2020M09,Francia,"166,701","430,119"
2020M09,Grecia,"1,049","3,014"
2020M09,Irlanda,"7,75","25,18"
2020M09,Italia,"36,063","109,621"
2020M09,Luxemburgo,"2,79","16,078"
2020M09,Países Bajos,"18,753","47,225"
2020M09,Polonia,"10,231","40,675"
2020M09,Portugal,"38,67","102,677"
2020M09,República Checa,"3,933","14,481"
2020M09,Suecia,"9,641","31,174"
2020M09,Resto de la U.E.,"31,798","85,671"
2020M09,Noruega,"1,428","5,134"
2020M09,Reino Unido,"76,414","264,727"
2020M09,Rusia,"5,617","13,523"
2020M09,Suiza,"5,754","19,5"
2020M09,Otros Países Europeos,"23,848","67,484"
2020M09,África,"17,314","43,322"
2020M09,UE28 sin España,"463,693","1,439,979"
2020M09,UE27_2020 sin España,"387,279","1,175,252"
2020M09,Resto del Mundo,"30,102","74,134"
2020M09,América (sin EEUU),"48,18","134,46"
2020M09,Estados Unidos de América,"10,267","25,759"
2020M09,Japón,"1,213","2,739"
2020M09,Asia (sin Japón),,
2020M08,Alemania,"154,679","974,152"
2020M08,Austria,"6,185","27,272"
2020M08,Bélgica,"51,171","221,157"
2020M08,Dinamarca,"5,71","20,346"
2020M08,Finlandia,"2,105","6,098"
2020M08,Francia,"370,701","1,185,204"
2020M08,Grecia,"1,918","5,215"
2020M08,Irlanda,"10,789","33,687"
2020M08,Italia,"78,631","289,732"
2020M08,Luxemburgo,"5,626","27,324"
2020M08,Países Bajos,"75,395","330,28"
2020M08,Polonia,"40,093","250,137"
2020M08,Portugal,"60,78","150,202"
2020M08,República Checa,"7,331","33,319"
2020M08,Suecia,"11,191","46,44"
2020M08,Resto de la U.E.,"64,693","198,368"
2020M08,Noruega,"1,707","5,703"
2020M08,Reino Unido,"108,767","405,406"
2020M08,Rusia,"9,232","29,679"
2020M08,Suiza,"15,804","68,93"
2020M08,Otros Países Europeos,"34,936","112,137"
2020M08,África,"27,953","71,529"
2020M08,UE28 sin España,"1,055,766","4,204,340"
2020M08,UE27_2020 sin España,"946,999","3,798,934"
2020M08,Resto del Mundo,"47,751","133,992"
2020M08,América (sin EEUU),"66,909","204,423"
2020M08,Estados Unidos de América,"13,535","34,256"
2020M08,Japón,"2,058","4,183"
2020M08,Asia (sin Japón),,
2020M07,Alemania,"193,212","1,035,844"
2020M07,Austria,"6,472","24,533"
2020M07,Bélgica,"63,845","264,295"
2020M07,Dinamarca,"11,653","43,655"
2020M07,Finlandia,"3,549","10,665"
2020M07,Francia,"235,997","627,18"
2020M07,Grecia,"1,737","3,805"
2020M07,Irlanda,"10,409","32,901"
2020M07,Italia,"59,398","183,42"
2020M07,Luxemburgo,"3,42","14,936"
2020M07,Países Bajos,"79,401","307,184"
2020M07,Polonia,"29,209","135,364"
2020M07,Portugal,"40,539","91,89"
2020M07,República Checa,"6,33","25,825"
2020M07,Suecia,"11,882","38,105"
2020M07,Resto de la U.E.,"46,416","132,729"
2020M07,Noruega,"3,081","9,318"
2020M07,Reino Unido,"151,003","641,145"
2020M07,Rusia,"8,467","26,989"
2020M07,Suiza,"28,679","114,813"
2020M07,Otros Países Europeos,"25,099","70,392"
2020M07,África,"18,005","45,528"
2020M07,UE28 sin España,"954,473","3,613,477"
2020M07,UE27_2020 sin España,"803,469","2,972,332"
2020M07,Resto del Mundo,"37,223","95,902"
2020M07,América (sin EEUU),"46,979","158,884"
2020M07,Estados Unidos de América,"12,646","31,095"
2020M07,Japón,"1,173","3,407"
2020M07,Asia (sin Japón),,
2020M06,Alemania,.,.
2020M06,Austria,.,.
2020M06,Bélgica,.,.
2020M06,Dinamarca,.,.
2020M06,Finlandia,.,.
2020M06,Francia,.,.
2020M06,Grecia,.,.
2020M06,Irlanda,.,.
2020M06,Italia,.,.
2020M06,Luxemburgo,.,.
2020M06,Países Bajos,.,.
2020M06,Polonia,.,.
2020M06,Portugal,.,.
2020M06,República Checa,.,.
2020M06,Suecia,.,.
2020M06,Resto de la U.E.,.,.
2020M06,Noruega,.,.
2020M06,Reino Unido,.,.
2020M06,Rusia,.,.
2020M06,Suiza,.,.
2020M06,Otros Países Europeos,.,.
2020M06,África,.,.
2020M06,UE28 sin España,.,.
2020M06,UE27_2020 sin España,.,.
2020M06,Resto del Mundo,.,.
2020M06,América (sin EEUU),.,.
2020M06,Estados Unidos de América,.,.
2020M06,Japón,.,.
2020M06,Asia (sin Japón),,
2020M05,Alemania,.,.
2020M05,Austria,.,.
2020M05,Bélgica,.,.
2020M05,Dinamarca,.,.
2020M05,Finlandia,.,.
2020M05,Francia,.,.
2020M05,Grecia,.,.
2020M05,Irlanda,.,.
2020M05,Italia,.,.
2020M05,Luxemburgo,.,.
2020M05,Países Bajos,.,.
2020M05,Polonia,.,.
2020M05,Portugal,.,.
2020M05,República Checa,.,.
2020M05,Suecia,.,.
2020M05,Resto de la U.E.,.,.
2020M05,Noruega,.,.
2020M05,Reino Unido,.,.
2020M05,Rusia,.,.
2020M05,Suiza,.,.
2020M05,Otros Países Europeos,.,.
2020M05,África,.,.
2020M05,UE28 sin España,.,.
2020M05,UE27_2020 sin España,.,.
2020M05,Resto del Mundo,.,.
2020M05,América (sin EEUU),.,.
2020M05,Estados Unidos de América,.,.
2020M05,Japón,.,.
2020M05,Asia (sin Japón),,
2020M04,Alemania,0,0
2020M04,Austria,0,0
2020M04,Bélgica,0,0
2020M04,Dinamarca,0,0
2020M04,Finlandia,0,0
2020M04,Francia,0,0
2020M04,Grecia,0,0
2020M04,Irlanda,0,0
2020M04,Italia,0,0
2020M04,Luxemburgo,0,0
2020M04,Países Bajos,0,0
2020M04,Polonia,0,0
2020M04,Portugal,0,0
2020M04,República Checa,0,0
2020M04,Suecia,0,0
2020M04,Resto de la U.E.,0,0
2020M04,Noruega,0,0
2020M04,Reino Unido,0,0
2020M04,Rusia,0,0
2020M04,Suiza,0,0
2020M04,Otros Países Europeos,0,0
2020M04,África,0,0
2020M04,UE28 sin España,0,0
2020M04,UE27_2020 sin España,0,0
2020M04,Resto del Mundo,0,0
2020M04,América (sin EEUU),0,0
2020M04,Estados Unidos de América,0,0
2020M04,Japón,0,0
2020M04,Asia (sin Japón),,
2020M03,Alemania,"176,339","1,137,363"
2020M03,Austria,"10,967","46,634"
2020M03,Bélgica,"32,002","158,855"
2020M03,Dinamarca,"21,058","134,725"
2020M03,Finlandia,"18,446","120,603"
2020M03,Francia,"123,112","353,457"
2020M03,Grecia,"3,598","11,891"
2020M03,Irlanda,"20,599","91,609"
2020M03,Italia,"40,218","126,981"
2020M03,Luxemburgo,"1,899","10,052"
2020M03,Países Bajos,"50,482","219,257"
2020M03,Polonia,"17,628","79,038"
2020M03,Portugal,"30,102","67,326"
2020M03,República Checa,"3,685","14,063"
2020M03,Suecia,"32,016","196,07"
2020M03,Resto de la U.E.,"31,118","90,822"
2020M03,Noruega,"18,738","156,747"
2020M03,Reino Unido,"224,705","1,268,669"
2020M03,Rusia,"17,562","51,486"
2020M03,Suiza,"19,299","71,204"
2020M03,Otros Países Europeos,"36,286","115,493"
2020M03,África,"25,802","67,794"
2020M03,UE28 sin España,"837,973","4,127,415"
2020M03,UE27_2020 sin España,"613,268","2,858,746"
2020M03,Resto del Mundo,"61,092","155,746"
2020M03,América (sin EEUU),"102,402","353,603"
2020M03,Estados Unidos de América,"61,791","153,128"
2020M03,Japón,"20,218","40,127"
2020M03,Asia (sin Japón),,
2020M02,Alemania,"314,388","1,832,616"
2020M02,Austria,"24,443","107,347"
2020M02,Bélgica,"70,229","323,427"
2020M02,Dinamarca,"44,216","251,149"
2020M02,Finlandia,"37,853","204,385"
2020M02,Francia,"298,092","781,69"
2020M02,Grecia,"8,452","24,504"
2020M02,Irlanda,"50,006","210,139"
2020M02,Italia,"155,952","476,649"
2020M02,Luxemburgo,"4,156","21,956"
2020M02,Países Bajos,"103,069","412,09"
2020M02,Polonia,"45,053","207,409"
2020M02,Portugal,"104,469","218,164"
2020M02,República Checa,"11,122","38,463"
2020M02,Suecia,"72,731","399,812"
2020M02,Resto de la U.E.,"74,88","212,28"
2020M02,Noruega,"47,395","286,001"
2020M02,Reino Unido,"491,656","2,415,390"
2020M02,Rusia,"36,014","113,722"
2020M02,Suiza,"41,372","161,763"
2020M02,Otros Países Europeos,"82,386","253,433"
2020M02,África,"60,13","133,926"
2020M02,UE28 sin España,"1,910,767","8,137,470"
2020M02,UE27_2020 sin España,"1,419,112","5,722,080"
2020M02,Resto del Mundo,"249,876","544,877"
2020M02,América (sin EEUU),"208,281","561,541"
2020M02,Estados Unidos de América,"133,954","323,539"
2020M02,Japón,"49,764","93,962"
2020M02,Asia (sin Japón),,
2020M01,Alemania,"256,909","1,716,631"
2020M01,Austria,"18,028","90,098"
2020M01,Bélgica,"59,462","296,161"
2020M01,Dinamarca,"35,445","211,11"
2020M01,Finlandia,"33,367","190,258"
2020M01,Francia,"230,833","639,521"
2020M01,Grecia,"9,121","26,199"
2020M01,Irlanda,"40,872","195,765"
2020M01,Italia,"170,52","540,413"
2020M01,Luxemburgo,"3,823","23,08"
2020M01,Países Bajos,"88,378","375,682"
2020M01,Polonia,"44,299","203,471"
2020M01,Portugal,"75,673","158,04"
2020M01,República Checa,"8,452","30,12"
2020M01,Suecia,"68,031","414,921"
2020M01,Resto de la U.E.,"70,114","213,637"
2020M01,Noruega,"36,706","243,36"
2020M01,Reino Unido,"387,907","2,219,874"
2020M01,Rusia,"54,835","182,46"
2020M01,Suiza,"31,098","130,676"
2020M01,Otros Países Europeos,"75,628","227,831"
2020M01,África,"69,515","156,123"
2020M01,UE28 sin España,"1,601,233","7,544,981"
2020M01,UE27_2020 sin España,"1,213,326","5,325,107"
2020M01,Resto del Mundo,"372,356","736,131"
2020M01,América (sin EEUU),"233,932","638,5"
2020M01,Estados Unidos de América,"126,7","314,837"
2020M01,Japón,"48,91","88,215"
2020M01,Asia (sin Japón),,
2019M12,Alemania,"255,317","1,684,211"
2019M12,Austria,"18,458","83,896"
2019M12,Bélgica,"61,859","309,081"
2019M12,Dinamarca,"29,854","169,094"
2019M12,Finlandia,"33,607","202,89"
2019M12,Francia,"253,81","629,209"
2019M12,Grecia,"11,529","35,963"
2019M12,Irlanda,"37,102","168,989"
2019M12,Italia,"184,905","516,721"
2019M12,Luxemburgo,"3,877","21,228"
2019M12,Países Bajos,"85,905","357,859"
2019M12,Polonia,"35,1","162,296"
2019M12,Portugal,"85,011","165,4"
2019M12,República Checa,"9,085","37,309"
2019M12,Suecia,"66,672","395,554"
2019M12,Resto de la U.E.,"70,797","207,983"
2019M12,Noruega,"30,895","210,177"
2019M12,Reino Unido,"406,404","2,209,920"
2019M12,Rusia,"38,017","104,63"
2019M12,Suiza,"37,522","139,565"
2019M12,Otros Países Europeos,"70,801","202,537"
2019M12,África,"64,822","152,593"
2019M12,UE28 sin España,"1,649,291","7,357,603"
2019M12,UE27_2020 sin España,"1,242,887","5,147,683"
2019M12,Resto del Mundo,"345,075","728,111"
2019M12,América (sin EEUU),"220,424","559,336"
2019M12,Estados Unidos de América,"155,987","388,787"
2019M12,Japón,"50,161","96,717"
2019M12,Asia (sin Japón),,
2019M11,Alemania,"328,474","1,966,912"
2019M11,Austria,"24,254","105,806"
2019M11,Bélgica,"69,703","316,536"
2019M11,Dinamarca,"38,806","199,051"
2019M11,Finlandia,"40,548","241,854"
2019M11,Francia,"272,545","670,376"
2019M11,Grecia,"12,846","35,155"
2019M11,Irlanda,"44,546","196,533"
2019M11,Italia,"186,213","515,096"
2019M11,Luxemburgo,"4,098","19,638"
2019M11,Países Bajos,"103,929","393,656"
2019M11,Polonia,"43,865","176,049"
2019M11,Portugal,"88,994","191,458"
2019M11,República Checa,"16,356","55,879"
2019M11,Suecia,"79,045","459,426"
2019M11,Resto de la U.E.,"78,571","231,49"
2019M11,Noruega,"44,834","294,338"
2019M11,Reino Unido,"472,378","2,412,658"
2019M11,Rusia,"42,111","125,303"
2019M11,Suiza,"50,204","184,242"
2019M11,Otros Países Europeos,"78,758","219,958"
2019M11,África,"62,058","143,434"
2019M11,UE28 sin España,"1,905,170","8,187,573"
2019M11,UE27_2020 sin España,"1,432,792","5,774,916"
2019M11,Resto del Mundo,"399,268","748,97"
2019M11,América (sin EEUU),"254,886","622,878"
2019M11,Estados Unidos de América,"217,918","514,04"
2019M11,Japón,"52,092","98,654"
2019M11,Asia (sin Japón),,
2019M10,Alemania,"794,579","4,687,973"
2019M10,Austria,"47,75","174,033"
2019M10,Bélgica,"122,159","544,885"
2019M10,Dinamarca,"66,102","325,6"
2019M10,Finlandia,"47,081","214,246"
2019M10,Francia,"564,878","1,663,413"
2019M10,Grecia,"13,097","36,037"
2019M10,Irlanda,"102,269","470,852"
2019M10,Italia,"247,283","693,309"
2019M10,Luxemburgo,"6,152","31,819"
2019M10,Países Bajos,"203,226","859,349"
2019M10,Polonia,"76,744","358,846"
2019M10,Portugal,"119,72","274,57"
2019M10,República Checa,"24,37","98,838"
2019M10,Suecia,"112,53","524,757"
2019M10,Resto de la U.E.,"127,706","426,96"
2019M10,Noruega,"62,176","323,668"
2019M10,Reino Unido,"999,824","5,610,669"
2019M10,Rusia,"81,406","341,3"
2019M10,Suiza,"112,187","512,893"
2019M10,Otros Países Europeos,"111,275","363,753"
2019M10,África,"68,507","161,395"
2019M10,UE28 sin España,"3,675,468","16,996,155"
2019M10,UE27_2020 sin España,"2,675,645","11,385,486"
2019M10,Resto del Mundo,"508,229","973,765"
2019M10,América (sin EEUU),"390,925","939,378"
2019M10,Estados Unidos de América,"369,184","836,384"
2019M10,Japón,"72,149","130,378"
2019M10,Asia (sin Japón),,
2019M09,Alemania,"906,606","5,228,687"
2019M09,Austria,"55,424","230,633"
2019M09,Bélgica,"152,631","703,041"
2019M09,Dinamarca,"60,381","268,002"
2019M09,Finlandia,"29,073","109,482"
2019M09,Francia,"583,811","1,874,016"
2019M09,Grecia,"12,436","33,778"
2019M09,Irlanda,"134,466","623,853"
2019M09,Italia,"307,72","1,044,581"
2019M09,Luxemburgo,"9,594","56,664"
2019M09,Países Bajos,"228,067","1,026,726"
2019M09,Polonia,"114,951","607,327"
2019M09,Portugal,"171,93","542,491"
2019M09,República Checa,"40,357","228,732"
2019M09,Suecia,"107,777","498,376"
2019M09,Resto de la U.E.,"139,181","530,936"
2019M09,Noruega,"62,17","274,966"
2019M09,Reino Unido,"1,288,851","7,077,730"
2019M09,Rusia,"134,676","830,709"
2019M09,Suiza,"111,577","451,509"
2019M09,Otros Países Europeos,"132,952","539,915"
2019M09,África,"73,246","179,229"
2019M09,UE28 sin España,"4,343,256","20,685,054"
2019M09,UE27_2020 sin España,"3,054,406","13,607,323"
2019M09,Resto del Mundo,"485,952","993,533"
2019M09,América (sin EEUU),"427,227","1,060,141"
2019M09,Estados Unidos de América,"395,413","888,98"
2019M09,Japón,"62,793","127,577"
2019M09,Asia (sin Japón),,
2019M08,Alemania,"780,62","4,672,133"
2019M08,Austria,"54,689","267,388"
2019M08,Bélgica,"161,421","696,188"
2019M08,Dinamarca,"50,118","266,932"
2019M08,Finlandia,"23,491","86,727"
2019M08,Francia,"1,004,343","3,515,752"
2019M08,Grecia,"14,863","39,003"
2019M08,Irlanda,"120,627","660,174"
2019M08,Italia,"505,996","1,890,616"
2019M08,Luxemburgo,"13,073","67,701"
2019M08,Países Bajos,"249,016","1,224,221"
2019M08,Polonia,"112,721","624,191"
2019M08,Portugal,"265,23","852,75"
2019M08,República Checa,"42,432","245,632"
2019M08,Suecia,"89,722","473,743"
2019M08,Resto de la U.E.,"156,76","624,664"
2019M08,Noruega,"45,991","240,845"
2019M08,Reino Unido,"1,213,674","7,292,820"
2019M08,Rusia,"150,231","889,849"
2019M08,Suiza,"85,732","385,774"
2019M08,Otros Países Europeos,"130,607","535,253"
2019M08,África,"121,97","333,48"
2019M08,UE28 sin España,"4,858,794","23,500,633"
2019M08,UE27_2020 sin España,"3,645,120","16,207,813"
2019M08,Resto del Mundo,"460,771","1,122,472"
2019M08,América (sin EEUU),"380,558","958,864"
2019M08,Estados Unidos de América,"304,733","735,546"
2019M08,Japón,"55,978","111,03"
2019M08,Asia (sin Japón),,
2019M07,Alemania,"807,451","4,943,147"
2019M07,Austria,"57,641","282,897"
2019M07,Bélgica,"195,795","924,835"
2019M07,Dinamarca,"87,724","450,541"
2019M07,Finlandia,"30,525","118,991"
2019M07,Francia,"659,982","2,214,272"
2019M07,Grecia,"11,731","30,313"
2019M07,Irlanda,"127,557","736,783"
2019M07,Italia,"337,987","1,271,142"
2019M07,Luxemburgo,"8,965","52,035"
2019M07,Países Bajos,"260,113","1,187,060"
2019M07,Polonia,"118,142","704,881"
2019M07,Portugal,"188,77","607,396"
2019M07,República Checa,"43,112","249,138"
2019M07,Suecia,"119,219","563,255"
2019M07,Resto de la U.E.,"142,265","572,795"
2019M07,Noruega,"89,161","479,224"
2019M07,Reino Unido,"1,253,705","7,201,443"
2019M07,Rusia,"147,768","902,94"
2019M07,Suiza,"123,579","583,932"
2019M07,Otros Países Europeos,"153,207","636,816"
2019M07,África,"101,141","251,936"
2019M07,UE28 sin España,"4,450,685","22,110,924"
2019M07,UE27_2020 sin España,"3,196,980","14,909,480"
2019M07,Resto del Mundo,"488,326","1,137,277"
2019M07,América (sin EEUU),"431,071","1,094,219"
2019M07,Estados Unidos de América,"418,781","1,025,523"
2019M07,Japón,"51,49","104,97"
2019M07,Asia (sin Japón),,
2019M06,Alemania,"889,958","5,066,606"
2019M06,Austria,"56,112","241,958"
2019M06,Bélgica,"140,343","620,36"
2019M06,Dinamarca,"51,061","247,667"
2019M06,Finlandia,"30,599","123,849"
2019M06,Francia,"550,865","1,705,922"
2019M06,Grecia,"12,481","33,13"
2019M06,Irlanda,"135,052","708,098"
2019M06,Italia,"305,229","991,891"
2019M06,Luxemburgo,"8,388","44,993"
2019M06,Países Bajos,"211,333","964,864"
2019M06,Polonia,"122,885","634,333"
2019M06,Portugal,"188,112","524,157"
2019M06,República Checa,"39,179","191,548"
2019M06,Suecia,"110,404","531,554"
2019M06,Resto de la U.E.,"138,95","533,544"
2019M06,Noruega,"66,025","324,399"
2019M06,Reino Unido,"1,277,761","6,996,210"
2019M06,Rusia,"137,31","790,583"
2019M06,Suiza,"99,019","402,026"
2019M06,Otros Países Europeos,"146,399","568,004"
2019M06,África,"69,037","170,448"
2019M06,UE28 sin España,"4,268,712","20,160,683"
2019M06,UE27_2020 sin España,"2,990,951","13,164,473"
2019M06,Resto del Mundo,"509,958","1,084,270"
2019M06,América (sin EEUU),"402,06","975,806"
2019M06,Estados Unidos de América,"426,387","963,401"
2019M06,Japón,"63,496","117,407"
2019M06,Asia (sin Japón),,
2019M05,Alemania,"822,439","4,314,258"
2019M05,Austria,"57,663","202,458"
2019M05,Bélgica,"135,524","577,326"
2019M05,Dinamarca,"62,315","272,581"
2019M05,Finlandia,"30,999","126,669"
2019M05,Francia,"671,626","1,948,573"
2019M05,Grecia,"15,946","39,968"
2019M05,Irlanda,"132,592","578,565"
2019M05,Italia,"276,077","758,594"
2019M05,Luxemburgo,"8,562","37,564"
2019M05,Países Bajos,"239,622","976,05"
2019M05,Polonia,"95,732","469,35"
2019M05,Portugal,"121,252","276,475"
2019M05,República Checa,"28,403","97,093"
2019M05,Suecia,"106,748","458,13"
2019M05,Resto de la U.E.,"123,738","407,876"
2019M05,Noruega,"54,047","230,849"
2019M05,Reino Unido,"1,233,243","6,178,593"
2019M05,Rusia,"100,23","398,259"
2019M05,Suiza,"102,662","362,212"
2019M05,Otros Países Europeos,"117,777","390,625"
2019M05,África,"42,129","119,204"
2019M05,UE28 sin España,"4,162,482","17,720,120"
2019M05,UE27_2020 sin España,"2,929,238","11,541,528"
2019M05,Resto del Mundo,"498,567","921,999"
2019M05,América (sin EEUU),"405,423","955,719"
2019M05,Estados Unidos de América,"383,202","855,181"
2019M05,Japón,"64,617","121,393"
2019M05,Asia (sin Japón),,
