apartment_id,room_type,price,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,number_of_reviews,reviews_per_month,city,insert_date,reviews 80+
23465701,Private room,270.0,True,29,59,66,67,85,4,43,Malaga,2018-12-22,True
23466073,Entire home/apt,2000.0,True,24,24,43,264,100,1,10,Mallorca,2019-03-25,True
23471619,Entire home/apt,990.0,True,2,10,15,248,97,74,417,Valencia,2019-09-01,True
23473002,Private room,180.0,True,16,29,53,53,80,20,265,Madrid,2018-11-07,True
23478505,Private room,450.0,True,29,59,89,89,93,10,57,Madrid,2019-08-12,True
23478658,Entire home/apt,3000.0,True,0,22,52,158,97,10,4,Menorca,2020-03-26,True
23479016,Entire home/apt,1000.0,True,0,3,10,153,,0,,Barcelona,2018-04-12,
23490304,Private room,380.0,True,28,58,88,88,,0,,Madrid,2019-01-14,
23492482,Private room,210.0,True,0,0,0,0,100,1,7,Barcelona,2018-04-12,True
23498697,Private room,350.0,True,20,50,80,355,95,13,39,Valencia,2020-12-21,True
23499488,Entire home/apt,2750.0,True,29,42,42,42,97,8,85,Mallorca,2019-02-17,True
23505439,Private room,500.0,True,22,43,54,54,,0,,Sevilla,2018-11-22,
23508807,Entire home/apt,2850.0,True,0,20,50,233,,1,39,Mallorca,2018-07-29,
23512540,Private room,170.0,True,17,47,77,352,88,75,442,Sevilla,2019-09-30,True
23512897,Entire home/apt,1800.0,True,5,35,65,220,,0,,Barcelona,2018-04-12,
23514318,Entire home/apt,770.0,True,30,60,90,202,88,12,69,Madrid,2019-08-12,True
23516656,Entire home/apt,600.0,True,26,33,33,33,97,18,57,Valencia,2020-10-24,True
23521153,Entire home/apt,650.0,True,0,6,36,311,,0,,Barcelona,2019-06-07,
23523562,Entire home/apt,1800.0,True,29,49,79,80,100,2,17,Girona,2019-06-30,True
23523885,Private room,220.0,True,0,11,22,271,92,216,787,Valencia,2020-05-31,True
23531444,Entire home/apt,790.0,True,5,31,58,224,,0,,Madrid,2018-04-12,
23532041,Entire home/apt,1100.0,True,29,59,89,364,93,6,2,Mallorca,2020-12-19,True
23533196,Entire home/apt,600.0,True,27,57,87,199,92,44,186,Barcelona,2020-06-13,True
23542535,Entire home/apt,1550.0,True,0,0,0,0,100,1,26,Menorca,2018-11-27,True
23543425,Entire home/apt,4000.0,True,21,43,46,151,100,1,35,Girona,2018-10-20,True
23543950,Entire home/apt,1800.0,True,22,50,74,147,,0,,Madrid,2019-01-14,
23551192,Entire home/apt,1180.0,True,4,7,18,97,,0,,Mallorca,2018-04-18,
23551418,Private room,130.0,True,29,59,89,364,100,1,6,Barcelona,2020-11-06,True
23552094,Entire home/apt,1860.0,True,7,14,14,14,,0,,Girona,2018-08-30,
23553008,Entire home/apt,450.0,True,0,0,0,158,100,2,24,Barcelona,2019-02-06,True
23554443,Entire home/apt,870.0,True,14,44,74,349,100,5,64,Madrid,2018-12-10,True
23560890,Entire home/apt,930.0,True,30,60,90,188,,0,,Valencia,2020-10-24,
23560898,Entire home/apt,800.0,True,14,16,46,285,88,17,93,Mallorca,2019-12-31,True
23561611,Entire home/apt,600.0,True,19,30,42,283,100,8,197,Sevilla,2018-07-31,True
23562718,Entire home/apt,1750.0,True,5,35,65,340,100,1,8,Madrid,2019-05-14,True
23569134,Entire home/apt,2300.0,True,14,29,45,177,,0,,Barcelona,2018-08-14,
23572337,Entire home/apt,590.0,True,0,0,0,0,94,23,86,Madrid,2020-06-13,True
23576111,Private room,3000.0,True,30,60,90,365,,1,3,Valencia,2021-02-20,
23581038,Entire home/apt,950.0,True,4,4,15,256,94,8,54,Mallorca,2019-06-27,True
23587347,Entire home/apt,500.0,True,0,0,0,0,95,4,5,Girona,2018-12-22,True
23587509,Entire home/apt,2520.0,True,7,19,24,197,,1,43,Mallorca,2019-08-31,
23588436,Entire home/apt,1880.0,True,30,60,90,365,67,3,41,Malaga,2018-12-22,False
23590761,Entire home/apt,740.0,True,3,4,4,131,100,2,15,Mallorca,2019-08-31,True
23593324,Entire home/apt,430.0,True,30,60,90,250,,0,,Girona,2018-04-21,
23595865,Private room,450.0,True,23,41,60,60,97,8,55,Barcelona,2019-05-14,True
23607513,Entire home/apt,950.0,True,30,58,61,61,100,4,66,Girona,2018-09-28,True
23608485,Private room,500.0,True,11,24,54,144,97,29,551,Barcelona,2018-08-14,True
23608630,Entire home/apt,1250.0,True,0,0,0,141,80,2,44,Girona,2018-12-22,True
23611031,Private room,230.0,True,30,60,90,365,96,5,18,Valencia,2020-06-30,True
23621094,Entire home/apt,2920.0,True,17,37,46,113,90,5,42,Mallorca,2019-03-25,True
23622335,Private room,350.0,True,5,5,33,33,,0,,Barcelona,2018-07-10,
23624042,Entire home/apt,930.0,True,26,53,83,175,,0,,Valencia,2020-10-24,
23624553,Entire home/apt,2500.0,True,28,58,88,352,99,32,96,Girona,2020-12-31,True
23628037,Entire home/apt,360.0,True,6,18,48,323,94,42,308,Madrid,2019-05-14,True
23630293,Entire home/apt,300.0,True,19,43,70,345,81,39,198,Valencia,2019-10-31,True
23635799,Entire home/apt,500.0,True,17,44,74,164,89,7,583,Malaga,2018-04-22,True
23635900,Entire home/apt,300.0,True,0,0,0,0,78,9,42,Girona,2019-12-31,False
23638684,Entire home/apt,1200.0,True,23,53,83,328,,0,,Girona,2019-02-19,
23648479,Private room,400.0,True,0,0,0,0,80,2,8,Barcelona,2020-05-11,True
23656535,Entire home/apt,600.0,True,5,5,5,241,93,8,99,Malaga,2018-11-27,True
23657557,Entire home/apt,1400.0,True,12,33,53,65,,0,,Madrid,2019-09-19,
23659238,Entire home/apt,650.0,True,2,18,31,296,100,1,9,Valencia,2019-07-31,True
23660787,Entire home/apt,650.0,True,18,48,78,98,97,13,257,Malaga,2018-08-29,True
23662297,Entire home/apt,700.0,True,4,11,25,179,86,7,54,Valencia,2020-01-31,True
23662466,Entire home/apt,630.0,True,3,7,11,11,,0,,Mallorca,2018-07-29,
23663209,Entire home/apt,2240.0,True,28,58,62,73,,0,,Mallorca,2019-08-31,
23663258,Entire home/apt,3070.0,True,30,53,83,353,90,2,17,Mallorca,2020-05-28,True
23663270,Entire home/apt,2800.0,True,30,60,90,365,,0,,Menorca,2020-06-30,
23667680,Entire home/apt,1250.0,True,29,59,89,364,,1,6,Girona,2020-04-30,
23668116,Entire home/apt,450.0,True,24,54,56,89,94,24,169,Valencia,2019-05-31,True
23672293,Entire home/apt,950.0,True,11,14,14,14,100,1,10,Sevilla,2018-04-21,True
23673316,Entire home/apt,2450.0,True,10,36,59,71,,0,,Mallorca,2018-09-18,
23673712,Entire home/apt,700.0,True,13,19,30,281,88,15,103,Malaga,2019-06-30,True
23675853,Entire home/apt,820.0,True,17,45,75,343,95,4,114,Madrid,2018-10-10,True
23675857,Entire home/apt,720.0,True,20,44,74,260,,0,,Madrid,2018-05-14,
23680492,Entire home/apt,1130.0,True,29,42,63,177,89,71,284,Malaga,2020-05-31,True
23681534,Entire home/apt,1400.0,True,1,1,1,1,90,2,6,Barcelona,2021-02-09,True
23681560,Entire home/apt,1000.0,True,0,0,0,95,,0,,Barcelona,2020-04-16,
23681570,Entire home/apt,1500.0,True,30,60,90,365,,0,,Barcelona,2018-10-10,
23683437,Entire home/apt,600.0,True,0,0,0,0,97,121,339,Valencia,2021-02-20,True
23685767,Entire home/apt,260.0,True,22,52,82,357,93,42,135,Valencia,2020-09-28,True
23690882,Entire home/apt,800.0,True,27,54,84,174,98,8,79,Sevilla,2019-02-18,True
23691705,Private room,250.0,True,9,9,18,18,91,18,535,Madrid,2018-07-10,True
23692786,Entire home/apt,1040.0,True,0,0,0,0,,0,,Mallorca,2019-03-25,
23693251,Private room,450.0,True,29,59,72,303,99,28,359,Mallorca,2018-11-20,True
23696598,Entire home/apt,620.0,True,16,16,16,224,96,14,45,Valencia,2020-09-28,True
23700889,Entire home/apt,1100.0,True,0,1,22,112,92,64,203,Valencia,2020-11-10,True
23703736,Entire home/apt,1260.0,True,0,0,0,0,88,8,25,Malaga,2020-11-30,True
23705486,Entire home/apt,600.0,True,3,11,41,105,100,1,10,Malaga,2018-07-31,True
23705809,Entire home/apt,480.0,True,4,16,37,252,99,28,159,Sevilla,2019-08-31,True
23713086,Entire home/apt,1500.0,True,20,50,80,355,100,1,23,Girona,2018-12-22,True
23713242,Entire home/apt,750.0,True,26,56,79,322,100,1,10,Girona,2018-04-21,True
23713332,Entire home/apt,800.0,True,3,30,31,45,,1,22,Girona,2018-07-31,
23719759,Entire home/apt,1200.0,True,7,24,44,263,97,31,159,Malaga,2019-10-31,True
23721004,Entire home/apt,1000.0,True,21,51,77,167,96,82,31,Malaga,2020-05-31,True
23722178,Private room,280.0,True,19,49,79,79,97,24,178,Barcelona,2019-05-14,True
23723324,Private room,450.0,True,30,60,90,365,85,42,128,Barcelona,2020-12-16,True
23726136,Entire home/apt,500.0,True,30,47,77,349,95,77,314,Valencia,2020-03-26,True
23726971,Entire home/apt,1100.0,True,9,32,62,332,92,35,449,Madrid,2018-11-07,True
23727792,Private room,700.0,True,0,0,0,0,,0,,Madrid,2019-04-11,
23728063,Private room,600.0,True,0,0,0,0,,0,,Madrid,2021-02-09,
23739309,Entire home/apt,1000.0,True,0,0,0,0,97,20,8,Madrid,2020-04-17,True
23739530,Private room,350.0,True,0,0,0,0,,0,,Madrid,2019-11-09,
23744025,Entire home/apt,740.0,True,22,47,71,309,91,7,85,Valencia,2019-02-28,True
23744119,Entire home/apt,350.0,True,30,53,71,166,94,75,297,Valencia,2020-04-28,True
23744155,Entire home/apt,1040.0,True,19,39,45,253,,0,,Mallorca,2018-04-18,
23744978,Private room,1000.0,True,17,40,65,331,,0,,Malaga,2018-04-22,
23749559,Private room,300.0,True,29,59,89,89,90,4,23,Barcelona,2020-01-10,True
23757365,Entire home/apt,1000.0,True,0,0,0,258,100,1,7,Barcelona,2019-11-09,True
23757508,Entire home/apt,2440.0,True,15,23,36,170,,0,,Barcelona,2018-05-14,
23758038,Entire home/apt,2540.0,True,0,0,0,200,73,3,46,Mallorca,2018-12-18,False
23759000,Private room,600.0,True,0,0,0,0,99,37,12,Barcelona,2020-10-12,True
23759217,Entire home/apt,500.0,True,11,41,45,182,,0,,Girona,2019-07-29,
23761249,Shared room,150.0,True,30,60,90,180,97,26,74,Barcelona,2021-02-09,True
23766788,Entire home/apt,650.0,True,0,0,11,11,97,8,59,Valencia,2019-05-01,True
23775258,Entire home/apt,750.0,True,7,9,9,70,,0,,Madrid,2018-04-12,
23775569,Entire home/apt,400.0,True,24,42,72,312,88,54,479,Malaga,2019-02-24,True
23776716,Entire home/apt,2000.0,True,28,56,73,158,92,28,178,Sevilla,2019-07-29,True
23782265,Entire home/apt,680.0,True,29,48,56,311,100,128,501,Valencia,2020-05-31,True
23782890,Entire home/apt,1200.0,True,0,0,0,0,84,47,352,Madrid,2019-07-10,True
23783093,Entire home/apt,650.0,True,0,0,0,0,84,10,31,Madrid,2021-01-12,True
23784003,Entire home/apt,1000.0,True,30,60,61,61,91,30,164,Girona,2019-09-30,True
23785508,Entire home/apt,640.0,True,23,53,83,173,94,32,36,Madrid,2018-12-10,True
23785933,Entire home/apt,700.0,True,0,0,0,70,100,1,23,Madrid,2018-09-11,True
23796558,Private room,400.0,True,23,44,44,44,77,6,196,Barcelona,2018-09-11,False
23797007,Private room,440.0,True,10,14,25,103,87,15,12,Barcelona,2019-04-10,True
23798204,Entire home/apt,2000.0,True,12,29,58,333,97,12,25,Mallorca,2018-08-21,True
23800192,Entire home/apt,800.0,True,30,60,90,365,98,13,42,Valencia,2020-10-24,True
23803074,Entire home/apt,1500.0,True,27,57,87,185,,0,,Girona,2018-04-21,
23810425,Private room,350.0,True,11,41,71,346,75,19,154,Barcelona,2019-04-10,False
23813227,Entire home/apt,420.0,True,22,24,54,145,95,61,301,Valencia,2019-11-30,True
23815177,Entire home/apt,1450.0,True,0,11,15,183,,0,,Mallorca,2019-08-31,
23815892,Entire home/apt,1210.0,True,21,43,45,86,,0,,Mallorca,2018-04-18,
23817596,Entire home/apt,810.0,True,26,54,84,288,90,8,26,Sevilla,2021-02-27,True
23818160,Entire home/apt,1170.0,True,30,60,90,362,78,8,26,Mallorca,2020-10-21,False
23818961,Entire home/apt,1700.0,True,9,39,69,344,,0,,Girona,2018-07-31,
23821516,Entire home/apt,4220.0,True,12,12,26,121,,0,,Girona,2020-06-29,
23823065,Entire home/apt,1900.0,True,30,60,90,339,,0,,Girona,2019-12-31,
23824059,Entire home/apt,1800.0,True,24,24,24,24,100,4,64,Madrid,2018-11-07,True
23828193,Entire home/apt,860.0,True,27,57,87,362,99,34,119,Girona,2020-10-28,True
23839343,Entire home/apt,1090.0,True,1,16,29,99,100,45,317,Malaga,2019-05-30,True
23848930,Entire home/apt,950.0,True,10,23,36,240,99,89,38,Malaga,2020-02-29,True
23850453,Entire home/apt,310.0,True,11,34,64,249,95,124,644,Valencia,2019-11-30,True
23864280,Entire home/apt,890.0,True,0,20,42,317,98,12,33,Malaga,2018-07-31,True
23869446,Entire home/apt,600.0,True,9,19,41,244,100,1,4,Valencia,2020-02-29,True
23872048,Entire home/apt,950.0,True,29,59,89,89,94,58,224,Madrid,2020-05-14,True
23872258,Entire home/apt,1410.0,True,30,60,85,354,100,3,12,Madrid,2020-06-13,True
23874678,Entire home/apt,580.0,True,2,8,13,192,93,32,513,Barcelona,2019-03-08,True
23874949,Entire home/apt,800.0,True,3,10,26,297,91,30,213,Malaga,2019-06-30,True
23875277,Entire home/apt,700.0,True,30,60,90,349,93,83,344,Valencia,2020-04-28,True
23877792,Entire home/apt,970.0,True,27,57,87,116,100,2,8,Sevilla,2020-04-30,True
23886908,Entire home/apt,850.0,True,18,46,76,108,95,4,29,Malaga,2019-11-30,True
23887963,Entire home/apt,950.0,True,19,40,46,291,99,53,217,Barcelona,2020-05-11,True
23888078,Entire home/apt,2000.0,True,0,0,27,117,,0,,Girona,2018-09-28,
23888185,Entire home/apt,1170.0,True,28,47,67,124,100,3,3,Mallorca,2019-04-24,True
23891218,Entire home/apt,500.0,True,25,55,83,358,87,3,32,Valencia,2019-09-30,True
23891422,Entire home/apt,1150.0,True,13,33,51,314,,0,,Malaga,2019-01-30,
23891537,Private room,1000.0,True,30,60,90,90,88,116,42,Sevilla,2020-06-29,True
23909862,Entire home/apt,3040.0,True,0,0,0,0,,0,,Mallorca,2020-12-19,
23909985,Entire home/apt,2040.0,True,22,52,82,354,98,41,18,Madrid,2020-02-18,True
23910202,Entire home/apt,2800.0,True,29,59,89,364,80,3,19,Menorca,2019-10-31,True
23910745,Entire home/apt,900.0,True,1,1,1,152,100,1,7,Menorca,2019-10-31,True
23910780,Entire home/apt,1350.0,True,17,42,72,155,97,70,344,Madrid,2019-12-10,True
23912031,Private room,220.0,True,0,0,0,0,94,13,155,Sevilla,2018-12-21,True
23913059,Entire home/apt,750.0,True,10,14,14,14,99,17,9,Sevilla,2019-10-30,True
23913151,Entire home/apt,800.0,True,2,22,52,327,,0,,Madrid,2018-04-12,
23914529,Entire home/apt,800.0,True,18,38,59,253,87,9,92,Barcelona,2019-03-08,True
23918793,Entire home/apt,1080.0,True,13,13,13,13,,0,,Girona,2019-08-31,
23921327,Entire home/apt,440.0,True,0,13,43,61,98,51,19,Madrid,2020-06-13,True
23922267,Private room,500.0,True,0,0,0,166,100,2,52,Barcelona,2018-08-14,True
23931219,Entire home/apt,1110.0,True,15,20,44,181,,0,,Mallorca,2019-04-24,
23932397,Entire home/apt,700.0,True,3,16,32,150,,0,,Menorca,2019-03-31,
23934983,Private room,300.0,True,0,0,0,36,,0,,Madrid,2018-04-12,
23938595,Entire home/apt,2000.0,True,0,0,1,215,100,6,19,Girona,2021-01-31,True
23939910,Entire home/apt,1780.0,True,4,10,22,25,80,1,71,Menorca,2018-07-31,True
23942204,Entire home/apt,1140.0,True,30,60,90,365,100,2,12,Mallorca,2019-11-28,True
23942457,Entire home/apt,1600.0,True,0,0,0,0,,0,,Malaga,2020-01-31,
23942935,Entire home/apt,700.0,True,8,25,55,60,,0,,Girona,2018-07-31,
23942964,Entire home/apt,1350.0,True,18,22,37,95,100,12,336,Sevilla,2018-07-31,True
23945385,Private room,250.0,True,4,32,61,147,100,4,24,Malaga,2018-05-27,True
23949877,Private room,480.0,True,25,55,85,105,,0,,Barcelona,2018-05-14,
23952016,Entire home/apt,1250.0,True,29,59,89,364,100,1,10,Girona,2018-08-30,True
23953689,Entire home/apt,1560.0,True,1,14,32,37,,0,,Mallorca,2018-07-29,
23954092,Entire home/apt,700.0,True,30,60,83,210,,0,,Girona,2019-05-29,
23955335,Private room,300.0,True,4,27,57,332,,0,,Barcelona,2018-04-12,
23955482,Entire home/apt,980.0,True,0,0,0,0,90,2,8,Mallorca,2020-06-25,True
23956219,Private room,800.0,True,9,33,53,84,92,12,54,Malaga,2020-01-31,True
23957110,Entire home/apt,550.0,True,10,25,55,330,96,9,22,Malaga,2018-07-31,True
23957403,Entire home/apt,1000.0,True,23,47,77,352,100,3,22,Menorca,2019-07-30,True
23958253,Entire home/apt,990.0,True,30,60,90,365,,0,,Barcelona,2018-04-12,
23958330,Entire home/apt,1250.0,True,8,16,25,227,90,28,127,Madrid,2020-02-18,True
23960122,Entire home/apt,1000.0,True,3,5,12,250,98,38,375,Malaga,2019-06-30,True
23967982,Private room,220.0,True,11,28,28,28,,1,10,Barcelona,2018-04-12,
23967999,Entire home/apt,550.0,True,29,56,83,173,90,25,98,Sevilla,2020-04-30,True
23969825,Entire home/apt,1500.0,True,30,60,90,365,98,10,32,Mallorca,2021-01-16,True
23974568,Entire home/apt,800.0,True,20,49,77,319,96,5,4,Malaga,2019-09-30,True
23975809,Private room,90.0,True,15,45,75,289,90,21,159,Valencia,2019-05-01,True
23975842,Entire home/apt,350.0,True,9,9,9,9,96,19,11,Girona,2019-08-31,True
23976338,Entire home/apt,1200.0,True,0,0,21,211,,0,,Girona,2018-12-22,
23979099,Entire home/apt,950.0,True,16,43,73,94,92,52,291,Madrid,2019-09-19,True
23983659,Entire home/apt,890.0,True,23,53,83,169,94,118,352,Sevilla,2020-12-31,True
23987036,Private room,600.0,True,10,33,63,98,92,24,194,Barcelona,2019-05-14,True
23989315,Entire home/apt,750.0,True,28,58,88,339,,0,,Barcelona,2019-01-14,
23991007,Entire home/apt,740.0,True,30,60,90,180,98,62,228,Madrid,2020-10-17,True
23995813,Entire home/apt,1000.0,True,0,0,6,25,,0,,Madrid,2018-10-10,
23996618,Entire home/apt,940.0,True,24,46,49,200,100,1,8,Girona,2019-05-29,True
24002206,Entire home/apt,2020.0,True,27,57,87,206,,0,,Mallorca,2020-04-23,
24010145,Private room,200.0,True,26,56,86,361,91,52,36,Madrid,2019-06-07,True
24011492,Private room,460.0,True,0,15,45,66,96,75,421,Barcelona,2019-09-17,True
24014063,Private room,350.0,True,17,44,70,345,96,21,285,Madrid,2018-11-07,True
24015405,Entire home/apt,3000.0,True,30,60,90,365,100,1,6,Girona,2018-09-28,True
24026540,Entire home/apt,600.0,True,0,0,0,0,99,103,424,Sevilla,2020-05-30,True
24028342,Entire home/apt,1190.0,True,2,2,2,178,91,9,56,Mallorca,2019-09-28,True
24028744,Entire home/apt,700.0,True,30,58,60,181,,0,,Girona,2020-05-28,
24029619,Entire home/apt,1650.0,True,12,29,49,138,93,11,54,Mallorca,2019-12-31,True
24035294,Private room,230.0,True,10,24,54,78,89,11,485,Barcelona,2018-06-09,True
24036895,Entire home/apt,2370.0,True,0,0,0,64,100,3,18,Girona,2019-12-31,True
24038577,Private room,690.0,True,29,59,89,360,94,31,161,Mallorca,2019-12-31,True
24041862,Entire home/apt,900.0,True,29,59,89,347,90,6,175,Girona,2018-09-28,True
24049397,Shared room,140.0,True,0,0,28,303,100,8,52,Valencia,2019-07-01,True
24053428,Entire home/apt,1100.0,True,0,0,0,0,92,71,397,Madrid,2019-09-19,True
24061320,Entire home/apt,380.0,True,13,18,48,163,92,24,98,Valencia,2020-05-31,True
24063016,Entire home/apt,700.0,True,15,45,75,350,100,1,10,Sevilla,2018-04-21,True
24064337,Entire home/apt,380.0,True,0,0,0,0,91,255,774,Madrid,2020-12-17,True
24071050,Entire home/apt,4790.0,True,6,23,45,259,,0,,Mallorca,2019-03-25,
24072879,Entire home/apt,550.0,True,26,56,86,176,93,186,69,Sevilla,2020-06-29,True
24076629,Entire home/apt,1430.0,True,0,0,0,0,,0,,Girona,2021-01-31,
24077307,Entire home/apt,450.0,True,0,0,18,58,100,4,18,Barcelona,2020-08-24,True
24077453,Private room,140.0,True,5,11,25,25,85,40,286,Valencia,2019-05-31,True
24081992,Private room,250.0,True,0,0,0,0,96,68,289,Madrid,2020-03-17,True
24091304,Private room,250.0,True,2,29,59,150,98,21,339,Sevilla,2018-10-18,True
24092592,Entire home/apt,660.0,True,30,60,66,323,,0,,Girona,2019-05-29,
24096540,Entire home/apt,1050.0,True,14,44,74,254,80,1,10,Girona,2018-08-30,True
24111724,Entire home/apt,900.0,True,15,27,57,322,100,4,5,Valencia,2019-02-28,True
24113256,Entire home/apt,750.0,True,17,47,77,109,80,1,94,Girona,2019-08-31,True
24114647,Entire home/apt,1500.0,True,27,54,66,156,92,15,118,Mallorca,2019-05-27,True
24118300,Entire home/apt,1250.0,True,29,59,89,179,,0,,Girona,2018-04-21,
24119132,Entire home/apt,240.0,True,16,35,59,59,73,4,4,Madrid,2019-03-08,False
24128845,Private room,550.0,True,14,21,51,326,,0,,Barcelona,2018-04-12,
24129100,Entire home/apt,700.0,True,25,52,72,333,99,24,264,Mallorca,2019-01-28,True
24131521,Entire home/apt,1500.0,True,7,33,63,333,96,22,121,Valencia,2019-11-30,True
24132906,Entire home/apt,460.0,True,22,29,29,212,99,82,239,Valencia,2021-02-20,True
24152709,Entire home/apt,470.0,True,0,0,0,0,,0,,Girona,2021-02-27,
24154025,Entire home/apt,1200.0,True,0,0,0,0,100,1,8,Valencia,2019-07-31,True
24154779,Private room,450.0,True,2,28,58,333,84,9,474,Barcelona,2018-06-09,True
24155166,Entire home/apt,330.0,True,30,60,90,365,90,6,158,Malaga,2020-10-30,True
24170917,Private room,1400.0,True,0,0,26,26,100,1,3,Sevilla,2019-07-29,True
24171576,Private room,320.0,True,7,23,33,35,94,111,55,Sevilla,2019-11-29,True
24171715,Entire home/apt,690.0,True,10,36,64,330,100,7,60,Madrid,2018-05-14,True
24174966,Entire home/apt,800.0,True,0,0,7,282,,0,,Barcelona,2019-10-16,
24175076,Entire home/apt,1400.0,True,0,0,14,289,,0,,Barcelona,2021-02-09,
24182384,Entire home/apt,650.0,True,7,20,47,173,100,1,10,Sevilla,2018-08-27,True
24191631,Entire home/apt,1000.0,True,2,5,6,216,97,61,72,Barcelona,2019-02-06,True
24193821,Private room,280.0,True,0,0,10,255,,0,,Madrid,2018-04-12,
24195458,Private room,250.0,True,12,14,14,14,,0,,Barcelona,2018-04-12,
24198132,Entire home/apt,1000.0,True,7,21,40,286,96,33,369,Barcelona,2019-03-08,True
24200381,Entire home/apt,1500.0,True,16,46,76,166,,0,,Madrid,2018-04-12,
24200848,Entire home/apt,2580.0,True,21,44,74,316,93,6,88,Mallorca,2018-11-20,True
24206158,Private room,410.0,True,30,60,82,151,90,90,449,Barcelona,2019-12-10,True
24217165,Entire home/apt,4200.0,True,30,60,90,365,100,1,15,Barcelona,2019-10-16,True
24218366,Entire home/apt,690.0,True,13,43,73,348,79,19,96,Barcelona,2020-02-16,False
24219071,Private room,250.0,True,0,16,40,130,89,8,48,Malaga,2018-05-27,True
24219194,Entire home/apt,940.0,True,29,45,75,314,,0,,Mallorca,2018-11-20,
24219322,Entire home/apt,3980.0,True,0,0,0,0,,0,,Mallorca,2020-01-29,
24221622,Entire home/apt,650.0,True,3,33,56,138,,0,,Menorca,2018-04-21,
24221794,Entire home/apt,1400.0,True,3,7,7,7,96,16,87,Madrid,2019-11-09,True
24223980,Entire home/apt,900.0,True,0,0,0,182,100,4,2,Girona,2019-12-31,True
24224594,Entire home/apt,550.0,True,29,52,82,357,87,24,111,Barcelona,2020-04-16,True
24228191,Private room,590.0,True,13,43,49,139,100,6,148,Barcelona,2018-10-10,True
24236748,Entire home/apt,870.0,True,23,23,23,78,,0,,Girona,2019-05-29,
24236959,Entire home/apt,1120.0,True,21,51,76,224,,0,,Mallorca,2019-03-25,
24239205,Entire home/apt,490.0,True,11,34,37,38,,0,,Girona,2019-06-30,
24239211,Entire home/apt,810.0,True,6,13,27,28,,0,,Girona,2019-06-30,
24244191,Entire home/apt,2990.0,True,30,60,90,254,,0,,Girona,2018-04-21,
24249549,Entire home/apt,1200.0,True,5,5,5,11,87,11,114,Madrid,2019-02-06,True
24253884,Entire home/apt,850.0,True,10,37,60,330,89,16,284,Malaga,2018-09-29,True
24260016,Entire home/apt,1000.0,True,30,60,87,340,95,4,46,Girona,2019-04-29,True
24260229,Private room,290.0,True,5,12,12,12,93,3,30,Sevilla,2018-04-21,True
24295968,Hotel room,1260.0,True,8,26,56,331,75,4,14,Mallorca,2020-09-19,False
24298993,Entire home/apt,640.0,True,0,0,0,0,80,1,4,Girona,2020-11-28,True
24299785,Entire home/apt,2770.0,True,0,28,43,167,100,2,4,Mallorca,2019-01-28,True
24306190,Entire home/apt,1950.0,True,17,17,17,279,93,11,45,Valencia,2020-05-31,True
24307252,Entire home/apt,430.0,True,27,29,29,30,,0,,Girona,2018-08-30,
24309006,Entire home/apt,550.0,True,0,0,0,0,100,4,67,Madrid,2018-11-07,True
24317653,Entire home/apt,1150.0,True,28,35,39,219,100,4,4,Girona,2019-05-29,True
24319134,Entire home/apt,550.0,True,8,8,8,8,,0,,Girona,2018-08-30,
24319543,Entire home/apt,1940.0,True,28,58,88,240,100,2,8,Mallorca,2020-06-25,True
24319577,Private room,80.0,True,11,36,66,91,93,8,75,Barcelona,2019-03-08,True
24320725,Private room,500.0,True,0,0,0,31,87,3,30,Barcelona,2018-05-14,True
24328986,Entire home/apt,610.0,True,15,15,23,298,70,4,49,Barcelona,2019-12-10,False
24330863,Entire home/apt,650.0,True,6,12,18,58,96,46,377,Valencia,2019-05-01,True
24332276,Entire home/apt,750.0,True,24,54,84,359,100,1,10,Sevilla,2018-04-21,True
24335958,Entire home/apt,1690.0,True,0,0,0,0,,0,,Mallorca,2018-08-21,
24339475,Entire home/apt,410.0,True,0,0,0,80,,0,,Barcelona,2019-05-14,
24341066,Entire home/apt,1200.0,True,4,15,28,241,,0,,Barcelona,2018-07-10,
24342447,Hotel room,2000.0,True,0,16,46,160,90,8,34,Barcelona,2020-07-17,True
24343004,Entire home/apt,3820.0,True,0,0,0,77,80,1,21,Mallorca,2018-12-18,True
24344354,Entire home/apt,1620.0,True,0,0,15,146,100,2,11,Mallorca,2021-01-16,True
24348022,Private room,290.0,True,19,19,19,19,99,14,393,Barcelona,2018-08-14,True
24348581,Private room,270.0,True,0,0,0,26,81,35,123,Madrid,2020-08-25,True
24348702,Entire home/apt,740.0,True,18,45,69,159,80,3,30,Madrid,2018-05-14,True
24350858,Private room,450.0,True,20,47,77,257,93,60,203,Mallorca,2020-09-19,True
24362246,Entire home/apt,1320.0,True,11,36,66,141,96,5,13,Madrid,2018-08-14,True
24368095,Entire home/apt,1860.0,True,0,0,0,176,,0,,Mallorca,2018-10-17,
24369154,Entire home/apt,990.0,True,11,36,64,335,87,41,199,Barcelona,2020-01-10,True
24370133,Entire home/apt,3200.0,True,0,0,0,103,,0,,Menorca,2018-08-29,
24370440,Entire home/apt,3220.0,True,8,12,15,135,70,2,9,Mallorca,2020-08-28,False
24370750,Entire home/apt,3390.0,True,0,0,0,182,90,2,1,Menorca,2020-11-30,True
24376153,Entire home/apt,650.0,True,12,20,39,39,96,72,451,Madrid,2019-08-12,True
