apartment_id,room_type,price,has_availability,availability_30,availability_60,availability_90,availability_365,review_scores_rating,number_of_reviews,reviews_per_month,city,insert_date,reviews 80+
5732628,Entire home/apt,690.0,True,29,59,89,226,96,319,507,Sevilla,2020-05-30,True
5740305,Entire home/apt,500.0,True,10,39,69,341,91,60,13,Madrid,2019-01-14,True
5747822,Entire home/apt,650.0,True,28,41,51,326,88,8,23,Girona,2019-05-29,True
5754609,Hotel room,1200.0,True,21,40,62,294,60,2,4,Sevilla,2020-02-29,False
5760626,Entire home/apt,850.0,True,0,1,1,1,86,14,23,Madrid,2020-05-14,True
5780857,Private room,270.0,True,15,19,42,317,84,72,175,Barcelona,2018-08-14,True
5782306,Entire home/apt,440.0,True,22,52,82,146,99,444,644,Sevilla,2020-11-30,True
5789320,Entire home/apt,500.0,True,23,53,69,269,95,4,9,Mallorca,2019-03-25,True
5792576,Entire home/apt,690.0,True,18,45,75,217,96,144,339,Barcelona,2018-10-10,True
5792851,Entire home/apt,800.0,True,10,19,32,205,94,148,303,Barcelona,2019-04-10,True
5794235,Entire home/apt,500.0,True,0,0,0,259,96,138,202,Valencia,2021-02-20,True
5795378,Private room,290.0,True,30,60,90,361,87,199,288,Barcelona,2020-12-16,True
5808218,Entire home/apt,430.0,True,0,21,47,227,93,117,165,Sevilla,2021-01-31,True
5809291,Entire home/apt,2000.0,True,17,40,65,224,99,128,224,Mallorca,2019-12-31,True
5822353,Private room,320.0,False,5,5,5,277,93,42,172,Madrid,2017-04-08,True
5833631,Entire home/apt,1250.0,True,5,5,5,5,80,115,498,Barcelona,2017-10-07,True
5834041,Entire home/apt,800.0,True,17,47,77,167,94,40,77,Girona,2019-08-31,True
5834191,Entire home/apt,1290.0,True,30,60,90,180,60,2,3,Girona,2020-12-31,False
5834787,Private room,360.0,True,29,56,86,176,94,138,299,Barcelona,2019-01-14,True
5835250,Entire home/apt,800.0,True,27,54,77,327,95,73,122,Malaga,2020-04-30,True
5836908,Entire home/apt,1640.0,True,0,0,17,107,70,2,7,Girona,2018-10-20,False
5837003,Entire home/apt,1120.0,True,5,26,52,150,93,214,389,Barcelona,2019-10-16,True
5837152,Entire home/apt,950.0,True,0,12,33,273,100,10,34,Barcelona,2017-10-07,True
5842289,Private room,180.0,True,0,0,0,0,90,222,487,Barcelona,2019-03-08,True
5843257,Private room,500.0,True,30,60,90,365,89,18,61,Barcelona,2018-07-10,True
5854424,Private room,570.0,False,21,51,81,81,70,3,43,Barcelona,2017-07-06,False
5897260,Entire home/apt,850.0,True,11,41,71,346,87,15,45,Madrid,2018-04-12,True
5907982,Entire home/apt,890.0,True,10,22,45,311,92,84,286,Barcelona,2018-12-10,True
5916897,Private room,400.0,True,18,30,30,30,96,132,241,Barcelona,2019-11-09,True
5935568,Private room,450.0,True,0,0,0,0,,0,,Madrid,2018-11-07,
5937087,Private room,350.0,True,0,0,25,295,96,90,257,Girona,2018-04-21,True
5958368,Entire home/apt,950.0,True,18,26,31,36,86,35,131,Barcelona,2018-01-17,True
5963397,Entire home/apt,1200.0,True,30,53,70,317,83,8,24,Menorca,2018-04-21,True
5976186,Entire home/apt,1100.0,True,30,52,82,357,97,31,89,Madrid,2018-11-07,True
5977453,Entire home/apt,1100.0,True,17,42,72,341,96,52,131,Sevilla,2018-12-21,True
5986682,Entire home/apt,1000.0,True,28,58,88,363,93,16,41,Girona,2018-09-28,True
5994463,Entire home/apt,600.0,False,4,20,50,109,95,12,53,Madrid,2017-03-06,True
5994871,Entire home/apt,680.0,True,0,0,0,0,,0,,Madrid,2019-03-08,
5996208,Entire home/apt,240.0,True,30,60,90,332,85,162,269,Barcelona,2020-05-11,True
5997351,Entire home/apt,950.0,True,10,25,33,78,90,178,303,Barcelona,2020-02-16,True
5999753,Private room,350.0,False,0,0,0,221,93,29,135,Barcelona,2017-02-09,True
6000623,Entire home/apt,1450.0,True,0,0,0,167,97,26,77,Girona,2018-04-21,True
6000811,Entire home/apt,890.0,False,5,8,15,237,93,81,334,Barcelona,2017-05-07,True
6011968,Private room,1150.0,True,0,0,0,0,100,2,6,Girona,2020-05-28,True
6012959,Entire home/apt,700.0,True,0,0,0,86,87,3,1,Girona,2020-01-31,True
6028994,Entire home/apt,690.0,True,0,0,0,259,74,7,13,Valencia,2020-02-29,False
6034484,Entire home/apt,1330.0,True,30,47,53,259,94,65,112,Mallorca,2020-04-23,True
6037548,Private room,350.0,True,8,20,39,254,98,186,42,Sevilla,2018-12-21,True
6043569,Private room,200.0,True,0,0,0,0,,0,,Madrid,2019-03-08,
6058351,Entire home/apt,1400.0,False,30,48,67,341,90,43,189,Barcelona,2017-03-06,True
6060569,Entire home/apt,800.0,True,23,53,83,246,100,61,106,Mallorca,2021-02-11,True
6073393,Entire home/apt,750.0,True,0,0,0,83,91,27,59,Mallorca,2019-03-25,True
6083021,Private room,250.0,True,0,0,0,0,,0,,Barcelona,2018-10-10,
6103525,Entire home/apt,300.0,True,0,0,0,0,100,1,4,Barcelona,2017-11-13,True
6109659,Private room,300.0,True,0,0,0,219,96,17,35,Barcelona,2019-06-07,True
6139692,Private room,900.0,True,30,60,90,365,95,31,102,Barcelona,2017-12-09,True
6160263,Private room,180.0,True,11,41,71,346,86,44,65,Madrid,2021-01-12,True
6160553,Private room,250.0,True,10,29,48,299,97,85,232,Barcelona,2018-08-14,True
6166523,Private room,200.0,True,0,0,0,0,,0,,Barcelona,2018-11-07,
6175934,Private room,300.0,True,0,0,0,0,,0,,Madrid,2019-01-14,
6176958,Entire home/apt,1800.0,True,15,38,64,270,97,42,9,Barcelona,2019-03-08,True
6178385,Entire home/apt,600.0,True,0,12,42,317,95,5,11,Barcelona,2019-05-14,True
6179834,Private room,750.0,True,28,58,88,363,91,11,3,Girona,2018-07-31,True
6183651,Private room,380.0,True,12,32,54,54,97,175,311,Barcelona,2020-01-10,True
6184041,Entire home/apt,900.0,True,0,14,29,29,80,3,6,Girona,2019-07-29,True
6188369,Entire home/apt,700.0,False,0,0,0,0,100,3,13,Madrid,2017-04-08,True
6190322,Entire home/apt,470.0,True,5,15,33,293,96,156,309,Malaga,2019-07-30,True
6190687,Entire home/apt,1700.0,True,14,42,42,42,,0,,Girona,2018-08-30,
6191684,Entire home/apt,1870.0,True,18,42,72,305,100,2,7,Girona,2020-11-28,True
6199834,Entire home/apt,800.0,False,7,23,46,315,98,76,338,Madrid,2017-03-06,True
6225869,Private room,400.0,True,5,7,28,37,96,40,8,Menorca,2019-06-30,True
6229018,Entire home/apt,1480.0,True,25,25,25,25,99,145,235,Girona,2020-05-28,True
6230556,Private room,650.0,True,0,0,15,15,95,13,34,Barcelona,2018-07-10,True
6231153,Entire home/apt,490.0,True,30,60,90,342,93,44,68,Mallorca,2020-11-08,True
6232324,Entire home/apt,1000.0,True,27,57,87,362,65,5,2,Girona,2018-07-31,False
6235783,Entire home/apt,910.0,True,20,38,67,305,86,73,22,Barcelona,2018-02-07,True
6241802,Entire home/apt,600.0,False,28,52,74,310,87,19,95,Mallorca,2017-03-15,True
6246095,Private room,330.0,True,0,0,0,89,94,140,239,Girona,2020-02-29,True
6257970,Private room,700.0,True,0,0,0,0,,1,2,Barcelona,2020-01-10,
6263965,Entire home/apt,1500.0,True,30,60,90,365,97,162,259,Madrid,2020-08-25,True
6269523,Private room,430.0,True,1,4,12,22,86,27,74,Barcelona,2018-06-09,True
6270800,Private room,450.0,False,30,60,90,365,93,4,19,Barcelona,2017-02-09,True
6282421,Entire home/apt,1000.0,True,3,13,43,318,91,94,241,Mallorca,2018-08-21,True
6283743,Private room,310.0,True,1,10,26,296,92,240,574,Madrid,2018-10-10,True
6289283,Private room,250.0,True,26,48,78,95,93,461,78,Barcelona,2020-03-16,True
6300011,Entire home/apt,1200.0,True,0,0,0,151,90,20,36,Girona,2020-02-29,True
6307542,Entire home/apt,400.0,True,0,0,29,304,88,40,58,Madrid,2021-01-12,True
6309051,Entire home/apt,750.0,True,29,59,89,364,95,20,5,Girona,2018-08-30,True
6320391,Entire home/apt,1100.0,True,0,26,56,320,82,12,21,Girona,2020-03-26,True
6321358,Private room,320.0,True,27,57,87,353,92,64,11,Barcelona,2020-05-11,True
6324338,Entire home/apt,1200.0,True,14,19,29,300,96,41,87,Mallorca,2019-06-27,True
6338576,Entire home/apt,1200.0,True,19,39,64,278,87,3,9,Malaga,2019-01-30,True
6340399,Private room,600.0,True,18,18,18,182,87,12,43,Barcelona,2017-09-12,True
6344056,Entire home/apt,390.0,False,3,28,54,316,90,38,193,Barcelona,2017-01-04,True
6351314,Entire home/apt,690.0,True,22,52,82,337,80,1,2,Girona,2018-12-22,True
6376011,Entire home/apt,600.0,False,0,0,0,246,,0,,Madrid,2017-03-06,
6378705,Entire home/apt,950.0,True,29,59,89,329,88,20,47,Menorca,2019-01-30,True
6382107,Entire home/apt,600.0,True,9,9,9,9,95,42,111,Madrid,2019-09-19,True
6383286,Entire home/apt,990.0,True,0,0,19,251,99,17,51,Mallorca,2018-04-18,True
6386597,Private room,1500.0,False,30,60,90,365,,0,,Barcelona,2017-01-04,
6389503,Entire home/apt,1500.0,True,0,10,11,119,100,8,18,Mallorca,2019-03-25,True
6397577,Entire home/apt,520.0,True,8,26,56,331,93,6,38,Madrid,2018-05-14,True
6399512,Entire home/apt,1070.0,True,7,15,38,112,95,25,54,Barcelona,2019-05-14,True
6410739,Entire home/apt,800.0,True,0,0,0,0,100,2,3,Madrid,2020-06-13,True
6415505,Entire home/apt,500.0,True,0,0,0,0,,0,,Madrid,2018-09-11,
6418185,Entire home/apt,1690.0,False,16,16,16,83,,0,,Mallorca,2017-03-15,
6420062,Entire home/apt,550.0,True,28,58,88,361,81,19,39,Madrid,2019-07-10,True
6432674,Entire home/apt,740.0,True,27,40,40,40,96,10,24,Girona,2019-11-30,True
6441145,Private room,500.0,True,0,0,0,99,98,17,36,Barcelona,2019-04-10,True
6441651,Entire home/apt,900.0,True,7,21,22,176,93,11,19,Girona,2020-05-28,True
6442604,Entire home/apt,3000.0,False,12,12,12,75,80,1,23,Barcelona,2017-05-07,True
6442730,Entire home/apt,380.0,True,1,5,27,34,84,377,716,Madrid,2019-09-19,True
6449464,Entire home/apt,2000.0,True,21,51,81,303,,0,,Girona,2018-08-30,
6453834,Entire home/apt,860.0,True,0,0,0,18,94,23,59,Girona,2019-02-19,True
6458138,Entire home/apt,2500.0,True,24,54,80,347,95,42,95,Malaga,2019-02-24,True
6459117,Entire home/apt,1100.0,True,1,1,1,218,98,28,69,Mallorca,2018-12-18,True
6465424,Private room,230.0,False,30,60,90,180,,0,,Barcelona,2017-01-04,
6465590,Entire home/apt,950.0,True,0,0,0,31,94,13,24,Girona,2019-12-31,True
6483225,Private room,480.0,False,20,31,51,323,99,27,125,Barcelona,2017-03-06,True
6484533,Private room,200.0,True,28,58,88,204,99,38,149,Barcelona,2018-02-07,True
6489124,Entire home/apt,660.0,True,2,9,29,115,95,194,403,Madrid,2019-05-14,True
6491673,Private room,450.0,True,0,0,0,0,88,116,247,Barcelona,2019-04-10,True
6505353,Entire home/apt,3000.0,True,27,57,87,177,100,1,67,Menorca,2018-08-29,True
6519766,Entire home/apt,2000.0,True,18,46,76,241,92,50,121,Menorca,2018-12-22,True
6521856,Entire home/apt,590.0,True,8,34,61,233,90,55,134,Barcelona,2019-09-17,True
6524457,Private room,650.0,True,27,57,87,177,93,3,6,Girona,2019-11-30,True
6525899,Entire home/apt,950.0,True,24,30,41,283,80,2,6,Menorca,2018-04-21,True
6525929,Entire home/apt,2500.0,True,29,59,89,170,90,4,8,Menorca,2019-11-30,True
6534648,Private room,450.0,True,16,46,76,76,96,46,137,Barcelona,2019-02-06,True
6537889,Private room,320.0,True,11,39,69,344,95,80,251,Madrid,2018-01-17,True
6540304,Private room,190.0,True,0,0,0,173,89,122,311,Mallorca,2018-08-21,True
6542779,Entire home/apt,1000.0,True,1,1,1,138,98,69,114,Madrid,2020-05-14,True
6543446,Private room,400.0,True,26,56,86,361,94,7,12,Madrid,2020-02-18,True
6547870,Entire home/apt,750.0,False,30,45,47,238,86,25,165,Barcelona,2017-01-04,True
6550734,Private room,180.0,True,0,0,0,0,93,69,158,Barcelona,2019-01-14,True
6554542,Entire home/apt,750.0,True,12,17,32,307,93,3,6,Mallorca,2019-06-27,True
6557505,Entire home/apt,600.0,True,0,0,0,0,85,4,12,Malaga,2018-04-22,True
6572653,Entire home/apt,1750.0,True,0,0,0,0,80,1,3,Girona,2020-04-30,True
6573592,Private room,280.0,True,0,3,9,204,90,101,33,Barcelona,2018-04-12,True
6578646,Entire home/apt,800.0,False,4,4,4,4,82,33,126,Barcelona,2017-08-06,True
6580618,Entire home/apt,1300.0,True,23,53,83,358,93,3,8,Girona,2019-11-30,True
6582485,Entire home/apt,3750.0,True,30,39,40,289,96,11,24,Girona,2019-04-29,True
6584564,Private room,470.0,True,30,60,90,90,85,76,117,Barcelona,2020-12-16,True
6584759,Entire home/apt,2580.0,True,0,0,0,20,,0,,Madrid,2018-07-10,
6596938,Entire home/apt,950.0,True,0,0,0,0,,0,,Madrid,2018-05-14,
6602355,Entire home/apt,490.0,True,30,60,90,180,88,32,6,Girona,2019-11-30,True
6604255,Entire home/apt,800.0,True,3,3,3,123,100,8,3,Girona,2020-10-28,True
6604413,Entire home/apt,580.0,True,9,26,56,82,85,55,116,Madrid,2019-06-07,True
6617380,Private room,450.0,True,3,3,21,296,97,112,325,Madrid,2018-07-10,True
6623294,Entire home/apt,600.0,True,1,10,32,263,92,65,129,Girona,2019-07-29,True
6639917,Entire home/apt,620.0,True,29,59,89,320,98,42,6,Girona,2021-02-27,True
6642024,Entire home/apt,2390.0,True,23,53,83,174,100,2,3,Menorca,2020-11-30,True
6653030,Private room,3200.0,True,30,60,90,365,,0,,Barcelona,2020-09-12,
6653123,Entire home/apt,1250.0,False,2,13,13,266,98,22,113,Barcelona,2017-03-06,True
6656626,Entire home/apt,650.0,True,13,26,32,303,99,270,47,Valencia,2020-02-29,True
6664306,Private room,420.0,True,0,0,0,166,96,5,11,Barcelona,2020-03-16,True
6666446,Entire home/apt,1500.0,True,0,0,0,61,91,22,43,Valencia,2019-09-01,True
6667181,Entire home/apt,4000.0,False,26,56,86,361,50,4,18,Barcelona,2017-08-06,False
6668318,Entire home/apt,300.0,True,0,0,0,16,100,1,13,Girona,2019-03-30,True
6669701,Private room,170.0,True,0,0,0,0,,1,2,Madrid,2018-11-07,
6671489,Entire home/apt,1400.0,True,26,56,86,345,95,11,18,Sevilla,2020-10-29,True
6679735,Entire home/apt,3550.0,True,0,0,0,173,90,2,4,Mallorca,2020-10-21,True
6697001,Entire home/apt,1050.0,True,5,20,50,73,90,52,194,Barcelona,2017-09-12,True
6707323,Entire home/apt,3500.0,True,30,60,90,295,97,15,22,Mallorca,2021-02-11,True
6719318,Entire home/apt,740.0,True,0,6,36,311,93,4,22,Mallorca,2020-11-08,True
6723465,Entire home/apt,1520.0,True,0,0,2,2,91,77,121,Barcelona,2020-10-12,True
6724149,Entire home/apt,400.0,True,0,0,0,219,100,5,11,Madrid,2019-03-08,True
6724183,Entire home/apt,650.0,True,13,33,63,89,86,38,86,Barcelona,2019-02-06,True
6725113,Entire home/apt,980.0,True,16,46,76,335,89,102,154,Barcelona,2020-12-16,True
6732914,Private room,500.0,True,0,0,0,0,100,1,2,Barcelona,2020-06-13,True
6734047,Shared room,250.0,True,30,60,90,365,95,4,7,Valencia,2020-12-21,True
6738969,Entire home/apt,990.0,True,0,0,0,29,90,9,15,Girona,2020-06-29,True
6739889,Entire home/apt,1200.0,True,0,0,0,126,100,2,12,Mallorca,2019-01-28,True
6740162,Private room,350.0,True,2,5,6,6,92,46,131,Barcelona,2018-05-14,True
6740609,Private room,130.0,True,0,1,1,1,96,163,263,Barcelona,2020-07-17,True
6745665,Entire home/apt,450.0,True,28,58,88,109,93,6,1,Barcelona,2020-09-12,True
6747678,Private room,300.0,True,0,0,0,0,86,35,125,Barcelona,2017-10-07,True
6756567,Private room,350.0,True,8,38,68,343,85,49,96,Malaga,2019-10-31,True
6757485,Private room,450.0,False,11,36,61,336,97,8,207,Barcelona,2017-06-05,True
6762393,Entire home/apt,280.0,True,9,38,68,125,92,6,9,Malaga,2020-10-30,True
6762427,Private room,850.0,True,28,58,88,363,,0,,Barcelona,2017-12-09,
6763388,Private room,600.0,True,0,0,0,0,94,62,19,Barcelona,2018-04-12,True
6763803,Private room,350.0,True,30,58,88,178,92,55,155,Barcelona,2018-05-14,True
6773769,Private room,500.0,False,0,0,0,0,,0,,Barcelona,2017-03-06,
6775934,Private room,700.0,True,30,60,90,365,,0,,Barcelona,2019-05-14,
6777378,Entire home/apt,1100.0,True,0,0,0,0,93,94,207,Girona,2020-02-29,True
6780620,Entire home/apt,2750.0,True,0,0,0,268,91,9,16,Mallorca,2020-01-29,True
6780716,Private room,600.0,True,28,58,88,178,88,21,63,Barcelona,2019-02-06,True
6791765,Private room,420.0,True,0,0,0,60,98,36,8,Madrid,2019-03-08,True
6795814,Private room,400.0,True,0,0,0,90,94,58,191,Girona,2018-09-28,True
6797552,Private room,190.0,True,8,32,32,101,87,145,315,Madrid,2019-04-11,True
6803624,Entire home/apt,1100.0,True,2,8,31,245,97,20,55,Mallorca,2018-07-29,True
6814503,Entire home/apt,1060.0,False,0,0,0,152,89,11,55,Barcelona,2017-02-09,True
6820509,Private room,280.0,False,16,46,76,351,90,37,185,Barcelona,2017-02-09,True
6826738,Entire home/apt,800.0,True,30,60,87,362,85,4,1,Girona,2018-11-26,True
6829579,Private room,150.0,True,0,0,0,0,100,3,11,Barcelona,2017-09-12,True
6843532,Entire home/apt,2580.0,False,15,22,38,255,88,6,43,Barcelona,2017-08-06,True
6843619,Entire home/apt,990.0,True,30,60,90,365,94,16,29,Girona,2020-01-31,True
6843697,Entire home/apt,2540.0,False,0,8,22,249,64,5,28,Barcelona,2017-03-06,False
6844528,Entire home/apt,980.0,False,20,43,73,348,60,5,32,Barcelona,2017-06-05,False
6846453,Private room,390.0,True,30,60,90,365,94,70,193,Barcelona,2018-07-10,True
6851621,Entire home/apt,500.0,True,0,0,0,0,,0,,Madrid,2019-09-19,
6857331,Entire home/apt,860.0,True,7,37,67,342,96,67,248,Barcelona,2017-10-07,True
6858341,Entire home/apt,1200.0,True,0,0,0,0,89,11,29,Barcelona,2019-09-17,True
6867200,Private room,900.0,True,0,0,0,0,,0,,Barcelona,2020-05-11,
6869498,Private room,700.0,True,30,60,90,365,87,37,82,Barcelona,2019-03-08,True
6873130,Entire home/apt,870.0,True,0,0,0,7,100,1,12,Girona,2020-04-30,True
6875270,Private room,200.0,True,0,0,0,0,,0,,Madrid,2019-07-10,
6877137,Entire home/apt,880.0,False,5,35,65,340,100,6,31,Barcelona,2017-07-06,True
6877620,Entire home/apt,500.0,True,29,35,58,149,95,154,252,Valencia,2020-06-30,True
6890369,Entire home/apt,960.0,True,0,0,0,0,93,9,27,Barcelona,2018-04-12,True
6890860,Entire home/apt,1800.0,True,0,0,0,0,,0,,Madrid,2018-07-10,
6894467,Entire home/apt,2930.0,True,30,60,84,359,90,2,9,Mallorca,2019-05-27,True
