Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total Nacional;10 Comunitat Valenciana;Suecia;Noviembre;14.690
Total Nacional;10 Comunitat Valenciana;Suecia;Diciembre;6.571
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Total;236.635
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Enero;8.571
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Febrero;12.452
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Marzo;17.642
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Abril;17.725
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Mayo;17.014
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Junio;17.228
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Julio;29.671
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Agosto;42.201
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Septiembre;21.210
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Octubre;29.759
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Noviembre;12.412
Total Nacional;10 Comunitat Valenciana;Resto de la UE;Diciembre;10.751
Total Nacional;10 Comunitat Valenciana;Noruega;Total;185.381
Total Nacional;10 Comunitat Valenciana;Noruega;Enero;16.272
Total Nacional;10 Comunitat Valenciana;Noruega;Febrero;24.074
Total Nacional;10 Comunitat Valenciana;Noruega;Marzo;11.304
Total Nacional;10 Comunitat Valenciana;Noruega;Abril;13.959
Total Nacional;10 Comunitat Valenciana;Noruega;Mayo;8.468
Total Nacional;10 Comunitat Valenciana;Noruega;Junio;12.049
Total Nacional;10 Comunitat Valenciana;Noruega;Julio;24.575
Total Nacional;10 Comunitat Valenciana;Noruega;Agosto;7.451
Total Nacional;10 Comunitat Valenciana;Noruega;Septiembre;9.602
Total Nacional;10 Comunitat Valenciana;Noruega;Octubre;24.145
Total Nacional;10 Comunitat Valenciana;Noruega;Noviembre;22.381
Total Nacional;10 Comunitat Valenciana;Noruega;Diciembre;11.101
Total Nacional;10 Comunitat Valenciana;Reino Unido;Total;1.860.173
Total Nacional;10 Comunitat Valenciana;Reino Unido;Enero;89.128
Total Nacional;10 Comunitat Valenciana;Reino Unido;Febrero;93.597
Total Nacional;10 Comunitat Valenciana;Reino Unido;Marzo;104.336
Total Nacional;10 Comunitat Valenciana;Reino Unido;Abril;152.362
Total Nacional;10 Comunitat Valenciana;Reino Unido;Mayo;166.102
Total Nacional;10 Comunitat Valenciana;Reino Unido;Junio;223.074
Total Nacional;10 Comunitat Valenciana;Reino Unido;Julio;208.262
Total Nacional;10 Comunitat Valenciana;Reino Unido;Agosto;273.330
Total Nacional;10 Comunitat Valenciana;Reino Unido;Septiembre;199.967
Total Nacional;10 Comunitat Valenciana;Reino Unido;Octubre;178.807
Total Nacional;10 Comunitat Valenciana;Reino Unido;Noviembre;104.940
Total Nacional;10 Comunitat Valenciana;Reino Unido;Diciembre;66.267
Total Nacional;10 Comunitat Valenciana;Suiza;Total;105.737
Total Nacional;10 Comunitat Valenciana;Suiza;Enero;8.203
Total Nacional;10 Comunitat Valenciana;Suiza;Febrero;7.858
Total Nacional;10 Comunitat Valenciana;Suiza;Marzo;8.979
Total Nacional;10 Comunitat Valenciana;Suiza;Abril;9.008
Total Nacional;10 Comunitat Valenciana;Suiza;Mayo;4.166
Total Nacional;10 Comunitat Valenciana;Suiza;Junio;5.257
Total Nacional;10 Comunitat Valenciana;Suiza;Julio;14.040
Total Nacional;10 Comunitat Valenciana;Suiza;Agosto;13.421
Total Nacional;10 Comunitat Valenciana;Suiza;Septiembre;11.704
Total Nacional;10 Comunitat Valenciana;Suiza;Octubre;12.533
Total Nacional;10 Comunitat Valenciana;Suiza;Noviembre;4.571
Total Nacional;10 Comunitat Valenciana;Suiza;Diciembre;5.998
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Total;259.405
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Enero;18.401
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Febrero;15.052
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Marzo;21.752
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Abril;18.158
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Mayo;19.101
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Junio;24.994
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Julio;27.171
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Agosto;23.299
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Septiembre;26.786
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Octubre;35.133
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Noviembre;15.792
Total Nacional;10 Comunitat Valenciana;Resto de Europa;Diciembre;13.766
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Total;101.580
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Enero;5.330
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Febrero;5.042
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Marzo;6.833
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Abril;6.911
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Mayo;7.685
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Junio;14.420
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Julio;12.938
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Agosto;10.840
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Septiembre;10.834
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Octubre;11.406
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Noviembre;4.561
Total Nacional;10 Comunitat Valenciana;Estados Unidos;Diciembre;4.780
Total Nacional;10 Comunitat Valenciana;Resto de América;Total;156.219
Total Nacional;10 Comunitat Valenciana;Resto de América;Enero;9.436
Total Nacional;10 Comunitat Valenciana;Resto de América;Febrero;9.445
Total Nacional;10 Comunitat Valenciana;Resto de América;Marzo;11.096
Total Nacional;10 Comunitat Valenciana;Resto de América;Abril;9.584
Total Nacional;10 Comunitat Valenciana;Resto de América;Mayo;14.887
Total Nacional;10 Comunitat Valenciana;Resto de América;Junio;14.473
Total Nacional;10 Comunitat Valenciana;Resto de América;Julio;18.172
Total Nacional;10 Comunitat Valenciana;Resto de América;Agosto;20.295
Total Nacional;10 Comunitat Valenciana;Resto de América;Septiembre;16.705
Total Nacional;10 Comunitat Valenciana;Resto de América;Octubre;13.885
Total Nacional;10 Comunitat Valenciana;Resto de América;Noviembre;7.559
Total Nacional;10 Comunitat Valenciana;Resto de América;Diciembre;10.683
Total Nacional;10 Comunitat Valenciana;Países Africanos;Total;85.085
Total Nacional;10 Comunitat Valenciana;Países Africanos;Enero;5.633
Total Nacional;10 Comunitat Valenciana;Países Africanos;Febrero;3.677
Total Nacional;10 Comunitat Valenciana;Países Africanos;Marzo;1.701
Total Nacional;10 Comunitat Valenciana;Países Africanos;Abril;3.240
Total Nacional;10 Comunitat Valenciana;Países Africanos;Mayo;3.451
Total Nacional;10 Comunitat Valenciana;Países Africanos;Junio;7.379
Total Nacional;10 Comunitat Valenciana;Países Africanos;Julio;13.521
Total Nacional;10 Comunitat Valenciana;Países Africanos;Agosto;25.126
Total Nacional;10 Comunitat Valenciana;Países Africanos;Septiembre;7.925
Total Nacional;10 Comunitat Valenciana;Países Africanos;Octubre;3.600
Total Nacional;10 Comunitat Valenciana;Países Africanos;Noviembre;4.167
Total Nacional;10 Comunitat Valenciana;Países Africanos;Diciembre;5.666
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Total;115.728
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Enero;6.906
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Febrero;6.832
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Marzo;5.320
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Abril;5.705
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Mayo;12.667
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Junio;12.322
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Julio;13.125
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Agosto;12.402
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Septiembre;8.187
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Octubre;17.865
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Noviembre;5.765
Total Nacional;10 Comunitat Valenciana;Resto del mundo;Diciembre;8.631
Total Nacional;13 Madrid, Comunidad de;Total;Total;2.790.815
Total Nacional;13 Madrid, Comunidad de;Total;Enero;186.976
Total Nacional;13 Madrid, Comunidad de;Total;Febrero;192.840
Total Nacional;13 Madrid, Comunidad de;Total;Marzo;240.556
Total Nacional;13 Madrid, Comunidad de;Total;Abril;247.088
Total Nacional;13 Madrid, Comunidad de;Total;Mayo;226.198
Total Nacional;13 Madrid, Comunidad de;Total;Junio;229.243
Total Nacional;13 Madrid, Comunidad de;Total;Julio;246.728
Total Nacional;13 Madrid, Comunidad de;Total;Agosto;226.597
Total Nacional;13 Madrid, Comunidad de;Total;Septiembre;249.757
Total Nacional;13 Madrid, Comunidad de;Total;Octubre;258.322
Total Nacional;13 Madrid, Comunidad de;Total;Noviembre;247.166
Total Nacional;13 Madrid, Comunidad de;Total;Diciembre;239.343
Total Nacional;13 Madrid, Comunidad de;Españoles;Total;1.145.151
Total Nacional;13 Madrid, Comunidad de;Españoles;Enero;81.478
Total Nacional;13 Madrid, Comunidad de;Españoles;Febrero;85.013
Total Nacional;13 Madrid, Comunidad de;Españoles;Marzo;96.729
Total Nacional;13 Madrid, Comunidad de;Españoles;Abril;92.007
Total Nacional;13 Madrid, Comunidad de;Españoles;Mayo;86.138
Total Nacional;13 Madrid, Comunidad de;Españoles;Junio;102.776
Total Nacional;13 Madrid, Comunidad de;Españoles;Julio;93.478
Total Nacional;13 Madrid, Comunidad de;Españoles;Agosto;90.611
Total Nacional;13 Madrid, Comunidad de;Españoles;Septiembre;93.428
Total Nacional;13 Madrid, Comunidad de;Españoles;Octubre;103.468
Total Nacional;13 Madrid, Comunidad de;Españoles;Noviembre;109.097
Total Nacional;13 Madrid, Comunidad de;Españoles;Diciembre;110.928
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Total;1.645.664
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Enero;105.498
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Febrero;107.827
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Marzo;143.828
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Abril;155.080
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Mayo;140.061
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Junio;126.468
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Julio;153.250
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Agosto;135.986
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Septiembre;156.329
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Octubre;154.854
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Noviembre;138.069
Total Nacional;13 Madrid, Comunidad de;Extranjeros;Diciembre;128.415
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Total;580.456
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Enero;37.578
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Febrero;43.575
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Marzo;57.653
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Abril;58.365
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Mayo;49.519
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Junio;37.944
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Julio;45.527
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Agosto;47.916
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Septiembre;50.893
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Octubre;55.353
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Noviembre;51.558
Total Nacional;13 Madrid, Comunidad de;Unión Europea27 (sin España);Diciembre;44.574
Total Nacional;13 Madrid, Comunidad de;Alemania;Total;50.638
Total Nacional;13 Madrid, Comunidad de;Alemania;Enero;3.349
Total Nacional;13 Madrid, Comunidad de;Alemania;Febrero;2.738
Total Nacional;13 Madrid, Comunidad de;Alemania;Marzo;4.662
Total Nacional;13 Madrid, Comunidad de;Alemania;Abril;4.155
Total Nacional;13 Madrid, Comunidad de;Alemania;Mayo;4.935
Total Nacional;13 Madrid, Comunidad de;Alemania;Junio;4.321
Total Nacional;13 Madrid, Comunidad de;Alemania;Julio;3.356
Total Nacional;13 Madrid, Comunidad de;Alemania;Agosto;2.605
Total Nacional;13 Madrid, Comunidad de;Alemania;Septiembre;5.048
Total Nacional;13 Madrid, Comunidad de;Alemania;Octubre;7.133
Total Nacional;13 Madrid, Comunidad de;Alemania;Noviembre;5.088
Total Nacional;13 Madrid, Comunidad de;Alemania;Diciembre;3.248
Total Nacional;13 Madrid, Comunidad de;Austria;Total;10.809
Total Nacional;13 Madrid, Comunidad de;Austria;Enero;1.025
Total Nacional;13 Madrid, Comunidad de;Austria;Febrero;1.246
Total Nacional;13 Madrid, Comunidad de;Austria;Marzo;1.653
Total Nacional;13 Madrid, Comunidad de;Austria;Abril;1.467
Total Nacional;13 Madrid, Comunidad de;Austria;Mayo;631
Total Nacional;13 Madrid, Comunidad de;Austria;Junio;369
Total Nacional;13 Madrid, Comunidad de;Austria;Julio;756
Total Nacional;13 Madrid, Comunidad de;Austria;Agosto;514
Total Nacional;13 Madrid, Comunidad de;Austria;Septiembre;710
Total Nacional;13 Madrid, Comunidad de;Austria;Octubre;1.216
Total Nacional;13 Madrid, Comunidad de;Austria;Noviembre;737
Total Nacional;13 Madrid, Comunidad de;Austria;Diciembre;483
Total Nacional;13 Madrid, Comunidad de;Bélgica;Total;19.003
Total Nacional;13 Madrid, Comunidad de;Bélgica;Enero;1.022
Total Nacional;13 Madrid, Comunidad de;Bélgica;Febrero;1.868
Total Nacional;13 Madrid, Comunidad de;Bélgica;Marzo;1.303
Total Nacional;13 Madrid, Comunidad de;Bélgica;Abril;1.814
Total Nacional;13 Madrid, Comunidad de;Bélgica;Mayo;1.660
Total Nacional;13 Madrid, Comunidad de;Bélgica;Junio;1.142
Total Nacional;13 Madrid, Comunidad de;Bélgica;Julio;1.336
Total Nacional;13 Madrid, Comunidad de;Bélgica;Agosto;1.333
Total Nacional;13 Madrid, Comunidad de;Bélgica;Septiembre;2.083
Total Nacional;13 Madrid, Comunidad de;Bélgica;Octubre;1.462
Total Nacional;13 Madrid, Comunidad de;Bélgica;Noviembre;2.139
Total Nacional;13 Madrid, Comunidad de;Bélgica;Diciembre;1.842
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Total;9.357
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Enero;599
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Febrero;1.209
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Marzo;828
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Abril;578
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Mayo;629
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Junio;366
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Julio;1.404
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Agosto;555
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Septiembre;534
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Octubre;829
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Noviembre;960
Total Nacional;13 Madrid, Comunidad de;Dinamarca;Diciembre;867
Total Nacional;13 Madrid, Comunidad de;Finlandia;Total;5.536
Total Nacional;13 Madrid, Comunidad de;Finlandia;Enero;863
Total Nacional;13 Madrid, Comunidad de;Finlandia;Febrero;392
Total Nacional;13 Madrid, Comunidad de;Finlandia;Marzo;691
Total Nacional;13 Madrid, Comunidad de;Finlandia;Abril;545
Total Nacional;13 Madrid, Comunidad de;Finlandia;Mayo;586
Total Nacional;13 Madrid, Comunidad de;Finlandia;Junio;150
Total Nacional;13 Madrid, Comunidad de;Finlandia;Julio;791
Total Nacional;13 Madrid, Comunidad de;Finlandia;Agosto;338
Total Nacional;13 Madrid, Comunidad de;Finlandia;Septiembre;379
Total Nacional;13 Madrid, Comunidad de;Finlandia;Octubre;361
Total Nacional;13 Madrid, Comunidad de;Finlandia;Noviembre;154
Total Nacional;13 Madrid, Comunidad de;Finlandia;Diciembre;285
Total Nacional;13 Madrid, Comunidad de;Francia;Total;91.760
Total Nacional;13 Madrid, Comunidad de;Francia;Enero;6.136
Total Nacional;13 Madrid, Comunidad de;Francia;Febrero;5.347
Total Nacional;13 Madrid, Comunidad de;Francia;Marzo;7.619
Total Nacional;13 Madrid, Comunidad de;Francia;Abril;9.459
Total Nacional;13 Madrid, Comunidad de;Francia;Mayo;8.538
Total Nacional;13 Madrid, Comunidad de;Francia;Junio;5.864
Total Nacional;13 Madrid, Comunidad de;Francia;Julio;6.042
Total Nacional;13 Madrid, Comunidad de;Francia;Agosto;10.194
Total Nacional;13 Madrid, Comunidad de;Francia;Septiembre;7.429
Total Nacional;13 Madrid, Comunidad de;Francia;Octubre;9.983
Total Nacional;13 Madrid, Comunidad de;Francia;Noviembre;6.783
Total Nacional;13 Madrid, Comunidad de;Francia;Diciembre;8.366
Total Nacional;13 Madrid, Comunidad de;Grecia;Total;10.053
Total Nacional;13 Madrid, Comunidad de;Grecia;Enero;650
Total Nacional;13 Madrid, Comunidad de;Grecia;Febrero;1.276
Total Nacional;13 Madrid, Comunidad de;Grecia;Marzo;1.427
Total Nacional;13 Madrid, Comunidad de;Grecia;Abril;760
Total Nacional;13 Madrid, Comunidad de;Grecia;Mayo;921
Total Nacional;13 Madrid, Comunidad de;Grecia;Junio;277
Total Nacional;13 Madrid, Comunidad de;Grecia;Julio;1.042
Total Nacional;13 Madrid, Comunidad de;Grecia;Agosto;935
Total Nacional;13 Madrid, Comunidad de;Grecia;Septiembre;399
Total Nacional;13 Madrid, Comunidad de;Grecia;Octubre;783
Total Nacional;13 Madrid, Comunidad de;Grecia;Noviembre;928
Total Nacional;13 Madrid, Comunidad de;Grecia;Diciembre;654
Total Nacional;13 Madrid, Comunidad de;Irlanda;Total;43.979
Total Nacional;13 Madrid, Comunidad de;Irlanda;Enero;1.928
Total Nacional;13 Madrid, Comunidad de;Irlanda;Febrero;2.307
Total Nacional;13 Madrid, Comunidad de;Irlanda;Marzo;5.107
Total Nacional;13 Madrid, Comunidad de;Irlanda;Abril;5.324
Total Nacional;13 Madrid, Comunidad de;Irlanda;Mayo;1.420
Total Nacional;13 Madrid, Comunidad de;Irlanda;Junio;1.053
Total Nacional;13 Madrid, Comunidad de;Irlanda;Julio;5.432
Total Nacional;13 Madrid, Comunidad de;Irlanda;Agosto;4.668
Total Nacional;13 Madrid, Comunidad de;Irlanda;Septiembre;4.058
Total Nacional;13 Madrid, Comunidad de;Irlanda;Octubre;5.023
Total Nacional;13 Madrid, Comunidad de;Irlanda;Noviembre;4.621
Total Nacional;13 Madrid, Comunidad de;Irlanda;Diciembre;3.037
Total Nacional;13 Madrid, Comunidad de;Italia;Total;110.579
Total Nacional;13 Madrid, Comunidad de;Italia;Enero;7.926
Total Nacional;13 Madrid, Comunidad de;Italia;Febrero;8.187
Total Nacional;13 Madrid, Comunidad de;Italia;Marzo;9.739
Total Nacional;13 Madrid, Comunidad de;Italia;Abril;11.735
Total Nacional;13 Madrid, Comunidad de;Italia;Mayo;11.036
Total Nacional;13 Madrid, Comunidad de;Italia;Junio;7.552
Total Nacional;13 Madrid, Comunidad de;Italia;Julio;7.991
Total Nacional;13 Madrid, Comunidad de;Italia;Agosto;8.005
Total Nacional;13 Madrid, Comunidad de;Italia;Septiembre;9.393
Total Nacional;13 Madrid, Comunidad de;Italia;Octubre;9.246
Total Nacional;13 Madrid, Comunidad de;Italia;Noviembre;10.538
Total Nacional;13 Madrid, Comunidad de;Italia;Diciembre;9.229
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Total;3.413
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Enero;269
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Febrero;315
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Marzo;365
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Abril;38
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Mayo;303
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Junio;169
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Julio;549
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Agosto;267
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Septiembre;174
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Octubre;317
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Noviembre;375
Total Nacional;13 Madrid, Comunidad de;Luxemburgo;Diciembre;272
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Total;31.758
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Enero;1.230
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Febrero;1.815
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Marzo;2.321
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Abril;3.015
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Mayo;2.731
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Junio;2.027
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Julio;2.206
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Agosto;2.408
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Septiembre;2.774
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Octubre;4.672
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Noviembre;3.843
Total Nacional;13 Madrid, Comunidad de;Países Bajos;Diciembre;2.715
Total Nacional;13 Madrid, Comunidad de;Polonia;Total;24.418
Total Nacional;13 Madrid, Comunidad de;Polonia;Enero;1.504
Total Nacional;13 Madrid, Comunidad de;Polonia;Febrero;2.504
Total Nacional;13 Madrid, Comunidad de;Polonia;Marzo;3.282
Total Nacional;13 Madrid, Comunidad de;Polonia;Abril;1.556
Total Nacional;13 Madrid, Comunidad de;Polonia;Mayo;2.612
Total Nacional;13 Madrid, Comunidad de;Polonia;Junio;2.333
Total Nacional;13 Madrid, Comunidad de;Polonia;Julio;1.555
Total Nacional;13 Madrid, Comunidad de;Polonia;Agosto;1.248
Total Nacional;13 Madrid, Comunidad de;Polonia;Septiembre;2.182
Total Nacional;13 Madrid, Comunidad de;Polonia;Octubre;1.860
Total Nacional;13 Madrid, Comunidad de;Polonia;Noviembre;1.774
Total Nacional;13 Madrid, Comunidad de;Polonia;Diciembre;2.009
Total Nacional;13 Madrid, Comunidad de;Portugal;Total;91.216
Total Nacional;13 Madrid, Comunidad de;Portugal;Enero;5.284
Total Nacional;13 Madrid, Comunidad de;Portugal;Febrero;7.839
Total Nacional;13 Madrid, Comunidad de;Portugal;Marzo;7.762
Total Nacional;13 Madrid, Comunidad de;Portugal;Abril;9.037
Total Nacional;13 Madrid, Comunidad de;Portugal;Mayo;7.428
Total Nacional;13 Madrid, Comunidad de;Portugal;Junio;7.341
Total Nacional;13 Madrid, Comunidad de;Portugal;Julio;6.994
Total Nacional;13 Madrid, Comunidad de;Portugal;Agosto;8.701
Total Nacional;13 Madrid, Comunidad de;Portugal;Septiembre;8.185
Total Nacional;13 Madrid, Comunidad de;Portugal;Octubre;6.570
Total Nacional;13 Madrid, Comunidad de;Portugal;Noviembre;8.243
Total Nacional;13 Madrid, Comunidad de;Portugal;Diciembre;7.832
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Total;6.578
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Enero;636
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Febrero;520
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Marzo;1.537
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Abril;851
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Mayo;711
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Junio;285
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Julio;411
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Agosto;321
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Septiembre;458
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Octubre;398
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Noviembre;203
Total Nacional;13 Madrid, Comunidad de;Republica Checa;Diciembre;247
Total Nacional;13 Madrid, Comunidad de;Suecia;Total;9.966
Total Nacional;13 Madrid, Comunidad de;Suecia;Enero;574
Total Nacional;13 Madrid, Comunidad de;Suecia;Febrero;664
Total Nacional;13 Madrid, Comunidad de;Suecia;Marzo;912
Total Nacional;13 Madrid, Comunidad de;Suecia;Abril;769
Total Nacional;13 Madrid, Comunidad de;Suecia;Mayo;1.103
Total Nacional;13 Madrid, Comunidad de;Suecia;Junio;510
Total Nacional;13 Madrid, Comunidad de;Suecia;Julio;596
Total Nacional;13 Madrid, Comunidad de;Suecia;Agosto;325
Total Nacional;13 Madrid, Comunidad de;Suecia;Septiembre;1.206
Total Nacional;13 Madrid, Comunidad de;Suecia;Octubre;1.546
Total Nacional;13 Madrid, Comunidad de;Suecia;Noviembre;1.154
Total Nacional;13 Madrid, Comunidad de;Suecia;Diciembre;607
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Total;61.391
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Enero;4.581
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Febrero;5.346
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Marzo;8.444
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Abril;7.263
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Mayo;4.277
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Junio;4.185
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Julio;5.064
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Agosto;5.500
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Septiembre;5.880
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Octubre;3.954
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Noviembre;4.018
Total Nacional;13 Madrid, Comunidad de;Resto de la UE;Diciembre;2.880
Total Nacional;13 Madrid, Comunidad de;Noruega;Total;8.710
Total Nacional;13 Madrid, Comunidad de;Noruega;Enero;635
Total Nacional;13 Madrid, Comunidad de;Noruega;Febrero;526
Total Nacional;13 Madrid, Comunidad de;Noruega;Marzo;948
Total Nacional;13 Madrid, Comunidad de;Noruega;Abril;685
Total Nacional;13 Madrid, Comunidad de;Noruega;Mayo;743
Total Nacional;13 Madrid, Comunidad de;Noruega;Junio;353
Total Nacional;13 Madrid, Comunidad de;Noruega;Julio;1.407
Total Nacional;13 Madrid, Comunidad de;Noruega;Agosto;320
Total Nacional;13 Madrid, Comunidad de;Noruega;Septiembre;641
Total Nacional;13 Madrid, Comunidad de;Noruega;Octubre;921
Total Nacional;13 Madrid, Comunidad de;Noruega;Noviembre;440
Total Nacional;13 Madrid, Comunidad de;Noruega;Diciembre;1.091
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Total;83.941
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Enero;5.070
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Febrero;5.373
