tipo,origen,pais,periodo,total,level,year,month,date,pais_final
Viajero,Japón,,2017M02,49490.0,region,2017,2,2017-02-01,japón
Viajero,Japón,,2017M03,60635.0,region,2017,3,2017-03-01,japón
Viajero,Japón,,2017M04,46262.0,region,2017,4,2017-04-01,japón
Viajero,Japón,,2017M05,56097.0,region,2017,5,2017-05-01,japón
Viajero,Japón,,2017M06,63117.0,region,2017,6,2017-06-01,japón
Viajero,Japón,,2017M07,44499.0,region,2017,7,2017-07-01,japón
Viajero,Japón,,2017M08,49326.0,region,2017,8,2017-08-01,japón
Viajero,Japón,,2017M09,56582.0,region,2017,9,2017-09-01,japón
Viajero,Japón,,2017M10,54509.0,region,2017,10,2017-10-01,japón
Viajero,Japón,,2017M11,38785.0,region,2017,11,2017-11-01,japón
Viajero,Japón,,2017M12,32521.0,region,2017,12,2017-12-01,japón
Viajero,Japón,,2018M01,31011.0,region,2018,1,2018-01-01,japón
Viajero,Japón,,2018M02,41988.0,region,2018,2,2018-02-01,japón
Viajero,Japón,,2018M03,49220.0,region,2018,3,2018-03-01,japón
Viajero,Japón,,2018M04,40548.0,region,2018,4,2018-04-01,japón
Viajero,Japón,,2018M05,46982.0,region,2018,5,2018-05-01,japón
Viajero,Japón,,2018M06,48217.0,region,2018,6,2018-06-01,japón
Viajero,Japón,,2018M07,40915.0,region,2018,7,2018-07-01,japón
Viajero,Japón,,2018M08,46532.0,region,2018,8,2018-08-01,japón
Viajero,Japón,,2018M09,55282.0,region,2018,9,2018-09-01,japón
Viajero,Japón,,2018M10,52325.0,region,2018,10,2018-10-01,japón
Viajero,Japón,,2018M11,48747.0,region,2018,11,2018-11-01,japón
Viajero,Japón,,2018M12,43034.0,region,2018,12,2018-12-01,japón
Viajero,Japón,,2019M01,40251.0,region,2019,1,2019-01-01,japón
Viajero,Japón,,2019M02,46725.0,region,2019,2,2019-02-01,japón
Viajero,Japón,,2019M03,55463.0,region,2019,3,2019-03-01,japón
Viajero,Japón,,2019M04,55448.0,region,2019,4,2019-04-01,japón
Viajero,Japón,,2019M05,64617.0,region,2019,5,2019-05-01,japón
Viajero,Japón,,2019M06,63496.0,region,2019,6,2019-06-01,japón
Viajero,Japón,,2019M07,51490.0,region,2019,7,2019-07-01,japón
Viajero,Japón,,2019M08,55978.0,region,2019,8,2019-08-01,japón
Viajero,Japón,,2019M09,62793.0,region,2019,9,2019-09-01,japón
Viajero,Japón,,2019M10,72149.0,region,2019,10,2019-10-01,japón
Viajero,Japón,,2019M11,52092.0,region,2019,11,2019-11-01,japón
Viajero,Japón,,2019M12,50161.0,region,2019,12,2019-12-01,japón
Pernoctaciones,Total,Residentes en España,2015M01,4981703.0,country,2015,1,2015-01-01,españa
Pernoctaciones,Total,Residentes en España,2015M02,5821275.0,country,2015,2,2015-02-01,españa
Pernoctaciones,Total,Residentes en España,2015M03,7716464.0,country,2015,3,2015-03-01,españa
Pernoctaciones,Total,Residentes en España,2015M04,9487491.0,country,2015,4,2015-04-01,españa
Pernoctaciones,Total,Residentes en España,2015M05,8808445.0,country,2015,5,2015-05-01,españa
Pernoctaciones,Total,Residentes en España,2015M06,10571055.0,country,2015,6,2015-06-01,españa
Pernoctaciones,Total,Residentes en España,2015M07,13870398.0,country,2015,7,2015-07-01,españa
Pernoctaciones,Total,Residentes en España,2015M08,17276215.0,country,2015,8,2015-08-01,españa
Pernoctaciones,Total,Residentes en España,2015M09,10930759.0,country,2015,9,2015-09-01,españa
Pernoctaciones,Total,Residentes en España,2015M10,8586116.0,country,2015,10,2015-10-01,españa
Pernoctaciones,Total,Residentes en España,2015M11,5860457.0,country,2015,11,2015-11-01,españa
Pernoctaciones,Total,Residentes en España,2015M12,6344526.0,country,2015,12,2015-12-01,españa
Pernoctaciones,Total,Residentes en España,2016M01,5428798.0,country,2016,1,2016-01-01,españa
Pernoctaciones,Total,Residentes en España,2016M02,6510315.0,country,2016,2,2016-02-01,españa
Pernoctaciones,Total,Residentes en España,2016M03,9419601.0,country,2016,3,2016-03-01,españa
Pernoctaciones,Total,Residentes en España,2016M04,7980979.0,country,2016,4,2016-04-01,españa
Pernoctaciones,Total,Residentes en España,2016M05,8999173.0,country,2016,5,2016-05-01,españa
Pernoctaciones,Total,Residentes en España,2016M06,10350864.0,country,2016,6,2016-06-01,españa
Pernoctaciones,Total,Residentes en España,2016M07,14586701.0,country,2016,7,2016-07-01,españa
Pernoctaciones,Total,Residentes en España,2016M08,17245641.0,country,2016,8,2016-08-01,españa
Pernoctaciones,Total,Residentes en España,2016M09,11216422.0,country,2016,9,2016-09-01,españa
Pernoctaciones,Total,Residentes en España,2016M10,9442129.0,country,2016,10,2016-10-01,españa
Pernoctaciones,Total,Residentes en España,2016M11,6476574.0,country,2016,11,2016-11-01,españa
Pernoctaciones,Total,Residentes en España,2016M12,6581936.0,country,2016,12,2016-12-01,españa
Pernoctaciones,Total,Residentes en España,2017M01,5316890.0,country,2017,1,2017-01-01,españa
Pernoctaciones,Total,Residentes en España,2017M02,6225212.0,country,2017,2,2017-02-01,españa
Pernoctaciones,Total,Residentes en España,2017M03,7938883.0,country,2017,3,2017-03-01,españa
Pernoctaciones,Total,Residentes en España,2017M04,10757733.0,country,2017,4,2017-04-01,españa
Pernoctaciones,Total,Residentes en España,2017M05,9023683.0,country,2017,5,2017-05-01,españa
Pernoctaciones,Total,Residentes en España,2017M06,10850740.0,country,2017,6,2017-06-01,españa
Pernoctaciones,Total,Residentes en España,2017M07,14336386.0,country,2017,7,2017-07-01,españa
Pernoctaciones,Total,Residentes en España,2017M08,17063116.0,country,2017,8,2017-08-01,españa
Pernoctaciones,Total,Residentes en España,2017M09,11355257.0,country,2017,9,2017-09-01,españa
Pernoctaciones,Total,Residentes en España,2017M10,9259019.0,country,2017,10,2017-10-01,españa
Pernoctaciones,Total,Residentes en España,2017M11,6723998.0,country,2017,11,2017-11-01,españa
Pernoctaciones,Total,Residentes en España,2017M12,6983672.0,country,2017,12,2017-12-01,españa
Pernoctaciones,Total,Residentes en España,2018M01,5459601.0,country,2018,1,2018-01-01,españa
Pernoctaciones,Total,Residentes en España,2018M02,6238722.0,country,2018,2,2018-02-01,españa
Pernoctaciones,Total,Residentes en España,2018M03,8972022.0,country,2018,3,2018-03-01,españa
Pernoctaciones,Total,Residentes en España,2018M04,9259508.0,country,2018,4,2018-04-01,españa
Pernoctaciones,Total,Residentes en España,2018M05,9188503.0,country,2018,5,2018-05-01,españa
Pernoctaciones,Total,Residentes en España,2018M06,10857338.0,country,2018,6,2018-06-01,españa
Pernoctaciones,Total,Residentes en España,2018M07,14185066.0,country,2018,7,2018-07-01,españa
Pernoctaciones,Total,Residentes en España,2018M08,17534070.0,country,2018,8,2018-08-01,españa
Pernoctaciones,Total,Residentes en España,2018M09,11410767.0,country,2018,9,2018-09-01,españa
Pernoctaciones,Total,Residentes en España,2018M10,9285954.0,country,2018,10,2018-10-01,españa
Pernoctaciones,Total,Residentes en España,2018M11,7155122.0,country,2018,11,2018-11-01,españa
Pernoctaciones,Total,Residentes en España,2018M12,6953070.0,country,2018,12,2018-12-01,españa
Pernoctaciones,Total,Residentes en España,2019M01,5499882.0,country,2019,1,2019-01-01,españa
Pernoctaciones,Total,Residentes en España,2019M02,6396288.0,country,2019,2,2019-02-01,españa
Pernoctaciones,Total,Residentes en España,2019M03,8482404.0,country,2019,3,2019-03-01,españa
Pernoctaciones,Total,Residentes en España,2019M04,10124829.0,country,2019,4,2019-04-01,españa
Pernoctaciones,Total,Residentes en España,2019M05,9830228.0,country,2019,5,2019-05-01,españa
Pernoctaciones,Total,Residentes en España,2019M06,11606159.0,country,2019,6,2019-06-01,españa
Pernoctaciones,Total,Residentes en España,2019M07,14871768.0,country,2019,7,2019-07-01,españa
Pernoctaciones,Total,Residentes en España,2019M08,18245766.0,country,2019,8,2019-08-01,españa
Pernoctaciones,Total,Residentes en España,2019M09,11541054.0,country,2019,9,2019-09-01,españa
Pernoctaciones,Total,Residentes en España,2019M10,8784169.0,country,2019,10,2019-10-01,españa
Pernoctaciones,Total,Residentes en España,2019M11,7200004.0,country,2019,11,2019-11-01,españa
Pernoctaciones,Total,Residentes en España,2019M12,7026688.0,country,2019,12,2019-12-01,españa
Pernoctaciones,Total,Alemania,2015M01,1931299.0,country,2015,1,2015-01-01,alemania
Pernoctaciones,Total,Alemania,2015M02,1960077.0,country,2015,2,2015-02-01,alemania
Pernoctaciones,Total,Alemania,2015M03,2640734.0,country,2015,3,2015-03-01,alemania
Pernoctaciones,Total,Alemania,2015M04,3114641.0,country,2015,4,2015-04-01,alemania
Pernoctaciones,Total,Alemania,2015M05,4639255.0,country,2015,5,2015-05-01,alemania
Pernoctaciones,Total,Alemania,2015M06,5272779.0,country,2015,6,2015-06-01,alemania
Pernoctaciones,Total,Alemania,2015M07,5611633.0,country,2015,7,2015-07-01,alemania
Pernoctaciones,Total,Alemania,2015M08,6079577.0,country,2015,8,2015-08-01,alemania
Pernoctaciones,Total,Alemania,2015M09,6017989.0,country,2015,9,2015-09-01,alemania
Pernoctaciones,Total,Alemania,2015M10,4979262.0,country,2015,10,2015-10-01,alemania
Pernoctaciones,Total,Alemania,2015M11,2194954.0,country,2015,11,2015-11-01,alemania
Pernoctaciones,Total,Alemania,2015M12,1739437.0,country,2015,12,2015-12-01,alemania
Pernoctaciones,Total,Alemania,2016M01,1885204.0,country,2016,1,2016-01-01,alemania
Pernoctaciones,Total,Alemania,2016M02,2019019.0,country,2016,2,2016-02-01,alemania
Pernoctaciones,Total,Alemania,2016M03,2992231.0,country,2016,3,2016-03-01,alemania
Pernoctaciones,Total,Alemania,2016M04,3222807.0,country,2016,4,2016-04-01,alemania
Pernoctaciones,Total,Alemania,2016M05,5347738.0,country,2016,5,2016-05-01,alemania
Pernoctaciones,Total,Alemania,2016M06,5794679.0,country,2016,6,2016-06-01,alemania
Pernoctaciones,Total,Alemania,2016M07,5959222.0,country,2016,7,2016-07-01,alemania
Pernoctaciones,Total,Alemania,2016M08,6161198.0,country,2016,8,2016-08-01,alemania
Pernoctaciones,Total,Alemania,2016M09,6374128.0,country,2016,9,2016-09-01,alemania
Pernoctaciones,Total,Alemania,2016M10,5664142.0,country,2016,10,2016-10-01,alemania
Pernoctaciones,Total,Alemania,2016M11,2270750.0,country,2016,11,2016-11-01,alemania
Pernoctaciones,Total,Alemania,2016M12,1867275.0,country,2016,12,2016-12-01,alemania
Pernoctaciones,Total,Alemania,2017M01,1970630.0,country,2017,1,2017-01-01,alemania
Pernoctaciones,Total,Alemania,2017M02,1942855.0,country,2017,2,2017-02-01,alemania
Pernoctaciones,Total,Alemania,2017M03,2698891.0,country,2017,3,2017-03-01,alemania
Pernoctaciones,Total,Alemania,2017M04,3568521.0,country,2017,4,2017-04-01,alemania
Pernoctaciones,Total,Alemania,2017M05,5262110.0,country,2017,5,2017-05-01,alemania
Pernoctaciones,Total,Alemania,2017M06,6259885.0,country,2017,6,2017-06-01,alemania
Pernoctaciones,Total,Alemania,2017M07,6405671.0,country,2017,7,2017-07-01,alemania
Pernoctaciones,Total,Alemania,2017M08,5911906.0,country,2017,8,2017-08-01,alemania
Pernoctaciones,Total,Alemania,2017M09,6223773.0,country,2017,9,2017-09-01,alemania
Pernoctaciones,Total,Alemania,2017M10,5776139.0,country,2017,10,2017-10-01,alemania
Pernoctaciones,Total,Alemania,2017M11,2283855.0,country,2017,11,2017-11-01,alemania
Pernoctaciones,Total,Alemania,2017M12,1722206.0,country,2017,12,2017-12-01,alemania
Pernoctaciones,Total,Alemania,2018M01,1859606.0,country,2018,1,2018-01-01,alemania
Pernoctaciones,Total,Alemania,2018M02,1978771.0,country,2018,2,2018-02-01,alemania
Pernoctaciones,Total,Alemania,2018M03,2793108.0,country,2018,3,2018-03-01,alemania
Pernoctaciones,Total,Alemania,2018M04,3285430.0,country,2018,4,2018-04-01,alemania
Pernoctaciones,Total,Alemania,2018M05,5157387.0,country,2018,5,2018-05-01,alemania
Pernoctaciones,Total,Alemania,2018M06,5425411.0,country,2018,6,2018-06-01,alemania
Pernoctaciones,Total,Alemania,2018M07,5606574.0,country,2018,7,2018-07-01,alemania
Pernoctaciones,Total,Alemania,2018M08,5285200.0,country,2018,8,2018-08-01,alemania
Pernoctaciones,Total,Alemania,2018M09,5802929.0,country,2018,9,2018-09-01,alemania
Pernoctaciones,Total,Alemania,2018M10,5317224.0,country,2018,10,2018-10-01,alemania
Pernoctaciones,Total,Alemania,2018M11,2105493.0,country,2018,11,2018-11-01,alemania
Pernoctaciones,Total,Alemania,2018M12,1713490.0,country,2018,12,2018-12-01,alemania
Pernoctaciones,Total,Alemania,2019M01,1751999.0,country,2019,1,2019-01-01,alemania
Pernoctaciones,Total,Alemania,2019M02,1770544.0,country,2019,2,2019-02-01,alemania
Pernoctaciones,Total,Alemania,2019M03,2569349.0,country,2019,3,2019-03-01,alemania
Pernoctaciones,Total,Alemania,2019M04,3261354.0,country,2019,4,2019-04-01,alemania
Pernoctaciones,Total,Alemania,2019M05,4314258.0,country,2019,5,2019-05-01,alemania
Pernoctaciones,Total,Alemania,2019M06,5066606.0,country,2019,6,2019-06-01,alemania
Pernoctaciones,Total,Alemania,2019M07,4943147.0,country,2019,7,2019-07-01,alemania
Pernoctaciones,Total,Alemania,2019M08,4672133.0,country,2019,8,2019-08-01,alemania
Pernoctaciones,Total,Alemania,2019M09,5228687.0,country,2019,9,2019-09-01,alemania
Pernoctaciones,Total,Alemania,2019M10,4687973.0,country,2019,10,2019-10-01,alemania
Pernoctaciones,Total,Alemania,2019M11,1966912.0,country,2019,11,2019-11-01,alemania
Pernoctaciones,Total,Alemania,2019M12,1684211.0,country,2019,12,2019-12-01,alemania
Pernoctaciones,Total,Austria,2015M01,86856.0,country,2015,1,2015-01-01,austria
Pernoctaciones,Total,Austria,2015M02,95412.0,country,2015,2,2015-02-01,austria
Pernoctaciones,Total,Austria,2015M03,116062.0,country,2015,3,2015-03-01,austria
Pernoctaciones,Total,Austria,2015M04,160195.0,country,2015,4,2015-04-01,austria
Pernoctaciones,Total,Austria,2015M05,195351.0,country,2015,5,2015-05-01,austria
Pernoctaciones,Total,Austria,2015M06,230389.0,country,2015,6,2015-06-01,austria
Pernoctaciones,Total,Austria,2015M07,267420.0,country,2015,7,2015-07-01,austria
Pernoctaciones,Total,Austria,2015M08,252070.0,country,2015,8,2015-08-01,austria
Pernoctaciones,Total,Austria,2015M09,238240.0,country,2015,9,2015-09-01,austria
Pernoctaciones,Total,Austria,2015M10,150327.0,country,2015,10,2015-10-01,austria
Pernoctaciones,Total,Austria,2015M11,99200.0,country,2015,11,2015-11-01,austria
Pernoctaciones,Total,Austria,2015M12,83364.0,country,2015,12,2015-12-01,austria
Pernoctaciones,Total,Austria,2016M01,83470.0,country,2016,1,2016-01-01,austria
Pernoctaciones,Total,Austria,2016M02,98858.0,country,2016,2,2016-02-01,austria
Pernoctaciones,Total,Austria,2016M03,129748.0,country,2016,3,2016-03-01,austria
Pernoctaciones,Total,Austria,2016M04,170381.0,country,2016,4,2016-04-01,austria
Pernoctaciones,Total,Austria,2016M05,201370.0,country,2016,5,2016-05-01,austria
Pernoctaciones,Total,Austria,2016M06,225147.0,country,2016,6,2016-06-01,austria
Pernoctaciones,Total,Austria,2016M07,287182.0,country,2016,7,2016-07-01,austria
Pernoctaciones,Total,Austria,2016M08,265556.0,country,2016,8,2016-08-01,austria
Pernoctaciones,Total,Austria,2016M09,257206.0,country,2016,9,2016-09-01,austria
Pernoctaciones,Total,Austria,2016M10,184778.0,country,2016,10,2016-10-01,austria
Pernoctaciones,Total,Austria,2016M11,105321.0,country,2016,11,2016-11-01,austria
Pernoctaciones,Total,Austria,2016M12,79417.0,country,2016,12,2016-12-01,austria
Pernoctaciones,Total,Austria,2017M01,88061.0,country,2017,1,2017-01-01,austria
Pernoctaciones,Total,Austria,2017M02,98587.0,country,2017,2,2017-02-01,austria
Pernoctaciones,Total,Austria,2017M03,107835.0,country,2017,3,2017-03-01,austria
Pernoctaciones,Total,Austria,2017M04,162106.0,country,2017,4,2017-04-01,austria
Pernoctaciones,Total,Austria,2017M05,226136.0,country,2017,5,2017-05-01,austria
Pernoctaciones,Total,Austria,2017M06,224717.0,country,2017,6,2017-06-01,austria
Pernoctaciones,Total,Austria,2017M07,287883.0,country,2017,7,2017-07-01,austria
Pernoctaciones,Total,Austria,2017M08,262429.0,country,2017,8,2017-08-01,austria
Pernoctaciones,Total,Austria,2017M09,244436.0,country,2017,9,2017-09-01,austria
Pernoctaciones,Total,Austria,2017M10,181543.0,country,2017,10,2017-10-01,austria
Pernoctaciones,Total,Austria,2017M11,108554.0,country,2017,11,2017-11-01,austria
Pernoctaciones,Total,Austria,2017M12,77673.0,country,2017,12,2017-12-01,austria
Pernoctaciones,Total,Austria,2018M01,87892.0,country,2018,1,2018-01-01,austria
Pernoctaciones,Total,Austria,2018M02,92874.0,country,2018,2,2018-02-01,austria
Pernoctaciones,Total,Austria,2018M03,125837.0,country,2018,3,2018-03-01,austria
Pernoctaciones,Total,Austria,2018M04,140082.0,country,2018,4,2018-04-01,austria
Pernoctaciones,Total,Austria,2018M05,201852.0,country,2018,5,2018-05-01,austria
Pernoctaciones,Total,Austria,2018M06,230526.0,country,2018,6,2018-06-01,austria
Pernoctaciones,Total,Austria,2018M07,290679.0,country,2018,7,2018-07-01,austria
Pernoctaciones,Total,Austria,2018M08,293780.0,country,2018,8,2018-08-01,austria
Pernoctaciones,Total,Austria,2018M09,244768.0,country,2018,9,2018-09-01,austria
Pernoctaciones,Total,Austria,2018M10,192700.0,country,2018,10,2018-10-01,austria
Pernoctaciones,Total,Austria,2018M11,115382.0,country,2018,11,2018-11-01,austria
Pernoctaciones,Total,Austria,2018M12,88431.0,country,2018,12,2018-12-01,austria
Pernoctaciones,Total,Austria,2019M01,90446.0,country,2019,1,2019-01-01,austria
Pernoctaciones,Total,Austria,2019M02,113628.0,country,2019,2,2019-02-01,austria
Pernoctaciones,Total,Austria,2019M03,122521.0,country,2019,3,2019-03-01,austria
Pernoctaciones,Total,Austria,2019M04,175603.0,country,2019,4,2019-04-01,austria
Pernoctaciones,Total,Austria,2019M05,202458.0,country,2019,5,2019-05-01,austria
Pernoctaciones,Total,Austria,2019M06,241958.0,country,2019,6,2019-06-01,austria
Pernoctaciones,Total,Austria,2019M07,282897.0,country,2019,7,2019-07-01,austria
Pernoctaciones,Total,Austria,2019M08,267388.0,country,2019,8,2019-08-01,austria
Pernoctaciones,Total,Austria,2019M09,230633.0,country,2019,9,2019-09-01,austria
Pernoctaciones,Total,Austria,2019M10,174033.0,country,2019,10,2019-10-01,austria
Pernoctaciones,Total,Austria,2019M11,105806.0,country,2019,11,2019-11-01,austria
Pernoctaciones,Total,Austria,2019M12,83896.0,country,2019,12,2019-12-01,austria
Pernoctaciones,Total,Bélgica,2015M01,295398.0,country,2015,1,2015-01-01,bélgica
Pernoctaciones,Total,Bélgica,2015M02,302875.0,country,2015,2,2015-02-01,bélgica
Pernoctaciones,Total,Bélgica,2015M03,337050.0,country,2015,3,2015-03-01,bélgica
Pernoctaciones,Total,Bélgica,2015M04,523690.0,country,2015,4,2015-04-01,bélgica
Pernoctaciones,Total,Bélgica,2015M05,557508.0,country,2015,5,2015-05-01,bélgica
Pernoctaciones,Total,Bélgica,2015M06,621748.0,country,2015,6,2015-06-01,bélgica
Pernoctaciones,Total,Bélgica,2015M07,1091395.0,country,2015,7,2015-07-01,bélgica
Pernoctaciones,Total,Bélgica,2015M08,816688.0,country,2015,8,2015-08-01,bélgica
Pernoctaciones,Total,Bélgica,2015M09,771805.0,country,2015,9,2015-09-01,bélgica
Pernoctaciones,Total,Bélgica,2015M10,483594.0,country,2015,10,2015-10-01,bélgica
Pernoctaciones,Total,Bélgica,2015M11,390171.0,country,2015,11,2015-11-01,bélgica
Pernoctaciones,Total,Bélgica,2015M12,303565.0,country,2015,12,2015-12-01,bélgica
Pernoctaciones,Total,Bélgica,2016M01,302650.0,country,2016,1,2016-01-01,bélgica
Pernoctaciones,Total,Bélgica,2016M02,326000.0,country,2016,2,2016-02-01,bélgica
Pernoctaciones,Total,Bélgica,2016M03,411052.0,country,2016,3,2016-03-01,bélgica
Pernoctaciones,Total,Bélgica,2016M04,451424.0,country,2016,4,2016-04-01,bélgica
Pernoctaciones,Total,Bélgica,2016M05,593391.0,country,2016,5,2016-05-01,bélgica
Pernoctaciones,Total,Bélgica,2016M06,610748.0,country,2016,6,2016-06-01,bélgica
Pernoctaciones,Total,Bélgica,2016M07,1086490.0,country,2016,7,2016-07-01,bélgica
Pernoctaciones,Total,Bélgica,2016M08,842412.0,country,2016,8,2016-08-01,bélgica
Pernoctaciones,Total,Bélgica,2016M09,773669.0,country,2016,9,2016-09-01,bélgica
Pernoctaciones,Total,Bélgica,2016M10,553845.0,country,2016,10,2016-10-01,bélgica
Pernoctaciones,Total,Bélgica,2016M11,387527.0,country,2016,11,2016-11-01,bélgica
Pernoctaciones,Total,Bélgica,2016M12,292936.0,country,2016,12,2016-12-01,bélgica
Pernoctaciones,Total,Bélgica,2017M01,314421.0,country,2017,1,2017-01-01,bélgica
Pernoctaciones,Total,Bélgica,2017M02,315493.0,country,2017,2,2017-02-01,bélgica
Pernoctaciones,Total,Bélgica,2017M03,372467.0,country,2017,3,2017-03-01,bélgica
Pernoctaciones,Total,Bélgica,2017M04,532579.0,country,2017,4,2017-04-01,bélgica
Pernoctaciones,Total,Bélgica,2017M05,602995.0,country,2017,5,2017-05-01,bélgica
Pernoctaciones,Total,Bélgica,2017M06,617834.0,country,2017,6,2017-06-01,bélgica
Pernoctaciones,Total,Bélgica,2017M07,1061047.0,country,2017,7,2017-07-01,bélgica
Pernoctaciones,Total,Bélgica,2017M08,788011.0,country,2017,8,2017-08-01,bélgica
Pernoctaciones,Total,Bélgica,2017M09,774437.0,country,2017,9,2017-09-01,bélgica
Pernoctaciones,Total,Bélgica,2017M10,562132.0,country,2017,10,2017-10-01,bélgica
Pernoctaciones,Total,Bélgica,2017M11,350029.0,country,2017,11,2017-11-01,bélgica
Pernoctaciones,Total,Bélgica,2017M12,296293.0,country,2017,12,2017-12-01,bélgica
Pernoctaciones,Total,Bélgica,2018M01,313202.0,country,2018,1,2018-01-01,bélgica
Pernoctaciones,Total,Bélgica,2018M02,349347.0,country,2018,2,2018-02-01,bélgica
Pernoctaciones,Total,Bélgica,2018M03,363762.0,country,2018,3,2018-03-01,bélgica
Pernoctaciones,Total,Bélgica,2018M04,552821.0,country,2018,4,2018-04-01,bélgica
Pernoctaciones,Total,Bélgica,2018M05,581955.0,country,2018,5,2018-05-01,bélgica
Pernoctaciones,Total,Bélgica,2018M06,602687.0,country,2018,6,2018-06-01,bélgica
Pernoctaciones,Total,Bélgica,2018M07,995833.0,country,2018,7,2018-07-01,bélgica
Pernoctaciones,Total,Bélgica,2018M08,730250.0,country,2018,8,2018-08-01,bélgica
Pernoctaciones,Total,Bélgica,2018M09,744044.0,country,2018,9,2018-09-01,bélgica
Pernoctaciones,Total,Bélgica,2018M10,579989.0,country,2018,10,2018-10-01,bélgica
Pernoctaciones,Total,Bélgica,2018M11,341498.0,country,2018,11,2018-11-01,bélgica
Pernoctaciones,Total,Bélgica,2018M12,315551.0,country,2018,12,2018-12-01,bélgica
Pernoctaciones,Total,Bélgica,2019M01,302953.0,country,2019,1,2019-01-01,bélgica
Pernoctaciones,Total,Bélgica,2019M02,290979.0,country,2019,2,2019-02-01,bélgica
Pernoctaciones,Total,Bélgica,2019M03,376899.0,country,2019,3,2019-03-01,bélgica
Pernoctaciones,Total,Bélgica,2019M04,523349.0,country,2019,4,2019-04-01,bélgica
Pernoctaciones,Total,Bélgica,2019M05,577326.0,country,2019,5,2019-05-01,bélgica
Pernoctaciones,Total,Bélgica,2019M06,620360.0,country,2019,6,2019-06-01,bélgica
Pernoctaciones,Total,Bélgica,2019M07,924835.0,country,2019,7,2019-07-01,bélgica
Pernoctaciones,Total,Bélgica,2019M08,696188.0,country,2019,8,2019-08-01,bélgica
Pernoctaciones,Total,Bélgica,2019M09,703041.0,country,2019,9,2019-09-01,bélgica
Pernoctaciones,Total,Bélgica,2019M10,544885.0,country,2019,10,2019-10-01,bélgica
Pernoctaciones,Total,Bélgica,2019M11,316536.0,country,2019,11,2019-11-01,bélgica
Pernoctaciones,Total,Bélgica,2019M12,309081.0,country,2019,12,2019-12-01,bélgica
Pernoctaciones,Total,Dinamarca,2015M01,178082.0,country,2015,1,2015-01-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M02,204430.0,country,2015,2,2015-02-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M03,240276.0,country,2015,3,2015-03-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M04,206570.0,country,2015,4,2015-04-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M05,160929.0,country,2015,5,2015-05-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M06,167054.0,country,2015,6,2015-06-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M07,354897.0,country,2015,7,2015-07-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M08,188611.0,country,2015,8,2015-08-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M09,193455.0,country,2015,9,2015-09-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M10,263646.0,country,2015,10,2015-10-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M11,174983.0,country,2015,11,2015-11-01,dinamarca
Pernoctaciones,Total,Dinamarca,2015M12,137304.0,country,2015,12,2015-12-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M01,186699.0,country,2016,1,2016-01-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M02,246525.0,country,2016,2,2016-02-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M03,264999.0,country,2016,3,2016-03-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M04,224078.0,country,2016,4,2016-04-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M05,204074.0,country,2016,5,2016-05-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M06,219483.0,country,2016,6,2016-06-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M07,444675.0,country,2016,7,2016-07-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M08,257879.0,country,2016,8,2016-08-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M09,257501.0,country,2016,9,2016-09-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M10,299425.0,country,2016,10,2016-10-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M11,196090.0,country,2016,11,2016-11-01,dinamarca
Pernoctaciones,Total,Dinamarca,2016M12,153252.0,country,2016,12,2016-12-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M01,210569.0,country,2017,1,2017-01-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M02,255853.0,country,2017,2,2017-02-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M03,287363.0,country,2017,3,2017-03-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M04,259703.0,country,2017,4,2017-04-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M05,246603.0,country,2017,5,2017-05-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M06,269528.0,country,2017,6,2017-06-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M07,482933.0,country,2017,7,2017-07-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M08,283158.0,country,2017,8,2017-08-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M09,296210.0,country,2017,9,2017-09-01,dinamarca
Pernoctaciones,Total,Dinamarca,2017M10,330676.0,country,2017,10,2017-10-01,dinamarca
