Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total nacional;Andalucía;Portugal;Marzo;20.817
Total nacional;Andalucía;Portugal;Abril;144.521
Total nacional;Andalucía;Portugal;Mayo;30.922
Total nacional;Andalucía;Portugal;Junio;84.187
Total nacional;Andalucía;Portugal;Julio;89.544
Total nacional;Andalucía;Portugal;Agosto;136.679
Total nacional;Andalucía;Portugal;Septiembre;78.372
Total nacional;Andalucía;Portugal;Octubre;32.745
Total nacional;Andalucía;Portugal;Noviembre;15.833
Total nacional;Andalucía;Portugal;Diciembre;22.586
Total nacional;Andalucía;Reino Unido;Total;7.074.201
Total nacional;Andalucía;Reino Unido;Enero;240.107
Total nacional;Andalucía;Reino Unido;Febrero;290.235
Total nacional;Andalucía;Reino Unido;Marzo;426.002
Total nacional;Andalucía;Reino Unido;Abril;600.366
Total nacional;Andalucía;Reino Unido;Mayo;825.205
Total nacional;Andalucía;Reino Unido;Junio;905.891
Total nacional;Andalucía;Reino Unido;Julio;807.818
Total nacional;Andalucía;Reino Unido;Agosto;793.829
Total nacional;Andalucía;Reino Unido;Septiembre;939.833
Total nacional;Andalucía;Reino Unido;Octubre;743.527
Total nacional;Andalucía;Reino Unido;Noviembre;281.909
Total nacional;Andalucía;Reino Unido;Diciembre;219.480
Total nacional;Andalucía;República Checa;Total;204.388
Total nacional;Andalucía;República Checa;Enero;1.437
Total nacional;Andalucía;República Checa;Febrero;4.096
Total nacional;Andalucía;República Checa;Marzo;4.167
Total nacional;Andalucía;República Checa;Abril;8.326
Total nacional;Andalucía;República Checa;Mayo;11.526
Total nacional;Andalucía;República Checa;Junio;38.109
Total nacional;Andalucía;República Checa;Julio;41.120
Total nacional;Andalucía;República Checa;Agosto;34.636
Total nacional;Andalucía;República Checa;Septiembre;40.013
Total nacional;Andalucía;República Checa;Octubre;13.881
Total nacional;Andalucía;República Checa;Noviembre;4.908
Total nacional;Andalucía;República Checa;Diciembre;2.169
Total nacional;Andalucía;Suecia;Total;789.508
Total nacional;Andalucía;Suecia;Enero;35.324
Total nacional;Andalucía;Suecia;Febrero;40.554
Total nacional;Andalucía;Suecia;Marzo;71.769
Total nacional;Andalucía;Suecia;Abril;66.404
Total nacional;Andalucía;Suecia;Mayo;67.770
Total nacional;Andalucía;Suecia;Junio;72.163
Total nacional;Andalucía;Suecia;Julio;81.718
Total nacional;Andalucía;Suecia;Agosto;55.860
Total nacional;Andalucía;Suecia;Septiembre;86.432
Total nacional;Andalucía;Suecia;Octubre;103.424
Total nacional;Andalucía;Suecia;Noviembre;78.299
Total nacional;Andalucía;Suecia;Diciembre;29.790
Total nacional;Andalucía;Noruega;Total;385.944
Total nacional;Andalucía;Noruega;Enero;13.579
Total nacional;Andalucía;Noruega;Febrero;26.261
Total nacional;Andalucía;Noruega;Marzo;37.241
Total nacional;Andalucía;Noruega;Abril;43.893
Total nacional;Andalucía;Noruega;Mayo;28.115
Total nacional;Andalucía;Noruega;Junio;30.832
Total nacional;Andalucía;Noruega;Julio;46.536
Total nacional;Andalucía;Noruega;Agosto;19.327
Total nacional;Andalucía;Noruega;Septiembre;46.014
Total nacional;Andalucía;Noruega;Octubre;49.226
Total nacional;Andalucía;Noruega;Noviembre;34.340
Total nacional;Andalucía;Noruega;Diciembre;10.580
Total nacional;Andalucía;Rusia;Total;271.058
Total nacional;Andalucía;Rusia;Enero;19.374
Total nacional;Andalucía;Rusia;Febrero;12.121
Total nacional;Andalucía;Rusia;Marzo;14.155
Total nacional;Andalucía;Rusia;Abril;15.541
Total nacional;Andalucía;Rusia;Mayo;21.830
Total nacional;Andalucía;Rusia;Junio;28.063
Total nacional;Andalucía;Rusia;Julio;34.269
Total nacional;Andalucía;Rusia;Agosto;37.495
Total nacional;Andalucía;Rusia;Septiembre;34.047
Total nacional;Andalucía;Rusia;Octubre;27.472
Total nacional;Andalucía;Rusia;Noviembre;14.566
Total nacional;Andalucía;Rusia;Diciembre;12.126
Total nacional;Andalucía;Suiza;Total;457.747
Total nacional;Andalucía;Suiza;Enero;17.605
Total nacional;Andalucía;Suiza;Febrero;21.336
Total nacional;Andalucía;Suiza;Marzo;32.116
Total nacional;Andalucía;Suiza;Abril;50.774
Total nacional;Andalucía;Suiza;Mayo;45.527
Total nacional;Andalucía;Suiza;Junio;40.735
Total nacional;Andalucía;Suiza;Julio;47.991
Total nacional;Andalucía;Suiza;Agosto;38.524
Total nacional;Andalucía;Suiza;Septiembre;50.103
Total nacional;Andalucía;Suiza;Octubre;70.560
Total nacional;Andalucía;Suiza;Noviembre;22.058
Total nacional;Andalucía;Suiza;Diciembre;20.415
Total nacional;Andalucía;Resto de Europa sin U.E.;Total;487.640
Total nacional;Andalucía;Resto de Europa sin U.E.;Enero;20.858
Total nacional;Andalucía;Resto de Europa sin U.E.;Febrero;13.926
Total nacional;Andalucía;Resto de Europa sin U.E.;Marzo;19.131
Total nacional;Andalucía;Resto de Europa sin U.E.;Abril;36.457
Total nacional;Andalucía;Resto de Europa sin U.E.;Mayo;39.153
Total nacional;Andalucía;Resto de Europa sin U.E.;Junio;50.571
Total nacional;Andalucía;Resto de Europa sin U.E.;Julio;79.570
Total nacional;Andalucía;Resto de Europa sin U.E.;Agosto;46.214
Total nacional;Andalucía;Resto de Europa sin U.E.;Septiembre;108.357
Total nacional;Andalucía;Resto de Europa sin U.E.;Octubre;37.956
Total nacional;Andalucía;Resto de Europa sin U.E.;Noviembre;19.913
Total nacional;Andalucía;Resto de Europa sin U.E.;Diciembre;15.534
Total nacional;Andalucía;Japón;Total;216.717
Total nacional;Andalucía;Japón;Enero;18.204
Total nacional;Andalucía;Japón;Febrero;17.713
Total nacional;Andalucía;Japón;Marzo;21.337
Total nacional;Andalucía;Japón;Abril;16.787
Total nacional;Andalucía;Japón;Mayo;22.113
Total nacional;Andalucía;Japón;Junio;23.977
Total nacional;Andalucía;Japón;Julio;16.464
Total nacional;Andalucía;Japón;Agosto;15.781
Total nacional;Andalucía;Japón;Septiembre;17.833
Total nacional;Andalucía;Japón;Octubre;19.191
Total nacional;Andalucía;Japón;Noviembre;15.151
Total nacional;Andalucía;Japón;Diciembre;12.166
Total nacional;Andalucía;Estados Unidos;Total;1.111.238
Total nacional;Andalucía;Estados Unidos;Enero;43.147
Total nacional;Andalucía;Estados Unidos;Febrero;44.255
Total nacional;Andalucía;Estados Unidos;Marzo;83.696
Total nacional;Andalucía;Estados Unidos;Abril;108.806
Total nacional;Andalucía;Estados Unidos;Mayo;130.619
Total nacional;Andalucía;Estados Unidos;Junio;139.238
Total nacional;Andalucía;Estados Unidos;Julio;117.874
Total nacional;Andalucía;Estados Unidos;Agosto;83.666
Total nacional;Andalucía;Estados Unidos;Septiembre;119.670
Total nacional;Andalucía;Estados Unidos;Octubre;121.627
Total nacional;Andalucía;Estados Unidos;Noviembre;67.778
Total nacional;Andalucía;Estados Unidos;Diciembre;50.863
Total nacional;Andalucía;Resto de América;Total;1.095.966
Total nacional;Andalucía;Resto de América;Enero;63.458
Total nacional;Andalucía;Resto de América;Febrero;65.273
Total nacional;Andalucía;Resto de América;Marzo;84.812
Total nacional;Andalucía;Resto de América;Abril;95.278
Total nacional;Andalucía;Resto de América;Mayo;126.241
Total nacional;Andalucía;Resto de América;Junio;108.239
Total nacional;Andalucía;Resto de América;Julio;101.541
Total nacional;Andalucía;Resto de América;Agosto;95.827
Total nacional;Andalucía;Resto de América;Septiembre;125.424
Total nacional;Andalucía;Resto de América;Octubre;120.362
Total nacional;Andalucía;Resto de América;Noviembre;60.572
Total nacional;Andalucía;Resto de América;Diciembre;48.939
Total nacional;Andalucía;Países africanos;Total;480.018
Total nacional;Andalucía;Países africanos;Enero;36.956
Total nacional;Andalucía;Países africanos;Febrero;28.790
Total nacional;Andalucía;Países africanos;Marzo;23.409
Total nacional;Andalucía;Países africanos;Abril;30.859
Total nacional;Andalucía;Países africanos;Mayo;27.700
Total nacional;Andalucía;Países africanos;Junio;27.876
Total nacional;Andalucía;Países africanos;Julio;65.117
Total nacional;Andalucía;Países africanos;Agosto;121.129
Total nacional;Andalucía;Países africanos;Septiembre;36.962
Total nacional;Andalucía;Países africanos;Octubre;22.851
Total nacional;Andalucía;Países africanos;Noviembre;31.506
Total nacional;Andalucía;Países africanos;Diciembre;26.863
Total nacional;Aragón;Total;Total;5.583.873
Total nacional;Aragón;Total;Enero;335.977
Total nacional;Aragón;Total;Febrero;414.054
Total nacional;Aragón;Total;Marzo;459.612
Total nacional;Aragón;Total;Abril;525.453
Total nacional;Aragón;Total;Mayo;403.151
Total nacional;Aragón;Total;Junio;427.643
Total nacional;Aragón;Total;Julio;563.387
Total nacional;Aragón;Total;Agosto;741.543
Total nacional;Aragón;Total;Septiembre;519.087
Total nacional;Aragón;Total;Octubre;490.116
Total nacional;Aragón;Total;Noviembre;311.854
Total nacional;Aragón;Total;Diciembre;391.995
Total nacional;Aragón;Residentes en España;Total;4.507.227
Total nacional;Aragón;Residentes en España;Enero;291.804
Total nacional;Aragón;Residentes en España;Febrero;347.819
Total nacional;Aragón;Residentes en España;Marzo;383.333
Total nacional;Aragón;Residentes en España;Abril;439.236
Total nacional;Aragón;Residentes en España;Mayo;299.638
Total nacional;Aragón;Residentes en España;Junio;323.812
Total nacional;Aragón;Residentes en España;Julio;430.853
Total nacional;Aragón;Residentes en España;Agosto;595.257
Total nacional;Aragón;Residentes en España;Septiembre;397.952
Total nacional;Aragón;Residentes en España;Octubre;395.285
Total nacional;Aragón;Residentes en España;Noviembre;256.398
Total nacional;Aragón;Residentes en España;Diciembre;345.841
Total nacional;Aragón;No residentes en España;Total;1.076.646
Total nacional;Aragón;No residentes en España;Enero;44.173
Total nacional;Aragón;No residentes en España;Febrero;66.235
Total nacional;Aragón;No residentes en España;Marzo;76.279
Total nacional;Aragón;No residentes en España;Abril;86.216
Total nacional;Aragón;No residentes en España;Mayo;103.514
Total nacional;Aragón;No residentes en España;Junio;103.831
Total nacional;Aragón;No residentes en España;Julio;132.534
Total nacional;Aragón;No residentes en España;Agosto;146.287
Total nacional;Aragón;No residentes en España;Septiembre;121.135
Total nacional;Aragón;No residentes en España;Octubre;94.831
Total nacional;Aragón;No residentes en España;Noviembre;55.456
Total nacional;Aragón;No residentes en España;Diciembre;46.155
Total nacional;Aragón;Unión Europea (sin España);Total;716.360
Total nacional;Aragón;Unión Europea (sin España);Enero;26.517
Total nacional;Aragón;Unión Europea (sin España);Febrero;45.843
Total nacional;Aragón;Unión Europea (sin España);Marzo;48.042
Total nacional;Aragón;Unión Europea (sin España);Abril;53.292
Total nacional;Aragón;Unión Europea (sin España);Mayo;69.532
Total nacional;Aragón;Unión Europea (sin España);Junio;65.525
Total nacional;Aragón;Unión Europea (sin España);Julio;95.536
Total nacional;Aragón;Unión Europea (sin España);Agosto;111.126
Total nacional;Aragón;Unión Europea (sin España);Septiembre;82.274
Total nacional;Aragón;Unión Europea (sin España);Octubre;58.432
Total nacional;Aragón;Unión Europea (sin España);Noviembre;33.577
Total nacional;Aragón;Unión Europea (sin España);Diciembre;26.663
Total nacional;Aragón;Alemania;Total;84.550
Total nacional;Aragón;Alemania;Enero;3.989
Total nacional;Aragón;Alemania;Febrero;5.657
Total nacional;Aragón;Alemania;Marzo;5.421
Total nacional;Aragón;Alemania;Abril;6.774
Total nacional;Aragón;Alemania;Mayo;9.451
Total nacional;Aragón;Alemania;Junio;9.931
Total nacional;Aragón;Alemania;Julio;9.324
Total nacional;Aragón;Alemania;Agosto;9.161
Total nacional;Aragón;Alemania;Septiembre;11.901
Total nacional;Aragón;Alemania;Octubre;5.876
Total nacional;Aragón;Alemania;Noviembre;4.556
Total nacional;Aragón;Alemania;Diciembre;2.510
Total nacional;Aragón;Austria;Total;6.390
Total nacional;Aragón;Austria;Enero;489
Total nacional;Aragón;Austria;Febrero;240
Total nacional;Aragón;Austria;Marzo;504
Total nacional;Aragón;Austria;Abril;713
Total nacional;Aragón;Austria;Mayo;446
Total nacional;Aragón;Austria;Junio;887
Total nacional;Aragón;Austria;Julio;976
Total nacional;Aragón;Austria;Agosto;566
Total nacional;Aragón;Austria;Septiembre;686
Total nacional;Aragón;Austria;Octubre;501
Total nacional;Aragón;Austria;Noviembre;279
Total nacional;Aragón;Austria;Diciembre;104
Total nacional;Aragón;Bélgica;Total;32.927
Total nacional;Aragón;Bélgica;Enero;734
Total nacional;Aragón;Bélgica;Febrero;687
Total nacional;Aragón;Bélgica;Marzo;1.263
Total nacional;Aragón;Bélgica;Abril;1.469
Total nacional;Aragón;Bélgica;Mayo;2.323
Total nacional;Aragón;Bélgica;Junio;3.087
Total nacional;Aragón;Bélgica;Julio;11.809
Total nacional;Aragón;Bélgica;Agosto;4.901
Total nacional;Aragón;Bélgica;Septiembre;3.700
Total nacional;Aragón;Bélgica;Octubre;1.594
Total nacional;Aragón;Bélgica;Noviembre;820
Total nacional;Aragón;Bélgica;Diciembre;539
Total nacional;Aragón;Dinamarca;Total;6.207
Total nacional;Aragón;Dinamarca;Enero;358
Total nacional;Aragón;Dinamarca;Febrero;294
Total nacional;Aragón;Dinamarca;Marzo;400
Total nacional;Aragón;Dinamarca;Abril;340
Total nacional;Aragón;Dinamarca;Mayo;330
Total nacional;Aragón;Dinamarca;Junio;746
Total nacional;Aragón;Dinamarca;Julio;1.294
Total nacional;Aragón;Dinamarca;Agosto;748
Total nacional;Aragón;Dinamarca;Septiembre;544
Total nacional;Aragón;Dinamarca;Octubre;438
Total nacional;Aragón;Dinamarca;Noviembre;384
Total nacional;Aragón;Dinamarca;Diciembre;331
Total nacional;Aragón;Finlandia;Total;4.213
Total nacional;Aragón;Finlandia;Enero;472
Total nacional;Aragón;Finlandia;Febrero;177
Total nacional;Aragón;Finlandia;Marzo;251
Total nacional;Aragón;Finlandia;Abril;302
Total nacional;Aragón;Finlandia;Mayo;431
Total nacional;Aragón;Finlandia;Junio;405
Total nacional;Aragón;Finlandia;Julio;358
Total nacional;Aragón;Finlandia;Agosto;256
Total nacional;Aragón;Finlandia;Septiembre;281
Total nacional;Aragón;Finlandia;Octubre;550
Total nacional;Aragón;Finlandia;Noviembre;540
Total nacional;Aragón;Finlandia;Diciembre;190
Total nacional;Aragón;Francia;Total;247.814
Total nacional;Aragón;Francia;Enero;5.720
Total nacional;Aragón;Francia;Febrero;19.224
Total nacional;Aragón;Francia;Marzo;11.945
Total nacional;Aragón;Francia;Abril;18.716
Total nacional;Aragón;Francia;Mayo;24.794
Total nacional;Aragón;Francia;Junio;20.874
Total nacional;Aragón;Francia;Julio;36.101
Total nacional;Aragón;Francia;Agosto;54.011
Total nacional;Aragón;Francia;Septiembre;21.280
Total nacional;Aragón;Francia;Octubre;19.158
Total nacional;Aragón;Francia;Noviembre;7.793
Total nacional;Aragón;Francia;Diciembre;8.197
Total nacional;Aragón;Grecia;Total;2.922
Total nacional;Aragón;Grecia;Enero;263
Total nacional;Aragón;Grecia;Febrero;167
Total nacional;Aragón;Grecia;Marzo;242
Total nacional;Aragón;Grecia;Abril;111
Total nacional;Aragón;Grecia;Mayo;461
Total nacional;Aragón;Grecia;Junio;154
Total nacional;Aragón;Grecia;Julio;174
Total nacional;Aragón;Grecia;Agosto;223
Total nacional;Aragón;Grecia;Septiembre;276
Total nacional;Aragón;Grecia;Octubre;501
Total nacional;Aragón;Grecia;Noviembre;140
Total nacional;Aragón;Grecia;Diciembre;209
Total nacional;Aragón;Irlanda;Total;8.672
Total nacional;Aragón;Irlanda;Enero;309
Total nacional;Aragón;Irlanda;Febrero;270
Total nacional;Aragón;Irlanda;Marzo;403
Total nacional;Aragón;Irlanda;Abril;415
Total nacional;Aragón;Irlanda;Mayo;1.686
Total nacional;Aragón;Irlanda;Junio;746
Total nacional;Aragón;Irlanda;Julio;851
Total nacional;Aragón;Irlanda;Agosto;925
Total nacional;Aragón;Irlanda;Septiembre;1.429
Total nacional;Aragón;Irlanda;Octubre;843
Total nacional;Aragón;Irlanda;Noviembre;471
Total nacional;Aragón;Irlanda;Diciembre;325
Total nacional;Aragón;Italia;Total;76.334
Total nacional;Aragón;Italia;Enero;5.099
Total nacional;Aragón;Italia;Febrero;4.326
Total nacional;Aragón;Italia;Marzo;5.692
Total nacional;Aragón;Italia;Abril;5.998
Total nacional;Aragón;Italia;Mayo;6.139
Total nacional;Aragón;Italia;Junio;6.006
Total nacional;Aragón;Italia;Julio;6.582
Total nacional;Aragón;Italia;Agosto;12.941
Total nacional;Aragón;Italia;Septiembre;9.843
Total nacional;Aragón;Italia;Octubre;5.822
Total nacional;Aragón;Italia;Noviembre;4.186
Total nacional;Aragón;Italia;Diciembre;3.699
Total nacional;Aragón;Luxemburgo;Total;835
Total nacional;Aragón;Luxemburgo;Enero;..
Total nacional;Aragón;Luxemburgo;Febrero;45
Total nacional;Aragón;Luxemburgo;Marzo;..
Total nacional;Aragón;Luxemburgo;Abril;24
Total nacional;Aragón;Luxemburgo;Mayo;142
Total nacional;Aragón;Luxemburgo;Junio;87
Total nacional;Aragón;Luxemburgo;Julio;121
Total nacional;Aragón;Luxemburgo;Agosto;136
Total nacional;Aragón;Luxemburgo;Septiembre;122
Total nacional;Aragón;Luxemburgo;Octubre;39
Total nacional;Aragón;Luxemburgo;Noviembre;32
