Totales Territoriales	Comunidades y Ciudades Autónomas	País de residencia	Meses	Total
Total Nacional	13 Madrid, Comunidad de	Residentes en España	Diciembre	598.334
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Enero	349.721
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Febrero	375.898
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Marzo	466.030
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Abril	521.134
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Mayo	538.731
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Junio	553.034
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Julio	570.828
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Agosto	476.607
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Septiembre	560.508
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Octubre	602.656
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Noviembre	466.508
Total Nacional	13 Madrid, Comunidad de	No residentes en España	Diciembre	394.163
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Enero	152.789
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Febrero	172.277
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Marzo	201.217
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Abril	226.216
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Mayo	216.575
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Junio	205.992
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Julio	206.731
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Agosto	191.523
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Septiembre	221.106
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Octubre	246.896
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Noviembre	199.781
Total Nacional	13 Madrid, Comunidad de	Unión Europea (sin España)	Diciembre	153.880
Total Nacional	13 Madrid, Comunidad de	Alemania	Enero	16.985
Total Nacional	13 Madrid, Comunidad de	Alemania	Febrero	19.072
Total Nacional	13 Madrid, Comunidad de	Alemania	Marzo	25.883
Total Nacional	13 Madrid, Comunidad de	Alemania	Abril	26.749
Total Nacional	13 Madrid, Comunidad de	Alemania	Mayo	28.447
Total Nacional	13 Madrid, Comunidad de	Alemania	Junio	24.109
Total Nacional	13 Madrid, Comunidad de	Alemania	Julio	21.159
Total Nacional	13 Madrid, Comunidad de	Alemania	Agosto	15.905
Total Nacional	13 Madrid, Comunidad de	Alemania	Septiembre	27.143
Total Nacional	13 Madrid, Comunidad de	Alemania	Octubre	32.420
Total Nacional	13 Madrid, Comunidad de	Alemania	Noviembre	27.847
Total Nacional	13 Madrid, Comunidad de	Alemania	Diciembre	16.473
Total Nacional	13 Madrid, Comunidad de	Austria	Enero	1.965
Total Nacional	13 Madrid, Comunidad de	Austria	Febrero	2.303
Total Nacional	13 Madrid, Comunidad de	Austria	Marzo	3.692
Total Nacional	13 Madrid, Comunidad de	Austria	Abril	3.354
Total Nacional	13 Madrid, Comunidad de	Austria	Mayo	4.280
Total Nacional	13 Madrid, Comunidad de	Austria	Junio	2.775
Total Nacional	13 Madrid, Comunidad de	Austria	Julio	3.036
Total Nacional	13 Madrid, Comunidad de	Austria	Agosto	1.964
Total Nacional	13 Madrid, Comunidad de	Austria	Septiembre	3.279
Total Nacional	13 Madrid, Comunidad de	Austria	Octubre	4.267
Total Nacional	13 Madrid, Comunidad de	Austria	Noviembre	3.079
Total Nacional	13 Madrid, Comunidad de	Austria	Diciembre	1.861
Total Nacional	13 Madrid, Comunidad de	Bélgica	Enero	4.458
Total Nacional	13 Madrid, Comunidad de	Bélgica	Febrero	6.113
Total Nacional	13 Madrid, Comunidad de	Bélgica	Marzo	6.582
Total Nacional	13 Madrid, Comunidad de	Bélgica	Abril	8.646
Total Nacional	13 Madrid, Comunidad de	Bélgica	Mayo	6.903
Total Nacional	13 Madrid, Comunidad de	Bélgica	Junio	6.591
Total Nacional	13 Madrid, Comunidad de	Bélgica	Julio	9.615
Total Nacional	13 Madrid, Comunidad de	Bélgica	Agosto	8.031
Total Nacional	13 Madrid, Comunidad de	Bélgica	Septiembre	8.987
Total Nacional	13 Madrid, Comunidad de	Bélgica	Octubre	9.688
Total Nacional	13 Madrid, Comunidad de	Bélgica	Noviembre	6.503
Total Nacional	13 Madrid, Comunidad de	Bélgica	Diciembre	5.074
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Enero	2.360
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Febrero	3.310
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Marzo	3.352
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Abril	5.595
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Mayo	2.908
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Junio	2.719
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Julio	3.972
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Agosto	2.195
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Septiembre	4.048
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Octubre	4.256
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Noviembre	3.467
Total Nacional	13 Madrid, Comunidad de	Dinamarca	Diciembre	1.916
Total Nacional	13 Madrid, Comunidad de	Finlandia	Enero	1.621
Total Nacional	13 Madrid, Comunidad de	Finlandia	Febrero	2.280
Total Nacional	13 Madrid, Comunidad de	Finlandia	Marzo	2.550
Total Nacional	13 Madrid, Comunidad de	Finlandia	Abril	2.690
Total Nacional	13 Madrid, Comunidad de	Finlandia	Mayo	2.724
Total Nacional	13 Madrid, Comunidad de	Finlandia	Junio	2.227
Total Nacional	13 Madrid, Comunidad de	Finlandia	Julio	2.453
Total Nacional	13 Madrid, Comunidad de	Finlandia	Agosto	1.650
Total Nacional	13 Madrid, Comunidad de	Finlandia	Septiembre	2.974
Total Nacional	13 Madrid, Comunidad de	Finlandia	Octubre	2.734
Total Nacional	13 Madrid, Comunidad de	Finlandia	Noviembre	2.623
Total Nacional	13 Madrid, Comunidad de	Finlandia	Diciembre	1.403
Total Nacional	13 Madrid, Comunidad de	Francia	Enero	25.325
Total Nacional	13 Madrid, Comunidad de	Francia	Febrero	30.495
Total Nacional	13 Madrid, Comunidad de	Francia	Marzo	30.779
Total Nacional	13 Madrid, Comunidad de	Francia	Abril	37.454
Total Nacional	13 Madrid, Comunidad de	Francia	Mayo	38.910
Total Nacional	13 Madrid, Comunidad de	Francia	Junio	39.338
Total Nacional	13 Madrid, Comunidad de	Francia	Julio	35.079
Total Nacional	13 Madrid, Comunidad de	Francia	Agosto	40.496
Total Nacional	13 Madrid, Comunidad de	Francia	Septiembre	34.260
Total Nacional	13 Madrid, Comunidad de	Francia	Octubre	39.100
Total Nacional	13 Madrid, Comunidad de	Francia	Noviembre	30.672
Total Nacional	13 Madrid, Comunidad de	Francia	Diciembre	25.876
Total Nacional	13 Madrid, Comunidad de	Grecia	Enero	1.328
Total Nacional	13 Madrid, Comunidad de	Grecia	Febrero	1.984
Total Nacional	13 Madrid, Comunidad de	Grecia	Marzo	1.754
Total Nacional	13 Madrid, Comunidad de	Grecia	Abril	2.702
Total Nacional	13 Madrid, Comunidad de	Grecia	Mayo	2.297
Total Nacional	13 Madrid, Comunidad de	Grecia	Junio	3.168
Total Nacional	13 Madrid, Comunidad de	Grecia	Julio	2.744
Total Nacional	13 Madrid, Comunidad de	Grecia	Agosto	2.845
Total Nacional	13 Madrid, Comunidad de	Grecia	Septiembre	2.473
Total Nacional	13 Madrid, Comunidad de	Grecia	Octubre	3.532
Total Nacional	13 Madrid, Comunidad de	Grecia	Noviembre	2.749
Total Nacional	13 Madrid, Comunidad de	Grecia	Diciembre	2.399
Total Nacional	13 Madrid, Comunidad de	Irlanda	Enero	3.411
Total Nacional	13 Madrid, Comunidad de	Irlanda	Febrero	3.803
Total Nacional	13 Madrid, Comunidad de	Irlanda	Marzo	4.374
Total Nacional	13 Madrid, Comunidad de	Irlanda	Abril	3.890
Total Nacional	13 Madrid, Comunidad de	Irlanda	Mayo	4.790
Total Nacional	13 Madrid, Comunidad de	Irlanda	Junio	4.450
Total Nacional	13 Madrid, Comunidad de	Irlanda	Julio	5.369
Total Nacional	13 Madrid, Comunidad de	Irlanda	Agosto	3.985
Total Nacional	13 Madrid, Comunidad de	Irlanda	Septiembre	5.136
Total Nacional	13 Madrid, Comunidad de	Irlanda	Octubre	5.644
Total Nacional	13 Madrid, Comunidad de	Irlanda	Noviembre	5.086
Total Nacional	13 Madrid, Comunidad de	Irlanda	Diciembre	4.395
Total Nacional	13 Madrid, Comunidad de	Italia	Enero	24.379
Total Nacional	13 Madrid, Comunidad de	Italia	Febrero	26.736
Total Nacional	13 Madrid, Comunidad de	Italia	Marzo	33.828
Total Nacional	13 Madrid, Comunidad de	Italia	Abril	36.891
Total Nacional	13 Madrid, Comunidad de	Italia	Mayo	34.589
Total Nacional	13 Madrid, Comunidad de	Italia	Junio	31.081
Total Nacional	13 Madrid, Comunidad de	Italia	Julio	28.714
Total Nacional	13 Madrid, Comunidad de	Italia	Agosto	31.909
Total Nacional	13 Madrid, Comunidad de	Italia	Septiembre	33.647
Total Nacional	13 Madrid, Comunidad de	Italia	Octubre	35.299
Total Nacional	13 Madrid, Comunidad de	Italia	Noviembre	31.869
Total Nacional	13 Madrid, Comunidad de	Italia	Diciembre	32.091
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Enero	356
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Febrero	462
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Marzo	395
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Abril	621
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Mayo	570
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Junio	609
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Julio	796
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Agosto	393
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Septiembre	902
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Octubre	1.135
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Noviembre	815
Total Nacional	13 Madrid, Comunidad de	Luxemburgo	Diciembre	451
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Enero	10.103
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Febrero	10.303
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Marzo	10.999
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Abril	14.440
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Mayo	12.448
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Junio	11.242
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Julio	12.354
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Agosto	10.775
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Septiembre	11.644
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Octubre	13.846
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Noviembre	9.487
Total Nacional	13 Madrid, Comunidad de	Países Bajos	Diciembre	7.422
Total Nacional	13 Madrid, Comunidad de	Polonia	Enero	3.970
Total Nacional	13 Madrid, Comunidad de	Polonia	Febrero	3.644
Total Nacional	13 Madrid, Comunidad de	Polonia	Marzo	3.837
Total Nacional	13 Madrid, Comunidad de	Polonia	Abril	4.491
Total Nacional	13 Madrid, Comunidad de	Polonia	Mayo	4.934
Total Nacional	13 Madrid, Comunidad de	Polonia	Junio	4.073
Total Nacional	13 Madrid, Comunidad de	Polonia	Julio	3.674
Total Nacional	13 Madrid, Comunidad de	Polonia	Agosto	3.662
Total Nacional	13 Madrid, Comunidad de	Polonia	Septiembre	5.000
Total Nacional	13 Madrid, Comunidad de	Polonia	Octubre	6.906
Total Nacional	13 Madrid, Comunidad de	Polonia	Noviembre	5.772
Total Nacional	13 Madrid, Comunidad de	Polonia	Diciembre	2.897
Total Nacional	13 Madrid, Comunidad de	Portugal	Enero	19.064
Total Nacional	13 Madrid, Comunidad de	Portugal	Febrero	17.408
Total Nacional	13 Madrid, Comunidad de	Portugal	Marzo	21.354
Total Nacional	13 Madrid, Comunidad de	Portugal	Abril	25.388
Total Nacional	13 Madrid, Comunidad de	Portugal	Mayo	18.470
Total Nacional	13 Madrid, Comunidad de	Portugal	Junio	20.152
Total Nacional	13 Madrid, Comunidad de	Portugal	Julio	21.395
Total Nacional	13 Madrid, Comunidad de	Portugal	Agosto	23.444
Total Nacional	13 Madrid, Comunidad de	Portugal	Septiembre	22.756
Total Nacional	13 Madrid, Comunidad de	Portugal	Octubre	22.465
Total Nacional	13 Madrid, Comunidad de	Portugal	Noviembre	19.767
Total Nacional	13 Madrid, Comunidad de	Portugal	Diciembre	16.877
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Enero	23.251
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Febrero	27.900
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Marzo	33.957
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Abril	32.261
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Mayo	36.219
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Junio	36.488
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Julio	37.346
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Agosto	31.039
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Septiembre	38.097
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Octubre	40.364
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Noviembre	32.009
Total Nacional	13 Madrid, Comunidad de	Reino Unido	Diciembre	20.840
Total Nacional	13 Madrid, Comunidad de	República Checa	Enero	1.043
Total Nacional	13 Madrid, Comunidad de	República Checa	Febrero	1.002
Total Nacional	13 Madrid, Comunidad de	República Checa	Marzo	1.197
Total Nacional	13 Madrid, Comunidad de	República Checa	Abril	1.361
Total Nacional	13 Madrid, Comunidad de	República Checa	Mayo	2.090
Total Nacional	13 Madrid, Comunidad de	República Checa	Junio	1.506
Total Nacional	13 Madrid, Comunidad de	República Checa	Julio	1.058
Total Nacional	13 Madrid, Comunidad de	República Checa	Agosto	1.077
Total Nacional	13 Madrid, Comunidad de	República Checa	Septiembre	2.148
Total Nacional	13 Madrid, Comunidad de	República Checa	Octubre	2.797
Total Nacional	13 Madrid, Comunidad de	República Checa	Noviembre	1.767
Total Nacional	13 Madrid, Comunidad de	República Checa	Diciembre	910
Total Nacional	13 Madrid, Comunidad de	Suecia	Enero	3.025
Total Nacional	13 Madrid, Comunidad de	Suecia	Febrero	2.871
Total Nacional	13 Madrid, Comunidad de	Suecia	Marzo	4.550
Total Nacional	13 Madrid, Comunidad de	Suecia	Abril	5.947
Total Nacional	13 Madrid, Comunidad de	Suecia	Mayo	4.688
Total Nacional	13 Madrid, Comunidad de	Suecia	Junio	3.681
Total Nacional	13 Madrid, Comunidad de	Suecia	Julio	5.850
Total Nacional	13 Madrid, Comunidad de	Suecia	Agosto	2.527
Total Nacional	13 Madrid, Comunidad de	Suecia	Septiembre	5.185
Total Nacional	13 Madrid, Comunidad de	Suecia	Octubre	6.500
Total Nacional	13 Madrid, Comunidad de	Suecia	Noviembre	4.203
Total Nacional	13 Madrid, Comunidad de	Suecia	Diciembre	3.134
Total Nacional	13 Madrid, Comunidad de	Noruega	Enero	1.270
Total Nacional	13 Madrid, Comunidad de	Noruega	Febrero	1.885
Total Nacional	13 Madrid, Comunidad de	Noruega	Marzo	2.619
Total Nacional	13 Madrid, Comunidad de	Noruega	Abril	2.924
Total Nacional	13 Madrid, Comunidad de	Noruega	Mayo	2.822
Total Nacional	13 Madrid, Comunidad de	Noruega	Junio	2.006
Total Nacional	13 Madrid, Comunidad de	Noruega	Julio	3.480
Total Nacional	13 Madrid, Comunidad de	Noruega	Agosto	1.717
Total Nacional	13 Madrid, Comunidad de	Noruega	Septiembre	3.847
Total Nacional	13 Madrid, Comunidad de	Noruega	Octubre	3.592
Total Nacional	13 Madrid, Comunidad de	Noruega	Noviembre	2.025
Total Nacional	13 Madrid, Comunidad de	Noruega	Diciembre	1.414
Total Nacional	13 Madrid, Comunidad de	Rusia	Enero	7.080
Total Nacional	13 Madrid, Comunidad de	Rusia	Febrero	5.926
Total Nacional	13 Madrid, Comunidad de	Rusia	Marzo	6.141
Total Nacional	13 Madrid, Comunidad de	Rusia	Abril	8.479
Total Nacional	13 Madrid, Comunidad de	Rusia	Mayo	7.321
Total Nacional	13 Madrid, Comunidad de	Rusia	Junio	7.604
Total Nacional	13 Madrid, Comunidad de	Rusia	Julio	7.703
Total Nacional	13 Madrid, Comunidad de	Rusia	Agosto	6.398
Total Nacional	13 Madrid, Comunidad de	Rusia	Septiembre	7.260
Total Nacional	13 Madrid, Comunidad de	Rusia	Octubre	7.461
Total Nacional	13 Madrid, Comunidad de	Rusia	Noviembre	7.467
Total Nacional	13 Madrid, Comunidad de	Rusia	Diciembre	6.521
Total Nacional	13 Madrid, Comunidad de	Suiza	Enero	4.198
Total Nacional	13 Madrid, Comunidad de	Suiza	Febrero	6.948
Total Nacional	13 Madrid, Comunidad de	Suiza	Marzo	7.225
Total Nacional	13 Madrid, Comunidad de	Suiza	Abril	10.118
Total Nacional	13 Madrid, Comunidad de	Suiza	Mayo	9.095
Total Nacional	13 Madrid, Comunidad de	Suiza	Junio	8.550
Total Nacional	13 Madrid, Comunidad de	Suiza	Julio	7.018
Total Nacional	13 Madrid, Comunidad de	Suiza	Agosto	4.243
Total Nacional	13 Madrid, Comunidad de	Suiza	Septiembre	7.838
Total Nacional	13 Madrid, Comunidad de	Suiza	Octubre	9.181
Total Nacional	13 Madrid, Comunidad de	Suiza	Noviembre	8.475
Total Nacional	13 Madrid, Comunidad de	Suiza	Diciembre	5.749
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Enero	7.761
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Febrero	10.696
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Marzo	14.798
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Abril	14.471
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Mayo	10.589
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Junio	11.286
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Julio	12.767
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Agosto	11.390
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Septiembre	12.635
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Octubre	10.929
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Noviembre	10.461
Total Nacional	13 Madrid, Comunidad de	Resto de Europa sin U.E.	Diciembre	9.740
Total Nacional	13 Madrid, Comunidad de	Japón	Enero	4.674
Total Nacional	13 Madrid, Comunidad de	Japón	Febrero	7.891
Total Nacional	13 Madrid, Comunidad de	Japón	Marzo	11.208
Total Nacional	13 Madrid, Comunidad de	Japón	Abril	9.088
Total Nacional	13 Madrid, Comunidad de	Japón	Mayo	7.234
Total Nacional	13 Madrid, Comunidad de	Japón	Junio	8.250
Total Nacional	13 Madrid, Comunidad de	Japón	Julio	9.111
Total Nacional	13 Madrid, Comunidad de	Japón	Agosto	8.446
Total Nacional	13 Madrid, Comunidad de	Japón	Septiembre	13.281
Total Nacional	13 Madrid, Comunidad de	Japón	Octubre	11.465
Total Nacional	13 Madrid, Comunidad de	Japón	Noviembre	9.914
Total Nacional	13 Madrid, Comunidad de	Japón	Diciembre	9.312
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Enero	28.567
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Febrero	27.613
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Marzo	54.536
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Abril	59.511
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Mayo	66.149
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Junio	78.801
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Julio	76.009
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Agosto	57.723
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Septiembre	66.511
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Octubre	69.771
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Noviembre	49.267
Total Nacional	13 Madrid, Comunidad de	Estados Unidos	Diciembre	44.994
Total Nacional	13 Madrid, Comunidad de	Resto de América	Enero	74.435
Total Nacional	13 Madrid, Comunidad de	Resto de América	Febrero	66.890
Total Nacional	13 Madrid, Comunidad de	Resto de América	Marzo	83.293
Total Nacional	13 Madrid, Comunidad de	Resto de América	Abril	97.379
Total Nacional	13 Madrid, Comunidad de	Resto de América	Mayo	120.244
Total Nacional	13 Madrid, Comunidad de	Resto de América	Junio	126.727
Total Nacional	13 Madrid, Comunidad de	Resto de América	Julio	141.624
Total Nacional	13 Madrid, Comunidad de	Resto de América	Agosto	106.256
Total Nacional	13 Madrid, Comunidad de	Resto de América	Septiembre	120.849
Total Nacional	13 Madrid, Comunidad de	Resto de América	Octubre	125.097
Total Nacional	13 Madrid, Comunidad de	Resto de América	Noviembre	85.531
Total Nacional	13 Madrid, Comunidad de	Resto de América	Diciembre	72.715
Total Nacional	13 Madrid, Comunidad de	Países africanos	Enero	8.897
Total Nacional	13 Madrid, Comunidad de	Países africanos	Febrero	8.928
Total Nacional	13 Madrid, Comunidad de	Países africanos	Marzo	8.342
Total Nacional	13 Madrid, Comunidad de	Países africanos	Abril	8.189
Total Nacional	13 Madrid, Comunidad de	Países africanos	Mayo	7.729
Total Nacional	13 Madrid, Comunidad de	Países africanos	Junio	9.846
Total Nacional	13 Madrid, Comunidad de	Países africanos	Julio	12.026
Total Nacional	13 Madrid, Comunidad de	Países africanos	Agosto	10.153
Total Nacional	13 Madrid, Comunidad de	Países africanos	Septiembre	9.920
Total Nacional	13 Madrid, Comunidad de	Países africanos	Octubre	11.214
Total Nacional	13 Madrid, Comunidad de	Países africanos	Noviembre	9.992
Total Nacional	13 Madrid, Comunidad de	Países africanos	Diciembre	8.895
