Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M08;4.052.150
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M09;2.414.331
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M10;1.548.418
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M11;1.066.214
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2015M12;1.219.982
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M01;1.015.322
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M02;1.457.855
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M03;1.966.951
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M04;1.661.288
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M05;1.862.914
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M06;2.219.754
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M07;3.425.284
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M08;3.850.822
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M09;2.351.963
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M10;1.774.823
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M11;1.165.512
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2016M12;1.231.488
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M01;960.332
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M02;1.261.758
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M03;1.641.704
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M04;2.122.056
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M05;1.747.488
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M06;2.191.504
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M07;3.241.594
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M08;3.679.226
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M09;2.263.297
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M10;1.688.147
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M11;1.207.567
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2017M12;1.333.621
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M01;997.507
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M02;1.272.306
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M03;1.860.174
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M04;1.907.120
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M05;1.804.934
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M06;2.266.790
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M07;3.417.508
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M08;4.103.634
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M09;2.402.556
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M10;1.741.524
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M11;1.306.500
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2018M12;1.288.169
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M01;1.013.139
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M02;1.329.316
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M03;1.842.272
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M04;2.125.055
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M05;2.028.654
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M06;2.473.358
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M07;3.621.961
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M08;4.374.388
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M09;2.526.242
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M10;1.583.316
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M11;1.307.808
Pernoctaciones;Total;Residentes en España;Total Nacional;01 Andalucía;;2019M12;1.334.777
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M01;49.225
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M02;181.702
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M03;308.938
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M04;489.257
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M05;421.781
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M06;704.502
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M07;759.023
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M08;919.417
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M09;512.513
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M10;305.215
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M11;71.610
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2015M12;48.883
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M01;60.159
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M02;138.866
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M03;318.946
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M04;358.636
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M05;437.315
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M06;608.546
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M07;741.548
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M08;818.549
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M09;521.822
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M10;453.456
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M11;118.733
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2016M12;59.824
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M01;55.492
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M02;167.520
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M03;342.116
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M04;409.113
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M05;497.317
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M06;702.774
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M07;805.712
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M08;911.072
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M09;616.259
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M10;410.747
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M11;156.305
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2017M12;91.163
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M01;64.477
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M02;194.180
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M03;331.686
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M04;372.892
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M05;544.398
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M06;620.301
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M07;749.173
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M08;865.200
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M09;561.130
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M10;424.553
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M11;129.162
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2018M12;64.474
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M01;54.408
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M02;153.099
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M03;215.128
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M04;354.124
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M05;514.204
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M06;648.436
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M07;776.686
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M08;969.715
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M09;608.876
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M10;294.200
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M11;91.267
Pernoctaciones;Total;Residentes en España;Total Nacional;04 Balears, Illes;;2019M12;57.813
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M01;691.027
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M02;743.839
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M03;1.105.761
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M04;1.383.941
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M05;1.316.745
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M06;1.548.635
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M07;2.046.300
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M08;2.687.595
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M09;1.523.431
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M10;1.137.302
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M11;667.233
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2015M12;850.735
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M01;747.176
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M02;821.359
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M03;1.418.163
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M04;1.235.477
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M05;1.375.589
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M06;1.592.502
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M07;2.212.941
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M08;2.739.109
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M09;1.597.899
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M10;1.216.213
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M11;770.642
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2016M12;902.125
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M01;710.738
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M02;793.586
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M03;1.118.657
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M04;1.724.570
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M05;1.323.064
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M06;1.732.843
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M07;2.164.074
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M08;2.595.839
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M09;1.592.295
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M10;1.190.670
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M11;734.981
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2017M12;869.481
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M01;698.750
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M02;739.141
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M03;1.206.306
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M04;1.365.213
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M05;1.350.816
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M06;1.541.308
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M07;1.997.416
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M08;2.547.434
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M09;1.513.832
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M10;1.120.300
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M11;748.748
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2018M12;883.202
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M01;674.311
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M02;759.928
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M03;1.070.819
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M04;1.504.697
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M05;1.281.802
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M06;1.653.374
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M07;2.011.315
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M08;2.499.681
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M09;1.455.608
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M10;1.011.581
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M11;787.645
Pernoctaciones;Total;Residentes en España;Total Nacional;09 Cataluña;;2019M12;886.312
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M01;660.831
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M02;752.814
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M03;1.046.876
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M04;1.387.211
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M05;1.191.631
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M06;1.527.955
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M07;2.094.053
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M08;2.495.580
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M09;1.525.030
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M10;1.086.302
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M11;666.312
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2015M12;755.410
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M01;719.944
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M02;856.224
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M03;1.316.109
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M04;1.077.460
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M05;1.186.492
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M06;1.454.643
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M07;2.234.263
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M08;2.475.481
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M09;1.626.468
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M10;1.197.221
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M11;860.923
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2016M12;754.832
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M01;645.214
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M02;761.147
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M03;1.048.121
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M04;1.428.819
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M05;1.156.538
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M06;1.546.270
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M07;2.097.381
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M08;2.354.272
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M09;1.583.599
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M10;1.157.939
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M11;870.844
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2017M12;827.143
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M01;634.881
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M02;769.308
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M03;1.222.015
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M04;1.271.738
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M05;1.132.934
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M06;1.559.647
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M07;2.091.117
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M08;2.421.301
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M09;1.538.768
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M10;1.125.919
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M11;912.471
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2018M12;837.404
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M01;704.581
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M02;836.184
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M03;1.166.465
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M04;1.346.924
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M05;1.291.722
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M06;1.684.079
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M07;2.235.222
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M08;2.570.301
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M09;1.535.854
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M10;1.096.940
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M11;951.138
Pernoctaciones;Total;Residentes en España;Total Nacional;10 Comunitat Valenciana;;2019M12;785.055
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M01;811.339
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M02;771.331
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M03;839.693
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M04;947.981
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M05;943.807
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M06;905.375
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M07;817.246
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M08;845.434
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M09;950.012
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M10;956.161
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M11;881.684
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2015M12;981.202
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M01;803.406
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M02;871.472
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M03;908.623
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M04;790.756
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M05;867.609
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M06;854.091
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M07;841.845
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M08;857.198
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M09;895.871
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M10;961.972
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M11;881.446
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2016M12;981.037
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M01;856.283
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M02;862.468
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M03;882.747
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M04;943.240
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M05;920.437
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M06;898.539
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M07;846.413
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M08;842.081
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M09;872.362
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M10;919.497
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M11;932.832
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2017M12;1.064.621
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M01;896.539
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M02;891.220
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M03;955.408
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M04;876.416
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M05;939.310
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M06;963.585
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M07;861.847
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M08;854.666
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M09;935.194
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M10;943.710
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M11;1.002.877
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2018M12;1.069.109
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M01;881.136
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M02;880.621
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M03;979.040
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M04;949.015
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M05;962.658
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M06;959.259
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M07;907.375
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M08;833.852
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M09;896.359
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M10;943.801
Pernoctaciones;Total;Residentes en España;Total Nacional;13 Madrid, Comunidad de;;2019M11;985.092
