tipo,origen,totales territoriales,ccaa,periodo,total,year,month,date
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M10,363309,2019,10,2019-10-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M11,266983,2019,11,2019-11-01
Viajero,Residentes en el Extranjero,Total Nacional,10 Comunitat Valenciana,2019M12,201863,2019,12,2019-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M01,280151,2015,1,2015-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M02,301074,2015,2,2015-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M03,395713,2015,3,2015-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M04,429585,2015,4,2015-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M05,515489,2015,5,2015-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M06,441394,2015,6,2015-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M07,456587,2015,7,2015-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M08,399744,2015,8,2015-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M09,479925,2015,9,2015-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M10,546624,2015,10,2015-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M11,386045,2015,11,2015-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2015M12,313894,2015,12,2015-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M01,309360,2016,1,2016-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M02,347169,2016,2,2016-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M03,431885,2016,3,2016-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M04,473663,2016,4,2016-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M05,517324,2016,5,2016-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M06,490831,2016,6,2016-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M07,466648,2016,7,2016-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M08,426467,2016,8,2016-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M09,519874,2016,9,2016-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M10,527102,2016,10,2016-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M11,392514,2016,11,2016-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2016M12,342208,2016,12,2016-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M01,361600,2017,1,2017-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M02,374867,2017,2,2017-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M03,456020,2017,3,2017-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M04,530303,2017,4,2017-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M05,548690,2017,5,2017-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M06,536206,2017,6,2017-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M07,530222,2017,7,2017-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M08,477992,2017,8,2017-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M09,552969,2017,9,2017-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M10,568157,2017,10,2017-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M11,429502,2017,11,2017-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2017M12,361568,2017,12,2017-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M01,349721,2018,1,2018-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M02,375898,2018,2,2018-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M03,466030,2018,3,2018-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M04,521134,2018,4,2018-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M05,538731,2018,5,2018-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M06,553034,2018,6,2018-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M07,570828,2018,7,2018-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M08,476607,2018,8,2018-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M09,560508,2018,9,2018-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M10,602656,2018,10,2018-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M11,466508,2018,11,2018-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2018M12,394163,2018,12,2018-12-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M01,368785,2019,1,2019-01-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M02,393872,2019,2,2019-02-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M03,499689,2019,3,2019-03-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M04,520538,2019,4,2019-04-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M05,604232,2019,5,2019-05-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M06,595166,2019,6,2019-06-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M07,589400,2019,7,2019-07-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M08,515112,2019,8,2019-08-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M09,574638,2019,9,2019-09-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M10,610908,2019,10,2019-10-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M11,496122,2019,11,2019-11-01
Viajero,Residentes en el Extranjero,Total Nacional,"13 Madrid, Comunidad de",2019M12,412019,2019,12,2019-12-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M01,902311,2015,1,2015-01-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M02,1255482,2015,2,2015-02-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M03,1644221,2015,3,2015-03-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M04,1900705,2015,4,2015-04-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M05,1711168,2015,5,2015-05-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M06,2324838,2015,6,2015-06-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M07,3443647,2015,7,2015-07-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M08,4052150,2015,8,2015-08-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M09,2414331,2015,9,2015-09-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M10,1548418,2015,10,2015-10-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M11,1066214,2015,11,2015-11-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2015M12,1219982,2015,12,2015-12-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M01,1015322,2016,1,2016-01-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M02,1457855,2016,2,2016-02-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M03,1966951,2016,3,2016-03-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M04,1661288,2016,4,2016-04-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M05,1862914,2016,5,2016-05-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M06,2219754,2016,6,2016-06-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M07,3425284,2016,7,2016-07-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M08,3850822,2016,8,2016-08-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M09,2351963,2016,9,2016-09-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M10,1774823,2016,10,2016-10-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M11,1165512,2016,11,2016-11-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2016M12,1231488,2016,12,2016-12-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M01,960332,2017,1,2017-01-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M02,1261758,2017,2,2017-02-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M03,1641704,2017,3,2017-03-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M04,2122056,2017,4,2017-04-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M05,1747488,2017,5,2017-05-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M06,2191504,2017,6,2017-06-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M07,3241594,2017,7,2017-07-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M08,3679226,2017,8,2017-08-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M09,2263297,2017,9,2017-09-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M10,1688147,2017,10,2017-10-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M11,1207567,2017,11,2017-11-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2017M12,1333621,2017,12,2017-12-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M01,997507,2018,1,2018-01-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M02,1272306,2018,2,2018-02-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M03,1860174,2018,3,2018-03-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M04,1907120,2018,4,2018-04-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M05,1804934,2018,5,2018-05-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M06,2266790,2018,6,2018-06-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M07,3417508,2018,7,2018-07-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M08,4103634,2018,8,2018-08-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M09,2402556,2018,9,2018-09-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M10,1741524,2018,10,2018-10-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M11,1306500,2018,11,2018-11-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2018M12,1288169,2018,12,2018-12-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M01,1013139,2019,1,2019-01-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M02,1329316,2019,2,2019-02-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M03,1842272,2019,3,2019-03-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M04,2125055,2019,4,2019-04-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M05,2028654,2019,5,2019-05-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M06,2473358,2019,6,2019-06-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M07,3621961,2019,7,2019-07-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M08,4374388,2019,8,2019-08-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M09,2526242,2019,9,2019-09-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M10,1583316,2019,10,2019-10-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M11,1307808,2019,11,2019-11-01
Pernoctaciones,Residentes en España,Total Nacional,01 Andalucía,2019M12,1334777,2019,12,2019-12-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M01,49225,2015,1,2015-01-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M02,181702,2015,2,2015-02-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M03,308938,2015,3,2015-03-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M04,489257,2015,4,2015-04-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M05,421781,2015,5,2015-05-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M06,704502,2015,6,2015-06-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M07,759023,2015,7,2015-07-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M08,919417,2015,8,2015-08-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M09,512513,2015,9,2015-09-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M10,305215,2015,10,2015-10-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M11,71610,2015,11,2015-11-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2015M12,48883,2015,12,2015-12-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M01,60159,2016,1,2016-01-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M02,138866,2016,2,2016-02-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M03,318946,2016,3,2016-03-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M04,358636,2016,4,2016-04-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M05,437315,2016,5,2016-05-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M06,608546,2016,6,2016-06-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M07,741548,2016,7,2016-07-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M08,818549,2016,8,2016-08-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M09,521822,2016,9,2016-09-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M10,453456,2016,10,2016-10-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M11,118733,2016,11,2016-11-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2016M12,59824,2016,12,2016-12-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M01,55492,2017,1,2017-01-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M02,167520,2017,2,2017-02-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M03,342116,2017,3,2017-03-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M04,409113,2017,4,2017-04-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M05,497317,2017,5,2017-05-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M06,702774,2017,6,2017-06-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M07,805712,2017,7,2017-07-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M08,911072,2017,8,2017-08-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M09,616259,2017,9,2017-09-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M10,410747,2017,10,2017-10-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M11,156305,2017,11,2017-11-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2017M12,91163,2017,12,2017-12-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M01,64477,2018,1,2018-01-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M02,194180,2018,2,2018-02-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M03,331686,2018,3,2018-03-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M04,372892,2018,4,2018-04-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M05,544398,2018,5,2018-05-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M06,620301,2018,6,2018-06-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M07,749173,2018,7,2018-07-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M08,865200,2018,8,2018-08-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M09,561130,2018,9,2018-09-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M10,424553,2018,10,2018-10-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M11,129162,2018,11,2018-11-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2018M12,64474,2018,12,2018-12-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M01,54408,2019,1,2019-01-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M02,153099,2019,2,2019-02-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M03,215128,2019,3,2019-03-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M04,354124,2019,4,2019-04-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M05,514204,2019,5,2019-05-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M06,648436,2019,6,2019-06-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M07,776686,2019,7,2019-07-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M08,969715,2019,8,2019-08-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M09,608876,2019,9,2019-09-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M10,294200,2019,10,2019-10-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M11,91267,2019,11,2019-11-01
Pernoctaciones,Residentes en España,Total Nacional,"04 Balears, Illes",2019M12,57813,2019,12,2019-12-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M01,691027,2015,1,2015-01-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M02,743839,2015,2,2015-02-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M03,1105761,2015,3,2015-03-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M04,1383941,2015,4,2015-04-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M05,1316745,2015,5,2015-05-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M06,1548635,2015,6,2015-06-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M07,2046300,2015,7,2015-07-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M08,2687595,2015,8,2015-08-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M09,1523431,2015,9,2015-09-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M10,1137302,2015,10,2015-10-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M11,667233,2015,11,2015-11-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2015M12,850735,2015,12,2015-12-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M01,747176,2016,1,2016-01-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M02,821359,2016,2,2016-02-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M03,1418163,2016,3,2016-03-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M04,1235477,2016,4,2016-04-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M05,1375589,2016,5,2016-05-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M06,1592502,2016,6,2016-06-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M07,2212941,2016,7,2016-07-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M08,2739109,2016,8,2016-08-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M09,1597899,2016,9,2016-09-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M10,1216213,2016,10,2016-10-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M11,770642,2016,11,2016-11-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2016M12,902125,2016,12,2016-12-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M01,710738,2017,1,2017-01-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M02,793586,2017,2,2017-02-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M03,1118657,2017,3,2017-03-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M04,1724570,2017,4,2017-04-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M05,1323064,2017,5,2017-05-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M06,1732843,2017,6,2017-06-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M07,2164074,2017,7,2017-07-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M08,2595839,2017,8,2017-08-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M09,1592295,2017,9,2017-09-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M10,1190670,2017,10,2017-10-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M11,734981,2017,11,2017-11-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2017M12,869481,2017,12,2017-12-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M01,698750,2018,1,2018-01-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M02,739141,2018,2,2018-02-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M03,1206306,2018,3,2018-03-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M04,1365213,2018,4,2018-04-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M05,1350816,2018,5,2018-05-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M06,1541308,2018,6,2018-06-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M07,1997416,2018,7,2018-07-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M08,2547434,2018,8,2018-08-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M09,1513832,2018,9,2018-09-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M10,1120300,2018,10,2018-10-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M11,748748,2018,11,2018-11-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2018M12,883202,2018,12,2018-12-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M01,674311,2019,1,2019-01-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M02,759928,2019,2,2019-02-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M03,1070819,2019,3,2019-03-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M04,1504697,2019,4,2019-04-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M05,1281802,2019,5,2019-05-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M06,1653374,2019,6,2019-06-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M07,2011315,2019,7,2019-07-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M08,2499681,2019,8,2019-08-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M09,1455608,2019,9,2019-09-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M10,1011581,2019,10,2019-10-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M11,787645,2019,11,2019-11-01
Pernoctaciones,Residentes en España,Total Nacional,09 Cataluña,2019M12,886312,2019,12,2019-12-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M01,660831,2015,1,2015-01-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M02,752814,2015,2,2015-02-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M03,1046876,2015,3,2015-03-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M04,1387211,2015,4,2015-04-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M05,1191631,2015,5,2015-05-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M06,1527955,2015,6,2015-06-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M07,2094053,2015,7,2015-07-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M08,2495580,2015,8,2015-08-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M09,1525030,2015,9,2015-09-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M10,1086302,2015,10,2015-10-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M11,666312,2015,11,2015-11-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M12,755410,2015,12,2015-12-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M01,719944,2016,1,2016-01-01
Pernoctaciones,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M02,856224,2016,2,2016-02-01
