tipo,origen,totales territoriales,ccaa,periodo,total,year,month,date
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M01,435583,2015,1,2015-01-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M02,592854,2015,2,2015-02-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M03,671180,2015,3,2015-03-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M04,769073,2015,4,2015-04-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M05,812986,2015,5,2015-05-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M06,962824,2015,6,2015-06-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M07,1067848,2015,7,2015-07-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M08,1191856,2015,8,2015-08-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M09,890234,2015,9,2015-09-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M10,752123,2015,10,2015-10-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M11,572878,2015,11,2015-11-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2015M12,612938,2015,12,2015-12-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M01,480886,2016,1,2016-01-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M02,677674,2016,2,2016-02-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M03,803054,2016,3,2016-03-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M04,763886,2016,4,2016-04-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M05,826824,2016,5,2016-05-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M06,971751,2016,6,2016-06-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M07,1089296,2016,7,2016-07-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M08,1176004,2016,8,2016-08-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M09,879774,2016,9,2016-09-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M10,805382,2016,10,2016-10-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M11,574512,2016,11,2016-11-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2016M12,595675,2016,12,2016-12-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M01,496846,2017,1,2017-01-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M02,622114,2017,2,2017-02-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M03,705705,2017,3,2017-03-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M04,875700,2017,4,2017-04-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M05,803315,2017,5,2017-05-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M06,945831,2017,6,2017-06-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M07,1055694,2017,7,2017-07-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M08,1119329,2017,8,2017-08-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M09,878892,2017,9,2017-09-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M10,786722,2017,10,2017-10-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M11,606132,2017,11,2017-11-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2017M12,647986,2017,12,2017-12-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M01,511537,2018,1,2018-01-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M02,657824,2018,2,2018-02-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M03,782158,2018,3,2018-03-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M04,795272,2018,4,2018-04-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M05,818631,2018,5,2018-05-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M06,956832,2018,6,2018-06-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M07,1089393,2018,7,2018-07-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M08,1270277,2018,8,2018-08-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M09,924040,2018,9,2018-09-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M10,797481,2018,10,2018-10-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M11,656171,2018,11,2018-11-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2018M12,646940,2018,12,2018-12-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M01,522098,2019,1,2019-01-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M02,695868,2019,2,2019-02-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M03,807372,2019,3,2019-03-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M04,863405,2019,4,2019-04-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M05,940680,2019,5,2019-05-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M06,1051680,2019,6,2019-06-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M07,1198072,2019,7,2019-07-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M08,1346828,2019,8,2019-08-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M09,969409,2019,9,2019-09-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M10,790448,2019,10,2019-10-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M11,660806,2019,11,2019-11-01
Viajero,Residentes en España,Total Nacional,01 Andalucía,2019M12,685364,2019,12,2019-12-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M01,21058,2015,1,2015-01-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M02,48484,2015,2,2015-02-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M03,64934,2015,3,2015-03-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M04,107273,2015,4,2015-04-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M05,123634,2015,5,2015-05-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M06,162349,2015,6,2015-06-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M07,172086,2015,7,2015-07-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M08,191128,2015,8,2015-08-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M09,123596,2015,9,2015-09-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M10,112180,2015,10,2015-10-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M11,33896,2015,11,2015-11-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2015M12,22473,2015,12,2015-12-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M01,24905,2016,1,2016-01-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M02,44401,2016,2,2016-02-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M03,81822,2016,3,2016-03-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M04,98946,2016,4,2016-04-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M05,113396,2016,5,2016-05-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M06,163743,2016,6,2016-06-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M07,173446,2016,7,2016-07-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M08,173893,2016,8,2016-08-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M09,132777,2016,9,2016-09-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M10,128255,2016,10,2016-10-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M11,38552,2016,11,2016-11-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2016M12,26521,2016,12,2016-12-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M01,23268,2017,1,2017-01-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M02,54662,2017,2,2017-02-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M03,81237,2017,3,2017-03-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M04,107073,2017,4,2017-04-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M05,143630,2017,5,2017-05-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M06,178385,2017,6,2017-06-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M07,190036,2017,7,2017-07-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M08,201011,2017,8,2017-08-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M09,151182,2017,9,2017-09-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M10,134237,2017,10,2017-10-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M11,46724,2017,11,2017-11-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2017M12,33277,2017,12,2017-12-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M01,27144,2018,1,2018-01-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M02,64600,2018,2,2018-02-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M03,89468,2018,3,2018-03-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M04,94236,2018,4,2018-04-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M05,159954,2018,5,2018-05-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M06,172865,2018,6,2018-06-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M07,176438,2018,7,2018-07-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M08,188843,2018,8,2018-08-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M09,151240,2018,9,2018-09-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M10,142964,2018,10,2018-10-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M11,45450,2018,11,2018-11-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2018M12,30396,2018,12,2018-12-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M01,26306,2019,1,2019-01-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M02,51587,2019,2,2019-02-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M03,73394,2019,3,2019-03-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M04,112304,2019,4,2019-04-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M05,168744,2019,5,2019-05-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M06,187072,2019,6,2019-06-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M07,198977,2019,7,2019-07-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M08,218030,2019,8,2019-08-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M09,167143,2019,9,2019-09-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M10,119164,2019,10,2019-10-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M11,45381,2019,11,2019-11-01
Viajero,Residentes en España,Total Nacional,"04 Balears, Illes",2019M12,28477,2019,12,2019-12-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M01,348649,2015,1,2015-01-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M02,399946,2015,2,2015-02-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M03,494062,2015,3,2015-03-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M04,561953,2015,4,2015-04-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M05,647363,2015,5,2015-05-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M06,718555,2015,6,2015-06-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M07,780266,2015,7,2015-07-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M08,893678,2015,8,2015-08-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M09,638760,2015,9,2015-09-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M10,609229,2015,10,2015-10-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M11,386764,2015,11,2015-11-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2015M12,455845,2015,12,2015-12-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M01,379367,2016,1,2016-01-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M02,443152,2016,2,2016-02-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M03,624785,2016,3,2016-03-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M04,542786,2016,4,2016-04-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M05,668899,2016,5,2016-05-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M06,779106,2016,6,2016-06-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M07,874641,2016,7,2016-07-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M08,910431,2016,8,2016-08-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M09,698637,2016,9,2016-09-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M10,628144,2016,10,2016-10-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M11,413129,2016,11,2016-11-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2016M12,476090,2016,12,2016-12-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M01,378975,2017,1,2017-01-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M02,435363,2017,2,2017-02-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M03,545304,2017,3,2017-03-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M04,719618,2017,4,2017-04-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M05,626583,2017,5,2017-05-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M06,817555,2017,6,2017-06-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M07,860492,2017,7,2017-07-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M08,879521,2017,8,2017-08-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M09,709537,2017,9,2017-09-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M10,593069,2017,10,2017-10-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M11,415361,2017,11,2017-11-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2017M12,472410,2017,12,2017-12-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M01,382568,2018,1,2018-01-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M02,421878,2018,2,2018-02-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M03,586368,2018,3,2018-03-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M04,614901,2018,4,2018-04-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M05,627770,2018,5,2018-05-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M06,764069,2018,6,2018-06-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M07,828278,2018,7,2018-07-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M08,894527,2018,8,2018-08-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M09,705950,2018,9,2018-09-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M10,590105,2018,10,2018-10-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M11,428103,2018,11,2018-11-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2018M12,485083,2018,12,2018-12-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M01,368764,2019,1,2019-01-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M02,441263,2019,2,2019-02-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M03,534207,2019,3,2019-03-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M04,650899,2019,4,2019-04-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M05,637040,2019,5,2019-05-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M06,810104,2019,6,2019-06-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M07,824209,2019,7,2019-07-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M08,893325,2019,8,2019-08-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M09,657336,2019,9,2019-09-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M10,564919,2019,10,2019-10-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M11,443718,2019,11,2019-11-01
Viajero,Residentes en España,Total Nacional,09 Cataluña,2019M12,490219,2019,12,2019-12-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M01,226483,2015,1,2015-01-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M02,304513,2015,2,2015-02-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M03,373328,2015,3,2015-03-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M04,441015,2015,4,2015-04-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M05,414423,2015,5,2015-05-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M06,497150,2015,6,2015-06-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M07,581642,2015,7,2015-07-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M08,664041,2015,8,2015-08-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M09,437450,2015,9,2015-09-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M10,374877,2015,10,2015-10-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M11,281600,2015,11,2015-11-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2015M12,303775,2015,12,2015-12-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M01,248428,2016,1,2016-01-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M02,317758,2016,2,2016-02-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M03,443985,2016,3,2016-03-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M04,383157,2016,4,2016-04-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M05,414346,2016,5,2016-05-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M06,497722,2016,6,2016-06-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M07,629772,2016,7,2016-07-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M08,648129,2016,8,2016-08-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M09,480936,2016,9,2016-09-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M10,399748,2016,10,2016-10-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M11,317886,2016,11,2016-11-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2016M12,284713,2016,12,2016-12-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M01,238814,2017,1,2017-01-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M02,318443,2017,2,2017-02-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M03,384076,2017,3,2017-03-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M04,495566,2017,4,2017-04-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M05,419905,2017,5,2017-05-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M06,520257,2017,6,2017-06-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M07,613352,2017,7,2017-07-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M08,635255,2017,8,2017-08-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M09,478428,2017,9,2017-09-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M10,407178,2017,10,2017-10-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M11,339724,2017,11,2017-11-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2017M12,320535,2017,12,2017-12-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M01,242785,2018,1,2018-01-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M02,324151,2018,2,2018-02-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M03,452982,2018,3,2018-03-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M04,453863,2018,4,2018-04-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M05,420104,2018,5,2018-05-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M06,536877,2018,6,2018-06-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M07,606185,2018,7,2018-07-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M08,660233,2018,8,2018-08-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M09,478064,2018,9,2018-09-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M10,400285,2018,10,2018-10-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M11,352067,2018,11,2018-11-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2018M12,332653,2018,12,2018-12-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M01,277707,2019,1,2019-01-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M02,345367,2019,2,2019-02-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M03,434002,2019,3,2019-03-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M04,463413,2019,4,2019-04-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M05,467182,2019,5,2019-05-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M06,588068,2019,6,2019-06-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M07,654250,2019,7,2019-07-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M08,712118,2019,8,2019-08-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M09,470731,2019,9,2019-09-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M10,412498,2019,10,2019-10-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M11,383010,2019,11,2019-11-01
Viajero,Residentes en España,Total Nacional,10 Comunitat Valenciana,2019M12,330175,2019,12,2019-12-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M01,462514,2015,1,2015-01-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M02,467203,2015,2,2015-02-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M03,498019,2015,3,2015-03-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M04,539993,2015,4,2015-04-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M05,542958,2015,5,2015-05-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M06,545435,2015,6,2015-06-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M07,496077,2015,7,2015-07-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M08,475035,2015,8,2015-08-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M09,558525,2015,9,2015-09-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M10,554028,2015,10,2015-10-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M11,520701,2015,11,2015-11-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2015M12,555675,2015,12,2015-12-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M01,461845,2016,1,2016-01-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M02,512426,2016,2,2016-02-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M03,520687,2016,3,2016-03-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M04,504347,2016,4,2016-04-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M05,552365,2016,5,2016-05-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M06,546344,2016,6,2016-06-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M07,502468,2016,7,2016-07-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M08,476530,2016,8,2016-08-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M09,537433,2016,9,2016-09-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M10,557933,2016,10,2016-10-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M11,525293,2016,11,2016-11-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2016M12,546597,2016,12,2016-12-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M01,485984,2017,1,2017-01-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M02,512811,2017,2,2017-02-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M03,527856,2017,3,2017-03-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M04,536729,2017,4,2017-04-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M05,553773,2017,5,2017-05-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M06,536784,2017,6,2017-06-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M07,511157,2017,7,2017-07-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M08,478174,2017,8,2017-08-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M09,518868,2017,9,2017-09-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M10,532131,2017,10,2017-10-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M11,541722,2017,11,2017-11-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2017M12,602508,2017,12,2017-12-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M01,514887,2018,1,2018-01-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M02,530705,2018,2,2018-02-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M03,564073,2018,3,2018-03-01
Viajero,Residentes en España,Total Nacional,"13 Madrid, Comunidad de",2018M04,520285,2018,4,2018-04-01
