Viajeros y pernoctaciones;RESIDENCIA/ORIGEN;Países;Periodo;Total
Viajero;Total;;2015M01;4.251.906
Viajero;Total;;2015M02;4.937.718
Viajero;Total;;2015M03;6.146.078
Viajero;Total;;2015M04;7.668.482
Viajero;Total;;2015M05;9.087.139
Viajero;Total;;2015M06;9.481.768
Viajero;Total;;2015M07;10.616.662
Viajero;Total;;2015M08;11.747.649
Viajero;Total;;2015M09;9.766.395
Viajero;Total;;2015M10;8.685.869
Viajero;Total;;2015M11;5.509.265
Viajero;Total;;2015M12;5.318.037
Viajero;Total;;2016M01;4.689.264
Viajero;Total;;2016M02;5.561.906
Viajero;Total;;2016M03;7.221.796
Viajero;Total;;2016M04;7.735.455
Viajero;Total;;2016M05;9.569.945
Viajero;Total;;2016M06;10.180.427
Viajero;Total;;2016M07;11.605.320
Viajero;Total;;2016M08;12.187.504
Viajero;Total;;2016M09;10.486.719
Viajero;Total;;2016M10;9.274.924
Viajero;Total;;2016M11;5.786.675
Viajero;Total;;2016M12;5.540.097
Viajero;Total;;2017M01;4.984.634
Viajero;Total;;2017M02;5.689.624
Viajero;Total;;2017M03;6.921.086
Viajero;Total;;2017M04;9.209.286
Viajero;Total;;2017M05;9.844.007
Viajero;Total;;2017M06;10.640.606
Viajero;Total;;2017M07;11.910.574
Viajero;Total;;2017M08;12.338.502
Viajero;Total;;2017M09;10.933.324
Viajero;Total;;2017M10;9.458.368
Viajero;Total;;2017M11;6.068.289
Viajero;Total;;2017M12;5.805.767
Viajero;Total;;2018M01;5.133.729
Viajero;Total;;2018M02;5.826.145
Viajero;Total;;2018M03;7.532.288
Viajero;Total;;2018M04;8.499.926
Viajero;Total;;2018M05;10.040.281
Viajero;Total;;2018M06;10.846.347
Viajero;Total;;2018M07;11.707.840
Viajero;Total;;2018M08;12.500.596
Viajero;Total;;2018M09;11.000.902
Viajero;Total;;2018M10;9.666.570
Viajero;Total;;2018M11;6.485.702
Viajero;Total;;2018M12;6.071.139
Viajero;Total;;2019M01;5.251.558
Viajero;Total;;2019M02;6.011.298
Viajero;Total;;2019M03;7.534.311
Viajero;Total;;2019M04;9.138.989
Viajero;Total;;2019M05;10.509.949
Viajero;Total;;2019M06;11.371.775
Viajero;Total;;2019M07;12.124.664
Viajero;Total;;2019M08;13.028.096
Viajero;Total;;2019M09;11.038.778
Viajero;Total;;2019M10;9.772.631
Viajero;Total;;2019M11;6.693.210
Viajero;Total;;2019M12;6.240.788
Viajero;Total;Residentes en España;2015M01;2.393.392
Viajero;Total;Residentes en España;2015M02;2.878.965
Viajero;Total;Residentes en España;2015M03;3.490.443
Viajero;Total;Residentes en España;2015M04;4.031.142
Viajero;Total;Residentes en España;2015M05;4.102.767
Viajero;Total;Residentes en España;2015M06;4.587.906
Viajero;Total;Residentes en España;2015M07;5.175.659
Viajero;Total;Residentes en España;2015M08;5.945.162
Viajero;Total;Residentes en España;2015M09;4.504.038
Viajero;Total;Residentes en España;2015M10;4.137.843
Viajero;Total;Residentes en España;2015M11;3.055.877
Viajero;Total;Residentes en España;2015M12;3.220.404
Viajero;Total;Residentes en España;2016M01;2.618.022
Viajero;Total;Residentes en España;2016M02;3.191.750
Viajero;Total;Residentes en España;2016M03;4.110.169
Viajero;Total;Residentes en España;2016M04;3.755.761
Viajero;Total;Residentes en España;2016M05;4.197.064
Viajero;Total;Residentes en España;2016M06;4.723.090
Viajero;Total;Residentes en España;2016M07;5.504.356
Viajero;Total;Residentes en España;2016M08;5.993.466
Viajero;Total;Residentes en España;2016M09;4.672.782
Viajero;Total;Residentes en España;2016M10;4.358.634
Viajero;Total;Residentes en España;2016M11;3.186.298
Viajero;Total;Residentes en España;2016M12;3.231.853
Viajero;Total;Residentes en España;2017M01;2.655.015
Viajero;Total;Residentes en España;2017M02;3.157.734
Viajero;Total;Residentes en España;2017M03;3.706.176
Viajero;Total;Residentes en España;2017M04;4.688.384
Viajero;Total;Residentes en España;2017M05;4.177.945
Viajero;Total;Residentes en España;2017M06;4.785.681
Viajero;Total;Residentes en España;2017M07;5.453.609
Viajero;Total;Residentes en España;2017M08;5.970.747
Viajero;Total;Residentes en España;2017M09;4.762.659
Viajero;Total;Residentes en España;2017M10;4.302.582
Viajero;Total;Residentes en España;2017M11;3.340.928
Viajero;Total;Residentes en España;2017M12;3.461.708
Viajero;Total;Residentes en España;2018M01;2.743.159
Viajero;Total;Residentes en España;2018M02;3.208.522
Viajero;Total;Residentes en España;2018M03;4.136.756
Viajero;Total;Residentes en España;2018M04;4.154.873
Viajero;Total;Residentes en España;2018M05;4.250.360
Viajero;Total;Residentes en España;2018M06;4.868.754
Viajero;Total;Residentes en España;2018M07;5.380.698
Viajero;Total;Residentes en España;2018M08;6.181.557
Viajero;Total;Residentes en España;2018M09;4.840.570
Viajero;Total;Residentes en España;2018M10;4.354.922
Viajero;Total;Residentes en España;2018M11;3.551.431
Viajero;Total;Residentes en España;2018M12;3.494.108
Viajero;Total;Residentes en España;2019M01;2.755.656
Viajero;Total;Residentes en España;2019M02;3.315.368
Viajero;Total;Residentes en España;2019M03;4.033.782
Viajero;Total;Residentes en España;2019M04;4.470.668
Viajero;Total;Residentes en España;2019M05;4.578.814
Viajero;Total;Residentes en España;2019M06;5.183.371
Viajero;Total;Residentes en España;2019M07;5.669.457
Viajero;Total;Residentes en España;2019M08;6.432.729
Viajero;Total;Residentes en España;2019M09;4.809.515
Viajero;Total;Residentes en España;2019M10;4.321.124
Viajero;Total;Residentes en España;2019M11;3.585.911
Viajero;Total;Residentes en España;2019M12;3.577.792
Viajero;Total;Residentes en el Extranjero;2015M01;1.858.514
Viajero;Total;Residentes en el Extranjero;2015M02;2.058.753
Viajero;Total;Residentes en el Extranjero;2015M03;2.655.636
Viajero;Total;Residentes en el Extranjero;2015M04;3.637.340
Viajero;Total;Residentes en el Extranjero;2015M05;4.984.371
Viajero;Total;Residentes en el Extranjero;2015M06;4.893.862
Viajero;Total;Residentes en el Extranjero;2015M07;5.441.003
Viajero;Total;Residentes en el Extranjero;2015M08;5.802.487
Viajero;Total;Residentes en el Extranjero;2015M09;5.262.357
Viajero;Total;Residentes en el Extranjero;2015M10;4.548.026
Viajero;Total;Residentes en el Extranjero;2015M11;2.453.388
Viajero;Total;Residentes en el Extranjero;2015M12;2.097.633
Viajero;Total;Residentes en el Extranjero;2016M01;2.071.241
Viajero;Total;Residentes en el Extranjero;2016M02;2.370.156
Viajero;Total;Residentes en el Extranjero;2016M03;3.111.627
Viajero;Total;Residentes en el Extranjero;2016M04;3.979.694
Viajero;Total;Residentes en el Extranjero;2016M05;5.372.881
Viajero;Total;Residentes en el Extranjero;2016M06;5.457.337
Viajero;Total;Residentes en el Extranjero;2016M07;6.100.964
Viajero;Total;Residentes en el Extranjero;2016M08;6.194.038
Viajero;Total;Residentes en el Extranjero;2016M09;5.813.937
Viajero;Total;Residentes en el Extranjero;2016M10;4.916.290
Viajero;Total;Residentes en el Extranjero;2016M11;2.600.378
Viajero;Total;Residentes en el Extranjero;2016M12;2.308.244
Viajero;Total;Residentes en el Extranjero;2017M01;2.329.619
Viajero;Total;Residentes en el Extranjero;2017M02;2.531.890
Viajero;Total;Residentes en el Extranjero;2017M03;3.214.910
Viajero;Total;Residentes en el Extranjero;2017M04;4.520.901
Viajero;Total;Residentes en el Extranjero;2017M05;5.666.062
Viajero;Total;Residentes en el Extranjero;2017M06;5.854.925
Viajero;Total;Residentes en el Extranjero;2017M07;6.456.965
Viajero;Total;Residentes en el Extranjero;2017M08;6.367.755
Viajero;Total;Residentes en el Extranjero;2017M09;6.170.665
Viajero;Total;Residentes en el Extranjero;2017M10;5.155.786
Viajero;Total;Residentes en el Extranjero;2017M11;2.727.362
Viajero;Total;Residentes en el Extranjero;2017M12;2.344.059
Viajero;Total;Residentes en el Extranjero;2018M01;2.390.570
Viajero;Total;Residentes en el Extranjero;2018M02;2.617.623
Viajero;Total;Residentes en el Extranjero;2018M03;3.395.532
Viajero;Total;Residentes en el Extranjero;2018M04;4.345.053
Viajero;Total;Residentes en el Extranjero;2018M05;5.789.920
Viajero;Total;Residentes en el Extranjero;2018M06;5.977.593
Viajero;Total;Residentes en el Extranjero;2018M07;6.327.142
Viajero;Total;Residentes en el Extranjero;2018M08;6.319.039
Viajero;Total;Residentes en el Extranjero;2018M09;6.160.333
Viajero;Total;Residentes en el Extranjero;2018M10;5.311.648
Viajero;Total;Residentes en el Extranjero;2018M11;2.934.271
Viajero;Total;Residentes en el Extranjero;2018M12;2.577.031
Viajero;Total;Residentes en el Extranjero;2019M01;2.495.901
Viajero;Total;Residentes en el Extranjero;2019M02;2.695.930
Viajero;Total;Residentes en el Extranjero;2019M03;3.500.530
Viajero;Total;Residentes en el Extranjero;2019M04;4.668.321
Viajero;Total;Residentes en el Extranjero;2019M05;5.931.136
Viajero;Total;Residentes en el Extranjero;2019M06;6.188.404
Viajero;Total;Residentes en el Extranjero;2019M07;6.455.207
Viajero;Total;Residentes en el Extranjero;2019M08;6.595.367
Viajero;Total;Residentes en el Extranjero;2019M09;6.229.262
Viajero;Total;Residentes en el Extranjero;2019M10;5.451.507
Viajero;Total;Residentes en el Extranjero;2019M11;3.107.299
Viajero;Total;Residentes en el Extranjero;2019M12;2.662.995
Viajero;Total;Alemania;2015M01;258.742
Viajero;Total;Alemania;2015M02;286.886
Viajero;Total;Alemania;2015M03;438.978
Viajero;Total;Alemania;2015M04;564.922
Viajero;Total;Alemania;2015M05;843.677
Viajero;Total;Alemania;2015M06;833.134
Viajero;Total;Alemania;2015M07;833.962
Viajero;Total;Alemania;2015M08;912.344
Viajero;Total;Alemania;2015M09;940.121
Viajero;Total;Alemania;2015M10;770.106
Viajero;Total;Alemania;2015M11;333.836
Viajero;Total;Alemania;2015M12;244.634
Viajero;Total;Alemania;2016M01;257.698
Viajero;Total;Alemania;2016M02;308.130
Viajero;Total;Alemania;2016M03;496.214
Viajero;Total;Alemania;2016M04;595.830
Viajero;Total;Alemania;2016M05;959.779
Viajero;Total;Alemania;2016M06;930.997
Viajero;Total;Alemania;2016M07;900.198
Viajero;Total;Alemania;2016M08;966.493
Viajero;Total;Alemania;2016M09;1.024.579
Viajero;Total;Alemania;2016M10;886.195
Viajero;Total;Alemania;2016M11;337.164
Viajero;Total;Alemania;2016M12;270.207
Viajero;Total;Alemania;2017M01;268.670
Viajero;Total;Alemania;2017M02;303.694
Viajero;Total;Alemania;2017M03;453.429
Viajero;Total;Alemania;2017M04;654.720
Viajero;Total;Alemania;2017M05;913.652
Viajero;Total;Alemania;2017M06;1.003.575
Viajero;Total;Alemania;2017M07;988.174
Viajero;Total;Alemania;2017M08;902.331
Viajero;Total;Alemania;2017M09;1.022.635
Viajero;Total;Alemania;2017M10;893.915
Viajero;Total;Alemania;2017M11;354.672
Viajero;Total;Alemania;2017M12;254.706
Viajero;Total;Alemania;2018M01;264.452
Viajero;Total;Alemania;2018M02;325.094
Viajero;Total;Alemania;2018M03;490.211
Viajero;Total;Alemania;2018M04;592.994
Viajero;Total;Alemania;2018M05;906.182
Viajero;Total;Alemania;2018M06;902.908
Viajero;Total;Alemania;2018M07;867.836
Viajero;Total;Alemania;2018M08;837.116
Viajero;Total;Alemania;2018M09;969.936
Viajero;Total;Alemania;2018M10;848.483
Viajero;Total;Alemania;2018M11;343.111
Viajero;Total;Alemania;2018M12;269.907
Viajero;Total;Alemania;2019M01;259.171
Viajero;Total;Alemania;2019M02;304.760
Viajero;Total;Alemania;2019M03;462.680
Viajero;Total;Alemania;2019M04;623.576
Viajero;Total;Alemania;2019M05;822.439
Viajero;Total;Alemania;2019M06;889.958
Viajero;Total;Alemania;2019M07;807.451
Viajero;Total;Alemania;2019M08;780.620
Viajero;Total;Alemania;2019M09;906.606
Viajero;Total;Alemania;2019M10;794.579
Viajero;Total;Alemania;2019M11;328.474
Viajero;Total;Alemania;2019M12;255.317
Viajero;Total;Austria;2015M01;15.427
Viajero;Total;Austria;2015M02;18.761
Viajero;Total;Austria;2015M03;30.232
Viajero;Total;Austria;2015M04;42.705
Viajero;Total;Austria;2015M05;51.583
Viajero;Total;Austria;2015M06;55.654
Viajero;Total;Austria;2015M07;52.616
Viajero;Total;Austria;2015M08;50.056
Viajero;Total;Austria;2015M09;53.405
Viajero;Total;Austria;2015M10;36.579
Viajero;Total;Austria;2015M11;22.825
Viajero;Total;Austria;2015M12;16.846
Viajero;Total;Austria;2016M01;15.237
Viajero;Total;Austria;2016M02;21.588
Viajero;Total;Austria;2016M03;31.583
Viajero;Total;Austria;2016M04;41.244
Viajero;Total;Austria;2016M05;54.999
Viajero;Total;Austria;2016M06;52.647
Viajero;Total;Austria;2016M07;59.370
Viajero;Total;Austria;2016M08;53.240
Viajero;Total;Austria;2016M09;57.506
Viajero;Total;Austria;2016M10;47.799
Viajero;Total;Austria;2016M11;21.736
Viajero;Total;Austria;2016M12;17.220
Viajero;Total;Austria;2017M01;15.860
Viajero;Total;Austria;2017M02;20.276
Viajero;Total;Austria;2017M03;25.286
Viajero;Total;Austria;2017M04;44.331
Viajero;Total;Austria;2017M05;57.624
Viajero;Total;Austria;2017M06;48.961
Viajero;Total;Austria;2017M07;59.255
Viajero;Total;Austria;2017M08;50.247
Viajero;Total;Austria;2017M09;56.283
Viajero;Total;Austria;2017M10;45.488
Viajero;Total;Austria;2017M11;23.010
Viajero;Total;Austria;2017M12;15.611
Viajero;Total;Austria;2018M01;15.407
Viajero;Total;Austria;2018M02;20.683
Viajero;Total;Austria;2018M03;31.070
Viajero;Total;Austria;2018M04;37.598
Viajero;Total;Austria;2018M05;52.955
Viajero;Total;Austria;2018M06;51.803
Viajero;Total;Austria;2018M07;60.752
Viajero;Total;Austria;2018M08;58.802
Viajero;Total;Austria;2018M09;55.076
Viajero;Total;Austria;2018M10;50.479
Viajero;Total;Austria;2018M11;25.632
Viajero;Total;Austria;2018M12;19.732
Viajero;Total;Austria;2019M01;17.321
Viajero;Total;Austria;2019M02;24.985
Viajero;Total;Austria;2019M03;32.049
Viajero;Total;Austria;2019M04;50.044
Viajero;Total;Austria;2019M05;57.663
Viajero;Total;Austria;2019M06;56.112
Viajero;Total;Austria;2019M07;57.641
Viajero;Total;Austria;2019M08;54.689
Viajero;Total;Austria;2019M09;55.424
Viajero;Total;Austria;2019M10;47.750
Viajero;Total;Austria;2019M11;24.254
Viajero;Total;Austria;2019M12;18.458
Viajero;Total;Bélgica;2015M01;51.250
Viajero;Total;Bélgica;2015M02;54.367
Viajero;Total;Bélgica;2015M03;67.791
Viajero;Total;Bélgica;2015M04;115.587
Viajero;Total;Bélgica;2015M05;122.472
Viajero;Total;Bélgica;2015M06;124.630
Viajero;Total;Bélgica;2015M07;206.309
Viajero;Total;Bélgica;2015M08;156.937
Viajero;Total;Bélgica;2015M09;146.969
Viajero;Total;Bélgica;2015M10;101.339
Viajero;Total;Bélgica;2015M11;73.559
Viajero;Total;Bélgica;2015M12;55.327
Viajero;Total;Bélgica;2016M01;55.103
Viajero;Total;Bélgica;2016M02;63.032
Viajero;Total;Bélgica;2016M03;88.859
Viajero;Total;Bélgica;2016M04;97.974
Viajero;Total;Bélgica;2016M05;129.238
Viajero;Total;Bélgica;2016M06;123.775
Viajero;Total;Bélgica;2016M07;218.932
Viajero;Total;Bélgica;2016M08;167.357
Viajero;Total;Bélgica;2016M09;152.221
Viajero;Total;Bélgica;2016M10;123.820
Viajero;Total;Bélgica;2016M11;73.303
Viajero;Total;Bélgica;2016M12;53.359
Viajero;Total;Bélgica;2017M01;58.788
Viajero;Total;Bélgica;2017M02;63.387
Viajero;Total;Bélgica;2017M03;76.956
Viajero;Total;Bélgica;2017M04;120.987
Viajero;Total;Bélgica;2017M05;135.577
Viajero;Total;Bélgica;2017M06;125.801
Viajero;Total;Bélgica;2017M07;220.642
Viajero;Total;Bélgica;2017M08;164.992
Viajero;Total;Bélgica;2017M09;161.441
Viajero;Total;Bélgica;2017M10;122.468
Viajero;Total;Bélgica;2017M11;70.446
Viajero;Total;Bélgica;2017M12;58.854
Viajero;Total;Bélgica;2018M01;61.184
Viajero;Total;Bélgica;2018M02;71.431
Viajero;Total;Bélgica;2018M03;85.634
Viajero;Total;Bélgica;2018M04;125.654
Viajero;Total;Bélgica;2018M05;134.670
Viajero;Total;Bélgica;2018M06;131.462
Viajero;Total;Bélgica;2018M07;205.169
Viajero;Total;Bélgica;2018M08;162.362
Viajero;Total;Bélgica;2018M09;155.337
Viajero;Total;Bélgica;2018M10;127.037
Viajero;Total;Bélgica;2018M11;69.361
Viajero;Total;Bélgica;2018M12;62.834
Viajero;Total;Bélgica;2019M01;60.079
Viajero;Total;Bélgica;2019M02;61.971
Viajero;Total;Bélgica;2019M03;85.292
Viajero;Total;Bélgica;2019M04;124.768
Viajero;Total;Bélgica;2019M05;135.524
Viajero;Total;Bélgica;2019M06;140.343
Viajero;Total;Bélgica;2019M07;195.795
Viajero;Total;Bélgica;2019M08;161.421
Viajero;Total;Bélgica;2019M09;152.631
Viajero;Total;Bélgica;2019M10;122.159
Viajero;Total;Bélgica;2019M11;69.703
Viajero;Total;Bélgica;2019M12;61.859
Viajero;Total;Dinamarca;2015M01;28.937
Viajero;Total;Dinamarca;2015M02;35.339
Viajero;Total;Dinamarca;2015M03;47.334
Viajero;Total;Dinamarca;2015M04;44.092
Viajero;Total;Dinamarca;2015M05;42.061
Viajero;Total;Dinamarca;2015M06;39.675
Viajero;Total;Dinamarca;2015M07;72.695
Viajero;Total;Dinamarca;2015M08;36.803
Viajero;Total;Dinamarca;2015M09;48.762
Viajero;Total;Dinamarca;2015M10;59.590
Viajero;Total;Dinamarca;2015M11;32.033
Viajero;Total;Dinamarca;2015M12;25.585
Viajero;Total;Dinamarca;2016M01;32.069
Viajero;Total;Dinamarca;2016M02;41.293
Viajero;Total;Dinamarca;2016M03;51.390
Viajero;Total;Dinamarca;2016M04;50.500
Viajero;Total;Dinamarca;2016M05;47.862
Viajero;Total;Dinamarca;2016M06;47.201
Viajero;Total;Dinamarca;2016M07;92.715
Viajero;Total;Dinamarca;2016M08;53.165
Viajero;Total;Dinamarca;2016M09;61.312
Viajero;Total;Dinamarca;2016M10;63.374
Viajero;Total;Dinamarca;2016M11;36.466
Viajero;Total;Dinamarca;2016M12;28.386
Viajero;Total;Dinamarca;2017M01;35.585
Viajero;Total;Dinamarca;2017M02;44.100
Viajero;Total;Dinamarca;2017M03;51.924
Viajero;Total;Dinamarca;2017M04;55.589
Viajero;Total;Dinamarca;2017M05;58.105
Viajero;Total;Dinamarca;2017M06;57.639
Viajero;Total;Dinamarca;2017M07;95.511
Viajero;Total;Dinamarca;2017M08;55.820
Viajero;Total;Dinamarca;2017M09;71.126
Viajero;Total;Dinamarca;2017M10;70.738
Viajero;Total;Dinamarca;2017M11;40.359
Viajero;Total;Dinamarca;2017M12;31.377
Viajero;Total;Dinamarca;2018M01;41.737
Viajero;Total;Dinamarca;2018M02;47.831
Viajero;Total;Dinamarca;2018M03;59.023
Viajero;Total;Dinamarca;2018M04;54.906
Viajero;Total;Dinamarca;2018M05;60.474
Viajero;Total;Dinamarca;2018M06;49.924
Viajero;Total;Dinamarca;2018M07;98.855
Viajero;Total;Dinamarca;2018M08;51.741
Viajero;Total;Dinamarca;2018M09;64.111
Viajero;Total;Dinamarca;2018M10;68.275
Viajero;Total;Dinamarca;2018M11;37.593
Viajero;Total;Dinamarca;2018M12;28.925
Viajero;Total;Dinamarca;2019M01;37.544
Viajero;Total;Dinamarca;2019M02;42.841
Viajero;Total;Dinamarca;2019M03;50.413
Viajero;Total;Dinamarca;2019M04;54.958
Viajero;Total;Dinamarca;2019M05;62.315
Viajero;Total;Dinamarca;2019M06;51.061
Viajero;Total;Dinamarca;2019M07;87.724
Viajero;Total;Dinamarca;2019M08;50.118
Viajero;Total;Dinamarca;2019M09;60.381
Viajero;Total;Dinamarca;2019M10;66.102
Viajero;Total;Dinamarca;2019M11;38.806
Viajero;Total;Dinamarca;2019M12;29.854
Viajero;Total;Finlandia;2015M01;25.913
Viajero;Total;Finlandia;2015M02;29.322
Viajero;Total;Finlandia;2015M03;34.672
Viajero;Total;Finlandia;2015M04;34.648
Viajero;Total;Finlandia;2015M05;28.765
Viajero;Total;Finlandia;2015M06;33.220
Viajero;Total;Finlandia;2015M07;31.918
Viajero;Total;Finlandia;2015M08;21.446
Viajero;Total;Finlandia;2015M09;26.997
Viajero;Total;Finlandia;2015M10;40.900
Viajero;Total;Finlandia;2015M11;31.422
Viajero;Total;Finlandia;2015M12;26.803
Viajero;Total;Finlandia;2016M01;27.623
Viajero;Total;Finlandia;2016M02;29.309
Viajero;Total;Finlandia;2016M03;37.173
Viajero;Total;Finlandia;2016M04;32.114
Viajero;Total;Finlandia;2016M05;26.344
Viajero;Total;Finlandia;2016M06;27.718
Viajero;Total;Finlandia;2016M07;29.259
Viajero;Total;Finlandia;2016M08;19.983
Viajero;Total;Finlandia;2016M09;24.142
Viajero;Total;Finlandia;2016M10;40.931
Viajero;Total;Finlandia;2016M11;34.778
Viajero;Total;Finlandia;2016M12;28.596
Viajero;Total;Finlandia;2017M01;28.832
Viajero;Total;Finlandia;2017M02;33.392
Viajero;Total;Finlandia;2017M03;40.507
Viajero;Total;Finlandia;2017M04;35.688
Viajero;Total;Finlandia;2017M05;30.603
Viajero;Total;Finlandia;2017M06;30.287
Viajero;Total;Finlandia;2017M07;29.405
Viajero;Total;Finlandia;2017M08;21.031
Viajero;Total;Finlandia;2017M09;30.099
Viajero;Total;Finlandia;2017M10;47.420
Viajero;Total;Finlandia;2017M11;39.600
Viajero;Total;Finlandia;2017M12;32.392
Viajero;Total;Finlandia;2018M01;32.732
Viajero;Total;Finlandia;2018M02;35.848
Viajero;Total;Finlandia;2018M03;44.830
Viajero;Total;Finlandia;2018M04;41.215
Viajero;Total;Finlandia;2018M05;30.571
Viajero;Total;Finlandia;2018M06;35.140
Viajero;Total;Finlandia;2018M07;34.959
Viajero;Total;Finlandia;2018M08;22.645
Viajero;Total;Finlandia;2018M09;30.326
Viajero;Total;Finlandia;2018M10;48.779
Viajero;Total;Finlandia;2018M11;40.692
Viajero;Total;Finlandia;2018M12;34.787
Viajero;Total;Finlandia;2019M01;31.746
Viajero;Total;Finlandia;2019M02;35.044
Viajero;Total;Finlandia;2019M03;44.251
Viajero;Total;Finlandia;2019M04;37.863
Viajero;Total;Finlandia;2019M05;30.999
Viajero;Total;Finlandia;2019M06;30.599
Viajero;Total;Finlandia;2019M07;30.525
Viajero;Total;Finlandia;2019M08;23.491
Viajero;Total;Finlandia;2019M09;29.073
Viajero;Total;Finlandia;2019M10;47.081
Viajero;Total;Finlandia;2019M11;40.548
Viajero;Total;Finlandia;2019M12;33.607
Viajero;Total;Francia;2015M01;174.253
Viajero;Total;Francia;2015M02;223.355
Viajero;Total;Francia;2015M03;239.197
Viajero;Total;Francia;2015M04;532.103
Viajero;Total;Francia;2015M05;680.516
Viajero;Total;Francia;2015M06;461.609
Viajero;Total;Francia;2015M07;599.682
Viajero;Total;Francia;2015M08;923.014
Viajero;Total;Francia;2015M09;518.765
Viajero;Total;Francia;2015M10;510.420
Viajero;Total;Francia;2015M11;222.337
Viajero;Total;Francia;2015M12;224.166
Viajero;Total;Francia;2016M01;187.737
Viajero;Total;Francia;2016M02;248.426
Viajero;Total;Francia;2016M03;273.242
Viajero;Total;Francia;2016M04;569.674
Viajero;Total;Francia;2016M05;652.775
Viajero;Total;Francia;2016M06;522.987
Viajero;Total;Francia;2016M07;686.351
Viajero;Total;Francia;2016M08;921.864
Viajero;Total;Francia;2016M09;570.847
Viajero;Total;Francia;2016M10;535.620
Viajero;Total;Francia;2016M11;240.743
Viajero;Total;Francia;2016M12;236.704
Viajero;Total;Francia;2017M01;204.236
Viajero;Total;Francia;2017M02;266.165
Viajero;Total;Francia;2017M03;309.153
Viajero;Total;Francia;2017M04;607.677
Viajero;Total;Francia;2017M05;645.100
Viajero;Total;Francia;2017M06;491.556
Viajero;Total;Francia;2017M07;687.186
Viajero;Total;Francia;2017M08;893.750
Viajero;Total;Francia;2017M09;567.323
Viajero;Total;Francia;2017M10;529.492
Viajero;Total;Francia;2017M11;239.109
Viajero;Total;Francia;2017M12;230.229
Viajero;Total;Francia;2018M01;227.061
Viajero;Total;Francia;2018M02;252.509
Viajero;Total;Francia;2018M03;303.740
Viajero;Total;Francia;2018M04;563.625
Viajero;Total;Francia;2018M05;716.913
Viajero;Total;Francia;2018M06;541.903
Viajero;Total;Francia;2018M07;669.831
Viajero;Total;Francia;2018M08;971.575
Viajero;Total;Francia;2018M09;602.357
Viajero;Total;Francia;2018M10;560.820
Viajero;Total;Francia;2018M11;246.356
Viajero;Total;Francia;2018M12;244.456
Viajero;Total;Francia;2019M01;228.378
Viajero;Total;Francia;2019M02;280.428
Viajero;Total;Francia;2019M03;320.467
Viajero;Total;Francia;2019M04;559.413
Viajero;Total;Francia;2019M05;671.626
Viajero;Total;Francia;2019M06;550.865
Viajero;Total;Francia;2019M07;659.982
Viajero;Total;Francia;2019M08;1.004.343
Viajero;Total;Francia;2019M09;583.811
Viajero;Total;Francia;2019M10;564.878
Viajero;Total;Francia;2019M11;272.545
Viajero;Total;Francia;2019M12;253.810
Viajero;Total;Grecia;2015M01;3.985
Viajero;Total;Grecia;2015M02;5.620
Viajero;Total;Grecia;2015M03;6.614
Viajero;Total;Grecia;2015M04;9.897
Viajero;Total;Grecia;2015M05;12.996
Viajero;Total;Grecia;2015M06;9.663
Viajero;Total;Grecia;2015M07;10.093
Viajero;Total;Grecia;2015M08;11.332
Viajero;Total;Grecia;2015M09;9.246
Viajero;Total;Grecia;2015M10;10.044
Viajero;Total;Grecia;2015M11;7.612
Viajero;Total;Grecia;2015M12;6.208
Viajero;Total;Grecia;2016M01;5.396
Viajero;Total;Grecia;2016M02;6.384
Viajero;Total;Grecia;2016M03;7.389
Viajero;Total;Grecia;2016M04;9.219
Viajero;Total;Grecia;2016M05;9.995
Viajero;Total;Grecia;2016M06;10.092
Viajero;Total;Grecia;2016M07;13.053
Viajero;Total;Grecia;2016M08;10.910
Viajero;Total;Grecia;2016M09;9.299
Viajero;Total;Grecia;2016M10;12.580
Viajero;Total;Grecia;2016M11;9.824
Viajero;Total;Grecia;2016M12;7.012
Viajero;Total;Grecia;2017M01;6.746
Viajero;Total;Grecia;2017M02;7.094
Viajero;Total;Grecia;2017M03;8.863
Viajero;Total;Grecia;2017M04;11.228
Viajero;Total;Grecia;2017M05;11.454
Viajero;Total;Grecia;2017M06;11.373
Viajero;Total;Grecia;2017M07;13.972
Viajero;Total;Grecia;2017M08;15.297
Viajero;Total;Grecia;2017M09;9.354
Viajero;Total;Grecia;2017M10;11.184
Viajero;Total;Grecia;2017M11;7.824
Viajero;Total;Grecia;2017M12;7.376
Viajero;Total;Grecia;2018M01;6.148
Viajero;Total;Grecia;2018M02;7.100
Viajero;Total;Grecia;2018M03;8.958
Viajero;Total;Grecia;2018M04;11.553
Viajero;Total;Grecia;2018M05;12.287
Viajero;Total;Grecia;2018M06;14.583
Viajero;Total;Grecia;2018M07;11.983
Viajero;Total;Grecia;2018M08;14.053
Viajero;Total;Grecia;2018M09;13.612
Viajero;Total;Grecia;2018M10;12.246
Viajero;Total;Grecia;2018M11;14.853
Viajero;Total;Grecia;2018M12;9.312
Viajero;Total;Grecia;2019M01;7.940
Viajero;Total;Grecia;2019M02;8.517
Viajero;Total;Grecia;2019M03;10.937
Viajero;Total;Grecia;2019M04;12.025
Viajero;Total;Grecia;2019M05;15.946
Viajero;Total;Grecia;2019M06;12.481
Viajero;Total;Grecia;2019M07;11.731
Viajero;Total;Grecia;2019M08;14.863
Viajero;Total;Grecia;2019M09;12.436
Viajero;Total;Grecia;2019M10;13.097
