Viajeros y pernoctaciones;RESIDENCIA/ORIGEN;Países;Periodo;Total
Pernoctaciones;Total;Dinamarca;2019M01;213.360
Pernoctaciones;Total;Dinamarca;2019M02;245.841
Pernoctaciones;Total;Dinamarca;2019M03;273.261
Pernoctaciones;Total;Dinamarca;2019M04;260.684
Pernoctaciones;Total;Dinamarca;2019M05;272.581
Pernoctaciones;Total;Dinamarca;2019M06;247.667
Pernoctaciones;Total;Dinamarca;2019M07;450.541
Pernoctaciones;Total;Dinamarca;2019M08;266.932
Pernoctaciones;Total;Dinamarca;2019M09;268.002
Pernoctaciones;Total;Dinamarca;2019M10;325.600
Pernoctaciones;Total;Dinamarca;2019M11;199.051
Pernoctaciones;Total;Dinamarca;2019M12;169.094
Pernoctaciones;Total;Finlandia;2015M01;160.446
Pernoctaciones;Total;Finlandia;2015M02;167.524
Pernoctaciones;Total;Finlandia;2015M03;197.561
Pernoctaciones;Total;Finlandia;2015M04;152.979
Pernoctaciones;Total;Finlandia;2015M05;101.978
Pernoctaciones;Total;Finlandia;2015M06;139.480
Pernoctaciones;Total;Finlandia;2015M07;137.571
Pernoctaciones;Total;Finlandia;2015M08;75.074
Pernoctaciones;Total;Finlandia;2015M09;87.886
Pernoctaciones;Total;Finlandia;2015M10;171.521
Pernoctaciones;Total;Finlandia;2015M11;197.045
Pernoctaciones;Total;Finlandia;2015M12;166.969
Pernoctaciones;Total;Finlandia;2016M01;161.873
Pernoctaciones;Total;Finlandia;2016M02;174.064
Pernoctaciones;Total;Finlandia;2016M03;200.429
Pernoctaciones;Total;Finlandia;2016M04;141.853
Pernoctaciones;Total;Finlandia;2016M05;92.579
Pernoctaciones;Total;Finlandia;2016M06;100.158
Pernoctaciones;Total;Finlandia;2016M07;105.118
Pernoctaciones;Total;Finlandia;2016M08;74.187
Pernoctaciones;Total;Finlandia;2016M09;81.416
Pernoctaciones;Total;Finlandia;2016M10;178.822
Pernoctaciones;Total;Finlandia;2016M11;207.697
Pernoctaciones;Total;Finlandia;2016M12;184.896
Pernoctaciones;Total;Finlandia;2017M01;175.705
Pernoctaciones;Total;Finlandia;2017M02;193.576
Pernoctaciones;Total;Finlandia;2017M03;223.071
Pernoctaciones;Total;Finlandia;2017M04;175.169
Pernoctaciones;Total;Finlandia;2017M05;111.179
Pernoctaciones;Total;Finlandia;2017M06;115.755
Pernoctaciones;Total;Finlandia;2017M07;110.639
Pernoctaciones;Total;Finlandia;2017M08;79.155
Pernoctaciones;Total;Finlandia;2017M09;109.753
Pernoctaciones;Total;Finlandia;2017M10;223.679
Pernoctaciones;Total;Finlandia;2017M11;243.722
Pernoctaciones;Total;Finlandia;2017M12;211.147
Pernoctaciones;Total;Finlandia;2018M01;195.262
Pernoctaciones;Total;Finlandia;2018M02;205.868
Pernoctaciones;Total;Finlandia;2018M03;244.066
Pernoctaciones;Total;Finlandia;2018M04;192.398
Pernoctaciones;Total;Finlandia;2018M05;125.215
Pernoctaciones;Total;Finlandia;2018M06;130.965
Pernoctaciones;Total;Finlandia;2018M07;142.762
Pernoctaciones;Total;Finlandia;2018M08;84.757
Pernoctaciones;Total;Finlandia;2018M09;113.730
Pernoctaciones;Total;Finlandia;2018M10;227.312
Pernoctaciones;Total;Finlandia;2018M11;250.466
Pernoctaciones;Total;Finlandia;2018M12;212.044
Pernoctaciones;Total;Finlandia;2019M01;179.145
Pernoctaciones;Total;Finlandia;2019M02;200.791
Pernoctaciones;Total;Finlandia;2019M03;242.644
Pernoctaciones;Total;Finlandia;2019M04;176.762
Pernoctaciones;Total;Finlandia;2019M05;126.669
Pernoctaciones;Total;Finlandia;2019M06;123.849
Pernoctaciones;Total;Finlandia;2019M07;118.991
Pernoctaciones;Total;Finlandia;2019M08;86.727
Pernoctaciones;Total;Finlandia;2019M09;109.482
Pernoctaciones;Total;Finlandia;2019M10;214.246
Pernoctaciones;Total;Finlandia;2019M11;241.854
Pernoctaciones;Total;Finlandia;2019M12;202.890
Pernoctaciones;Total;Francia;2015M01;520.010
Pernoctaciones;Total;Francia;2015M02;654.388
Pernoctaciones;Total;Francia;2015M03;704.031
Pernoctaciones;Total;Francia;2015M04;1.539.301
Pernoctaciones;Total;Francia;2015M05;2.025.645
Pernoctaciones;Total;Francia;2015M06;1.447.298
Pernoctaciones;Total;Francia;2015M07;2.060.576
Pernoctaciones;Total;Francia;2015M08;3.287.796
Pernoctaciones;Total;Francia;2015M09;1.701.790
Pernoctaciones;Total;Francia;2015M10;1.561.304
Pernoctaciones;Total;Francia;2015M11;576.345
Pernoctaciones;Total;Francia;2015M12;588.843
Pernoctaciones;Total;Francia;2016M01;568.251
Pernoctaciones;Total;Francia;2016M02;716.373
Pernoctaciones;Total;Francia;2016M03;784.240
Pernoctaciones;Total;Francia;2016M04;1.780.826
Pernoctaciones;Total;Francia;2016M05;1.953.669
Pernoctaciones;Total;Francia;2016M06;1.653.143
Pernoctaciones;Total;Francia;2016M07;2.294.437
Pernoctaciones;Total;Francia;2016M08;3.296.911
Pernoctaciones;Total;Francia;2016M09;1.872.300
Pernoctaciones;Total;Francia;2016M10;1.709.345
Pernoctaciones;Total;Francia;2016M11;619.679
Pernoctaciones;Total;Francia;2016M12;639.906
Pernoctaciones;Total;Francia;2017M01;571.545
Pernoctaciones;Total;Francia;2017M02;761.271
Pernoctaciones;Total;Francia;2017M03;837.391
Pernoctaciones;Total;Francia;2017M04;1.775.276
Pernoctaciones;Total;Francia;2017M05;1.907.221
Pernoctaciones;Total;Francia;2017M06;1.541.498
Pernoctaciones;Total;Francia;2017M07;2.169.004
Pernoctaciones;Total;Francia;2017M08;3.073.400
Pernoctaciones;Total;Francia;2017M09;1.798.954
Pernoctaciones;Total;Francia;2017M10;1.590.921
Pernoctaciones;Total;Francia;2017M11;624.255
Pernoctaciones;Total;Francia;2017M12;569.426
Pernoctaciones;Total;Francia;2018M01;636.950
Pernoctaciones;Total;Francia;2018M02;696.580
Pernoctaciones;Total;Francia;2018M03;817.635
Pernoctaciones;Total;Francia;2018M04;1.610.811
Pernoctaciones;Total;Francia;2018M05;2.158.727
Pernoctaciones;Total;Francia;2018M06;1.629.540
Pernoctaciones;Total;Francia;2018M07;2.231.736
Pernoctaciones;Total;Francia;2018M08;3.366.130
Pernoctaciones;Total;Francia;2018M09;1.857.942
Pernoctaciones;Total;Francia;2018M10;1.731.993
Pernoctaciones;Total;Francia;2018M11;621.364
Pernoctaciones;Total;Francia;2018M12;597.195
Pernoctaciones;Total;Francia;2019M01;634.498
Pernoctaciones;Total;Francia;2019M02;756.204
Pernoctaciones;Total;Francia;2019M03;836.118
Pernoctaciones;Total;Francia;2019M04;1.619.949
Pernoctaciones;Total;Francia;2019M05;1.948.573
Pernoctaciones;Total;Francia;2019M06;1.705.922
Pernoctaciones;Total;Francia;2019M07;2.214.272
Pernoctaciones;Total;Francia;2019M08;3.515.752
Pernoctaciones;Total;Francia;2019M09;1.874.016
Pernoctaciones;Total;Francia;2019M10;1.663.413
Pernoctaciones;Total;Francia;2019M11;670.376
Pernoctaciones;Total;Francia;2019M12;629.209
Pernoctaciones;Total;Grecia;2015M01;12.185
Pernoctaciones;Total;Grecia;2015M02;17.740
Pernoctaciones;Total;Grecia;2015M03;21.046
Pernoctaciones;Total;Grecia;2015M04;25.981
Pernoctaciones;Total;Grecia;2015M05;32.148
Pernoctaciones;Total;Grecia;2015M06;24.437
Pernoctaciones;Total;Grecia;2015M07;26.883
Pernoctaciones;Total;Grecia;2015M08;28.869
Pernoctaciones;Total;Grecia;2015M09;23.817
Pernoctaciones;Total;Grecia;2015M10;25.548
Pernoctaciones;Total;Grecia;2015M11;20.751
Pernoctaciones;Total;Grecia;2015M12;17.004
Pernoctaciones;Total;Grecia;2016M01;15.227
Pernoctaciones;Total;Grecia;2016M02;19.480
Pernoctaciones;Total;Grecia;2016M03;19.482
Pernoctaciones;Total;Grecia;2016M04;23.695
Pernoctaciones;Total;Grecia;2016M05;25.855
Pernoctaciones;Total;Grecia;2016M06;24.553
Pernoctaciones;Total;Grecia;2016M07;37.851
Pernoctaciones;Total;Grecia;2016M08;31.878
Pernoctaciones;Total;Grecia;2016M09;30.337
Pernoctaciones;Total;Grecia;2016M10;34.243
Pernoctaciones;Total;Grecia;2016M11;24.063
Pernoctaciones;Total;Grecia;2016M12;19.180
Pernoctaciones;Total;Grecia;2017M01;17.493
Pernoctaciones;Total;Grecia;2017M02;18.902
Pernoctaciones;Total;Grecia;2017M03;24.770
Pernoctaciones;Total;Grecia;2017M04;29.678
Pernoctaciones;Total;Grecia;2017M05;28.930
Pernoctaciones;Total;Grecia;2017M06;28.835
Pernoctaciones;Total;Grecia;2017M07;37.013
Pernoctaciones;Total;Grecia;2017M08;40.606
Pernoctaciones;Total;Grecia;2017M09;24.369
Pernoctaciones;Total;Grecia;2017M10;30.404
Pernoctaciones;Total;Grecia;2017M11;20.962
Pernoctaciones;Total;Grecia;2017M12;18.927
Pernoctaciones;Total;Grecia;2018M01;16.926
Pernoctaciones;Total;Grecia;2018M02;20.823
Pernoctaciones;Total;Grecia;2018M03;23.901
Pernoctaciones;Total;Grecia;2018M04;31.072
Pernoctaciones;Total;Grecia;2018M05;31.481
Pernoctaciones;Total;Grecia;2018M06;36.824
Pernoctaciones;Total;Grecia;2018M07;34.080
Pernoctaciones;Total;Grecia;2018M08;39.831
Pernoctaciones;Total;Grecia;2018M09;30.916
Pernoctaciones;Total;Grecia;2018M10;31.429
Pernoctaciones;Total;Grecia;2018M11;39.144
Pernoctaciones;Total;Grecia;2018M12;27.890
Pernoctaciones;Total;Grecia;2019M01;22.831
Pernoctaciones;Total;Grecia;2019M02;24.663
Pernoctaciones;Total;Grecia;2019M03;31.171
Pernoctaciones;Total;Grecia;2019M04;34.899
Pernoctaciones;Total;Grecia;2019M05;39.968
Pernoctaciones;Total;Grecia;2019M06;33.130
Pernoctaciones;Total;Grecia;2019M07;30.313
Pernoctaciones;Total;Grecia;2019M08;39.003
Pernoctaciones;Total;Grecia;2019M09;33.778
Pernoctaciones;Total;Grecia;2019M10;36.037
Pernoctaciones;Total;Grecia;2019M11;35.155
Pernoctaciones;Total;Grecia;2019M12;35.963
Pernoctaciones;Total;Irlanda;2015M01;120.304
Pernoctaciones;Total;Irlanda;2015M02;126.631
Pernoctaciones;Total;Irlanda;2015M03;151.821
Pernoctaciones;Total;Irlanda;2015M04;224.971
Pernoctaciones;Total;Irlanda;2015M05;354.408
Pernoctaciones;Total;Irlanda;2015M06;429.280
Pernoctaciones;Total;Irlanda;2015M07;443.692
Pernoctaciones;Total;Irlanda;2015M08;404.032
Pernoctaciones;Total;Irlanda;2015M09;405.950
Pernoctaciones;Total;Irlanda;2015M10;324.739
Pernoctaciones;Total;Irlanda;2015M11;136.496
Pernoctaciones;Total;Irlanda;2015M12;117.324
Pernoctaciones;Total;Irlanda;2016M01;144.888
Pernoctaciones;Total;Irlanda;2016M02;157.126
Pernoctaciones;Total;Irlanda;2016M03;204.404
Pernoctaciones;Total;Irlanda;2016M04;259.380
Pernoctaciones;Total;Irlanda;2016M05;407.819
Pernoctaciones;Total;Irlanda;2016M06;471.538
Pernoctaciones;Total;Irlanda;2016M07;499.758
Pernoctaciones;Total;Irlanda;2016M08;448.795
Pernoctaciones;Total;Irlanda;2016M09;437.483
Pernoctaciones;Total;Irlanda;2016M10;361.041
Pernoctaciones;Total;Irlanda;2016M11;172.659
Pernoctaciones;Total;Irlanda;2016M12;121.116
Pernoctaciones;Total;Irlanda;2017M01;164.690
Pernoctaciones;Total;Irlanda;2017M02;157.952
Pernoctaciones;Total;Irlanda;2017M03;197.288
Pernoctaciones;Total;Irlanda;2017M04;286.247
Pernoctaciones;Total;Irlanda;2017M05;406.111
Pernoctaciones;Total;Irlanda;2017M06;552.089
Pernoctaciones;Total;Irlanda;2017M07;549.141
Pernoctaciones;Total;Irlanda;2017M08;492.633
Pernoctaciones;Total;Irlanda;2017M09;480.620
Pernoctaciones;Total;Irlanda;2017M10;378.870
Pernoctaciones;Total;Irlanda;2017M11;172.727
Pernoctaciones;Total;Irlanda;2017M12;135.346
Pernoctaciones;Total;Irlanda;2018M01;177.148
Pernoctaciones;Total;Irlanda;2018M02;165.827
Pernoctaciones;Total;Irlanda;2018M03;218.097
Pernoctaciones;Total;Irlanda;2018M04;306.965
Pernoctaciones;Total;Irlanda;2018M05;518.107
Pernoctaciones;Total;Irlanda;2018M06;608.159
Pernoctaciones;Total;Irlanda;2018M07;605.858
Pernoctaciones;Total;Irlanda;2018M08;525.440
Pernoctaciones;Total;Irlanda;2018M09;530.482
Pernoctaciones;Total;Irlanda;2018M10;424.232
Pernoctaciones;Total;Irlanda;2018M11;178.787
Pernoctaciones;Total;Irlanda;2018M12;149.230
Pernoctaciones;Total;Irlanda;2019M01;181.798
Pernoctaciones;Total;Irlanda;2019M02;184.225
Pernoctaciones;Total;Irlanda;2019M03;224.832
Pernoctaciones;Total;Irlanda;2019M04;369.821
Pernoctaciones;Total;Irlanda;2019M05;578.565
Pernoctaciones;Total;Irlanda;2019M06;708.098
Pernoctaciones;Total;Irlanda;2019M07;736.783
Pernoctaciones;Total;Irlanda;2019M08;660.174
Pernoctaciones;Total;Irlanda;2019M09;623.853
Pernoctaciones;Total;Irlanda;2019M10;470.852
Pernoctaciones;Total;Irlanda;2019M11;196.533
Pernoctaciones;Total;Irlanda;2019M12;168.989
Pernoctaciones;Total;Italia;2015M01;423.753
Pernoctaciones;Total;Italia;2015M02;366.760
Pernoctaciones;Total;Italia;2015M03;436.761
Pernoctaciones;Total;Italia;2015M04;571.742
Pernoctaciones;Total;Italia;2015M05;633.868
Pernoctaciones;Total;Italia;2015M06;839.926
Pernoctaciones;Total;Italia;2015M07;1.114.416
Pernoctaciones;Total;Italia;2015M08;1.804.860
Pernoctaciones;Total;Italia;2015M09;921.126
Pernoctaciones;Total;Italia;2015M10;547.351
Pernoctaciones;Total;Italia;2015M11;424.227
Pernoctaciones;Total;Italia;2015M12;437.715
Pernoctaciones;Total;Italia;2016M01;480.791
Pernoctaciones;Total;Italia;2016M02;427.512
Pernoctaciones;Total;Italia;2016M03;536.012
Pernoctaciones;Total;Italia;2016M04;617.923
Pernoctaciones;Total;Italia;2016M05;655.482
Pernoctaciones;Total;Italia;2016M06;940.609
Pernoctaciones;Total;Italia;2016M07;1.173.445
Pernoctaciones;Total;Italia;2016M08;1.824.678
Pernoctaciones;Total;Italia;2016M09;996.478
Pernoctaciones;Total;Italia;2016M10;638.832
Pernoctaciones;Total;Italia;2016M11;460.281
Pernoctaciones;Total;Italia;2016M12;477.044
Pernoctaciones;Total;Italia;2017M01;535.878
Pernoctaciones;Total;Italia;2017M02;455.655
Pernoctaciones;Total;Italia;2017M03;540.418
Pernoctaciones;Total;Italia;2017M04;642.878
Pernoctaciones;Total;Italia;2017M05;695.557
Pernoctaciones;Total;Italia;2017M06;970.749
Pernoctaciones;Total;Italia;2017M07;1.221.738
Pernoctaciones;Total;Italia;2017M08;1.764.110
Pernoctaciones;Total;Italia;2017M09;954.969
Pernoctaciones;Total;Italia;2017M10;629.574
Pernoctaciones;Total;Italia;2017M11;454.534
Pernoctaciones;Total;Italia;2017M12;442.611
Pernoctaciones;Total;Italia;2018M01;500.339
Pernoctaciones;Total;Italia;2018M02;448.799
Pernoctaciones;Total;Italia;2018M03;548.052
Pernoctaciones;Total;Italia;2018M04;659.187
Pernoctaciones;Total;Italia;2018M05;680.452
Pernoctaciones;Total;Italia;2018M06;960.050
Pernoctaciones;Total;Italia;2018M07;1.197.492
Pernoctaciones;Total;Italia;2018M08;1.807.660
Pernoctaciones;Total;Italia;2018M09;982.808
Pernoctaciones;Total;Italia;2018M10;616.662
Pernoctaciones;Total;Italia;2018M11;504.351
Pernoctaciones;Total;Italia;2018M12;510.619
Pernoctaciones;Total;Italia;2019M01;501.891
Pernoctaciones;Total;Italia;2019M02;482.168
Pernoctaciones;Total;Italia;2019M03;646.338
Pernoctaciones;Total;Italia;2019M04;761.375
Pernoctaciones;Total;Italia;2019M05;758.594
Pernoctaciones;Total;Italia;2019M06;991.891
Pernoctaciones;Total;Italia;2019M07;1.271.142
Pernoctaciones;Total;Italia;2019M08;1.890.616
Pernoctaciones;Total;Italia;2019M09;1.044.581
Pernoctaciones;Total;Italia;2019M10;693.309
Pernoctaciones;Total;Italia;2019M11;515.096
Pernoctaciones;Total;Italia;2019M12;516.721
Pernoctaciones;Total;Luxemburgo;2015M01;22.234
Pernoctaciones;Total;Luxemburgo;2015M02;22.601
Pernoctaciones;Total;Luxemburgo;2015M03;18.355
Pernoctaciones;Total;Luxemburgo;2015M04;40.242
Pernoctaciones;Total;Luxemburgo;2015M05;37.394
Pernoctaciones;Total;Luxemburgo;2015M06;43.970
Pernoctaciones;Total;Luxemburgo;2015M07;53.330
Pernoctaciones;Total;Luxemburgo;2015M08;63.711
Pernoctaciones;Total;Luxemburgo;2015M09;54.860
Pernoctaciones;Total;Luxemburgo;2015M10;31.652
Pernoctaciones;Total;Luxemburgo;2015M11;24.177
Pernoctaciones;Total;Luxemburgo;2015M12;22.090
Pernoctaciones;Total;Luxemburgo;2016M01;19.430
Pernoctaciones;Total;Luxemburgo;2016M02;20.627
Pernoctaciones;Total;Luxemburgo;2016M03;27.094
Pernoctaciones;Total;Luxemburgo;2016M04;34.069
Pernoctaciones;Total;Luxemburgo;2016M05;42.995
Pernoctaciones;Total;Luxemburgo;2016M06;52.487
Pernoctaciones;Total;Luxemburgo;2016M07;64.377
Pernoctaciones;Total;Luxemburgo;2016M08;75.649
Pernoctaciones;Total;Luxemburgo;2016M09;60.673
Pernoctaciones;Total;Luxemburgo;2016M10;35.803
Pernoctaciones;Total;Luxemburgo;2016M11;20.600
Pernoctaciones;Total;Luxemburgo;2016M12;20.909
Pernoctaciones;Total;Luxemburgo;2017M01;23.543
Pernoctaciones;Total;Luxemburgo;2017M02;20.118
Pernoctaciones;Total;Luxemburgo;2017M03;21.886
Pernoctaciones;Total;Luxemburgo;2017M04;40.666
Pernoctaciones;Total;Luxemburgo;2017M05;44.824
Pernoctaciones;Total;Luxemburgo;2017M06;48.254
Pernoctaciones;Total;Luxemburgo;2017M07;49.713
Pernoctaciones;Total;Luxemburgo;2017M08;69.077
Pernoctaciones;Total;Luxemburgo;2017M09;60.722
Pernoctaciones;Total;Luxemburgo;2017M10;34.298
Pernoctaciones;Total;Luxemburgo;2017M11;20.081
Pernoctaciones;Total;Luxemburgo;2017M12;29.844
Pernoctaciones;Total;Luxemburgo;2018M01;19.138
Pernoctaciones;Total;Luxemburgo;2018M02;22.868
Pernoctaciones;Total;Luxemburgo;2018M03;23.961
Pernoctaciones;Total;Luxemburgo;2018M04;42.058
Pernoctaciones;Total;Luxemburgo;2018M05;44.165
Pernoctaciones;Total;Luxemburgo;2018M06;37.339
Pernoctaciones;Total;Luxemburgo;2018M07;36.897
Pernoctaciones;Total;Luxemburgo;2018M08;67.769
Pernoctaciones;Total;Luxemburgo;2018M09;55.114
Pernoctaciones;Total;Luxemburgo;2018M10;38.806
Pernoctaciones;Total;Luxemburgo;2018M11;21.121
Pernoctaciones;Total;Luxemburgo;2018M12;23.171
Pernoctaciones;Total;Luxemburgo;2019M01;20.828
Pernoctaciones;Total;Luxemburgo;2019M02;22.487
Pernoctaciones;Total;Luxemburgo;2019M03;20.382
Pernoctaciones;Total;Luxemburgo;2019M04;41.629
Pernoctaciones;Total;Luxemburgo;2019M05;37.564
Pernoctaciones;Total;Luxemburgo;2019M06;44.993
Pernoctaciones;Total;Luxemburgo;2019M07;52.035
Pernoctaciones;Total;Luxemburgo;2019M08;67.701
Pernoctaciones;Total;Luxemburgo;2019M09;56.664
Pernoctaciones;Total;Luxemburgo;2019M10;31.819
Pernoctaciones;Total;Luxemburgo;2019M11;19.638
Pernoctaciones;Total;Luxemburgo;2019M12;21.228
Pernoctaciones;Total;Países Bajos;2015M01;290.806
Pernoctaciones;Total;Países Bajos;2015M02;352.220
Pernoctaciones;Total;Países Bajos;2015M03;367.340
Pernoctaciones;Total;Países Bajos;2015M04;491.439
Pernoctaciones;Total;Países Bajos;2015M05;879.971
Pernoctaciones;Total;Países Bajos;2015M06;754.906
Pernoctaciones;Total;Países Bajos;2015M07;1.121.131
Pernoctaciones;Total;Países Bajos;2015M08;1.141.948
Pernoctaciones;Total;Países Bajos;2015M09;903.659
Pernoctaciones;Total;Países Bajos;2015M10;735.780
Pernoctaciones;Total;Países Bajos;2015M11;346.386
Pernoctaciones;Total;Países Bajos;2015M12;303.778
Pernoctaciones;Total;Países Bajos;2016M01;311.325
Pernoctaciones;Total;Países Bajos;2016M02;370.283
Pernoctaciones;Total;Países Bajos;2016M03;396.559
Pernoctaciones;Total;Países Bajos;2016M04;700.930
Pernoctaciones;Total;Países Bajos;2016M05;997.749
Pernoctaciones;Total;Países Bajos;2016M06;875.068
Pernoctaciones;Total;Países Bajos;2016M07;1.202.022
Pernoctaciones;Total;Países Bajos;2016M08;1.398.019
Pernoctaciones;Total;Países Bajos;2016M09;1.050.219
Pernoctaciones;Total;Países Bajos;2016M10;811.200
Pernoctaciones;Total;Países Bajos;2016M11;359.571
Pernoctaciones;Total;Países Bajos;2016M12;308.190
Pernoctaciones;Total;Países Bajos;2017M01;357.489
Pernoctaciones;Total;Países Bajos;2017M02;388.913
Pernoctaciones;Total;Países Bajos;2017M03;446.086
Pernoctaciones;Total;Países Bajos;2017M04;735.394
Pernoctaciones;Total;Países Bajos;2017M05;1.064.094
Pernoctaciones;Total;Países Bajos;2017M06;969.202
Pernoctaciones;Total;Países Bajos;2017M07;1.323.352
Pernoctaciones;Total;Países Bajos;2017M08;1.460.336
Pernoctaciones;Total;Países Bajos;2017M09;1.148.044
Pernoctaciones;Total;Países Bajos;2017M10;969.142
Pernoctaciones;Total;Países Bajos;2017M11;394.892
Pernoctaciones;Total;Países Bajos;2017M12;356.670
Pernoctaciones;Total;Países Bajos;2018M01;405.172
Pernoctaciones;Total;Países Bajos;2018M02;413.612
Pernoctaciones;Total;Países Bajos;2018M03;496.076
Pernoctaciones;Total;Países Bajos;2018M04;678.601
Pernoctaciones;Total;Países Bajos;2018M05;1.107.236
Pernoctaciones;Total;Países Bajos;2018M06;994.576
Pernoctaciones;Total;Países Bajos;2018M07;1.220.735
Pernoctaciones;Total;Países Bajos;2018M08;1.283.046
Pernoctaciones;Total;Países Bajos;2018M09;1.095.997
Pernoctaciones;Total;Países Bajos;2018M10;924.048
Pernoctaciones;Total;Países Bajos;2018M11;380.868
Pernoctaciones;Total;Países Bajos;2018M12;334.560
Pernoctaciones;Total;Países Bajos;2019M01;371.134
Pernoctaciones;Total;Países Bajos;2019M02;371.518
Pernoctaciones;Total;Países Bajos;2019M03;495.958
Pernoctaciones;Total;Países Bajos;2019M04;664.701
Pernoctaciones;Total;Países Bajos;2019M05;976.050
Pernoctaciones;Total;Países Bajos;2019M06;964.864
Pernoctaciones;Total;Países Bajos;2019M07;1.187.060
Pernoctaciones;Total;Países Bajos;2019M08;1.224.221
Pernoctaciones;Total;Países Bajos;2019M09;1.026.726
Pernoctaciones;Total;Países Bajos;2019M10;859.349
Pernoctaciones;Total;Países Bajos;2019M11;393.656
Pernoctaciones;Total;Países Bajos;2019M12;357.859
Pernoctaciones;Total;Polonia;2015M01;120.419
Pernoctaciones;Total;Polonia;2015M02;134.559
Pernoctaciones;Total;Polonia;2015M03;126.576
Pernoctaciones;Total;Polonia;2015M04;161.863
Pernoctaciones;Total;Polonia;2015M05;251.149
Pernoctaciones;Total;Polonia;2015M06;340.557
Pernoctaciones;Total;Polonia;2015M07;528.242
Pernoctaciones;Total;Polonia;2015M08;457.967
Pernoctaciones;Total;Polonia;2015M09;431.011
Pernoctaciones;Total;Polonia;2015M10;266.785
Pernoctaciones;Total;Polonia;2015M11;151.337
Pernoctaciones;Total;Polonia;2015M12;145.652
Pernoctaciones;Total;Polonia;2016M01;157.159
Pernoctaciones;Total;Polonia;2016M02;182.263
Pernoctaciones;Total;Polonia;2016M03;176.549
Pernoctaciones;Total;Polonia;2016M04;218.196
Pernoctaciones;Total;Polonia;2016M05;340.157
Pernoctaciones;Total;Polonia;2016M06;506.190
Pernoctaciones;Total;Polonia;2016M07;690.310
Pernoctaciones;Total;Polonia;2016M08;613.802
Pernoctaciones;Total;Polonia;2016M09;556.172
Pernoctaciones;Total;Polonia;2016M10;310.785
Pernoctaciones;Total;Polonia;2016M11;176.383
Pernoctaciones;Total;Polonia;2016M12;146.162
Pernoctaciones;Total;Polonia;2017M01;184.442
Pernoctaciones;Total;Polonia;2017M02;179.215
Pernoctaciones;Total;Polonia;2017M03;194.948
Pernoctaciones;Total;Polonia;2017M04;225.298
Pernoctaciones;Total;Polonia;2017M05;403.943
Pernoctaciones;Total;Polonia;2017M06;571.035
Pernoctaciones;Total;Polonia;2017M07;689.983
Pernoctaciones;Total;Polonia;2017M08;688.016
Pernoctaciones;Total;Polonia;2017M09;632.968
Pernoctaciones;Total;Polonia;2017M10;332.334
Pernoctaciones;Total;Polonia;2017M11;185.749
Pernoctaciones;Total;Polonia;2017M12;168.124
Pernoctaciones;Total;Polonia;2018M01;200.603
Pernoctaciones;Total;Polonia;2018M02;182.474
Pernoctaciones;Total;Polonia;2018M03;200.618
Pernoctaciones;Total;Polonia;2018M04;264.346
Pernoctaciones;Total;Polonia;2018M05;456.366
Pernoctaciones;Total;Polonia;2018M06;654.288
Pernoctaciones;Total;Polonia;2018M07;723.807
Pernoctaciones;Total;Polonia;2018M08;667.711
Pernoctaciones;Total;Polonia;2018M09;648.909
Pernoctaciones;Total;Polonia;2018M10;340.727
Pernoctaciones;Total;Polonia;2018M11;172.433
Pernoctaciones;Total;Polonia;2018M12;166.815
Pernoctaciones;Total;Polonia;2019M01;193.585
Pernoctaciones;Total;Polonia;2019M02;211.348
Pernoctaciones;Total;Polonia;2019M03;203.473
Pernoctaciones;Total;Polonia;2019M04;273.154
Pernoctaciones;Total;Polonia;2019M05;469.350
Pernoctaciones;Total;Polonia;2019M06;634.333
Pernoctaciones;Total;Polonia;2019M07;704.881
Pernoctaciones;Total;Polonia;2019M08;624.191
Pernoctaciones;Total;Polonia;2019M09;607.327
Pernoctaciones;Total;Polonia;2019M10;358.846
Pernoctaciones;Total;Polonia;2019M11;176.049
Pernoctaciones;Total;Polonia;2019M12;162.296
Pernoctaciones;Total;Portugal;2015M01;116.489
Pernoctaciones;Total;Portugal;2015M02;139.346
Pernoctaciones;Total;Portugal;2015M03;248.230
Pernoctaciones;Total;Portugal;2015M04;172.414
Pernoctaciones;Total;Portugal;2015M05;238.375
Pernoctaciones;Total;Portugal;2015M06;374.282
Pernoctaciones;Total;Portugal;2015M07;480.923
Pernoctaciones;Total;Portugal;2015M08;635.993
Pernoctaciones;Total;Portugal;2015M09;410.327
Pernoctaciones;Total;Portugal;2015M10;199.492
Pernoctaciones;Total;Portugal;2015M11;124.820
Pernoctaciones;Total;Portugal;2015M12;119.728
Pernoctaciones;Total;Portugal;2016M01;121.606
Pernoctaciones;Total;Portugal;2016M02;150.860
Pernoctaciones;Total;Portugal;2016M03;264.074
Pernoctaciones;Total;Portugal;2016M04;214.560
Pernoctaciones;Total;Portugal;2016M05;245.373
Pernoctaciones;Total;Portugal;2016M06;442.082
Pernoctaciones;Total;Portugal;2016M07;518.960
Pernoctaciones;Total;Portugal;2016M08;713.405
Pernoctaciones;Total;Portugal;2016M09;458.032
Pernoctaciones;Total;Portugal;2016M10;249.165
Pernoctaciones;Total;Portugal;2016M11;139.213
Pernoctaciones;Total;Portugal;2016M12;149.225
Pernoctaciones;Total;Portugal;2017M01;116.773
Pernoctaciones;Total;Portugal;2017M02;153.682
Pernoctaciones;Total;Portugal;2017M03;153.055
