cat_educacion,estado_laboral,familia,riq_inmob,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_form,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok,weight
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,66,3428,2022,,0.0,,2123.3967
Universidad,Autónomo,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,35,3429,2022,0.0,0.0,0.0,3219.5227
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,30,3430,2022,,,1.0,3987.1138
Educación Secundaria,Otros inactivos,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,20,3431,2022,,1.0,1.0,2075.4602
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,43,3432,2022,1.0,0.0,,810.13361
Educación Secundaria,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0,0,0,60,3433,2022,1.0,,,8074.7153
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,41,3434,2022,,0.0,0.0,6740.4468
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,44,3435,2021,1.0,1.0,1.0,7600.5078
Universidad,Otros inactivos,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,1.0,1.0,1,1,0,1,1,0,0,1,1,0,56,3436,2022,0.0,0.0,0.0,1885.2688
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,65,3437,2022,1.0,0.0,1.0,3224.3386
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,54,3438,2022,0.0,1.0,1.0,1970.3771
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45,3439,2022,0.0,1.0,1.0,6350.834
Educación Primaria,Jubilado,Vive solo,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,72,3440,2022,0.0,1.0,1.0,5128.6436
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,47,3441,2022,1.0,1.0,0.0,9611.334
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,41,3442,2021,0.0,1.0,0.0,4351.9502
Universidad,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,79,3443,2021,1.0,0.0,0.0,7456.0947
Educación Primaria,Jubilado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,71,3444,2022,0.0,0.0,0.0,3229.6951
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,47,3445,2021,1.0,0.0,1.0,3630.2805
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,53,3446,2022,1.0,1.0,1.0,5023.0854
Universidad,Jubilado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,65,3447,2022,1.0,1.0,1.0,3071.4053
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,63,3448,2022,0.0,1.0,1.0,7410.6851
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,27,3449,2021,1.0,0.0,0.0,3380.8499
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,54,3450,2022,1.0,1.0,1.0,2953.5049
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,35,3451,2022,0.0,1.0,1.0,3463.7053
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,52,3452,2022,1.0,1.0,1.0,2875.5713
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,49,3453,2022,1.0,0.0,1.0,854.00171
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,33,3454,2022,1.0,0.0,0.0,1055.2457
Educación Primaria,Jubilado,Otros adultos,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,74,3455,2022,1.0,,0.0,1695.9076
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,30,3456,2022,0.0,0.0,,1343.6316
Universidad,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,29,3457,2022,1.0,0.0,1.0,8697.1094
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,33,3458,2022,0.0,,0.0,3552.8584
Universidad,Desempleado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,42,3459,2022,1.0,1.0,1.0,2756.4214
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,56,3460,2022,1.0,1.0,1.0,3486.946
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,51,3461,2022,1.0,0.0,1.0,2912.8938
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,3462,2022,0.0,0.0,1.0,1932.3643
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,69,3463,2022,0.0,0.0,0.0,1517.5259
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,74,3464,2021,1.0,0.0,,8911.2998
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,36,3465,2022,0.0,0.0,1.0,7412.896
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,44,3466,2022,1.0,0.0,1.0,6726.3667
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,48,3467,2022,1.0,1.0,1.0,5765.9702
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,33,3468,2021,1.0,0.0,1.0,6507.5674
Educación Primaria,Jubilado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,69,3469,2022,1.0,,0.0,1585.4827
Educación Primaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,18,3470,2022,1.0,,,11105.617
Universidad,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,27,3471,2022,0.0,0.0,1.0,3557.2969
Universidad,Jubilado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,71,3472,2022,1.0,1.0,0.0,2636.5742
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,37,3473,2022,0.0,0.0,1.0,6790.8223
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,78,3474,2022,0.0,1.0,1.0,3192.7271
Educación Primaria,Autónomo,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,35,3475,2022,1.0,0.0,1.0,3595.0474
Universidad,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,41,3476,2022,1.0,0.0,1.0,7541.2021
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,3477,2022,1.0,0.0,1.0,4502.7231
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,39,3478,2022,1.0,0.0,1.0,3432.9719
Educación Primaria,Otros inactivos,Vive solo,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,67,3479,2022,1.0,0.0,0.0,1517.5259
Educación Secundaria,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,52,3480,2022,1.0,0.0,1.0,1175.5203
Educación Primaria,Desempleado,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,52,3481,2021,1.0,1.0,1.0,8839.8477
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,25,3482,2022,1.0,1.0,,3241.5784
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,23,3483,2022,1.0,1.0,1.0,2128.2197
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,47,3484,2022,0.0,0.0,,8722.252
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,1,1,0,0,0,0,0,0,35,3485,2021,1.0,0.0,0.0,2496.0496
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,22,3486,2021,1.0,,1.0,5617.2114
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,55,3487,2022,0.0,1.0,0.0,7896.6309
Educación Secundaria,Asalariado,Otros adultos,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,25,3488,2021,1.0,1.0,1.0,4631.2827
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,42,3489,2022,0.0,0.0,1.0,10429.458
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,3490,2022,0.0,,,3615.2515
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,1,0,0,1,0,1,0,0,39,3491,2022,0.0,0.0,,10159.638
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,31,3492,2022,,0.0,,6754.4854
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0,0,0,46,3493,2022,0.0,0.0,,2487.0505
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,46,3494,2022,1.0,0.0,1.0,5731.002
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,37,3495,2022,,0.0,,1605.4161
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,1,1,0,0,0,0,0,0,0,36,3496,2022,0.0,0.0,1.0,11298.626
Educación Primaria,Jubilado,Otros adultos,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,1,1,0,1,0,0,0,0,0,67,3497,2021,1.0,0.0,0.0,5174.7251
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,42,3498,2021,0.0,0.0,,3375.6589
Educación Secundaria,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,30,3499,2022,0.0,1.0,1.0,829.94537
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,70,3500,2022,1.0,,0.0,6525.0547
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,3501,2022,1.0,0.0,0.0,4516.2881
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,71,3502,2022,1.0,0.0,,5048.895
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,20,3503,2022,0.0,0.0,1.0,3572.6868
Educación Secundaria,Desempleado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,57,3504,2022,1.0,0.0,1.0,8078.0981
Educación Primaria,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,28,3505,2022,0.0,,0.0,1779.8948
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,20,3506,2021,1.0,1.0,1.0,5033.4634
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,52,3507,2021,1.0,1.0,1.0,6705.6577
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,47,3508,2022,1.0,0.0,1.0,750.60394
Educación Primaria,Asalariado,Vive solo,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,39,3509,2022,1.0,0.0,1.0,3766.0767
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,53,3510,2022,1.0,1.0,1.0,2844.7029
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,53,3511,2022,1.0,1.0,1.0,5434.0938
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,68,3512,2022,0.0,0.0,1.0,9165.4609
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,28,3513,2022,1.0,0.0,0.0,7044.0762
Universidad,Otros inactivos,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,3514,2022,1.0,1.0,1.0,5573.3799
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,76,3515,2022,1.0,,0.0,3536.7368
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,18,3516,2022,0.0,1.0,0.0,5900.6641
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,39,3517,2022,1.0,1.0,1.0,3177.3167
Educación Secundaria,Asalariado,Vive solo,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,58,3518,2022,1.0,,0.0,705.91437
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,30,3519,2022,0.0,,0.0,2865.762
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,3520,2021,,0.0,,11412.888
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,31,3521,2021,1.0,0.0,0.0,2514.5923
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,42,3522,2022,1.0,0.0,,2922.8584
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,36,3523,2021,1.0,0.0,1.0,2192.8604
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,48,3524,2022,1.0,0.0,1.0,3931.6846
Educación Primaria,Asalariado,Otros adultos,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,30,3525,2022,0.0,0.0,0.0,3964.8179
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,46,3526,2022,1.0,0.0,1.0,5023.0854
Educación Secundaria,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,50,3527,2022,1.0,0.0,,781.70038
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,54,3528,2022,1.0,0.0,1.0,2678.2224
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,3529,2022,0.0,1.0,,2457.4932
Universidad,Asalariado,Vive solo,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,35,3530,2022,1.0,1.0,1.0,1848.3314
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,57,3531,2022,,0.0,,12006.442
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,40,3532,2021,1.0,0.0,0.0,7605.749
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,40,3533,2022,0.0,1.0,0.0,13667.698
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,42,3534,2022,1.0,0.0,1.0,5882.5898
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,70,3535,2022,1.0,1.0,,4439.7515
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,50,3536,2021,1.0,0.0,0.0,10021.307
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,60,3537,2021,1.0,0.0,,513.65704
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,43,3538,2022,0.0,,,5066.625
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,54,3539,2022,1.0,0.0,1.0,6110.3765
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,35,3540,2022,0.0,0.0,1.0,12727.358
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,52,3541,2022,0.0,0.0,1.0,8962.8213
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,60,3542,2022,1.0,0.0,1.0,7156.2627
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,77,3543,2021,1.0,0.0,1.0,5076.5552
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1,61,3544,2022,1.0,1.0,1.0,7253.3223
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,54,3545,2022,1.0,1.0,1.0,3842.1445
Educación Secundaria,Desempleado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,37,3546,2022,1.0,0.0,1.0,5006.5703
Educación Secundaria,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,3547,2022,1.0,0.0,,3379.8101
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,67,3548,2021,0.0,1.0,0.0,5791.8682
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0,0,54,3549,2021,1.0,1.0,1.0,7113.2432
Universidad,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,44,3550,2022,1.0,0.0,0.0,5882.5898
Educación Primaria,Asalariado,Otros adultos,No posee residencia principal,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,20,3551,2022,1.0,1.0,0.0,3892.6621
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,54,3552,2022,0.0,0.0,1.0,2969.0217
Educación Secundaria,Jubilado,Otros adultos,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,65,3553,2022,1.0,0.0,1.0,656.0274
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,24,3554,2022,,0.0,1.0,5617.2114
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,3555,2021,1.0,1.0,1.0,5182.4663
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,1.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,28,3556,2021,1.0,1.0,0.0,8827.0283
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,3557,2022,1.0,1.0,1.0,2737.4731
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,66,3558,2021,,,,6729.5806
Educación Secundaria,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,27,3559,2021,,1.0,1.0,8638.126
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,30,3560,2021,1.0,1.0,1.0,3279.8564
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,43,3561,2021,1.0,1.0,0.0,903.98029
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,61,3562,2021,1.0,1.0,1.0,5662.1753
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,21,3563,2022,1.0,0.0,1.0,2335.0239
Educación Secundaria,Jubilado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,70,3564,2022,1.0,0.0,,5265.5
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,63,3565,2022,0.0,0.0,1.0,4584.5522
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,66,3566,2022,1.0,1.0,1.0,679.65552
Educación Primaria,Otros inactivos,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,3567,2022,1.0,0.0,,7965.2285
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,49,3568,2021,1.0,0.0,,3401.7681
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,37,3569,2021,,0.0,0.0,9364.4092
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,41,3570,2022,0.0,1.0,1.0,2778.0039
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,20,3571,2022,1.0,,,2895.1494
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,22,3572,2022,1.0,0.0,0.0,6659.4321
