cat_educacion,estado_laboral,familia,riq_inmob,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_form,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok,weight
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,30,1595,2021,0.0,0.0,0.0,3453.4668
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,49,1596,2022,1.0,0.0,0.0,955.45691
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,59,1597,2022,1.0,0.0,,2198.0681
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,1598,2022,1.0,0.0,,1493.8966
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,60,1599,2021,1.0,1.0,1.0,6642.0366
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,58,1600,2022,1.0,1.0,1.0,3890.1851
Universidad,Jubilado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,78,1601,2021,1.0,1.0,0.0,3438.6758
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,28,1602,2022,1.0,1.0,0.0,7044.0762
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,23,1603,2021,1.0,0.0,,4403.3047
Universidad,Autónomo,,No posee residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,1604,2021,1.0,1.0,1.0,2857.4478
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,36,1605,2022,1.0,1.0,1.0,5378.9585
Educación Primaria,Jubilado,Vive solo,Residencia principal y otras,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,65,1606,2021,1.0,,0.0,5538.6372
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,55,1607,2022,1.0,,0.0,9705.2207
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,48,1608,2022,0.0,0.0,,3746.3677
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,47,1609,2021,1.0,0.0,1.0,2750.3511
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,33,1610,2022,1.0,1.0,,1145.6255
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,58,1611,2022,0.0,0.0,1.0,9642.0693
Educación Secundaria,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,19,1612,2022,1.0,1.0,1.0,4808.0649
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,71,1613,2022,1.0,1.0,1.0,3584.894
Universidad,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,47,1614,2021,1.0,1.0,1.0,7181.5464
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,61,1615,2022,1.0,0.0,0.0,6990.918
Universidad,Autónomo,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,1616,2022,1.0,0.0,1.0,552.8764
Universidad,Asalariado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,55,1617,2022,1.0,0.0,1.0,6434.8828
Universidad,Autónomo,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,51,1618,2022,1.0,1.0,1.0,3762.0134
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,27,1619,2021,1.0,1.0,1.0,6103.4019
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,67,1620,2021,,,,5538.6372
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,28,1621,2021,1.0,,1.0,6189.748
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,36,1622,2022,,0.0,,2211.1775
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,18,1623,2022,1.0,1.0,1.0,1388.7678
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,21,1624,2022,1.0,1.0,1.0,7255.4238
Universidad,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,41,1625,2022,1.0,1.0,1.0,6814.126
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,0,1,1,0,28,1626,2022,1.0,1.0,1.0,3756.9485
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,53,1627,2021,0.0,1.0,0.0,4267.1675
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,55,1628,2021,0.0,0.0,0.0,4748.6084
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,31,1629,2021,0.0,1.0,,12253.793
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,19,1630,2021,1.0,1.0,0.0,5617.2114
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,49,1631,2021,,1.0,1.0,5336.2358
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,44,1632,2022,1.0,0.0,1.0,858.3443
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,51,1633,2022,1.0,0.0,1.0,8962.8213
Educación Primaria,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,57,1634,2022,1.0,1.0,1.0,3011.5566
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,46,1635,2022,1.0,1.0,1.0,3024.6306
Universidad,Autónomo,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,49,1636,2022,1.0,0.0,1.0,735.26056
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,62,1637,2022,1.0,1.0,1.0,3115.0554
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,44,1638,2021,1.0,0.0,0.0,5576.4092
Educación Secundaria,Otros inactivos,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,23,1639,2022,1.0,1.0,,8118.6807
Educación Primaria,Jubilado,Otros adultos,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,69,1640,2022,1.0,1.0,1.0,13878.321
Educación Primaria,Autónomo,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,70,1641,2021,1.0,0.0,,15613.31
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,54,1642,2022,1.0,1.0,1.0,1002.8745
Universidad,Asalariado,,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,44,1643,2021,0.0,1.0,0.0,2496.0496
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,42,1644,2022,1.0,0.0,1.0,1986.2112
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,41,1645,2022,1.0,1.0,1.0,2778.0039
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,63,1646,2021,1.0,0.0,1.0,5328.8027
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,46,1647,2022,1.0,0.0,,3075.8611
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,65,1648,2022,1.0,1.0,1.0,6747.1333
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,54,1649,2021,,1.0,0.0,7247.9575
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,66,1650,2022,1.0,0.0,1.0,5478.9658
Educación Primaria,Jubilado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,67,1651,2021,0.0,1.0,0.0,15358.692
Universidad,Autónomo,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,34,1652,2022,0.0,0.0,0.0,2776.8987
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,33,1653,2021,1.0,0.0,0.0,3544.1819
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,28,1654,2022,1.0,1.0,1.0,3675.9563
Educación Secundaria,Asalariado,,No posee residencia principal,1.0,1.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,1,51,1655,2022,0.0,0.0,1.0,2258.9749
Educación Primaria,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,46,1656,2022,0.0,1.0,,1065.3352
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,1657,2021,1.0,0.0,,5265.5933
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,22,1658,2021,1.0,1.0,1.0,1184.0676
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,56,1659,2022,1.0,1.0,,9031.9404
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,66,1660,2022,1.0,0.0,1.0,4660.4985
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,33,1661,2022,1.0,0.0,1.0,1814.438
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,67,1662,2022,1.0,1.0,0.0,11114.199
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,52,1663,2021,1.0,,,1858.8706
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,43,1664,2022,1.0,1.0,1.0,6069.48
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,61,1665,2022,1.0,,,2205.2485
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,19,1666,2022,1.0,0.0,0.0,6935.4023
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,20,1667,2022,0.0,0.0,1.0,3542.957
Universidad,Asalariado,,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,42,1668,2022,0.0,0.0,1.0,2756.4214
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,1669,2022,1.0,0.0,0.0,4135.7231
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,22,1670,2022,1.0,0.0,1.0,3529.2383
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,35,1671,2022,1.0,0.0,1.0,2693.1067
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,1672,2021,1.0,1.0,0.0,8484.5605
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,70,1673,2022,1.0,0.0,,2203.3999
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,18,1674,2022,0.0,1.0,0.0,7915.3105
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,66,1675,2022,0.0,0.0,1.0,3620.1311
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,39,1676,2022,1.0,1.0,1.0,2032.4794
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,40,1677,2021,0.0,0.0,1.0,1685.7097
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,1678,2022,1.0,1.0,0.0,1524.9772
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,66,1679,2022,1.0,0.0,,4922.9888
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,33,1680,2022,1.0,0.0,1.0,5257.3149
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,67,1681,2022,1.0,0.0,1.0,3046.76
Educación Primaria,Jubilado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,60,1682,2021,1.0,0.0,1.0,13106.041
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,46,1683,2022,1.0,0.0,1.0,2857.4478
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,27,1684,2022,1.0,0.0,1.0,2606.2605
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0,0,0,0,44,1685,2022,0.0,0.0,1.0,3039.3293
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,44,1686,2022,1.0,0.0,0.0,2136.2288
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,34,1687,2022,1.0,0.0,1.0,1012.3342
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,25,1688,2022,1.0,,0.0,2606.2605
Educación Secundaria,Asalariado,Vive solo,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45,1689,2022,0.0,1.0,1.0,613.6795
Universidad,Asalariado,,No posee residencia principal,1.0,1.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,46,1690,2021,1.0,1.0,0.0,479.98639
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,31,1691,2022,,,,1182.1294
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,34,1692,2022,1.0,0.0,0.0,10814.824
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,44,1693,2022,1.0,0.0,0.0,1979.9823
Educación Primaria,Asalariado,Vive solo,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,54,1694,2022,0.0,0.0,0.0,3368.5383
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,1695,2022,0.0,0.0,,1594.511
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,1696,2022,1.0,1.0,0.0,10632.007
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,65,1697,2022,0.0,0.0,1.0,5791.8682
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,37,1698,2022,0.0,,,10276.541
Educación Secundaria,Autónomo,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,22,1699,2022,0.0,0.0,1.0,2021.9656
Educación Primaria,Asalariado,,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,30,1700,2022,0.0,1.0,1.0,5882.1309
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,36,1701,2021,1.0,0.0,0.0,6790.8223
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,32,1702,2021,1.0,0.0,1.0,7486.627
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,48,1703,2022,1.0,0.0,1.0,2144.1345
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,40,1704,2022,1.0,1.0,1.0,3595.0474
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,43,1705,2022,1.0,1.0,0.0,3202.6125
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,61,1706,2022,1.0,0.0,0.0,2780.469
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,30,1707,2022,1.0,1.0,1.0,3241.5784
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,29,1708,2022,,0.0,0.0,6437.7534
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,49,1709,2022,1.0,1.0,1.0,1360.9209
Educación Primaria,Asalariado,Vive solo,Solo residencia principal,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,60,1710,2021,1.0,0.0,,5391.0386
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,1711,2022,0.0,0.0,1.0,980.6629
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,49,1712,2022,0.0,1.0,0.0,2750.3511
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,54,1713,2022,1.0,0.0,,750.60394
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,40,1714,2022,,1.0,,3766.0767
Universidad,Asalariado,Vive solo,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,77,1715,2021,1.0,0.0,1.0,2994.5818
Universidad,Desempleado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,48,1716,2022,0.0,,1.0,1930.8356
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,43,1717,2021,0.0,0.0,1.0,6882.3218
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,66,1718,2022,1.0,0.0,,4444.5005
Universidad,Autónomo,,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,48,1719,2022,,1.0,1.0,6385.7485
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,71,1720,2021,1.0,0.0,1.0,8395.8516
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,43,1721,2022,0.0,1.0,0.0,5576.4092
Educación Secundaria,Otros inactivos,Vive solo,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,58,1722,2021,1.0,,0.0,2699.5264
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,59,1723,2022,1.0,1.0,1.0,1071.6315
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,46,1724,2021,1.0,1.0,1.0,5494.5396
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,62,1725,2022,,,,3967.3027
Educación Primaria,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,26,1726,2022,0.0,0.0,0.0,10364.624
Educación Primaria,Autónomo,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,54,1727,2022,1.0,1.0,,3788.4868
Educación Secundaria,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,46,1728,2022,1.0,,1.0,2721.314
Universidad,Desempleado,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,33,1729,2022,1.0,0.0,1.0,2520.6379
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,24,1730,2022,1.0,0.0,0.0,1111.2643
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,53,1731,2022,1.0,1.0,,3401.7681
Educación Secundaria,Asalariado,Vive solo,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,62,1732,2022,1.0,1.0,1.0,6103.104
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,46,1733,2022,1.0,1.0,0.0,2723.9753
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,61,1734,2022,1.0,1.0,1.0,9181.8721
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,49,1735,2022,1.0,1.0,1.0,4485.7876
Universidad,Autónomo,Vive solo,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,44,1736,2022,1.0,1.0,,1598.7744
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,1,75,1737,2021,0.0,,,5782.7886
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,54,1738,2022,1.0,0.0,1.0,3614.6328
Educación Secundaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,0.0,1.0,0,1,0,1,0,1,0,1,0,1,29,1739,2022,0.0,1.0,0.0,521.43878
Universidad,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,35,1740,2021,0.0,1.0,0.0,2192.8604
