anio,tabla,pregunta,ambito,categoria,TOTAL,CURSOS DE FORMACIÓN DISEÑADOS Y GESTIONADOS POR SU EMPRESA,CURSOS DE FORMACIÓN DISEÑADOS Y GESTIONADOS POR OTRA ORGANIZACIÓN,"FORMACIÓN PLANIFICADA EN EL PUESTO DE TRABAJO, UTILIZANDO LOS MEDIOS HABITUALES DE TRABAJO","APRENDIZAJE PLANIFICADO A PARTIR DE ROTACIÓN DE PUESTOS DE TRABAJO, INTERCAMBIOS, ETC.","PARTICIPACIÓN EN CONFERENCIAS, SEMINARIOS, GRUPOS DE TRABAJO, TALLERES O FERIAS DE MUESTRAS"
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Hostelería,60.73537059129424,25.97078821455553,68.13648954923192,54.371694787207254,21.5311004784689,13.127675648451271
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",80.54410110855245,48.577127659574465,73.39760638297872,52.972074468085104,31.788563829787233,63.62367021276596
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades profesionales, científicas y técnicas",81.78817555313746,42.449776043283514,68.30458113441838,51.03108785311987,25.282717637145772,59.22213845403344
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Actividades administrativas y servicios auxiliares,74.26149629479241,36.37482058642608,74.83425603171348,60.2009432027886,28.28241405235459,39.51882988175791
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",73.50780116110305,40.519528598753624,67.16233726167705,57.17282655642624,24.52026901955945,43.228234713395445
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Andalucía,73.32472609249197,23.902570247731777,76.82375094764129,47.9274167909809,26.16223618889242,27.75671908243868
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Aragón,73.58718646116651,36.26283367556468,73.53867214236824,54.97604380561259,25.530458590006845,38.64476386036961
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Asturias (Principado de),73.01387137452711,32.340241796200345,74.39550949913644,57.96632124352332,21.20034542314335,32.10276338514681
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Balears (Illes),61.53506837229819,30.39426523297491,72.68817204301075,55.6415770609319,23.412186379928315,36.07168458781362
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Canarias,69.62459321245932,29.797178866538687,71.32125865954428,59.961605875970285,24.021367164677407,28.42834487939237
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Cantabria,71.5802781289507,36.70081243376899,78.20558106676086,53.973860826563055,27.44613210879548,31.75556340515719
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Castilla-La Mancha,73.92981102969533,29.233176838810643,76.30672926447575,55.33646322378717,27.47000521648409,36.76577986437141
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Castilla y León,70.56596383575952,35.078630897317296,70.76780758556892,50.712303422756705,26.938020351526365,36.95652173913044
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Cataluña,76.295599963611,37.30127186009539,75.36565977742448,58.31677265500795,30.78100158982512,41.25
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Comunitat Valenciana,74.3200980760089,38.074398249452955,71.11934017842114,55.53610503282276,26.032654435280257,32.28076081467766
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Extremadura,75.34066655721557,32.381782523425585,69.07823055131837,58.00828067117019,33.994334277620396,33.55850947918937
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Galicia,75.14487745228348,26.729871232489035,74.47997735955852,62.97580302815905,27.12607895853969,34.49129758030281
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Madrid (Comunidad de),72.99127490558666,41.842742449343696,71.67579966866319,58.771505033770865,26.178157257550655,38.46820440932841
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Murcia (Región de),76.93637621023512,28.46067415730337,77.69662921348315,53.69662921348315,26.651685393258425,30.617977528089888
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,Navarra (Comunidad Foral de),78.85221778431784,35.64382831245001,74.19354838709677,59.87736603572381,29.08557717941882,36.73687016795521
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,País Vasco,71.1740356350111,44.73196223870533,69.77410654079569,58.917734322319625,31.50708024275118,36.79197572488199
2024,EAL-18a,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN MEDIO UTILIZADO POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ccaa,"Rioja, La",70.22780832678711,37.86353467561521,70.3579418344519,59.45190156599553,28.859060402684563,36.74496644295302
